t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_gyro_deg,pitch_accel_deg,gyro_y_rads,gyro_y_filt_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
3.130,-4.81,-1.55,-1.89,-1.95,-14.73,0.1367,0.0252,2.6055,2.6080,-2.2969,10.4922,2.83,36.74,37.97,1
3.148,-4.81,-1.55,-1.86,-1.95,-14.30,-0.1211,-0.0333,4.1367,2.8424,-0.5742,10.1914,2.83,37.14,37.97,1
3.179,-5.07,-1.94,-1.92,-1.91,-9.26,-0.1660,-0.0770,4.5586,3.0133,-1.9141,11.2617,2.83,38.88,39.59,1
3.180,-5.07,-1.94,-1.92,-1.91,-9.26,-0.1660,-0.0770,4.5586,3.0133,-1.9141,11.2617,2.83,39.59,41.12,1
3.208,-5.07,-1.94,-1.92,-1.78,-14.05,0.0254,-0.0429,1.2656,2.7426,-1.4570,8.7344,2.83,39.59,42.29,1
3.221,-5.07,-1.94,-1.92,-1.78,-8.60,-0.0332,-0.0390,3.1016,2.6626,-0.8047,9.3867,2.83,41.00,42.32,1
3.238,-5.07,-1.94,-1.89,-1.78,-18.64,0.0293,-0.0117,0.5742,2.3989,0.1914,7.5117,4.11,41.70,42.32,1
3.260,-5.06,-1.92,-1.89,-1.78,-4.73,0.0176,0.0000,3.5625,2.4382,-2.1055,9.9258,4.11,41.70,44.70,1
3.271,-5.06,-1.92,-1.89,-1.78,-20.10,-0.0547,-0.0219,3.1406,2.5771,-0.1133,11.1094,4.11,44.01,45.07,1
3.288,-5.06,-1.92,-1.96,-1.78,-16.14,0.0117,-0.0084,1.8789,2.5431,-2.0312,9.3086,4.11,43.36,45.07,1
3.301,-5.06,-1.92,-1.96,-1.78,-11.77,0.0449,0.0129,3.6758,2.5849,-0.7656,10.1875,4.11,43.36,46.99,1
3.320,-5.03,-2.04,-2.03,-1.78,-20.19,-0.0410,-0.0087,0.4961,2.2531,0.2305,7.2383,4.11,46.13,46.80,1
3.348,-5.03,-2.04,-2.08,-1.78,-23.58,-0.1250,-0.0306,3.9844,2.7865,0.0000,12.6836,4.11,46.43,49.67,1
3.350,-5.03,-2.04,-2.08,-1.78,-23.58,-0.1250,-0.0306,3.9844,2.7865,0.0000,12.6836,4.11,47.10,49.39,1
3.369,-5.03,-2.04,-2.02,-1.78,-3.57,-0.0332,0.0038,0.4609,2.3465,-2.0703,8.1953,4.11,47.95,50.65,1
3.391,-5.03,-2.04,-2.02,-1.78,-17.71,0.0215,0.0109,0.6914,2.2918,-0.9961,8.3555,4.11,49.27,50.81,1
3.401,-5.03,-2.04,-2.06,-1.75,-5.08,-0.1641,-0.0591,0.6914,2.0460,-0.9961,8.3555,4.11,50.56,52.71,1
3.420,-5.03,-2.04,-2.13,-1.75,-5.08,0.0781,-0.0042,4.7109,2.2484,-0.3047,13.9492,4.11,50.56,52.71,1
3.441,-5.03,-2.04,-2.18,-1.75,-19.02,0.0488,0.0236,1.0352,2.6527,-1.8789,9.0039,6.44,50.96,53.34,1
3.460,-4.82,-2.18,-2.15,-1.75,-6.91,0.0391,0.0298,2.8359,2.4998,0.1914,7.6992,6.44,51.93,54.30,1
3.471,-4.82,-2.18,-2.15,-1.75,-20.58,0.0508,0.0382,0.7266,2.3827,-0.8828,8.3125,6.44,53.39,53.80,1
3.488,-4.82,-2.18,-2.13,-1.77,-5.35,0.0645,0.0487,2.4531,2.1782,-0.8047,7.4297,6.44,53.39,57.54,1
3.510,-4.82,-2.18,-2.15,-1.80,-17.44,0.0859,0.0463,4.0625,2.6123,-0.4219,13.2148,6.44,55.07,56.26,1
3.520,-4.82,-2.18,-2.12,-1.80,-17.44,0.0859,0.0463,0.3828,2.2699,-1.7227,8.8867,6.44,54.79,59.10,1
3.540,-4.82,-2.18,-2.05,-1.90,-22.15,-0.0703,0.0274,2.9102,2.1859,0.4609,7.2773,6.44,57.71,57.00,1
3.561,-4.82,-2.18,-2.02,-1.95,-10.23,0.1699,0.0839,2.4883,2.1422,-1.3789,7.6953,6.44,57.80,60.30,1
3.571,-4.82,-2.18,-1.99,-1.95,-18.27,-0.0527,0.0293,2.4883,2.1953,-1.3789,7.6953,6.44,58.80,60.42,1
3.599,-4.82,-2.18,-1.94,-1.98,-18.32,0.0918,0.0519,0.5352,2.2477,-2.2969,9.7656,6.44,57.19,61.85,1
3.611,-4.82,-2.18,-1.94,-2.10,-3.49,0.1738,0.1007,3.8320,2.2484,-0.8828,8.8828,6.44,61.83,61.55,1
3.628,-4.82,-2.18,-1.87,-2.10,-23.69,-0.0781,0.0292,0.8438,2.2385,0.3828,7.3906,6.44,60.24,60.94,1
3.640,-4.82,-2.18,-1.87,-2.18,-6.87,0.1250,0.0675,4.4062,2.3093,-1.9141,8.5391,8.33,63.95,64.15,1
3.659,-4.82,-2.18,-1.87,-2.18,-27.65,-0.1094,-0.0032,3.7930,2.8098,0.8438,10.7266,8.33,62.10,65.65,1
3.680,-4.82,-2.18,-1.83,-2.23,-10.06,-0.0273,0.0160,1.9531,2.7378,-2.2969,11.4180,8.33,62.71,67.62,1
3.690,-4.82,-2.18,-1.83,-2.27,-10.06,0.1738,0.0791,3.4102,2.7338,-0.3047,8.1953,8.33,65.21,64.56,1
3.709,-4.82,-2.18,-1.86,-2.25,-4.51,-0.1230,-0.0465,0.4961,2.3195,1.3008,6.8242,8.33,65.22,64.56,1
3.739,-4.82,-2.18,-1.91,-2.27,-22.74,-0.2578,-0.0556,4.9023,2.8383,1.9531,12.6055,8.33,67.45,69.19,1
3.741,-4.82,-2.18,-1.91,-2.27,-22.74,-0.2578,-0.0556,4.9023,2.8383,1.9531,12.6055,8.33,65.85,70.28,1
3.769,-4.82,-2.18,-1.87,-2.27,-21.03,0.0234,0.0090,3.8320,2.7022,0.6523,10.1523,8.33,70.16,70.28,1
3.781,-4.82,-2.18,-1.87,-2.27,-21.03,0.0820,0.0382,-0.9570,2.4926,0.9570,4.5586,8.33,68.28,69.97,1
3.798,-4.82,-2.18,-1.94,-2.24,11.50,-0.1699,-0.0450,3.7930,2.2439,-0.9961,8.8164,8.33,72.05,74.46,1
3.811,-4.82,-2.18,-1.94,-2.13,-23.63,-0.1777,-0.0981,3.7539,2.4787,1.6094,11.6836,8.33,69.85,73.58,1
3.831,-4.82,-2.18,-2.07,-2.05,-18.17,-0.0527,-0.0663,0.7266,2.5982,-1.9922,10.9570,9.95,71.34,74.17,1
3.847,-4.82,-2.18,-2.11,-2.05,-4.15,0.0703,-0.0116,2.0312,2.2678,2.6055,8.8828,9.95,71.34,74.17,1
3.860,-4.82,-2.18,-2.11,-1.97,-13.23,-0.1426,-0.0640,1.9141,2.2221,-1.3789,7.6602,9.95,74.19,75.51,1
3.879,-4.82,-2.18,-2.19,-1.94,-7.22,-0.1934,-0.0582,0.7656,1.8629,0.4219,6.3633,9.95,74.17,77.62,1
3.907,-4.82,-2.18,-2.21,-1.94,-17.49,0.0430,-0.0056,2.8711,2.4649,-1.8398,10.6875,9.95,74.27,79.66,1
3.911,-4.82,-2.18,-2.21,-1.94,-17.49,0.0430,-0.0056,2.8711,2.4649,-1.8398,10.6875,9.95,75.14,76.91,1
3.928,-4.82,-2.18,-2.20,-1.94,-6.48,-0.0527,-0.0250,0.8438,2.1314,2.2617,7.8555,9.95,77.16,78.39,1
3.951,-4.82,-2.18,-2.17,-1.79,-19.90,-0.2715,-0.1236,4.9414,2.5148,1.0742,13.0625,9.95,77.19,81.52,1
3.971,-4.82,-2.18,-2.29,-1.76,-21.08,-0.0059,-0.0398,0.4219,2.8414,-1.9922,9.8867,9.95,75.16,81.20,1
3.989,-4.82,-2.18,-2.26,-1.81,-2.80,0.2988,0.0956,0.4609,2.1612,0.0781,6.6289,9.95,80.17,81.92,1
4.001,-4.82,-2.18,-2.26,-1.81,-4.33,-0.0547,0.0355,2.9102,2.0960,-0.4609,9.2266,9.95,81.87,82.64,1
4.020,-3.02,-2.44,-2.42,-1.84,-17.86,0.0723,0.0502,1.1484,1.9837,-0.6914,7.0469,9.95,81.87,83.02,1
4.031,-3.02,-2.44,-2.42,-1.84,-9.61,-0.0684,0.0028,1.2266,1.8616,0.6523,9.9219,11.59,79.87,84.47,1
4.050,-3.02,-2.44,-2.59,-1.85,-24.44,0.2363,0.0655,5.1719,2.5183,-2.6797,11.5703,11.59,82.09,85.51,1
4.068,-3.02,-2.44,-2.62,-1.85,-24.44,-0.1660,-0.0271,3.5625,3.0236,0.0000,9.8086,11.59,82.09,84.13,1
4.081,-3.02,-2.44,-2.68,-1.85,-24.44,-0.1660,-0.0271,-0.8047,2.4356,-0.7266,3.5273,11.59,81.86,89.08,1
4.099,-3.02,-2.44,-2.77,-1.85,12.50,0.1289,0.0353,3.6016,2.3953,-0.9961,12.5664,11.59,81.86,89.08,1
4.128,-3.02,-2.44,-2.78,-1.96,-23.53,-0.0215,0.0402,1.3008,2.9111,-0.8047,7.6562,11.59,87.63,88.46,1
4.132,-3.02,-2.44,-2.78,-1.96,-23.53,-0.0215,0.0402,1.3008,2.9111,-0.8047,7.6562,11.59,86.14,90.60,1
4.159,-3.02,-2.44,-2.87,-1.96,22.25,-0.0566,-0.0115,4.1758,2.2600,-2.0312,12.7891,11.59,87.25,90.63,1
4.170,-3.02,-2.44,-2.87,-1.96,-18.44,-0.0137,-0.0123,6.6289,2.7505,-3.0664,16.3516,11.59,88.82,90.42,1
4.188,-3.02,-2.44,-2.85,-1.96,-22.42,0.0996,0.0324,1.9922,3.1383,-1.6836,10.0039,11.59,86.57,90.70,1
4.201,-3.02,-2.44,-2.85,-2.06,-11.62,0.1719,0.0882,-0.9570,2.7263,-0.9180,2.7617,11.59,88.75,93.47,1
4.219,-3.02,-2.44,-2.82,-2.06,18.76,0.1172,0.0336,3.0273,2.0004,-1.1875,11.1523,11.59,88.67,93.73,1
4.240,-3.40,-2.91,-2.89,-2.06,-15.54,-0.1484,-0.0392,4.7109,2.7231,-1.9531,12.7891,12.95,90.09,95.47,1
4.251,-3.40,-2.91,-2.89,-1.98,-20.58,-0.1094,-0.0673,1.3789,2.7619,-0.4609,9.1602,12.95,93.29,93.57,1
4.269,-3.40,-2.91,-2.93,-2.00,-8.91,0.2051,0.0417,-1.7617,1.8873,-0.6133,2.9062,12.95,91.82,95.98,1
4.298,-3.40,-2.91,-2.99,-2.13,-5.80,-0.1738,-0.0077,5.0547,2.0071,-1.1484,13.4453,12.95,93.77,98.63,1
4.302,-3.40,-2.91,-2.99,-2.13,-5.80,-0.1738,-0.0077,5.0547,2.0071,-1.1484,13.4453,12.95,96.08,97.69,1
4.328,-3.40,-2.91,-3.05,-2.06,-19.81,0.1406,0.0193,0.7656,2.2473,-0.0391,6.5859,12.95,95.81,97.35,1
4.348,-3.40,-2.91,-3.15,-2.12,-6.99,0.1113,0.0561,0.4219,1.7743,-1.4570,8.5391,12.95,96.97,99.46,1
4.359,-3.40,-2.91,-3.15,-2.12,-6.99,0.1113,0.0561,1.9141,1.7957,0.5742,11.5312,12.95,94.03,98.23,1
4.371,-3.40,-2.91,-3.10,-2.20,-9.78,0.0273,0.0446,4.1367,1.9997,-1.4180,8.8828,12.95,99.61,100.01,1
4.391,-3.40,-2.91,-3.10,-2.20,-25.33,0.0098,0.0270,4.4805,2.6333,0.0781,12.4062,12.95,98.06,102.87,1
4.408,-3.40,-2.91,-3.13,-2.20,-20.21,0.0273,0.0271,1.7617,2.7396,-2.2969,9.0430,12.95,95.04,102.09,1
4.421,-3.40,-2.91,-3.13,-2.20,-11.38,-0.0898,-0.0197,-0.2695,2.4269,-0.3437,6.5898,12.95,97.20,100.62,1
4.439,-3.40,-2.91,-3.15,-2.26,1.99,0.2656,0.0945,-0.8438,1.7419,-0.8047,5.3594,14.98,101.39,102.46,1
4.468,-3.40,-2.91,-3.10,-2.42,-10.50,-0.0312,0.0604,3.9453,1.9763,0.0781,11.7969,14.98,100.45,103.52,1
4.472,-3.40,-2.91,-3.10,-2.42,-10.50,-0.0312,0.0604,3.9453,1.9763,0.0781,11.7969,14.98,102.49,102.71,1
4.490,-3.40,-2.91,-3.12,-2.42,-21.50,0.0801,0.0102,3.7930,2.5010,-0.5742,9.8047,14.98,101.47,105.42,1
4.520,-3.29,-3.23,-3.21,-2.42,-15.57,-0.0625,-0.0189,1.0742,2.2083,-2.4531,8.0820,14.98,101.46,104.93,1
4.530,-3.29,-3.23,-3.21,-2.37,-7.93,-0.0801,-0.0434,0.2695,1.9697,-0.2305,7.3125,14.98,103.80,105.49,1
4.548,-3.29,-3.23,-3.31,-2.37,-2.47,0.1230,0.0232,0.6133,1.5403,-0.8828,7.8906,14.98,104.44,108.27,1
4.561,-3.29,-3.23,-3.31,-2.37,-4.80,-0.0391,-0.0017,0.6133,1.3979,-0.1523,8.2773,14.98,106.88,110.16,1
4.578,-3.29,-3.23,-3.41,-2.37,-4.59,-0.0156,-0.0073,2.0312,1.3932,0.1133,11.4570,14.98,102.64,107.63,1
4.591,-3.29,-3.23,-3.41,-2.45,-10.41,0.1836,0.0691,2.6445,1.5403,-0.3828,8.2734,14.98,106.89,111.31,1
4.610,-3.29,-3.23,-3.57,-2.42,-14.42,0.1719,0.0331,2.8711,1.9669,-0.4609,11.4570,14.98,104.79,112.26,1
4.629,-3.29,-3.23,-3.63,-2.42,-14.42,-0.0898,-0.0160,3.0664,2.2533,-0.7266,10.9141,14.98,107.93,109.52,1
4.642,-3.29,-3.23,-3.62,-2.42,-14.42,-0.0898,-0.0160,2.2227,2.2486,-1.1875,8.3945,16.41,106.93,114.73,1
4.659,-3.29,-3.23,-3.80,-2.25,-15.17,0.1289,-0.0048,2.7969,2.3683,-0.6914,10.5703,16.41,108.54,111.83,1
4.688,-3.29,-3.23,-3.87,-2.22,-15.28,0.1660,0.0384,0.9961,2.2531,-0.2305,8.9609,16.41,112.12,111.83,1
4.701,-3.29,-3.23,-3.87,-2.17,-6.70,-0.1777,-0.0480,1.5703,2.1060,-0.5742,8.7734,16.41,109.36,116.84,1
4.718,-3.29,-3.23,-4.07,-2.17,-10.50,0.0879,0.0063,0.6914,1.8191,-1.3789,8.9258,16.41,111.28,114.81,1
4.731,-3.29,-3.23,-4.07,-2.24,-4.78,0.1445,0.0616,1.7617,1.7315,-0.3047,8.8164,16.41,112.26,114.53,1
4.749,-3.29,-3.23,-4.14,-2.25,-4.24,-0.2148,-0.0431,0.5742,1.4790,-0.9961,8.4609,16.41,112.55,116.13,1
4.761,-3.29,-3.23,-4.14,-2.25,-4.24,0.1074,0.0171,-0.2305,1.2756,-0.5742,7.2070,16.41,109.70,117.11,1
4.781,-3.51,-4.29,-4.27,-2.25,1.48,-0.0605,-0.0140,-0.2305,0.8485,-0.5742,7.2070,16.41,110.25,117.97,1
4.798,-3.51,-4.29,-4.32,-2.25,1.48,0.0605,0.0158,1.1484,0.7543,-0.3828,7.8945,16.41,111.79,118.12,1
4.821,-3.51,-4.29,-4.49,-2.25,-3.69,-0.0547,-0.0307,2.9492,0.9079,-0.1523,11.8750,16.41,113.92,119.23,1
4.829,-3.51,-4.29,-4.53,-2.25,-14.30,0.0000,-0.0184,2.9492,1.2214,-0.1523,11.8750,17.89,114.81,116.56,1
4.851,-3.51,-4.29,-4.59,-2.25,-10.22,0.0781,0.0185,0.0391,1.2579,-0.6914,7.3125,17.89,114.93,119.75,1
4.871,-3.51,-4.29,-4.66,-2.21,-0.66,0.0410,-0.0229,2.9883,1.1482,0.0000,11.6406,17.89,115.74,121.07,1
4.888,-3.51,-4.29,-4.83,-2.21,-14.75,-0.0293,-0.0254,2.4531,1.5878,-0.7266,8.9609,17.89,116.84,118.89,1
4.901,-3.51,-4.29,-4.83,-2.26,-15.66,0.1387,0.0402,-0.0391,1.5214,-0.6914,8.6172,17.89,118.43,123.27,1
4.919,-3.51,-4.29,-4.90,-2.26,-0.09,-0.1055,-0.0181,2.7187,1.5024,-0.1914,11.3359,17.89,120.71,121.67,1
4.940,-3.93,-4.87,-4.85,-2.33,-13.84,0.1738,0.0587,0.9570,1.5272,-0.7656,8.1992,17.89,116.56,120.41,1
4.950,-3.93,-4.87,-4.85,-2.42,-7.01,0.1250,0.0852,-0.7266,1.3049,-0.3437,6.8906,17.89,117.18,124.46,1
4.968,-3.93,-4.87,-4.89,-2.46,5.66,0.0078,0.0543,2.2227,1.1818,-0.5352,10.1914,17.89,117.83,122.13,1
5.000,-4.06,-4.99,-4.97,-2.50,-9.02,0.1992,0.0748,-0.8438,0.8045,-0.9570,7.2070,17.89,120.19,124.75,1
5.001,-4.06,-4.99,-4.97,-2.50,-9.02,0.1992,0.0748,-0.8438,0.8045,-0.9570,7.2070,17.89,120.47,122.38,1
5.028,-4.06,-4.99,-4.99,-2.69,-12.43,0.0781,0.1027,0.7266,1.0430,-0.6523,7.3555,17.89,121.34,125.14,1
5.041,-4.06,-4.99,-4.99,-2.86,-6.00,0.2090,0.1452,-0.8828,0.8656,-0.9180,7.3164,19.09,121.83,127.57,1
5.050,-4.06,-4.99,-4.99,-2.89,6.53,-0.0957,0.0489,-0.8828,0.5971,-0.9180,7.3164,19.09,123.09,124.81,1
5.078,-4.06,-4.99,-4.99,-2.93,-12.19,0.0293,0.0410,1.6836,1.1082,-1.0742,9.4648,19.09,122.16,127.18,1
5.091,-4.06,-4.99,-4.99,-2.85,-10.44,-0.2324,-0.0683,-1.4922,0.9425,-1.0742,5.0586,19.09,124.80,128.11,1
5.108,-4.06,-4.99,-5.00,-2.89,16.08,0.2520,0.0598,1.9531,0.7812,0.1523,9.3437,19.09,126.57,128.93,1
5.121,-4.06,-4.99,-5.00,-2.89,-12.16,-0.1387,-0.0196,2.0312,0.9675,-1.4180,11.0352,19.09,123.69,128.32,1
5.138,-4.06,-4.99,-5.08,-2.92,-10.78,0.1992,0.0679,-1.1484,0.7808,-1.1875,5.0977,19.09,122.88,131.53,1
5.152,-4.06,-4.99,-5.08,-2.92,12.34,-0.1113,-0.0038,0.6133,0.6254,-0.5352,7.7344,19.09,123.09,129.75,1
5.169,-4.06,-4.99,-5.25,-2.88,-4.89,-0.1719,-0.0710,3.1797,1.0162,-0.7266,12.8711,19.09,125.33,134.88,1
5.190,-4.06,-4.99,-5.40,-2.59,5.60,0.0352,-0.1076,-0.4961,0.8163,0.2305,4.7539,19.09,128.77,128.37,1
5.211,-4.06,-4.99,-5.70,-2.39,18.70,-0.2773,-0.1755,6.6289,0.5984,-2.6797,22.7539,19.09,125.44,135.32,1
5.220,-4.06,-4.99,-5.82,-2.31,-16.60,-0.0605,-0.1295,6.6289,1.5247,-2.6797,22.7539,19.09,124.63,140.94,1
5.248,-4.06,-4.99,-6.30,-2.33,-27.27,0.0762,0.0443,2.7578,2.8815,0.1133,7.7773,20.59,126.71,130.60,1
5.261,-4.06,-4.99,-6.30,-2.53,-19.88,0.3711,0.1750,1.8008,2.7860,-2.0312,8.1953,20.59,129.68,137.25,1
5.271,-4.06,-4.99,-6.54,-2.60,-12.75,0.0352,0.1191,5.1719,2.8376,0.1133,8.1992,20.59,126.14,136.18,1
5.290,-4.06,-4.99,-6.61,-2.75,-32.60,-0.1445,0.0582,0.4609,3.1228,0.3437,2.2227,20.59,129.89,133.65,1
5.308,-4.06,-4.99,-6.97,-2.85,-12.07,0.3418,0.1716,-2.2969,1.9443,-2.0312,6.2422,20.59,130.57,127.13,1
5.330,-4.06,-4.99,-7.19,-3.18,-3.92,-0.0781,0.1069,0.8438,1.4365,-0.8047,13.5234,20.59,127.80,137.04,1
5.340,-4.06,-4.99,-7.17,-3.18,-3.92,-0.0781,0.1069,4.7500,1.9455,-0.9961,16.3242,20.59,130.75,138.62,1
5.360,-4.40,-7.27,-7.25,-3.10,-16.58,-0.3281,-0.0671,1.1875,2.1131,-0.3047,8.7344,20.59,130.60,137.85,1
5.389,-4.37,-7.41,-7.39,-3.03,53.53,0.0410,-0.0213,-0.8438,0.3624,-1.6094,8.3906,20.59,129.79,138.01,1
5.390,-4.37,-7.41,-7.39,-3.03,53.53,0.0410,-0.0213,-0.8438,0.3624,-1.6094,8.3906,20.59,130.80,138.20,1
5.418,-4.37,-7.41,-7.48,-3.11,-11.72,0.0801,0.0567,5.8242,1.6801,-0.4961,18.4258,20.59,263.57,138.72,1
5.431,-4.37,-7.41,-7.48,-3.24,-17.90,0.1953,0.1121,-0.5742,1.8048,-2.2969,10.4570,21.45,132.50,135.32,1
5.449,-4.37,-7.41,-7.24,-3.36,2.79,0.3730,0.2165,-0.8438,1.0887,0.7656,3.4453,21.45,134.54,137.82,1
5.461,-4.37,-7.41,-7.24,-3.54,13.41,0.0625,0.1549,-11.8750,-0.0907,-0.4609,-14.0156,21.45,134.25,138.72,1
5.480,-4.37,-7.41,-7.47,-3.51,139.37,0.7656,0.1778,7.8906,-1.8515,0.0391,17.5078,21.45,137.87,142.67,1
5.500,-4.26,-7.76,-7.74,-3.46,-24.61,-0.4883,-0.0886,-2.6797,-0.8696,-2.0312,-3.4883,21.45,139.65,139.53,1
5.510,-4.26,-7.76,-7.74,-3.20,142.11,-0.4355,-0.2274,-0.3047,-0.9576,1.2266,6.4687,21.45,134.07,147.02,1
5.528,-4.26,-7.76,-8.35,-3.04,2.34,-0.3242,-0.2661,10.8398,0.9394,-1.6836,23.2930,21.45,135.34,143.55,1
5.551,-4.26,-7.76,-8.38,-2.75,-25.31,-0.2090,-0.2433,2.1836,3.7198,-0.4961,9.7695,21.45,133.73,141.24,1
5.560,-4.26,-7.76,-8.28,-2.61,-12.95,0.0508,-0.1256,2.1836,3.4839,-0.4961,9.7695,21.45,140.35,141.10,1
5.589,-4.14,-8.34,-8.32,-2.54,94.93,-0.3652,-0.1402,1.6094,1.8381,-0.6133,10.7695,21.45,138.72,145.37,1
5.600,-4.14,-8.34,-8.32,-2.40,-8.85,-0.0898,-0.1201,5.7070,2.1308,-1.1094,13.1055,21.45,138.22,144.20,1
5.611,-4.14,-8.34,-8.18,-2.45,-23.89,0.4004,0.0881,5.7070,2.6801,-1.1094,13.1055,21.45,140.06,142.92,1
5.631,-4.14,-8.34,-8.26,-2.63,4.65,0.2793,0.1646,-0.1523,1.5942,-1.3008,8.5781,22.71,138.64,144.18,1
5.650,-4.14,-8.34,-8.19,-2.79,0.66,0.1855,0.1489,0.0000,1.1110,0.4609,7.6992,22.71,140.63,144.53,1
5.669,-4.14,-8.34,-8.11,-2.84,-0.35,-0.0371,0.0745,2.1055,1.1193,-1.8398,12.8711,22.71,142.88,144.26,1
5.680,-4.14,-8.34,-8.11,-2.97,-9.64,0.1797,0.1166,1.5313,1.2249,-0.9570,9.0781,22.71,142.29,147.25,1
5.699,-4.14,-8.34,-7.98,-3.03,-9.93,0.1250,0.1200,0.6133,1.1708,0.0391,7.4727,22.71,141.30,146.52,1
5.728,-4.14,-8.34,-7.99,-3.18,-0.05,0.2129,0.1246,1.5313,0.9701,-0.2695,7.3125,22.71,145.22,149.77,1
5.730,-4.14,-8.34,-7.99,-3.18,-0.05,0.2129,0.1246,1.5313,0.9701,-0.2695,7.3125,22.71,143.47,148.43,1
5.750,-4.14,-8.34,-8.14,-3.22,-7.04,-0.2207,-0.0523,1.1094,1.0359,-1.5703,9.4609,22.71,142.37,147.95,1
5.771,-4.14,-8.34,-8.26,-3.11,-13.67,-0.1680,-0.0986,3.1406,1.5537,-0.3828,10.6484,22.71,140.57,150.42,1
5.781,-4.14,-8.34,-8.29,-3.11,-16.79,0.1699,0.0088,3.1406,1.7974,-0.3828,10.6484,22.71,144.30,148.28,1
5.809,-4.14,-8.34,-8.49,-3.00,-16.79,-0.3574,-0.1377,-1.2266,1.4104,0.1914,5.2539,22.71,144.20,148.28,1
5.821,-4.14,-8.34,-8.49,-3.00,12.79,0.1582,-0.0193,-0.9961,1.0238,-1.5313,7.8945,22.71,147.84,150.06,1
5.839,-4.14,-8.34,-8.60,-2.97,6.84,-0.1250,-0.0616,1.4922,0.8331,-0.6914,9.4648,23.67,148.15,151.13,1
5.850,-4.14,-8.34,-8.60,-2.89,-9.31,-0.0762,-0.0674,3.8320,1.1215,-1.3008,12.7930,23.67,145.99,154.49,1
5.868,-4.14,-8.34,-8.62,-2.89,-17.03,0.1250,0.0095,2.9102,1.7487,-0.7656,10.1094,23.67,148.21,151.22,1
5.890,-4.14,-8.34,-8.79,-2.82,-8.29,0.0547,-0.0183,1.1484,1.6882,0.6523,8.2344,23.67,148.08,155.40,1
5.900,-4.14,-8.34,-8.89,-2.82,-8.29,0.0547,-0.0183,0.6133,1.5231,-1.3398,8.9219,23.67,147.97,153.54,1
5.920,-4.41,-9.03,-9.01,-2.87,-4.29,0.1465,0.0476,1.2656,1.3573,-0.5352,8.1562,23.67,149.12,153.82,1
5.949,-4.41,-9.03,-9.19,-2.92,-7.53,-0.2812,-0.0682,2.8711,1.5458,-1.8398,10.1523,23.67,150.81,156.67,1
5.951,-4.41,-9.03,-9.19,-2.92,-7.53,-0.2812,-0.0682,2.8711,1.5458,-1.8398,10.1523,23.67,148.26,154.37,1
5.980,-4.51,-9.19,-9.17,-2.82,-10.44,0.0781,-0.0195,2.7969,2.0365,-0.7656,11.6406,23.67,151.77,158.28,1
5.991,-4.51,-9.19,-9.17,-2.76,-13.86,-0.0918,-0.0484,0.7266,1.9877,0.0781,9.1953,23.67,147.97,153.37,1
6.009,-4.51,-9.19,-9.21,-2.72,0.98,-0.1855,-0.0715,-0.1914,1.3546,-0.6523,8.2344,23.67,149.63,153.80,1
6.021,-4.51,-9.19,-9.21,-2.77,0.98,0.3125,0.0821,0.0000,1.1324,-0.9180,7.6992,23.67,151.81,157.98,1
6.041,-4.51,-9.19,-9.20,-2.74,-0.35,-0.2539,-0.0523,1.6836,1.0699,-0.6523,10.0352,24.91,150.13,156.05,1
6.058,-4.51,-9.19,-9.29,-2.61,-9.88,-0.2109,-0.1158,2.9492,1.4383,-1.8398,11.4141,24.91,151.52,155.52,1
6.070,-4.51,-9.19,-9.29,-2.55,-14.84,0.0469,-0.0507,1.8789,1.5848,-1.2656,10.3828,24.91,154.82,159.77,1
6.088,-4.51,-9.19,-9.20,-2.55,-10.61,0.0078,-0.0273,2.7578,1.8032,-1.3789,11.2227,24.91,149.25,160.10,1
6.121,-4.72,-9.30,-9.28,-2.43,-10.89,0.1602,0.0045,-0.0781,1.4193,-0.6133,8.3125,24.91,154.37,162.13,1
6.121,-4.72,-9.30,-9.28,-2.43,-10.89,0.1602,0.0045,-0.0781,1.4193,-0.6133,8.3125,24.91,151.52,157.38,1
6.149,-4.72,-9.30,-9.20,-2.60,12.18,-0.0332,0.0549,0.2695,0.6396,-1.1875,9.9648,24.91,151.52,160.51,1
6.161,-4.72,-9.30,-9.20,-2.71,-1.90,0.1582,0.0962,0.6133,0.6102,-1.2266,8.7773,24.91,152.91,161.11,1
6.181,-4.72,-9.30,-9.11,-2.71,-4.35,-0.0859,0.0234,2.2969,0.8697,-1.6836,11.1875,24.91,154.70,161.73,1
6.199,-4.77,-9.11,-9.09,-2.64,-11.96,-0.1914,-0.0625,2.4883,1.3986,-0.9180,11.5703,24.91,154.77,159.64,1
6.211,-4.77,-9.11,-9.09,-2.48,-12.49,-0.2461,-0.1360,0.8047,1.4313,0.0000,8.7734,24.91,152.02,160.33,1
6.228,-4.77,-9.11,-9.05,-2.48,-5.59,0.1660,-0.0152,-0.2305,1.0946,-0.3437,8.4609,24.91,152.58,161.06,1
6.251,-4.77,-9.11,-9.03,-2.48,1.21,0.0156,-0.0029,-1.1484,0.3045,-0.6523,9.2695,25.67,153.73,158.13,1
6.260,-4.77,-9.11,-9.01,-2.48,6.71,-0.0684,-0.0291,-1.1484,0.0813,-0.6523,9.2695,25.67,151.13,161.89,1
