t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_gyro_deg,pitch_accel_deg,gyro_y_rads,gyro_y_filt_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.207,-4.26,-0.04,-0.04,-0.15,0.63,-0.0488,0.0000,0.3437,0.0081,-0.5352,9.7656,0.04,0.00,0.00,1
0.240,-4.32,-0.05,-0.02,-0.24,-2.32,-0.0254,0.0000,0.3047,0.1479,-1.0352,9.6523,0.04,0.00,0.00,1
0.240,-4.32,-0.05,-0.02,-0.24,-2.32,-0.0254,0.0000,0.3047,0.1479,-1.0352,9.6523,0.04,0.00,0.00,1
0.267,-4.32,-0.05,-0.04,-0.25,1.38,-0.0078,0.0000,0.1133,0.0727,-0.7266,9.6094,0.04,0.00,0.00,1
0.281,-4.32,-0.05,-0.04,-0.26,-1.03,0.0078,0.0000,-0.6914,0.0145,-0.7266,8.1172,0.04,0.00,0.00,1
0.298,-4.32,-0.05,-0.07,-0.17,4.51,-0.0254,0.0000,0.3437,-0.0267,-0.5352,10.2305,0.04,0.00,0.00,1
0.310,-4.32,-0.05,-0.07,-0.21,-2.28,0.0332,0.0000,-0.4609,-0.0342,-0.8047,9.0000,0.04,0.00,0.00,1
0.330,-4.32,-0.05,-0.06,-0.10,2.58,0.0215,0.0000,-0.2305,-0.1368,-0.6523,8.9258,0.04,0.00,0.00,1
0.348,-4.32,-0.05,-0.06,-0.07,1.12,-0.0039,0.0000,0.1133,-0.1105,-0.8438,9.7305,0.04,0.00,0.00,1
0.360,-4.32,-0.05,-0.06,-0.09,-1.02,0.0215,0.0000,0.3437,-0.0577,-0.6523,9.7656,0.04,0.00,0.00,1
0.377,-4.32,-0.05,-0.07,-0.14,-2.37,-0.0508,0.0000,0.1523,0.0267,-0.7266,9.3477,0.04,0.00,0.00,1
0.401,-4.32,-0.05,-0.09,-0.18,-1.22,0.0137,0.0000,0.2305,0.0758,-1.1875,9.4609,0.04,0.00,0.00,1
0.409,-4.32,-0.05,-0.08,-0.21,-1.75,0.0078,0.0000,0.2305,0.0996,-1.1875,9.4609,0.04,0.00,0.00,1
0.438,-4.32,-0.05,-0.09,-0.16,3.90,-0.0020,0.0000,-0.1133,-0.0598,-0.8438,9.6484,0.07,0.00,0.00,1
0.450,-4.32,-0.05,-0.09,-0.15,0.32,0.0508,0.0000,-0.4961,-0.0986,-0.8047,8.6992,0.07,0.00,0.00,1
0.460,-4.32,-0.05,-0.08,-0.09,2.91,-0.0625,0.0000,-0.4961,-0.1597,-0.8047,8.6992,0.07,0.00,0.00,1
0.488,-4.32,-0.05,-0.10,-0.11,-3.96,-0.0273,0.0000,0.2695,0.0406,-0.5742,9.8437,0.07,0.00,0.00,1
0.501,-4.32,-0.05,-0.10,-0.15,-1.92,-0.0156,0.0000,0.6523,0.1064,-1.0742,10.0703,0.07,0.00,0.00,1
0.518,-4.32,-0.05,-0.11,-0.22,-4.06,-0.0039,0.0000,-0.4219,0.0962,-0.4961,8.7734,0.07,0.00,0.00,1
0.530,-4.32,-0.05,-0.11,-0.17,2.40,-0.0059,0.0000,0.1523,0.0626,-0.6133,9.6914,0.07,0.00,0.00,1
0.548,-4.32,-0.05,-0.11,-0.19,-1.25,0.0430,0.0000,-0.9180,-0.0763,-0.9180,7.8906,0.07,0.00,0.00,1
0.571,-4.32,-0.05,-0.11,-0.09,-1.44,-0.0312,0.0000,0.1133,-0.0993,-0.9180,9.6914,0.07,0.00,0.00,1
0.580,-4.32,-0.05,-0.12,-0.11,-1.02,0.0059,0.0000,0.1133,-0.0666,-0.9180,9.6914,0.07,0.00,0.00,1
0.599,-4.34,-0.13,-0.11,-0.13,-1.02,0.0176,0.0000,-0.1133,-0.0554,-0.8047,8.8828,0.07,0.00,0.00,1
0.630,-4.34,-0.13,-0.11,-0.11,0.35,-0.0156,0.0000,0.4961,0.0539,-0.4961,10.2656,0.07,0.00,0.00,1
0.630,-4.34,-0.13,-0.11,-0.11,0.35,-0.0156,0.0000,0.4961,0.0539,-0.4961,10.2656,0.04,0.00,0.00,1
0.657,-4.34,-0.13,-0.13,-0.04,6.21,0.0176,0.0000,0.0391,-0.1071,-0.5352,9.7656,0.04,0.00,0.00,1
0.670,-4.34,-0.13,-0.13,-0.05,-0.58,0.0684,0.0000,-0.5742,-0.1337,-0.8828,8.7344,0.04,0.00,0.00,1
0.687,-4.34,-0.13,-0.13,0.02,3.41,-0.0527,0.0000,0.2695,-0.1291,-0.8047,9.6875,0.04,0.00,0.00,1
0.708,-4.34,-0.13,-0.13,-0.02,-1.95,-0.0098,0.0000,0.2695,-0.0160,-0.8047,9.6875,0.04,0.00,0.00,1
0.717,-4.34,-0.13,-0.12,-0.02,-1.95,-0.0098,0.0000,0.1914,0.0158,-0.6133,9.6523,0.04,0.00,0.00,1
0.739,-4.34,-0.13,-0.14,-0.01,1.88,0.0254,0.0000,-0.3437,-0.0427,-0.8047,8.8164,0.04,0.00,0.00,1
0.750,-4.34,-0.13,-0.14,0.02,1.88,-0.0430,0.0000,0.2695,-0.0399,-0.3828,9.6914,0.04,0.00,0.00,1
0.768,-4.34,-0.13,-0.16,-0.01,-1.95,0.0078,0.0000,0.0000,0.0064,-1.1875,9.3867,0.04,0.00,0.00,1
0.790,-4.34,-0.13,-0.16,-0.02,-0.35,-0.0117,0.0000,0.0391,-0.1063,-0.7656,9.8437,0.04,0.00,0.00,1
0.800,-4.34,-0.13,-0.16,-0.03,-0.58,0.0098,0.0000,0.0391,-0.0840,-0.7656,9.8437,0.04,0.00,0.00,1
0.827,-4.34,-0.13,-0.15,-0.04,-0.58,0.0566,0.0000,0.5352,-0.0105,-0.5742,10.1875,0.04,0.00,0.00,1
0.840,-4.34,-0.13,-0.15,-0.11,-3.36,0.0332,0.0000,-0.1914,0.0152,-0.6133,9.6133,0.13,0.00,0.00,1
0.851,-4.34,-0.13,-0.14,-0.09,0.79,-0.0254,0.0000,-0.1914,-0.0166,-0.6133,9.6133,0.13,0.00,0.00,1
0.870,-4.34,-0.13,-0.13,-0.13,-2.20,-0.0293,0.0000,-0.1523,0.0564,-0.5742,9.2695,0.13,0.00,0.00,1
0.890,-4.34,-0.13,-0.14,-0.11,0.59,-0.0293,0.0000,0.2695,0.0309,-0.6133,9.7305,0.13,0.00,0.00,1
0.908,-4.34,-0.13,-0.16,-0.14,-1.94,0.0098,0.0000,-0.6133,-0.0370,-0.8047,8.3555,0.13,0.00,0.00,1
0.921,-4.34,-0.13,-0.16,-0.06,3.84,-0.0117,0.0000,0.1914,-0.0611,-0.3828,10.0703,0.13,0.00,0.00,1
0.940,-4.32,-0.18,-0.16,-0.09,-1.44,0.0391,0.0000,-0.3047,-0.0848,-1.0742,9.0820,0.13,0.00,0.00,1
0.967,-4.32,-0.18,-0.16,0.01,3.31,-0.0078,0.0000,0.0391,-0.1617,-0.7656,9.7695,0.13,0.00,0.00,1
0.970,-4.32,-0.18,-0.16,0.01,3.31,-0.0078,0.0000,0.0391,-0.1617,-0.7656,9.7695,0.13,0.00,0.00,1
0.997,-4.32,-0.18,-0.17,-0.01,-0.35,-0.0391,0.0000,0.4961,-0.0198,-0.6914,10.0000,0.13,0.00,0.00,1
1.010,-4.32,-0.18,-0.18,-0.07,-3.19,-0.0371,0.0000,0.2695,0.0762,-0.5352,10.0039,0.13,0.00,0.00,1
1.021,-4.32,-0.18,-0.19,-0.11,-1.90,0.0117,0.0000,0.2695,0.1059,-0.5352,10.0039,0.11,0.00,0.00,1
1.040,-4.32,-0.18,-0.18,-0.14,-1.90,0.0117,0.0000,-0.4219,0.1020,-0.4219,8.6211,0.11,0.00,0.00,1
1.060,-4.32,-0.18,-0.18,-0.04,2.45,-0.0020,0.0000,0.1133,-0.0038,-0.6914,9.6133,0.11,0.00,0.00,1
1.078,-4.32,-0.18,-0.16,-0.06,-1.03,0.0488,0.0000,-0.8438,-0.1176,-0.7656,8.1992,0.11,0.00,0.00,1
1.090,-4.32,-0.18,-0.16,0.05,5.52,0.0156,0.0000,0.3828,-0.1310,-0.5352,10.1484,0.11,0.00,0.00,1
1.110,-4.31,-0.19,-0.18,-0.00,-2.51,-0.0234,0.0000,-0.0391,-0.0492,-0.7266,9.5039,0.11,0.00,0.00,1
1.139,-4.31,-0.19,-0.17,-0.09,-4.34,-0.0059,0.0000,-0.1523,0.0561,-0.5742,9.2695,0.11,0.00,0.00,1
1.140,-4.31,-0.19,-0.17,-0.09,-4.34,-0.0059,0.0000,-0.1523,0.0561,-0.5742,9.2695,0.11,0.00,0.00,1
1.160,-4.30,-0.18,-0.16,-0.08,0.59,-0.0098,0.0000,0.2695,0.0784,-0.5352,9.7656,0.11,0.00,0.00,1
1.187,-4.30,-0.18,-0.18,0.01,6.00,0.0293,0.0000,0.1523,-0.0802,-0.4219,9.8086,0.11,0.00,0.00,1
1.191,-4.30,-0.18,-0.18,0.01,6.00,0.0293,0.0000,0.1523,-0.0802,-0.4219,9.8086,0.11,0.00,0.00,1
1.211,-4.30,-0.18,-0.18,0.03,2.08,0.0020,0.0000,-0.1133,-0.1311,-0.6914,9.1992,0.11,0.00,0.00,1
1.231,-4.30,-0.18,-0.18,0.04,0.35,0.0059,0.0000,0.3828,-0.0864,-0.8047,9.6875,0.04,0.00,0.00,1
1.249,-4.30,-0.18,-0.17,-0.06,-2.38,0.0566,0.0000,0.3437,0.0649,-0.6523,9.7305,0.04,0.00,0.00,1
1.268,-4.30,-0.18,-0.17,-0.11,-2.38,-0.0527,0.0000,-0.2695,0.0498,-0.7266,8.9219,0.04,0.00,0.00,1
1.280,-4.30,-0.18,-0.17,-0.14,-1.92,-0.0137,0.0000,0.2695,0.0984,-0.5742,9.8828,0.04,0.00,0.00,1
1.299,-4.30,-0.18,-0.17,-0.17,0.58,0.0234,0.0000,-0.1523,0.0536,-1.0352,9.3867,0.04,0.00,0.00,1
1.310,-4.30,-0.18,-0.17,-0.15,0.58,-0.0332,0.0000,-0.8047,-0.0302,-0.3437,8.1992,0.04,0.00,0.00,1
1.328,-4.30,-0.18,-0.17,-0.04,5.25,0.0156,0.0000,-0.0391,-0.1323,-0.7656,9.7695,0.04,0.00,0.00,1
1.350,-4.30,-0.18,-0.15,-0.04,-0.13,0.0625,0.0000,0.6133,-0.0809,-0.6914,10.3437,0.04,0.00,0.00,1
1.361,-4.30,-0.18,-0.17,-0.12,-3.75,0.0312,0.0000,0.6133,0.0257,-0.6914,10.3437,0.04,0.00,0.00,1
1.388,-4.30,-0.18,-0.14,-0.22,-1.46,-0.0137,0.0000,0.3047,0.1306,-0.9570,9.5000,0.04,0.00,0.00,1
1.400,-4.30,-0.18,-0.14,-0.26,-2.19,-0.0273,0.0000,-0.4219,0.0992,-0.4609,8.6562,0.04,0.00,0.00,1
1.419,-4.30,-0.18,-0.15,-0.20,2.44,-0.0059,0.0000,0.1523,0.0396,-0.7266,9.8867,0.04,0.00,0.00,1
1.430,-4.30,-0.18,-0.15,-0.22,-1.24,0.0293,0.0000,-0.8438,-0.0151,-0.8047,8.1172,0.02,0.00,0.00,1
1.450,-4.30,-0.18,-0.16,0.01,5.58,-0.0039,0.0000,0.4609,-0.1457,-0.5742,10.3437,0.02,0.00,0.00,1
1.468,-4.30,-0.18,-0.15,-0.05,-2.91,0.0410,0.0000,-0.3047,-0.0913,-0.8047,8.9219,0.02,0.00,0.00,1
1.480,-4.30,-0.18,-0.15,-0.02,1.60,0.0586,0.0000,-0.2695,-0.1213,-0.6914,8.9609,0.02,0.00,0.00,1
1.497,-4.30,-0.18,-0.15,0.01,1.37,-0.0273,0.0000,0.1914,-0.0925,-0.7656,9.7305,0.02,0.00,0.00,1
1.527,-4.30,-0.18,-0.17,-0.06,-2.18,-0.0195,0.0000,0.1133,0.0285,-0.7266,9.4219,0.02,0.00,0.00,1
1.531,-4.30,-0.18,-0.17,-0.06,-2.18,-0.0195,0.0000,0.1133,0.0285,-0.7266,9.4219,0.02,0.00,0.00,1
1.558,-4.30,-0.18,-0.18,-0.11,-1.68,0.0254,0.0000,0.1523,0.0898,-1.0742,9.5000,0.02,0.00,0.00,1
1.571,-4.30,-0.18,-0.18,-0.14,-1.27,0.0098,0.0000,-0.6133,0.0382,-0.3828,8.5039,0.02,0.00,0.00,1
1.590,-4.30,-0.18,-0.18,0.02,3.77,0.0000,0.0000,0.0000,-0.0975,-0.7266,9.5430,0.02,0.00,0.00,1
1.601,-4.30,-0.18,-0.17,0.01,-0.35,0.0312,0.0000,-0.4961,-0.1156,-0.8047,8.5781,0.02,0.00,0.00,1
1.621,-4.30,-0.18,-0.17,0.13,2.96,0.0020,0.0000,0.6133,-0.1348,-0.5742,10.3828,0.02,0.00,0.00,1
1.639,-4.30,-0.18,-0.19,0.05,-3.73,-0.0273,0.0000,0.0391,-0.0108,-0.5742,9.5781,0.00,0.00,0.00,1
1.650,-4.30,-0.18,-0.19,0.04,-0.59,-0.0059,0.0000,0.7656,0.0550,-0.9570,10.1523,0.00,0.00,0.00,1
1.668,-4.30,-0.18,-0.20,-0.06,-4.67,-0.0137,0.0000,-0.1133,0.1215,-0.4961,9.0430,0.00,0.00,0.00,1
1.699,-4.30,-0.18,-0.17,-0.08,-1.49,0.0566,0.0000,-0.8047,-0.0200,-0.6914,8.2383,0.00,0.00,0.00,1
1.701,-4.30,-0.18,-0.17,-0.08,-1.49,0.0566,0.0000,-0.8047,-0.0200,-0.6914,8.2383,0.00,0.00,0.00,1
1.719,-4.30,-0.18,-0.17,0.03,5.22,0.0293,0.0000,0.1914,-0.0407,-0.4961,10.3086,0.00,0.00,0.00,1
1.748,-4.30,-0.18,-0.15,-0.00,-0.11,0.0645,0.0000,-0.8438,-0.1515,-0.4219,8.3164,0.00,0.00,0.00,1
1.771,-4.30,-0.18,-0.17,0.11,5.44,0.0039,0.0000,-0.7266,-0.2048,-0.9180,8.1211,0.00,0.00,0.00,1
1.771,-4.30,-0.18,-0.17,0.11,5.44,0.0039,0.0000,-0.7266,-0.2048,-0.9180,8.1211,0.00,0.00,0.00,1
1.790,-4.30,-0.18,-0.18,0.29,4.76,-0.0117,0.0000,0.6523,-0.2425,-0.5742,10.6523,0.00,0.00,0.00,1
1.808,-4.30,-0.18,-0.21,0.21,-3.86,-0.0098,0.0000,-0.3437,-0.1417,-0.7656,9.1172,0.00,0.00,0.00,1
1.820,-4.30,-0.18,-0.21,0.24,1.80,0.0898,0.0000,-0.2305,-0.1637,-0.8047,8.8867,0.00,0.00,0.00,1
1.838,-4.30,-0.18,-0.19,0.26,1.13,-0.0527,0.0000,0.6914,-0.0410,-0.5352,10.2266,0.04,0.00,0.00,1
1.859,-4.30,-0.18,-0.17,0.39,11.35,-0.0645,0.0000,-1.4922,-0.3165,-0.9570,7.2031,0.04,0.00,0.00,1
1.871,-4.30,-0.18,-0.17,0.61,11.35,0.0098,0.0000,0.8438,-0.3102,-0.3047,10.6133,0.04,0.00,0.00,1
1.888,-4.30,-0.18,-0.17,0.50,-4.90,0.0156,0.0000,0.2695,-0.0712,-1.1094,9.7695,0.04,0.00,0.00,1
1.918,-4.30,-0.18,-0.16,0.53,4.62,0.0000,0.0000,0.6133,-0.0708,-0.5352,9.8867,0.04,0.00,0.00,1
1.922,-4.30,-0.18,-0.16,0.53,4.62,0.0000,0.0000,0.6133,-0.0708,-0.5352,9.8867,0.04,0.00,0.00,1
1.948,-4.30,-0.18,-0.18,0.50,3.04,0.0156,0.0000,-0.2695,-0.1449,-0.1914,9.0781,0.04,0.00,0.00,1
1.960,-4.30,-0.18,-0.18,0.51,1.35,0.0430,0.0000,0.8438,-0.0750,-1.1094,9.9258,0.04,0.00,0.00,1
1.978,-4.30,-0.18,-0.18,0.40,-5.21,-0.0684,0.0000,1.4570,0.2798,-0.3047,10.9570,0.04,0.00,0.00,1
1.990,-4.30,-0.18,-0.18,0.23,-7.93,0.0215,0.0000,-0.9570,0.2675,-1.1875,7.2070,0.04,0.00,0.00,1
2.010,-4.30,-0.18,-0.16,0.51,7.21,0.0293,0.0000,0.0781,0.0030,0.0391,9.0039,0.04,0.00,0.00,1
2.029,-4.30,-0.18,-0.15,0.48,-0.85,0.0039,0.0000,1.2656,0.2067,-1.1094,10.1094,0.04,0.00,0.00,1
2.041,-4.30,-0.18,-0.15,0.32,-7.49,-0.0547,0.0000,1.4922,0.3875,-0.1133,10.9961,0.02,0.00,0.00,1
2.059,-4.30,-0.18,-0.18,0.15,-8.08,0.0625,0.0000,-0.8828,0.2672,-0.9570,6.5117,0.02,0.00,0.00,1
2.088,-4.30,-0.18,-0.24,0.21,-4.25,-0.1230,0.0000,2.2227,0.5790,-1.3398,10.5312,0.02,0.00,0.00,1
2.109,-4.30,-0.18,-0.25,-0.24,-9.85,0.0820,0.0000,1.8008,1.0460,-0.0781,10.7695,0.02,0.00,0.00,1
2.110,-4.30,-0.18,-0.25,-0.24,-9.85,0.0820,0.0000,1.8008,1.0460,-0.0781,10.7695,0.02,0.00,0.00,1
2.131,-4.30,-0.18,-0.27,-0.12,5.40,0.0449,0.0000,1.3398,0.6264,0.1523,10.4531,0.02,0.00,0.00,1
2.150,-4.30,-0.18,-0.27,-0.42,-7.66,0.0547,0.0000,1.7617,0.8625,-1.4922,10.2695,0.02,0.00,0.00,1
2.169,-4.20,-0.28,-0.25,-0.62,-10.09,-0.0449,0.0000,0.9180,0.9823,-0.0391,9.8867,0.02,0.00,0.00,1
2.181,-4.20,-0.28,-0.25,-0.72,-5.66,0.0391,0.0000,-1.0742,0.8131,-0.8828,6.2422,0.02,0.00,0.00,1
2.198,-4.20,-0.28,-0.26,-0.51,9.41,-0.1035,0.0000,2.1055,0.7662,-0.1914,11.6797,0.02,0.00,0.00,1
2.211,-4.20,-0.28,-0.26,-0.72,-10.57,-0.0664,0.0000,1.4570,0.9200,-1.1875,10.0039,0.02,0.00,0.00,1
2.229,-4.20,-0.28,-0.29,-0.83,1.49,-0.1211,0.0000,-0.2695,0.7210,-0.3047,8.3555,0.04,0.00,0.00,1
2.248,-4.20,-0.28,-0.30,-0.78,1.49,0.0742,0.0000,0.5352,0.5637,-0.9180,8.7773,0.04,0.00,0.00,1
2.271,-4.20,-0.28,-0.34,-0.98,-10.94,0.0000,0.0000,0.1914,0.9270,-0.5352,9.0000,0.04,0.00,0.00,1
2.279,-4.20,-0.28,-0.34,-1.00,-1.57,-0.0039,0.0000,0.1914,0.8140,-0.5352,9.0000,0.04,0.00,0.00,1
2.308,-4.20,-0.28,-0.32,-0.95,1.63,-0.0215,0.0000,2.2617,0.8006,-0.3047,12.0234,0.04,0.00,0.00,1
2.331,-4.20,-0.28,-0.36,-1.16,-11.01,-0.1230,0.0000,0.2305,0.8221,0.2695,8.5781,0.04,0.00,0.00,1
2.331,-4.20,-0.28,-0.36,-1.16,-11.01,-0.1230,0.0000,0.2305,0.8221,0.2695,8.5781,0.04,0.00,0.00,1
2.351,-4.20,-0.28,-0.35,-1.18,-1.89,0.0449,0.0000,1.7617,0.7768,-1.2656,9.8437,0.04,0.00,0.00,1
2.370,-4.20,-0.28,-0.38,-1.56,-10.82,0.0508,0.0000,2.1445,1.1973,0.0391,11.6055,0.04,0.00,0.00,1
2.381,-4.20,-0.28,-0.35,-1.75,-10.82,0.0723,0.0000,-0.7656,1.1741,-0.9570,7.0508,0.04,0.00,0.00,1
2.401,-4.20,-0.28,-0.37,-1.44,5.84,0.0469,0.0000,-0.7656,0.6240,-0.9570,7.0508,0.04,0.00,0.00,1
2.420,-4.20,-0.28,-0.37,-1.48,-10.09,0.0664,0.0000,1.7617,0.7096,-1.0352,10.2656,0.04,0.00,0.00,1
2.447,-4.20,-0.28,-0.37,-1.66,-2.29,0.0957,0.0000,0.2695,0.6216,-0.7656,8.0391,0.09,0.00,0.00,1
2.449,-4.20,-0.28,-0.37,-1.66,-2.29,0.0957,0.0000,0.2695,0.6216,-0.7656,8.0391,0.09,0.00,0.00,1
2.478,-4.20,-0.28,-0.42,-1.91,-13.79,-0.0039,0.0000,1.1484,0.9978,-0.7266,8.6172,0.09,0.00,0.00,1
2.491,-4.20,-0.28,-0.42,-2.04,-7.95,0.0000,0.0000,0.7266,0.9872,-0.7656,8.4609,0.09,0.00,0.07,1
2.507,-4.20,-0.28,-0.50,-2.10,-5.26,-0.1074,0.0000,3.0273,1.2667,-0.5742,10.9531,0.09,0.00,0.07,1
2.520,-4.20,-0.28,-0.50,-2.37,-15.80,-0.2051,0.0000,2.2617,1.4759,-1.1094,8.3906,0.09,0.00,0.07,1
2.539,-4.20,-0.28,-0.65,-2.64,-15.44,0.0156,0.0000,0.6523,1.4515,0.1133,7.0117,0.09,0.00,0.07,1
2.551,-4.20,-0.28,-0.71,-2.70,-5.67,-0.0039,0.0000,3.2578,1.4831,-1.6836,10.8750,0.09,0.07,0.07,1
2.571,-4.20,-0.28,-0.75,-2.66,-17.03,0.0312,-0.0203,4.3672,2.0752,-0.4609,12.8711,0.09,0.07,13.56,1
2.588,-4.20,-0.28,-0.80,-2.66,-19.10,0.0488,0.0073,0.2305,2.0898,-1.2656,6.5469,0.09,0.07,13.56,1
2.619,-4.64,-0.90,-0.88,-2.66,-2.37,0.0352,0.0185,2.2227,2.0147,-0.5742,8.0391,0.09,0.07,13.56,1
2.620,-4.64,-0.90,-0.88,-2.66,-2.37,0.0352,0.0185,2.2227,2.0147,-0.5742,8.0391,0.19,15.08,16.38,1
2.648,-4.64,-0.90,-0.97,-2.59,-12.38,0.0391,-0.0101,2.7969,2.1628,-0.8438,10.5312,0.19,15.08,16.38,1
2.661,-4.64,-0.90,-0.97,-2.50,-15.23,-0.1855,-0.0803,2.3359,2.2233,-1.2656,10.0742,0.19,15.08,16.38,1
2.678,-4.64,-0.90,-1.06,-2.50,-13.41,0.0430,-0.0310,1.3398,2.1023,-0.9570,8.1211,0.19,17.75,19.31,1
2.698,-4.64,-0.90,-1.16,-2.39,-9.72,-0.1738,-0.0881,3.6016,2.2334,-1.1875,10.9180,0.19,17.75,19.31,1
2.709,-4.64,-0.90,-1.17,-2.39,-9.72,-0.1738,-0.0881,1.4180,2.1082,-0.4609,8.7773,0.19,17.75,19.31,1
2.728,-4.64,-0.90,-1.21,-2.28,-9.53,-0.0332,-0.0661,2.7187,2.1122,-1.1484,10.0742,0.19,17.75,19.31,1
2.741,-4.64,-0.90,-1.21,-2.19,-15.46,-0.0918,-0.0764,2.6055,2.1963,-1.2266,9.9648,0.19,19.49,20.30,1
2.758,-4.64,-0.90,-1.24,-2.19,-15.01,0.0430,-0.0287,1.6094,2.1594,-0.3828,9.3828,0.19,19.49,20.30,1
2.772,-4.64,-0.90,-1.24,-2.14,-10.09,-0.0625,-0.0422,2.7578,2.1668,-1.3008,9.6484,0.19,21.67,22.43,1
2.789,-4.64,-0.90,-1.29,-2.14,-16.31,0.0352,-0.0113,0.6914,2.0170,-0.0391,8.3555,0.19,21.67,22.43,1
2.809,-4.64,-0.90,-1.31,-2.14,-14.64,0.0430,0.0155,2.6445,2.0733,-0.9570,10.3828,0.19,21.67,23.54,1
2.831,-4.64,-0.90,-1.37,-2.14,-12.57,0.0039,0.0109,2.1055,1.9548,-0.1914,9.7695,0.31,22.95,23.54,1
2.840,-4.64,-0.90,-1.37,-2.14,-12.52,0.0273,0.0174,2.1055,1.9780,-0.1914,9.7695,0.31,22.95,23.54,1
2.868,-4.64,-0.90,-1.48,-2.11,-16.79,0.0625,-0.0020,0.8438,1.9712,0.6914,7.3945,0.31,25.39,26.04,1
2.881,-4.64,-0.90,-1.48,-2.11,-6.86,0.0352,0.0129,3.6758,2.0246,-1.5703,12.6836,0.31,25.39,26.04,1
2.900,-4.81,-1.55,-1.53,-2.11,-16.52,0.0195,0.0155,0.4961,1.8838,-0.9961,6.8906,0.31,25.87,27.43,1
2.910,-4.81,-1.55,-1.53,-2.11,-4.47,0.0547,0.0312,2.2617,1.8119,-0.4609,10.4141,0.31,25.87,27.43,1
2.928,-4.81,-1.55,-1.61,-2.11,-12.61,-0.0312,0.0062,0.0781,1.6041,-0.6914,7.0078,0.31,25.87,28.67,1
2.958,-4.81,-1.55,-1.70,-2.11,-14.73,-0.1426,-0.0374,3.6406,1.9735,-1.1094,11.9570,0.31,28.24,28.67,1
2.959,-4.81,-1.55,-1.70,-2.11,-14.73,-0.1426,-0.0374,3.6406,1.9735,-1.1094,11.9570,0.31,29.04,29.62,1
2.979,-4.81,-1.55,-1.72,-2.11,-7.87,-0.0781,-0.0354,0.9961,1.8611,-0.7266,7.5469,0.31,29.04,29.62,1
3.001,-4.81,-1.55,-1.74,-2.11,-18.55,-0.0645,-0.0268,1.8398,2.1721,-0.8047,9.5391,0.31,31.06,31.72,1
3.010,-4.81,-1.55,-1.77,-2.11,-11.27,0.0000,-0.0161,1.8398,2.1211,-0.8047,9.5391,0.31,31.06,31.72,1
3.038,-4.81,-1.55,-1.78,-2.11,-21.35,-0.0937,-0.0184,2.6797,2.5191,-0.2695,10.5312,2.83,32.22,33.25,1
3.050,-4.81,-1.55,-1.78,-2.11,-14.63,0.1094,0.0327,1.3398,2.4366,-1.3398,8.5820,2.83,32.22,34.73,1
3.068,-4.81,-1.55,-1.76,-2.11,-9.23,-0.0801,-0.0124,3.3320,2.4316,-1.5703,9.8828,2.83,33.58,34.73,1
3.081,-4.81,-1.55,-1.76,-2.11,-18.99,-0.0430,-0.0246,0.2695,2.3858,0.2305,7.2773,2.83,33.58,34.79,1
3.098,-4.81,-1.55,-1.83,-2.08,-2.48,-0.1230,-0.0640,4.4062,2.4210,-2.6055,10.9531,2.83,34.92,38.10,1
3.119,-4.81,-1.55,-1.89,-1.95,-14.73,0.0098,-0.0491,2.6797,2.6020,0.0781,10.4531,2.83,36.74,38.10,1
