t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,raw_ax_mps2,raw_ay_mps2,raw_az_mps2,bike_long_acc_raw_mps2,bike_long_acc_filt_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.336,0.2031,-0.0173,0.1758,-0.0438,0.5703,-0.0298,-2.81,1.25,0.0000,-0.2695,9.9219,0.2022,0.0121,40.74,0.00,0.00,1
0.348,0.2031,0.0166,0.1758,-0.0101,0.5703,0.0624,-2.81,1.27,0.0781,-0.8047,9.3437,0.2831,0.0480,40.74,0.00,0.00,1
0.365,0.2109,0.0983,0.1406,-0.0585,0.3008,0.0970,-2.81,1.28,0.0000,-0.3047,9.6523,0.2060,0.1110,40.74,0.00,0.00,1
0.388,0.2891,0.1487,-0.1289,-0.0320,0.4180,0.1845,-2.82,1.30,-0.9180,-0.6133,8.1211,-0.7072,0.0871,40.74,0.00,0.00,1
0.398,-0.7070,0.0906,-0.1680,-0.0500,-1.2305,0.0885,-2.82,1.31,-0.9180,-0.6133,8.1211,-0.7061,-0.0347,40.74,0.00,0.00,1
0.416,0.2109,-0.0622,0.0234,-0.0682,0.5391,-0.1440,-2.81,1.30,0.0000,-0.4219,9.8828,0.2102,-0.0227,40.74,0.00,0.00,1
0.437,-0.2500,-0.0711,-0.2070,-0.0879,-0.1211,-0.0572,-2.82,1.29,-0.7266,-0.4961,8.3125,-0.5185,-0.1221,40.74,0.00,0.00,1
0.449,-0.5156,-0.1198,-0.0508,-0.0937,-1.0391,-0.1405,-2.82,1.29,-0.7266,-0.4961,8.3125,-0.5184,-0.1830,40.74,0.00,0.00,1
0.468,-0.1328,-0.1960,0.0312,-0.0665,0.0703,-0.2764,-2.82,1.28,0.1523,-0.6133,9.6484,0.3589,-0.1496,40.74,0.00,0.00,1
0.486,0.3633,-0.0683,-0.1680,-0.0829,0.3008,-0.1271,-2.81,1.30,0.1523,-0.3828,9.6094,0.3626,-0.0045,40.74,0.00,0.00,1
0.504,0.3320,0.0764,0.1484,-0.0396,1.0391,0.0699,-2.81,1.32,0.1133,-0.3047,10.3828,0.3262,0.1123,40.74,0.00,0.00,1
0.517,0.3320,0.1156,0.1484,-0.0107,1.0391,0.2188,-2.81,1.33,0.2695,-0.9570,9.6484,0.4852,0.1581,40.74,0.00,0.00,1
0.536,-0.0859,0.1878,0.2539,-0.0825,-0.3047,0.2422,-2.81,1.33,-0.3047,-0.1914,9.0430,-0.0885,0.1426,40.74,0.00,0.00,1
0.555,-0.1641,0.1039,0.1016,0.0008,0.0781,0.1177,-2.80,1.32,-0.3828,-0.3437,9.4219,-0.1698,0.0591,40.74,0.00,0.00,1
0.568,-0.8984,-0.0142,-0.1680,0.0015,-1.6133,-0.0264,-2.80,1.30,-1.1094,-0.6133,7.7383,-0.8991,-0.1528,40.74,0.00,0.00,1
0.586,0.1328,-0.1824,0.2930,-0.0097,0.7695,-0.2858,-2.79,1.28,-0.0781,-0.1523,10.1094,0.1289,-0.1370,40.74,0.00,0.00,1
0.607,0.0195,-0.1000,-0.1680,-0.0085,-0.1484,-0.1292,-2.80,1.29,-0.6914,-0.5352,8.7734,-0.4827,-0.1249,40.74,0.00,0.00,1
0.619,-0.4805,-0.1217,-0.0898,-0.0268,-0.5703,-0.1659,-2.79,1.30,-0.6914,-0.5352,8.7734,-0.4806,-0.1796,40.74,0.00,0.00,1
0.638,0.2500,-0.1318,0.0234,-0.0309,0.1562,-0.1922,-2.79,1.32,0.0781,-0.4609,9.8477,0.2916,-0.0713,40.74,0.00,0.00,1
0.657,0.2969,-0.0131,-0.0156,-0.0241,0.5078,-0.0155,-2.79,1.33,-0.1133,-0.2305,9.3086,0.1013,0.0167,40.74,0.00,0.00,1
0.675,0.2187,0.0457,0.3672,0.0563,0.7773,0.0739,-2.79,1.33,0.0000,-0.0781,10.1094,0.2146,0.0701,40.74,0.00,0.00,1
0.688,0.2187,0.0723,0.3672,0.1041,0.7773,0.1819,-2.79,1.32,0.3828,-0.8438,9.7656,0.5963,0.1228,40.74,0.00,0.00,1
0.706,-0.0937,0.1752,0.0234,0.0104,-0.2656,0.2315,-2.79,1.31,-0.3047,-0.4219,9.0820,-0.0922,0.1317,40.74,0.00,0.00,1
0.725,-0.0195,0.1048,0.0625,0.0172,0.1641,0.1249,-2.79,1.29,-0.2305,-0.3828,9.5000,-0.0223,0.0835,40.74,0.00,0.00,1
0.738,-0.7852,0.0161,-0.2812,-0.0003,-1.3672,0.0111,-2.79,1.28,-0.9961,-0.7266,7.9727,-0.7895,-0.1096,40.74,0.00,0.00,1
0.755,0.3555,-0.1674,0.4062,-0.0411,0.8164,-0.2841,-2.79,1.26,0.1523,-0.0391,10.1484,0.3552,-0.0883,40.74,0.00,0.00,1
0.778,-0.2500,-0.0822,-0.1289,0.0292,-0.2969,-0.0799,-2.79,1.27,-0.7656,-0.4961,8.3906,-0.5612,-0.1353,40.74,0.00,0.00,1
0.789,-0.5547,-0.1323,-0.0508,0.0112,-0.9453,-0.1651,-2.80,1.28,-0.7656,-0.4961,8.3906,-0.5596,-0.2005,40.74,0.00,0.00,1
0.808,0.0664,-0.1809,0.1094,0.0147,0.2773,-0.2433,-2.81,1.29,0.0391,-0.7266,9.4648,0.2473,-0.1332,40.74,0.00,0.00,1
0.826,0.2578,-0.0684,-0.2734,-0.0432,0.1172,-0.1311,-2.80,1.31,-0.0391,-0.3437,9.4219,0.1729,-0.0306,40.74,0.00,0.00,1
0.840,0.1797,-0.0082,0.1094,-0.0353,0.0781,-0.0821,-2.80,1.30,0.0000,-0.2305,10.1875,0.2103,0.0172,40.74,0.00,0.00,1
0.857,0.2266,0.0555,0.2227,0.0308,0.8555,0.1353,-2.81,1.32,0.4609,-0.9570,9.7305,0.6751,0.1098,40.74,0.00,0.00,1
0.877,-0.0039,0.1892,0.3398,-0.0424,0.0508,0.2226,-2.81,1.32,-0.2305,-0.1133,9.3828,-0.0164,0.1492,40.74,0.00,0.00,1
0.895,-0.0508,0.1180,-0.0078,0.0601,-0.0273,0.1578,-2.81,1.30,-0.2695,-0.4609,9.3047,-0.0597,0.0830,40.74,0.00,0.00,1
0.908,-0.8164,0.0194,-0.2734,0.0238,-1.4141,0.0059,-2.81,1.29,-1.0352,-0.7266,7.9297,-0.8270,-0.1183,40.74,0.00,0.00,1
0.925,0.1719,-0.1865,0.2227,-0.0378,0.7773,-0.3013,-2.80,1.28,-0.0391,-0.2305,10.1133,0.1670,-0.1399,40.74,0.00,0.00,1
0.949,0.0273,-0.0865,-0.2383,-0.0198,-0.0977,-0.0680,-2.81,1.30,-0.7266,-0.6133,8.4648,-0.5168,-0.1206,40.74,0.00,0.00,1
0.959,-0.5078,-0.1118,-0.1602,-0.0471,-0.8633,-0.1338,-2.81,1.31,-0.7266,-0.6133,8.4648,-0.5151,-0.1812,40.74,0.00,0.00,1
0.976,0.1484,-0.1716,0.1484,-0.0545,0.2109,-0.2547,-2.81,1.32,-0.0781,-0.3047,9.5391,0.1360,-0.1318,40.74,0.00,0.00,1
0.996,0.5312,0.0222,-0.1992,-0.0623,0.4414,-0.0450,-2.80,1.32,-0.1523,-0.1914,9.5391,0.0612,0.0535,40.74,0.00,0.00,1
1.015,0.4492,0.0945,0.0703,0.0065,0.5156,0.0799,-2.80,1.30,0.2305,-0.3828,9.8437,0.4408,0.1397,40.74,0.00,0.00,1
1.027,0.4492,0.1490,0.0703,0.0163,0.5156,0.1468,-2.79,1.28,0.0391,-0.8047,9.8828,0.2462,0.1702,40.74,0.00,0.00,1
1.046,0.2578,0.1918,-0.3516,-0.0618,0.5547,0.2600,-2.80,1.29,-0.5352,-0.4219,8.5781,-0.3264,0.1462,40.74,0.00,0.00,1
1.065,-0.1641,0.0636,-0.0430,-0.0579,-0.0586,0.0466,-2.79,1.30,-0.3828,-0.4961,9.2656,-0.1730,0.0189,40.74,0.00,0.00,1
1.078,-0.1641,0.0287,-0.0430,-0.0556,-0.0586,0.0304,-2.79,1.31,-0.9180,-0.6523,8.1953,-0.7055,-0.0530,40.74,0.00,0.00,1
1.095,0.3711,-0.1032,0.3008,-0.0556,0.8633,-0.1441,-2.78,1.32,0.1523,-0.1523,10.1914,0.3654,-0.0383,40.74,0.00,0.00,1
1.116,0.1133,0.0107,-0.1133,0.0123,0.0586,0.0772,-2.79,1.34,-0.1133,-0.5742,9.3828,0.1040,0.0183,40.74,0.00,0.00,1
1.129,-0.5391,-0.0188,-0.0430,-0.0098,-0.6328,0.0178,-2.79,1.34,-0.7656,-0.4961,8.6992,-0.5483,-0.1071,40.74,0.00,0.00,1
1.146,0.2266,-0.1051,0.0703,-0.0102,0.1328,-0.1055,-2.78,1.34,0.0000,-0.3828,9.4648,0.2179,-0.0626,40.74,0.00,0.00,1
1.167,0.3398,0.0330,-0.1602,-0.0337,0.5547,0.0691,-2.77,1.33,-0.2695,-0.3047,9.1172,-0.0538,0.0407,40.74,0.00,0.00,1
1.180,-0.0508,0.0489,0.1484,-0.0285,-0.2109,0.0825,-2.76,1.31,-0.2695,-0.3047,9.1172,-0.0570,0.0257,40.74,0.00,0.00,1
1.199,0.4414,0.0905,0.1484,0.0318,0.6719,0.1180,-2.76,1.29,0.1523,-0.7266,9.7656,0.3606,0.1320,40.74,0.00,0.00,1
1.217,0.3633,0.1728,-0.2734,-0.0285,0.4414,0.2241,-2.76,1.30,-0.6523,-0.3047,8.6562,-0.4414,0.1330,40.74,0.00,0.00,1
1.235,-0.3164,0.0211,-0.0430,-0.0076,-0.2969,0.0125,-2.76,1.31,-0.5352,-0.4961,9.0430,-0.3232,-0.0368,40.74,0.00,0.00,1
1.248,-0.3164,-0.0308,-0.0430,-0.0131,-0.2969,-0.0351,-2.75,1.33,-0.8438,-0.6523,8.5039,-0.6291,-0.1051,40.74,0.00,0.00,1
1.265,0.4883,-0.1266,0.2227,-0.0354,0.6328,-0.1573,-2.75,1.32,0.2695,-0.2305,9.9609,0.4836,-0.0372,40.74,0.00,0.00,1
1.286,0.0352,0.0115,0.1094,0.0287,0.5547,0.0605,-2.75,1.34,-0.1914,-0.3437,9.8828,0.0254,0.0092,40.74,0.00,0.00,1
1.299,0.1406,0.0252,-0.3203,0.0122,-0.0977,0.1177,-2.75,1.34,-0.0781,-0.7656,9.2266,0.1387,0.0379,40.74,0.00,0.00,1
1.316,0.1797,0.0611,0.1406,-0.0452,0.1719,0.0782,-2.74,1.32,-0.0391,-0.3047,9.5000,0.1745,0.0746,40.74,0.00,0.00,1
1.339,0.4102,0.1731,0.1016,0.0168,0.7852,0.2890,-2.74,1.32,-0.9570,-0.6133,7.8906,-0.7440,0.1125,40.74,0.00,0.00,1
1.350,-0.7383,0.1177,-0.1680,0.0083,-1.4375,0.1874,-2.73,1.32,-0.9570,-0.6133,7.8906,-0.7429,-0.0189,40.74,0.00,0.00,1
1.368,0.2187,-0.0271,0.2930,0.0190,0.5547,-0.0606,-2.73,1.34,-0.9180,-0.5742,8.8437,-0.7012,-0.0672,40.74,0.00,0.00,1
1.387,-0.6992,-0.1606,-0.1289,0.0033,-0.4805,-0.1152,-2.74,1.34,-0.5352,-0.4961,8.5039,-0.3178,-0.2161,40.74,0.00,0.00,1
1.405,0.0664,-0.2050,0.0234,-0.0137,0.3242,-0.2453,-2.73,1.33,-0.1523,-0.4219,9.6523,0.0628,-0.1662,40.74,0.00,0.00,1
1.418,0.0664,-0.1633,0.0234,-0.0080,0.3242,-0.1578,-2.73,1.33,0.2305,-0.4961,9.7695,0.4456,-0.1004,40.74,0.00,0.00,1
1.436,0.2187,0.0051,0.1406,-0.0030,0.1328,0.0151,-2.73,1.32,0.0000,-0.3047,9.4609,0.2136,0.0345,40.74,0.00,0.00,1
1.456,0.3320,0.0748,0.2148,0.0437,0.6719,0.0916,-2.74,1.32,0.1133,-0.2305,10.0000,0.3263,0.1101,40.74,0.00,0.00,1
1.469,0.5625,0.1501,-0.4375,0.0294,0.4805,0.2047,-2.73,1.34,0.3437,-0.8828,9.8047,0.5605,0.2096,40.74,0.00,0.00,1
1.486,-0.3477,0.2179,0.1758,-0.0807,-0.3320,0.2321,-2.74,1.35,-0.5742,-0.2695,9.0000,-0.3553,0.1267,40.74,0.00,0.00,1
1.508,-0.1172,0.0605,0.1016,-0.0047,-0.1055,0.0746,-2.74,1.37,-1.1484,-0.6523,7.7773,-0.9268,-0.0359,40.74,0.00,0.00,1
1.520,-0.9219,-0.0312,-0.2070,-0.0130,-1.5586,-0.0693,-2.74,1.35,-1.1484,-0.6523,7.7773,-0.9295,-0.1732,40.74,0.00,0.00,1
1.539,0.3320,-0.1422,0.3320,0.0036,0.9688,-0.1888,-2.74,1.33,-0.1133,-0.5352,9.3867,0.1024,-0.0924,40.74,0.00,0.00,1
1.557,0.1055,-0.0579,-0.0898,0.0034,0.0508,-0.0637,-2.74,1.32,-0.6914,-0.4609,8.6992,-0.4783,-0.0842,40.74,0.00,0.00,1
1.576,0.2187,-0.1108,0.1016,0.0020,0.2422,-0.1501,-2.73,1.31,0.0000,-0.3437,9.5820,0.2115,-0.0658,40.74,0.00,0.00,1
1.588,0.2187,-0.0602,0.1016,0.0173,0.2422,-0.0899,-2.74,1.32,0.0391,-0.6133,9.6094,0.2521,-0.0198,40.74,0.00,0.00,1
1.606,0.1797,0.0397,0.2539,0.0033,0.1250,0.0211,-2.74,1.33,-0.0391,-0.1914,9.4609,0.1756,0.0561,40.74,0.00,0.00,1
1.626,0.2578,0.0857,0.3008,0.0782,0.7383,0.0996,-2.75,1.34,0.0391,-0.1523,10.0742,0.2558,0.1076,40.74,0.00,0.00,1
1.639,0.2578,0.1121,0.3008,0.1124,0.7383,0.1977,-2.75,1.36,0.3828,-0.8438,9.8477,0.6028,0.1583,40.74,0.00,0.00,1
1.656,-0.1172,0.2034,0.1094,0.0205,-0.2109,0.2592,-2.76,1.37,-0.3437,-0.3437,9.1211,-0.1221,0.1496,40.74,0.00,0.00,1
1.679,-0.0781,0.1001,0.1094,0.0508,0.0195,0.1343,-2.76,1.38,-0.9180,-0.6914,7.9687,-0.6947,0.0196,40.74,0.00,0.00,1
1.690,-0.6914,0.0236,-0.2383,0.0320,-1.3594,0.0064,-2.77,1.36,-0.9180,-0.6914,7.9687,-0.6969,-0.0905,40.74,0.00,0.00,1
1.709,0.3711,-0.0569,0.2617,0.0166,0.9297,-0.1076,-2.77,1.35,-0.3047,-0.5352,9.3086,-0.0857,-0.0310,40.74,0.00,0.00,1
1.728,-0.0859,-0.0367,-0.0820,0.0101,-0.0273,-0.0253,-2.77,1.34,-0.8047,-0.6133,8.1172,-0.5873,-0.0870,40.74,0.00,0.00,1
1.747,-0.0508,-0.1525,0.1484,-0.0188,0.2422,-0.2462,-2.78,1.32,-0.2695,-0.3047,9.5781,-0.0554,-0.1397,40.74,0.00,0.00,1
1.758,-0.0508,-0.1368,0.1484,0.0069,0.2422,-0.1712,-2.78,1.32,0.2695,-0.6523,9.7305,0.4826,-0.0838,40.74,0.00,0.00,1
1.777,0.0664,-0.0269,0.1836,0.0018,0.0859,-0.0449,-2.78,1.33,0.2695,-0.6523,9.7305,0.4853,0.0775,40.74,0.00,0.00,1
1.795,0.5625,0.0446,0.0781,0.0554,0.6719,0.0466,-2.79,1.35,0.3437,-0.3828,10.0039,0.5627,0.2332,40.74,0.00,0.00,1
1.809,0.5625,0.1242,0.0781,0.0589,0.6719,0.1426,-2.80,1.36,0.0000,-0.6914,9.6523,0.2211,0.2566,40.74,0.00,0.00,1
1.826,-0.3867,0.1293,0.1172,0.0057,-0.6719,0.1448,-2.80,1.36,-0.6133,-0.3437,8.6602,-0.3932,0.1084,40.74,0.00,0.00,1
1.849,-0.3164,-0.0358,-0.0742,0.0143,-0.2891,-0.0748,-2.80,1.34,-0.7266,-0.6523,8.5820,-0.5092,-0.0565,40.74,0.00,0.00,1
1.860,-0.5078,-0.0943,-0.1914,-0.0087,-0.7461,-0.1443,-2.80,1.34,-0.7266,-0.6523,8.5820,-0.5103,-0.1262,40.74,0.00,0.00,1
1.879,0.3711,-0.1002,0.1172,-0.0236,0.5547,-0.1497,-2.80,1.32,-0.1914,-0.2695,9.8437,0.0222,-0.0362,40.74,0.00,0.00,1
1.897,0.0273,-0.0426,0.1914,0.0328,0.5156,0.0414,-2.81,1.35,0.2305,-0.8828,9.3828,0.4489,0.0151,40.74,0.00,0.00,1
1.917,0.2266,0.0846,0.1562,-0.0408,0.4414,0.1041,-2.81,1.36,0.0000,-0.3047,9.7695,0.2211,0.1126,40.74,0.00,0.00,1
1.928,0.2266,0.1160,0.1562,0.0028,0.4336,0.1776,-2.82,1.36,0.1914,-0.4219,9.7305,0.4115,0.1517,40.74,0.00,0.00,1
1.947,0.4180,0.1898,0.0391,0.0204,0.4023,0.2433,-2.82,1.34,-1.1484,-0.6133,7.9336,-0.9310,0.1178,40.74,0.00,0.00,1
1.966,0.2891,-0.0171,0.1172,-0.0060,0.3633,-0.0739,-2.82,1.31,0.0781,-0.3437,9.6914,0.2902,0.0300,40.74,0.00,0.00,1
1.979,0.2891,0.0299,0.1172,0.0129,0.3633,-0.0067,-2.82,1.30,-0.5742,-0.6914,9.4648,-0.3643,0.0175,40.74,0.00,0.00,1
1.996,-0.6250,-0.0877,-0.0742,-0.0376,-1.2070,-0.0531,-2.82,1.32,-0.8438,-0.5352,8.1211,-0.6301,-0.1712,40.74,0.00,0.00,1
2.016,-0.0508,-0.1941,0.1562,-0.0296,0.2500,-0.2638,-2.82,1.33,-0.2695,-0.3047,9.5781,-0.0543,-0.1741,40.74,0.00,0.00,1
2.030,0.1055,-0.1499,-0.2305,-0.0194,-0.1328,-0.1807,-2.82,1.35,-0.1133,-0.6914,9.1992,0.1047,-0.1126,40.74,0.00,0.00,1
2.047,0.4102,-0.0531,0.2305,-0.0424,0.5547,-0.1121,-2.81,1.33,0.1914,-0.2305,9.8867,0.4072,0.0161,40.74,0.00,0.00,1
2.068,0.2578,0.0860,0.0391,0.0107,0.4023,0.1061,-2.82,1.35,0.1523,-0.7656,9.7695,0.3703,0.1198,40.74,0.00,0.00,1
2.089,0.1406,0.1583,0.1562,-0.0402,-0.0586,0.1782,-2.82,1.34,-0.0781,-0.3047,9.2695,0.1393,0.1540,40.74,0.00,0.00,1
2.099,0.1406,0.1544,0.1562,0.0033,-0.0586,0.1258,-2.82,1.33,-0.0391,-0.3047,9.6875,0.1757,0.1533,40.74,0.00,0.00,1
2.117,0.1797,0.1591,0.1562,0.0467,0.3555,0.1651,-2.82,1.31,-1.0742,-0.4961,7.8945,-0.8622,0.0762,40.74,0.00,0.00,1
2.135,0.2891,-0.0375,0.2305,0.0510,0.6992,-0.1091,-2.81,1.29,0.0781,-0.2305,10.0352,0.2859,0.0103,40.74,0.00,0.00,1
2.149,0.2891,0.0127,0.2305,0.0786,0.6992,0.0150,-2.81,1.29,-0.4609,-0.5352,9.2656,-0.2532,0.0095,40.74,0.00,0.00,1
2.166,-0.4805,-0.0644,-0.1914,0.0346,-0.9766,-0.0417,-2.82,1.31,-0.6914,-0.6523,8.3555,-0.4794,-0.1298,40.74,0.00,0.00,1
2.187,0.0586,-0.1393,0.0000,-0.0142,0.2109,-0.2118,-2.82,1.32,-0.1523,-0.4609,9.5430,0.0613,-0.1092,40.74,0.00,0.00,1
2.200,0.4102,-0.0674,-0.1523,-0.0233,0.3633,-0.1061,-2.82,1.33,0.1914,-0.6133,9.6875,0.4067,0.0049,40.74,0.00,0.00,1
2.217,0.2500,0.0553,0.3086,-0.0230,0.2773,0.0202,-2.82,1.30,0.0391,-0.1523,9.6094,0.2484,0.0840,40.74,0.00,0.00,1
2.239,0.3242,0.1530,0.2305,0.0854,0.6992,0.2411,-2.82,1.28,0.1523,-0.8438,9.6484,0.3596,0.1807,40.74,0.00,0.00,1
2.257,0.3633,0.2102,-0.3828,-0.0092,0.3164,0.2863,-2.82,1.28,-0.4609,-0.2695,8.8125,-0.2537,0.1823,40.74,0.00,0.00,1
2.269,-0.2500,0.1499,0.1914,-0.0037,-0.5234,0.1639,-2.82,1.27,-0.3828,-0.4219,9.2266,-0.1772,0.0917,40.74,0.00,0.00,1
2.287,-0.1719,0.0537,0.0391,0.0179,-0.1055,0.0615,-2.83,1.30,-0.8438,-0.6523,8.2773,-0.6333,-0.0205,40.74,0.00,0.00,1
2.306,0.3242,-0.0757,0.2305,-0.0065,0.5859,-0.1334,-2.83,1.31,0.1133,-0.2305,9.9258,0.3253,-0.0171,40.74,0.00,0.00,1
2.319,0.3242,-0.0143,0.2305,0.0299,0.5859,-0.0229,-2.84,1.33,-0.0781,-0.3437,10.0039,0.1371,0.0207,40.74,0.00,0.00,1
2.336,0.1055,0.0462,-0.3828,0.0262,-0.3633,0.1246,-2.85,1.33,-0.1133,-0.8438,8.9648,0.1025,0.0530,40.74,0.00,0.00,1
2.356,0.0664,0.0599,0.2305,-0.0408,0.2109,0.0322,-2.85,1.32,-0.1523,-0.2305,9.5391,0.0608,0.0579,40.74,0.00,0.00,1
2.370,0.5156,0.0973,0.1172,0.0102,0.6719,0.1086,-2.84,1.31,0.3047,-0.3437,10.0000,0.5162,0.1595,40.74,0.00,0.00,1
2.387,-0.8906,0.1034,-0.2227,0.0134,-1.3203,0.1090,-2.85,1.33,-1.1094,-0.6914,8.0078,-0.8936,-0.0514,40.74,0.00,0.00,1
2.409,0.0273,-0.0945,0.2383,0.0037,0.6328,-0.0783,-2.85,1.35,-0.3437,-0.4961,9.0430,-0.1258,-0.0900,40.74,0.00,0.00,1
2.421,-0.1250,-0.0879,-0.0273,0.0185,-0.2891,-0.0428,-2.86,1.35,-0.3437,-0.4961,9.0430,-0.1253,-0.0955,40.74,0.00,0.00,1
2.440,-0.0859,-0.0946,0.0078,0.0083,-0.0977,-0.0974,-2.86,1.35,-0.1523,-0.4609,9.3047,0.0672,-0.0820,40.74,0.00,0.00,1
2.457,0.0664,-0.0584,0.0078,0.0081,-0.0195,-0.0802,-2.85,1.35,0.4961,-0.3828,10.4922,0.7140,0.0117,40.74,0.00,0.00,1
2.476,-0.7695,0.0509,-0.2578,0.0027,-1.0938,0.0964,-2.87,1.38,-0.9961,-0.7266,8.2383,-0.7717,-0.0774,40.74,0.00,0.00,1
2.489,-0.7695,-0.0751,-0.2578,-0.0373,-1.0938,-0.0864,-2.87,1.38,-0.2695,-0.4219,9.7266,-0.0462,-0.1261,40.74,0.00,0.00,1
2.506,-0.6562,-0.1603,0.0078,-0.0356,-0.9375,-0.1482,-2.87,1.38,-0.8828,-0.4609,8.3945,-0.6595,-0.1976,40.74,0.00,0.00,1
2.526,0.2266,-0.2588,-0.0664,-0.0267,0.4805,-0.3039,-2.87,1.39,0.0000,-0.5352,9.8047,0.2260,-0.1590,40.74,0.00,0.00,1
2.540,0.2266,-0.1842,-0.0664,-0.0328,0.4805,-0.1834,-2.87,1.40,0.2305,-0.4609,9.8086,0.4581,-0.0812,40.74,0.00,0.00,1
2.558,0.6562,0.0387,0.0859,-0.0170,0.8984,0.0764,-2.87,1.42,0.4219,-0.3828,10.2266,0.6532,0.1458,40.74,0.00,0.00,1
2.579,-0.5703,0.0608,-0.0273,0.0007,-1.0547,0.0566,-2.86,1.40,-0.0391,-0.4609,10.0312,0.1875,0.0309,40.74,0.00,0.00,1
2.597,0.1875,0.0496,0.0078,0.0005,0.7070,0.1313,-2.86,1.37,-0.4219,-0.6914,9.0430,-0.1996,0.0440,40.74,0.00,0.00,1
2.610,-0.1953,0.0213,-0.2305,-0.0345,-0.2891,0.1057,-2.85,1.38,-0.8438,-0.5352,8.4648,-0.6194,-0.0432,40.74,0.00,0.00,1
2.627,-0.6172,-0.1335,-0.0664,-0.0537,-0.8633,-0.1333,-2.85,1.40,-0.3828,-0.4609,9.1602,-0.1563,-0.1692,40.74,0.00,0.00,1
2.648,0.2344,-0.1364,-0.1914,-0.0545,0.0586,-0.1676,-2.85,1.41,0.0000,-0.6523,9.3867,0.2292,-0.0797,40.74,0.00,0.00,1
