t_s,roll_deg,pitch_deg,pitch_accel_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.615,-1.18,1.52,-0.68,0.1133,-0.0663,0.0000,9.5430,0.07,0.00,0.00,1
0.633,-1.17,1.49,-1.82,0.3047,-0.0000,-0.4219,9.5820,0.07,0.00,0.00,1
0.652,-1.14,1.44,-2.54,0.4219,0.1298,-0.1914,9.5039,0.07,0.00,0.00,1
0.666,-1.15,1.44,-1.56,0.2695,0.1625,-0.2695,9.9219,0.07,0.00,0.00,1
0.683,-1.13,1.42,-4.00,0.6914,0.2923,-0.3828,9.8828,0.07,0.00,0.00,1
0.702,-1.12,1.42,1.45,-0.2305,0.2015,0.0000,9.1172,0.07,0.00,0.00,1
0.717,-1.11,1.43,-0.23,0.0391,0.1655,-0.0391,9.6484,0.07,0.00,0.00,1
0.734,-1.09,1.42,5.69,-0.8047,-0.0571,-0.1133,8.0781,0.07,0.00,0.00,1
0.755,-1.07,1.37,-6.88,1.3008,0.0673,-0.4609,10.7695,0.07,0.00,0.00,1
0.774,-1.06,1.37,4.35,-0.6523,0.2608,-0.0391,8.5820,0.07,0.00,0.00,1
0.785,-1.05,1.35,1.42,-0.2305,0.0925,-0.1133,9.3086,0.06,0.00,0.00,1
0.804,-1.04,1.37,7.62,-1.0352,-0.0635,-0.2695,7.7344,0.06,0.00,0.00,1
0.823,-1.02,1.35,-0.89,0.1523,-0.1319,0.2305,9.8086,0.06,0.00,0.00,1
0.836,-1.02,1.35,-7.35,1.4180,0.0130,-0.1523,10.9922,0.06,0.00,0.00,1
0.854,-1.01,1.32,-2.98,0.5352,0.2966,0.1523,10.2656,0.06,0.00,0.00,1
0.872,-1.00,1.31,12.87,-1.5313,-0.0794,-0.1133,6.7031,0.06,0.00,0.00,1
0.887,-0.99,1.28,-2.69,0.4961,-0.1402,0.6523,10.5312,0.06,0.00,0.00,1
0.904,-0.99,1.26,-4.34,0.7656,0.1364,-0.6914,10.0742,0.06,0.00,0.00,1
0.926,-0.99,1.29,15.76,-1.8398,0.0486,-0.2695,6.5117,0.06,0.00,0.00,1
0.944,-0.99,1.29,-4.62,0.8047,-0.2754,-0.1914,9.9648,0.06,0.00,0.00,1
0.956,-0.99,1.29,-6.22,1.1484,-0.0089,0.3437,10.5352,0.06,0.00,0.00,1
0.974,-0.99,1.29,-7.74,1.5313,0.3500,0.3437,11.2617,0.06,0.00,0.00,1
0.992,-1.00,1.31,16.39,-1.9141,0.1558,-0.0391,6.5078,0.02,0.00,0.00,1
1.006,-1.00,1.31,2.87,-0.4219,-0.0428,0.0391,8.4258,0.02,0.00,0.00,1
1.024,-1.00,1.24,-1.29,0.1914,-0.1012,-0.3828,8.4609,0.02,0.00,0.00,1
1.042,-1.01,1.20,-6.57,1.1484,0.2103,-0.5352,9.9609,0.02,0.00,0.00,1
1.057,-1.01,1.15,-13.90,2.7969,0.4863,0.0391,11.3008,0.02,0.00,0.00,1
1.074,-1.01,1.11,-7.97,1.1875,0.9179,-0.4609,8.4648,0.02,0.00,0.00,1
1.092,-1.03,1.10,-10.99,2.1445,1.2061,0.4219,11.0312,0.02,0.00,0.00,1
1.114,-1.04,1.09,-5.40,0.8828,0.5659,0.1914,9.3437,0.02,0.00,0.00,1
1.125,-1.05,1.08,-5.40,0.8828,0.6146,0.1914,9.3437,0.02,0.00,0.00,1
1.145,-1.06,0.99,-11.43,2.2227,0.8751,-0.2695,10.9922,0.02,0.00,0.00,1
1.164,-1.07,0.91,-11.35,2.0703,1.2451,-0.4219,10.3086,0.02,0.00,0.00,1
1.176,-1.08,0.89,-4.67,0.6914,1.3174,-0.0391,8.4609,0.07,0.00,0.00,1
1.193,-1.08,0.89,-2.11,0.3437,1.1121,-0.3047,9.3086,0.07,0.00,0.00,1
1.212,-1.10,0.90,6.98,-0.8828,0.5787,-0.1914,7.2031,0.07,0.00,0.00,1
1.227,-1.10,0.87,-12.25,2.4531,0.6211,-0.0391,11.2969,0.07,0.00,0.00,1
1.244,-1.11,0.86,-12.23,2.1445,1.1774,-0.4609,9.8828,0.07,0.00,0.00,1
1.262,-1.13,0.84,-6.09,1.0742,1.2148,0.1523,10.0703,0.07,0.00,0.00,1
1.284,-1.14,0.85,-9.88,1.9141,0.7143,-0.1914,10.9922,0.07,0.00,0.00,1
1.295,-1.14,0.85,-9.88,1.9141,0.8985,-0.1914,10.9922,0.07,0.00,0.00,1
1.315,-1.14,0.81,-4.08,0.6523,1.1367,-0.5742,9.1172,0.07,0.00,0.00,1
1.333,-1.13,0.76,0.00,0.0000,0.9471,-0.7656,7.7773,0.07,0.00,0.00,1
1.346,-1.14,0.74,-9.37,1.6836,0.8722,-0.4961,10.1875,0.07,0.00,0.00,1
1.364,-1.13,0.71,-4.73,0.7266,1.0258,-0.4219,8.7734,0.07,0.00,0.00,1
1.383,-1.12,0.71,-0.27,0.0391,0.7716,-0.4219,8.3555,0.17,0.00,0.00,1
1.402,-1.13,0.74,-8.73,1.5703,0.9027,-0.0781,10.2305,0.17,0.00,0.00,1
1.414,-1.12,0.74,-9.15,1.6484,1.0678,-0.3828,10.2266,0.17,0.00,0.00,1
1.432,-1.11,0.70,-3.37,0.4961,1.0107,0.1133,8.4219,0.17,0.00,0.00,1
1.454,-1.11,0.64,-12.95,2.6797,1.1038,0.4609,11.6445,0.17,0.24,0.00,1
1.465,-1.11,0.62,-12.95,2.6797,1.3459,0.4609,11.6445,0.17,0.24,0.24,1
1.485,-1.10,0.59,-4.45,0.6523,1.2177,0.6523,8.3516,0.17,0.24,0.24,1
1.504,-1.12,0.61,-9.49,1.5313,1.1276,-0.1133,9.1562,0.17,0.24,0.24,1
1.517,-1.12,0.61,-11.93,2.4141,1.2876,0.5352,11.4180,0.17,0.24,0.24,1
1.533,-1.14,0.63,3.42,-0.4219,1.3802,0.1914,7.0469,0.17,11.25,0.24,1
1.553,-1.15,0.57,-10.02,1.8008,1.2577,0.3828,10.1875,0.17,11.25,11.40,1
1.567,-1.17,0.53,-12.31,2.0312,1.3596,-0.0391,9.3086,0.17,11.25,11.40,1
1.584,-1.20,0.46,-8.04,1.4922,1.5069,0.0781,10.5703,0.59,11.25,11.40,1
1.602,-1.24,0.48,5.31,-0.6133,1.0360,-0.3828,6.5898,0.59,11.25,11.40,1
1.626,-1.29,0.48,-12.60,2.2969,1.2139,-0.3828,10.2656,0.59,13.39,11.40,1
1.635,-1.31,0.50,-12.60,2.2969,1.3803,-0.3828,10.2656,0.59,13.39,13.23,1
1.653,-1.35,0.50,-4.14,0.6133,1.2676,-0.1133,8.4648,0.59,13.39,13.23,1
1.673,-1.40,0.44,-9.84,1.9141,0.8989,-0.0391,11.0352,0.59,15.32,13.23,1
1.693,-1.43,0.42,-13.68,2.4531,1.2696,-0.3828,10.0703,0.59,15.32,13.23,1
1.706,-1.48,0.39,-5.33,0.8828,1.4059,0.0781,9.4648,0.59,15.32,15.26,1
1.724,-1.53,0.32,9.09,-0.9961,1.1072,-0.8438,6.1680,0.59,15.32,15.26,1
1.742,-1.57,0.31,-13.57,2.6445,1.1959,-0.1914,10.9531,0.59,16.81,15.26,1
1.754,-1.59,0.31,-15.97,3.1406,1.4581,-0.7266,10.9531,0.59,16.81,16.62,1
1.772,-1.64,0.23,-11.01,1.9531,1.7689,0.1523,10.0352,0.59,16.81,16.62,1
1.793,-1.69,0.16,11.17,-1.0742,1.1512,-0.1133,5.4414,1.22,18.61,16.62,1
1.805,-1.71,0.16,-5.87,0.9961,1.1168,0.2305,9.6875,1.22,18.61,18.47,1
1.823,-1.77,0.12,-14.54,2.7969,1.4811,-0.5742,10.7695,1.22,18.61,18.47,1
1.844,-1.82,0.07,2.93,-0.3437,1.7589,-0.1133,6.7070,1.22,19.90,18.47,1
1.856,-1.83,0.03,2.93,-0.3437,1.4359,-0.1133,6.7070,1.22,19.90,19.69,1
1.875,-1.89,0.03,-9.16,1.5703,1.0603,-0.2695,9.7305,1.22,19.90,19.69,1
1.894,-1.97,0.00,-19.03,4.1367,1.4102,-0.3828,11.9844,1.22,21.73,19.69,1
1.912,-2.04,-0.08,-10.38,1.4922,1.7545,-0.7266,8.1172,1.22,21.73,21.61,1
1.924,-2.08,-0.12,2.32,-0.2695,1.5733,-0.8828,6.5898,1.22,21.73,21.61,1
1.943,-2.12,-0.16,-6.60,0.9180,1.2078,0.0781,7.9297,1.22,23.14,21.61,1
1.963,-2.19,-0.20,-18.32,4.2539,1.8639,-0.6914,12.8320,1.22,23.14,22.71,1
1.975,-2.23,-0.24,-19.50,3.8672,2.3073,-0.3437,10.9141,1.22,25.03,22.71,1
1.992,-2.30,-0.30,-2.43,0.3047,1.9612,-0.3437,7.1641,1.93,25.03,25.02,1
2.016,-2.34,-0.39,-16.42,3.2187,1.6765,0.4219,10.9141,1.93,26.41,25.02,1
2.026,-2.37,-0.41,-16.42,3.2187,1.9134,0.4219,10.9141,1.93,26.41,25.85,1
2.046,-2.42,-0.51,-5.32,0.6523,2.1531,0.0391,7.0117,1.93,28.25,25.85,1
2.064,-2.46,-0.58,-11.54,1.8789,1.8256,-1.2266,9.1211,1.93,28.25,28.06,1
2.077,-2.47,-0.60,-18.86,4.1758,2.0212,-0.3047,12.2227,1.93,29.31,28.06,1
2.094,-2.52,-0.56,-5.93,0.7656,2.3594,-0.8828,7.3125,1.93,29.31,29.32,1
2.112,-2.54,-0.55,-10.84,1.7227,2.0544,-0.8047,8.9609,1.93,31.13,29.32,1
2.133,-2.55,-0.60,-18.16,3.5625,2.3675,-0.6914,10.8359,1.93,31.13,30.98,1
2.145,-2.55,-0.63,-13.76,2.5273,2.4682,-0.9961,10.2695,1.93,32.05,30.98,1
2.162,-2.55,-0.67,-5.52,0.8047,2.1071,-0.9961,8.2734,1.93,32.05,31.74,1
2.185,-2.54,-0.63,-6.99,1.1094,2.0931,-0.1914,9.0430,2.80,34.09,31.74,1
2.196,-2.54,-0.67,-6.99,1.1094,1.9420,-0.1914,9.0430,2.80,34.24,33.88,1
2.213,-2.53,-0.69,-13.93,2.3750,1.9860,-1.2266,9.5000,2.80,34.24,34.13,1
2.233,-2.51,-0.65,-1.13,0.1133,2.2679,-0.7656,5.7031,2.80,36.39,34.13,1
2.253,-2.48,-0.64,-15.47,2.9883,2.1696,-0.0391,10.7969,2.80,36.71,36.01,1
2.264,-2.47,-0.64,-13.74,2.1836,2.2310,-1.4180,8.8164,2.80,36.71,36.01,1
2.284,-2.44,-0.67,-5.85,0.8438,2.1104,-0.1133,8.2383,2.80,38.55,36.88,1
2.302,-2.40,-0.65,-13.66,2.6055,2.0684,-0.8047,10.6875,2.80,39.28,38.19,1
2.315,-2.39,-0.68,-8.77,1.1484,2.0344,-1.1875,7.3516,2.80,39.28,38.19,1
2.332,-2.34,-0.73,-14.12,2.6797,2.0712,0.3437,10.6484,2.80,40.71,38.91,1
2.353,-2.29,-0.76,-22.70,3.9844,2.5325,-1.1094,9.4609,2.80,41.17,41.26,1
2.366,-2.27,-0.78,-11.26,1.8789,2.3879,0.9961,9.3867,2.80,43.52,41.26,1
2.384,-2.23,-0.85,-12.65,2.2617,2.3282,-0.9180,10.0312,3.93,43.52,40.93,1
2.404,-2.21,-0.87,-4.11,0.4961,2.3936,0.1914,6.8945,3.93,43.29,43.13,1
2.417,-2.20,-0.93,-4.11,0.4961,2.1022,0.1914,6.8945,3.93,45.77,43.64,1
2.435,-2.19,-0.97,-17.91,4.4062,2.6326,0.9961,13.5977,3.93,45.77,89.45,1
2.454,-2.20,-0.95,2.70,-0.3047,2.7587,0.0391,6.4687,3.93,46.09,88.48,1
2.472,-2.23,-0.93,-15.64,2.5664,2.3498,1.5313,9.0391,3.93,47.29,45.76,1
2.485,-2.26,-0.95,-6.36,0.8047,2.2421,-1.1484,7.1289,3.93,48.04,47.28,1
2.502,-2.30,-0.97,-10.39,1.3789,1.8791,0.8438,7.4727,3.93,49.89,47.28,1
2.523,-2.34,-0.97,-16.05,3.2187,2.1444,-1.3008,11.1094,3.93,50.14,47.06,1
2.536,-2.37,-0.99,-10.89,1.3789,1.9750,-0.7656,7.1250,3.93,51.78,48.90,1
2.554,-2.41,-1.08,-13.32,2.2227,1.9927,-0.0391,9.3867,3.93,51.82,48.79,1
2.576,-2.45,-1.16,-11.07,2.1836,2.3177,0.3828,11.1523,3.93,51.82,50.49,1
2.587,-2.49,-1.16,-11.07,2.1836,2.2971,0.3828,11.1523,6.48,53.97,50.08,1
2.605,-2.54,-1.20,-13.41,2.1055,1.9945,-0.9570,8.7773,6.48,52.85,50.08,1
2.624,-2.56,-1.26,-4.96,0.7266,1.9156,-1.3008,8.2734,6.48,54.67,52.59,1
2.638,-2.58,-1.29,-18.59,3.2578,1.8550,-1.1875,9.6133,6.48,55.40,52.27,1
2.655,-2.58,-1.35,-18.35,4.4805,2.3506,-0.6914,13.4883,6.48,56.48,53.61,1
2.673,-2.58,-1.42,-10.24,1.4180,2.3990,-2.0312,7.5859,6.48,56.23,53.31,1
2.692,-2.57,-1.43,-8.55,1.2266,2.0222,0.1133,8.1602,6.48,57.94,55.77,1
2.706,-2.56,-1.47,-12.45,2.1055,1.9703,-3.1406,9.0039,6.48,58.45,55.34,1
2.723,-2.50,-1.49,-5.45,0.8438,1.7371,-0.6523,8.8125,6.48,59.52,56.61,1
2.746,-2.43,-1.55,-15.99,2.8359,1.7788,-0.5352,9.8828,6.48,59.30,56.73,1
2.757,-2.39,-1.59,-15.99,2.8359,1.9412,-0.5352,9.8828,6.48,60.81,59.19,1
2.774,-2.32,-1.62,-11.11,1.6484,1.9322,0.2305,8.3945,6.48,61.24,59.09,1
2.794,-2.23,-1.64,-17.34,3.9844,2.8418,0.1914,12.7617,8.04,62.71,59.96,1
2.814,-2.13,-1.68,1.59,-0.1523,2.3158,-1.4570,5.2852,8.04,62.57,59.79,1
2.825,-2.07,-1.72,-11.44,1.8008,2.0929,1.6836,8.7383,8.04,63.29,62.32,1
2.844,-1.97,-1.71,-16.38,2.8359,2.0929,-1.8789,9.4609,8.04,64.18,61.99,1
2.862,-1.87,-1.71,-12.84,2.1445,2.1932,1.3789,9.3086,8.04,65.03,63.67,1
2.876,-1.83,-1.73,-11.91,1.8789,2.1645,-1.9141,8.6992,8.04,67.44,65.01,1
2.893,-1.73,-1.79,-17.37,2.9492,2.3040,-0.1914,9.4258,8.04,65.90,64.42,1
2.913,-1.63,-1.80,-7.94,1.1484,2.0884,1.1094,8.1602,8.04,68.33,67.19,1
2.927,-1.60,-1.82,-17.06,2.6445,2.2115,-0.8438,8.5781,8.04,68.74,66.23,1
2.944,-1.52,-1.91,-19.49,4.2148,2.6818,1.3008,11.8359,8.04,70.32,67.76,1
2.964,-1.44,-2.04,-15.33,2.8711,2.2969,2.0703,10.2695,8.04,69.07,68.09,1
2.978,-1.41,-2.05,-15.33,2.8711,2.3851,2.0703,10.2695,9.50,71.08,69.11,1
2.995,-1.36,-2.16,-5.90,0.8438,2.2645,1.4180,8.0430,9.50,72.70,69.94,1
3.014,-1.33,-2.26,-15.62,2.7969,2.0178,-0.1523,10.0039,9.50,73.08,70.52,1
3.032,-1.30,-2.25,-17.03,2.7969,2.2834,-0.4609,9.1211,9.50,73.77,73.48,1
3.046,-1.29,-2.27,-17.91,2.9102,2.3713,1.1875,8.9258,9.50,76.36,71.79,1
3.063,-1.28,-2.34,-25.97,5.6680,3.1654,-1.2266,11.5742,9.50,76.28,75.53,1
3.082,-1.29,-2.42,-17.07,3.1797,3.3244,1.0352,10.3047,9.50,78.55,75.91,1
3.097,-1.31,-2.37,-15.55,2.2617,3.0892,-1.3789,8.0078,9.50,79.56,75.33,1
3.115,-1.30,-2.50,-22.66,3.7930,3.1934,-0.3828,9.0781,9.50,79.74,77.02,1
3.135,-1.31,-2.59,-26.80,7.0469,3.2135,-0.3437,13.9453,9.50,82.37,79.76,1
3.154,-1.32,-2.73,-21.91,4.4062,4.0895,-0.2695,10.9531,9.50,84.35,78.76,1
3.166,-1.32,-2.81,-8.61,1.5313,3.9296,0.1914,10.1094,9.50,82.71,80.17,1
3.184,-1.35,-2.80,-28.50,4.4062,3.4794,-1.5313,7.9687,11.32,83.29,84.10,1
3.202,-1.39,-2.79,-5.08,0.6133,2.9559,0.7656,6.8516,11.32,85.94,80.91,1
3.216,-1.41,-2.76,-28.99,6.6289,3.0774,-2.7578,11.6406,11.32,88.83,83.08,1
3.234,-1.43,-2.89,-23.03,4.7500,3.8723,1.9922,10.9961,11.32,88.14,86.21,1
3.252,-1.44,-3.06,-12.76,2.8711,3.7557,-1.6836,12.5625,11.32,90.53,88.27,1
3.267,-1.46,-3.05,-18.74,2.5664,3.5955,-2.6445,7.0859,11.32,87.41,87.38,1
3.284,-1.51,-3.08,-2.59,0.2305,2.7277,3.4492,3.7539,11.32,93.08,89.75,1
3.306,-1.56,-3.09,-17.92,3.6758,3.7116,4.5586,10.4141,11.32,93.77,88.67,1
3.325,-1.59,-3.27,-13.27,3.7148,3.7046,-2.9102,15.4805,11.32,91.89,86.15,1
3.337,-1.61,-3.32,-11.59,1.7617,3.5506,-1.2656,8.5000,11.32,93.37,91.04,1
3.353,-1.67,-3.32,-8.15,0.6523,2.9545,2.5273,3.7930,11.32,91.47,92.64,1
3.374,-1.73,-3.32,-29.80,8.0078,3.7975,-6.8555,12.1836,11.32,98.36,96.23,1
3.386,-1.77,-3.27,-16.14,2.9883,4.0427,3.6758,9.6523,13.24,96.84,94.85,1
3.404,-1.83,-3.30,-13.29,3.0664,3.7499,-2.9492,12.6445,13.24,96.76,89.08,1
3.423,-1.88,-3.35,-19.07,2.9883,3.4996,-2.2227,8.3555,13.24,94.98,95.45,1
3.437,-1.91,-3.37,25.95,-1.8398,3.0348,2.9102,2.4141,13.24,98.43,99.31,1
3.454,-1.95,-3.57,-27.70,6.8945,3.3060,-3.9453,12.5273,13.24,101.80,96.69,1
3.473,-1.99,-3.82,-22.41,5.7852,4.0782,2.9492,13.7148,13.24,101.98,94.32,1
3.494,-2.04,-3.83,-23.30,2.4531,3.1043,1.0742,5.5937,13.24,101.58,100.30,1
3.505,-2.07,-3.77,-23.30,2.4531,3.0042,1.0742,5.5937,13.24,104.12,104.90,1
3.526,-2.10,-3.85,-21.20,2.9102,2.0422,-1.3008,7.3906,13.24,103.90,98.56,1
3.544,-2.12,-3.97,-16.74,4.5977,2.4234,0.3047,15.2812,13.24,105.55,96.19,1
3.556,-2.15,-3.98,-11.82,2.7187,2.7542,-5.5937,11.7227,13.24,103.59,100.80,1
3.573,-2.17,-3.90,-9.11,1.4922,2.6461,4.0977,8.3516,13.24,104.94,101.44,1
3.592,-2.21,-3.89,-22.01,2.6055,2.4991,-4.5937,4.5195,15.02,108.30,104.48,1
3.607,-2.22,-3.97,-17.79,3.4102,2.5798,2.7578,10.2656,15.02,110.29,100.96,1
3.624,-2.22,-4.06,-6.77,1.8789,2.5240,-3.1016,15.5195,15.02,110.52,104.95,1
3.643,-2.26,-3.88,-11.82,2.2617,2.4258,-0.3828,10.8008,15.02,107.76,102.09,1
3.665,-2.30,-3.79,-3.17,0.1133,0.9519,-1.7188,1.1094,15.02,109.59,106.81,1
3.675,-2.31,-3.86,-3.17,0.1133,0.8231,-1.7188,1.1094,15.02,111.79,104.05,1
3.695,-2.31,-4.01,-11.41,2.7969,1.6778,-5.4023,12.7578,15.02,112.68,104.48,1
3.714,-2.32,-3.96,-5.15,0.8438,1.8389,3.4492,8.6953,15.02,110.84,107.02,1
3.726,-2.31,-3.95,-19.75,2.5664,1.7565,-3.1797,6.4023,15.02,113.78,107.63,1
3.744,-2.31,-4.02,-13.89,2.1055,1.9493,1.8398,8.3125,15.02,113.11,109.67,1
3.763,-2.26,-4.17,-2.44,0.5352,1.6550,-1.8398,12.4102,15.02,113.07,111.42,1
3.777,-2.27,-4.20,-9.20,1.7227,1.5780,0.7266,10.6094,17.13,111.62,110.08,1
3.794,-2.28,-4.08,-15.63,2.3750,1.7717,-1.2656,8.3945,17.13,114.47,113.06,1
3.812,-2.30,-4.07,32.99,-1.4570,1.0947,0.5352,2.1797,17.13,114.51,110.47,1
3.836,-2.30,-4.13,-17.92,3.6016,1.0741,-0.8047,11.1094,17.13,116.37,114.26,1
3.845,-2.31,-4.15,-17.92,3.6016,1.4623,-0.8047,11.1094,17.13,113.65,115.38,1
3.865,-2.31,-4.22,22.73,-1.3008,1.3469,0.1523,3.1016,17.13,115.93,114.35,1
3.884,-2.33,-4.36,-11.57,2.5273,0.9022,-0.4609,12.3398,17.13,118.25,112.15,1
3.897,-2.33,-4.38,-15.84,3.7539,1.3600,-1.8398,13.1055,17.13,117.14,114.03,1
3.913,-2.36,-4.32,1.32,-0.1914,1.7233,0.8047,8.2773,17.13,117.19,113.53,1
3.932,-2.37,-4.28,4.33,-0.3047,1.1629,-1.2266,3.8320,17.13,118.43,113.68,1
3.947,-2.39,-4.33,-15.43,3.6016,1.1506,1.6484,12.9453,17.13,120.09,112.08,1
3.964,-2.40,-4.42,-11.27,2.3359,1.7445,-3.1016,11.3008,17.13,120.44,113.87,1
3.982,-2.41,-4.45,4.29,-0.6523,1.2848,1.8008,8.5000,18.74,119.73,118.02,1
4.006,-2.43,-4.59,-14.85,3.2930,1.0259,0.4961,12.4062,18.74,123.30,115.26,1
4.015,-2.45,-4.65,-14.85,3.2930,1.3741,0.4961,12.4062,18.74,122.93,114.74,1
4.033,-2.48,-4.74,-11.48,2.4531,1.7324,-2.9102,11.7187,18.74,121.37,114.01,1
4.054,-2.52,-4.80,-1.94,0.1914,0.8473,-1.4180,5.4805,18.74,123.29,117.21,1
4.066,-2.54,-4.82,-1.94,0.1914,0.7465,-1.4180,5.4805,18.74,125.42,116.10,1
4.085,-2.55,-4.81,-11.14,2.2227,1.7956,-3.0273,10.8789,18.74,123.75,118.96,1
4.104,-2.59,-4.85,1.46,-0.2305,1.7205,1.1094,9.0039,18.74,123.61,119.23,1
4.117,-2.60,-4.83,-0.70,0.0781,1.3134,-1.5313,6.2422,18.74,125.60,117.99,1
4.134,-2.64,-4.80,-11.31,2.2617,1.1378,0.2695,11.3008,18.74,126.65,116.73,1
4.153,-2.67,-4.82,-5.56,0.9961,1.2408,-2.4883,9.9258,18.74,124.94,119.49,1
4.173,-2.72,-4.77,6.78,-0.9570,0.7392,0.8438,8.0078,18.74,123.17,121.46,1
4.185,-2.73,-4.79,5.03,-0.5352,0.4572,-1.0742,5.9805,19.52,124.46,120.08,1
4.203,-2.77,-4.99,-10.99,2.5664,0.8621,0.4219,13.2109,19.52,127.31,119.30,1
4.225,-2.82,-5.13,-2.85,0.4609,1.2849,0.3437,9.2656,19.52,124.29,124.47,1
4.236,-2.84,-5.14,-2.85,0.4609,1.1583,0.3437,9.2656,19.52,125.23,121.70,1
4.256,-2.90,-5.32,-6.49,1.1875,0.7210,-0.5742,10.4180,19.52,126.18,119.23,1
4.274,-2.93,-5.50,-14.45,2.7969,0.9821,-1.6484,10.7266,19.52,125.58,120.89,1
4.287,-2.95,-5.56,-8.78,1.5313,1.2825,-0.6914,9.8867,19.52,128.80,124.27,1
4.304,-3.00,-5.63,-2.26,0.2695,1.2521,-0.6523,6.7852,19.52,127.75,120.45,1
4.322,-3.02,-5.77,2.11,-0.3828,0.7727,-0.0391,10.3867,19.52,129.00,119.70,1
4.338,-3.04,-5.83,-14.10,3.0664,0.8712,-1.3008,12.1406,19.52,129.32,123.70,1
4.355,-3.06,-5.81,-12.64,1.8789,1.3114,-1.0352,8.3125,19.52,129.35,123.85,1
4.372,-3.12,-5.81,-7.72,1.2266,1.3605,-0.2695,9.0430,19.52,129.89,122.94,1
