t_s,roll_deg,pitch_deg,pitch_accel_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
4.395,-3.12,-5.92,-6.67,1.2656,0.9823,0.8438,10.7969,20.52,127.45,125.13,1
4.406,-3.13,-5.93,-6.67,1.2656,1.0258,0.8438,10.7969,20.52,127.55,122.88,1
4.426,-3.16,-5.88,-14.33,3.1016,1.5114,0.0000,12.1406,20.52,129.18,125.11,1
4.444,-3.19,-5.83,2.91,-0.4609,1.6773,-1.8789,8.8867,20.52,128.14,125.00,1
4.457,-3.20,-5.86,9.91,-1.2656,1.1397,0.7656,7.2070,20.52,127.98,125.57,1
4.474,-3.24,-5.87,15.38,-1.3789,0.4485,-0.5742,4.9805,20.52,129.10,127.65,1
4.494,-3.26,-5.89,-12.67,2.7578,0.7410,-0.4609,12.2617,20.52,129.25,123.06,1
4.512,-3.30,-5.95,-11.47,2.4883,1.2533,-1.7227,12.1406,20.52,132.45,123.96,1
4.525,-3.31,-5.97,-5.10,0.8828,1.3146,0.0391,9.8867,20.52,130.48,126.36,1
4.543,-3.32,-5.98,1.59,-0.1914,0.9297,-0.7656,6.8555,20.52,132.54,124.77,1
4.566,-3.33,-5.91,-8.62,1.5313,0.8881,-0.7656,10.0742,20.52,129.89,126.94,1
4.576,-3.34,-5.87,-8.62,1.5313,0.9869,-0.7656,10.0742,20.52,130.26,129.58,1
4.593,-3.35,-5.91,-1.90,0.2305,0.8534,-0.5352,6.9336,21.28,133.16,127.70,1
4.613,-3.35,-6.04,18.32,-2.1836,-0.0016,-0.2305,6.5898,21.28,132.19,127.57,1
4.633,-3.34,-6.12,-2.55,0.4609,-0.1602,-0.0391,10.3477,21.28,134.81,127.28,1
4.645,-3.36,-6.12,-12.56,1.8398,0.0876,-0.6133,8.2383,21.28,135.34,129.77,1
4.664,-3.35,-6.26,-14.55,3.1406,0.6886,-0.1523,12.1016,21.28,135.89,129.94,1
4.682,-3.33,-6.43,-3.11,0.5352,0.9479,-2.2969,9.5820,21.28,134.16,126.07,1
4.695,-3.34,-6.49,0.46,-0.0781,0.8355,0.9180,9.7656,21.28,133.56,129.42,1
4.712,-3.34,-6.53,-1.45,0.2305,0.5923,-1.4180,9.0000,21.28,133.89,127.89,1
4.734,-3.33,-6.48,-2.41,0.4219,0.5320,-0.1914,10.0312,21.28,136.04,128.85,1
4.746,-3.33,-6.51,-7.69,1.4570,0.7367,-0.7266,10.7656,21.28,136.46,133.33,1
4.763,-3.32,-6.64,2.62,-0.3047,0.5511,-0.9180,6.5859,21.28,136.05,129.37,1
4.785,-3.29,-6.79,23.58,-2.5273,0.2008,-1.4922,5.5937,21.87,135.14,131.35,1
4.797,-3.29,-6.85,23.58,-2.5273,-0.2182,-1.4922,5.5937,21.87,135.52,131.44,1
4.815,-3.28,-6.95,-7.22,1.2266,-0.1747,-0.6914,9.6523,21.87,135.85,132.94,1
4.834,-3.32,-7.26,-13.40,3.3711,0.3943,-0.5742,14.1367,21.87,136.86,129.33,1
4.853,-3.34,-7.67,-9.08,1.7617,1.0530,-0.8828,10.9922,21.87,138.43,129.08,1
4.865,-3.35,-7.85,-1.47,0.2305,1.0393,-0.7266,8.9258,21.87,138.95,131.70,1
4.883,-3.36,-8.11,-5.63,0.9180,0.9157,-0.4961,9.3047,21.87,139.80,130.21,1
4.902,-3.37,-8.27,5.52,-0.8047,0.5351,-0.4961,8.3164,21.87,137.14,131.94,1
4.916,-3.37,-8.27,-7.05,1.4922,0.6821,0.4219,12.0625,21.87,139.28,133.90,1
4.934,-3.38,-8.39,-3.29,0.4609,0.6836,-0.9180,7.9727,21.87,140.02,132.33,1
4.956,-3.35,-8.52,-0.93,0.1523,0.7389,-0.9961,9.3477,21.87,138.97,132.35,1
4.967,-3.34,-8.60,-0.93,0.1523,0.6488,-0.9961,9.3477,21.87,136.67,131.30,1
4.985,-3.32,-8.70,1.67,-0.2695,0.2979,-0.5352,9.2305,22.00,139.61,133.07,1
5.005,-3.31,-8.70,2.45,-0.3828,0.1279,-1.0352,8.8867,22.00,136.05,129.95,1
5.024,-3.30,-8.68,-7.90,1.8008,0.4370,0.7266,12.9492,22.00,139.10,134.75,1
5.035,-3.29,-8.66,-7.20,1.1875,0.5974,-0.5352,9.3867,22.00,139.00,132.80,1
5.054,-3.26,-8.75,-9.24,1.7227,0.9170,-0.5742,10.5703,22.00,139.80,132.15,1
5.072,-3.22,-8.82,11.42,-1.3789,0.5053,-0.7266,6.7852,22.00,139.88,133.32,1
5.086,-3.20,-8.86,-2.29,0.4219,0.3599,-0.1914,10.5312,22.00,136.39,131.51,1
5.104,-3.19,-8.81,5.44,-0.7266,0.1269,-0.2305,7.6250,22.00,138.27,130.82,1
5.125,-3.17,-8.75,-6.87,1.2656,0.1043,0.1523,10.4961,22.00,137.82,132.24,1
5.137,-3.15,-8.75,-6.87,1.2656,0.2827,0.1523,10.4961,22.00,140.73,133.60,1
5.154,-3.13,-8.78,-4.28,0.5742,0.4084,-0.8047,7.6289,22.00,141.74,133.71,1
5.173,-3.11,-8.83,3.30,-0.4961,0.6188,-0.9180,8.5430,22.00,140.39,131.42,1
5.194,-3.08,-8.86,-0.97,0.1523,0.3822,-0.1523,8.9648,22.46,138.18,134.77,1
5.205,-3.08,-8.86,-0.28,0.0391,0.3379,-0.2305,8.0117,22.46,141.24,132.94,1
5.224,-3.06,-8.86,-4.24,0.8047,0.3144,-0.9961,10.7969,22.46,140.43,132.89,1
5.243,-3.03,-8.80,-11.53,2.2969,0.8118,0.3828,11.2578,22.46,140.47,133.03,1
5.256,-3.03,-8.73,-2.34,0.3437,0.8836,-1.1094,8.3555,22.46,138.72,130.89,1
5.273,-3.00,-8.71,-8.61,1.6484,0.9883,-0.3828,10.8789,22.46,138.81,131.16,1
5.292,-2.98,-8.74,2.64,-0.4219,0.7173,-0.5352,9.1172,22.46,137.67,131.30,1
5.307,-2.97,-8.74,-3.76,0.6914,0.7116,-0.7266,10.4961,22.46,140.47,134.34,1
5.324,-2.94,-8.68,12.30,-1.3789,0.2477,-0.2695,6.3203,22.46,141.66,134.52,1
5.346,-2.92,-8.60,-7.36,1.3008,0.1097,0.0391,10.0703,22.46,140.55,135.46,1
5.358,-2.91,-8.57,-7.36,1.3008,0.2926,0.0391,10.0703,22.46,138.47,133.85,1
5.375,-2.91,-8.48,-5.88,1.1094,0.2862,-0.5742,10.7656,22.46,141.32,135.50,1
5.394,-2.90,-8.48,6.68,-0.9570,0.3543,-0.3437,8.1602,22.87,139.72,135.08,1
5.412,-2.89,-8.54,1.68,-0.2695,0.0594,-0.3828,9.1602,22.87,141.88,137.31,1
5.426,-2.88,-8.57,3.30,-0.4219,-0.0033,-0.3047,7.3164,22.87,140.47,135.67,1
5.443,-2.88,-8.60,-2.31,0.4219,0.0407,-0.7266,10.4180,22.87,143.91,136.97,1
5.463,-2.88,-8.59,-12.53,2.7578,0.6658,0.2695,12.4062,22.87,141.62,136.39,1
5.477,-2.88,-8.59,-5.97,0.9961,0.7165,-1.0742,9.4609,22.87,143.18,133.94,1
5.495,-2.90,-8.40,-11.40,2.2969,1.0997,-0.6133,11.3750,22.87,141.98,134.48,1
5.516,-2.90,-8.31,5.18,-0.6914,0.4114,-0.2695,7.6250,22.87,142.76,134.03,1
5.535,-2.90,-8.35,11.27,-1.1875,0.0590,-0.4961,5.9375,22.87,141.56,136.63,1
5.546,-2.89,-8.41,-1.71,0.3047,-0.0975,-1.0352,10.1523,22.87,141.94,269.91,1
5.564,-2.88,-8.49,-8.98,1.8398,0.1394,0.1133,11.6445,22.87,142.13,136.56,1
5.582,-2.87,-8.53,-0.78,0.1133,0.3564,-1.5313,8.1992,22.87,143.51,138.10,1
5.596,-2.86,-8.56,-10.08,2.2617,0.4910,-0.3828,12.7187,23.35,141.74,134.43,1
5.614,-2.85,-8.57,-0.99,0.1523,0.6278,-1.4922,8.6562,23.35,144.07,138.64,1
5.633,-2.84,-8.48,-4.35,0.7656,0.6287,-0.8047,10.0312,23.35,142.55,137.48,1
5.647,-2.83,-8.45,-4.58,0.7266,0.6466,-0.7266,9.0430,23.35,144.74,137.70,1
5.664,-2.79,-8.37,13.05,-1.6484,0.1482,-0.6133,7.0859,23.35,143.70,138.70,1
5.686,-2.76,-8.36,42.65,-3.2187,-0.2153,-0.9180,3.3711,23.35,143.33,140.61,1
5.698,-2.75,-8.42,42.65,-3.2187,-0.6766,-0.9180,3.3711,23.35,143.06,137.44,1
5.715,-2.71,-8.65,11.68,-1.4922,-1.0155,0.4961,7.2031,23.35,142.78,139.08,1
5.734,-2.67,-9.05,-15.61,5.6680,-0.4054,-1.4922,20.2266,23.35,151.26,139.51,1
5.753,-2.63,-9.08,-20.24,4.6367,1.4369,-0.4609,12.5664,23.35,150.90,138.54,1
5.766,-2.61,-9.06,-19.21,3.8320,2.0807,-0.9570,10.9570,23.35,141.56,136.24,1
5.784,-2.57,-8.90,-11.91,1.6094,2.3996,-0.7656,7.5898,23.37,148.19,139.70,1
5.803,-2.51,-8.64,58.65,-3.1445,1.0781,0.0781,-1.9141,23.37,143.47,137.02,1
5.817,-2.47,-8.63,1.69,-0.2695,0.6595,0.1914,9.1562,23.37,142.57,138.43,1
5.835,-2.41,-8.58,-9.55,2.7969,1.0214,-0.1914,16.6289,23.37,145.48,141.54,1
5.853,-2.34,-8.46,19.70,-1.9922,0.4651,0.2305,5.5586,23.37,143.27,140.86,1
5.873,-2.29,-8.42,2.01,-0.2695,0.7548,-0.1914,7.6602,23.37,149.03,137.21,1
5.885,-2.27,-8.43,2.01,-0.2695,0.5975,-0.1914,7.6602,23.37,142.47,140.71,1
5.905,-2.22,-8.52,-9.54,2.9492,0.6337,-0.3437,17.5430,23.37,146.13,135.15,1
5.924,-2.19,-8.47,-6.06,1.3008,1.1586,0.9570,12.2227,23.37,142.53,135.43,1
5.936,-2.17,-8.44,-12.93,3.8672,1.3953,-0.9570,16.8125,23.37,145.77,146.37,1
5.954,-2.16,-8.20,31.35,-1.2266,1.6889,1.9180,-0.6133,23.37,148.99,145.12,1
5.973,-2.07,-8.25,45.13,-7.3906,-0.6692,-0.1133,-7.3555,23.37,148.79,145.79,1
5.987,-2.03,-8.27,65.05,-3.4492,-1.3863,1.3398,0.8828,23.74,310.46,142.55,1
6.004,-2.08,-8.40,58.98,-4.6719,-2.3602,-1.2266,-2.5273,23.74,154.11,142.05,1
6.023,-2.07,-8.66,-24.40,13.4844,1.0024,-0.3047,29.7266,23.74,152.60,142.92,1
6.038,-2.06,-8.69,-21.95,9.0391,2.7810,-2.7578,22.2578,23.74,146.20,143.12,1
6.055,-2.08,-8.62,-11.41,2.4883,3.1061,-2.7187,12.0273,23.74,149.93,142.07,1
6.075,-2.10,-8.50,-2.06,0.2305,2.1851,-2.6797,5.8242,23.74,150.11,144.36,1
6.094,-2.10,-8.43,-10.36,1.6484,1.7442,-0.4961,9.0000,23.74,150.40,148.13,1
6.106,-2.10,-8.35,9.33,-0.8828,1.5205,-0.9570,5.2852,23.74,153.19,141.76,1
6.124,-2.11,-8.32,2.70,-0.4609,0.8727,-1.4922,9.6523,23.74,149.93,145.03,1
6.142,-2.08,-8.28,-3.10,0.6133,0.6594,-0.4961,11.3008,23.74,152.25,144.97,1
6.157,-2.05,-8.09,-4.16,0.6523,0.6555,-0.4219,8.9609,23.74,149.08,146.50,1
6.174,-2.03,-7.93,9.23,-1.1875,0.2472,-1.0352,7.2344,23.74,150.94,144.01,1
6.193,-1.99,-7.80,-9.45,1.7617,0.4930,0.4609,10.5742,24.32,152.74,149.61,1
6.208,-1.96,-7.77,-7.20,0.8828,0.6176,-0.4961,6.9727,24.32,153.94,145.01,1
6.225,-1.92,-7.78,-11.31,2.3750,1.0382,1.3008,11.8008,24.32,153.19,147.67,1
6.245,-1.87,-7.67,-9.45,1.3398,1.6919,-0.2695,8.0430,24.32,154.85,152.07,1
6.264,-1.81,-7.58,-12.14,2.2969,1.6686,-0.7656,10.6523,24.32,153.59,145.60,1
6.277,-1.78,-7.57,-7.89,1.3008,1.7280,-1.2656,9.3047,24.32,153.92,147.82,1
6.294,-1.72,-7.48,-8.86,1.2656,1.6040,-1.5703,7.9687,24.32,153.16,151.31,1
6.314,-1.66,-7.44,-12.99,2.6797,1.8016,-0.9961,11.5742,24.32,157.13,149.30,1
6.327,-1.62,-7.43,-11.71,1.8398,1.9287,-1.9531,8.6562,24.32,154.70,146.31,1
6.344,-1.55,-7.37,-10.28,1.8398,1.9035,-1.4922,10.0352,24.32,154.01,149.39,1
6.363,-1.46,-7.27,-5.30,0.7656,1.6441,0.9180,8.1992,24.32,158.43,149.12,1
6.383,-1.37,-7.24,8.92,-1.1875,0.9627,-0.9180,7.5117,24.95,153.30,149.95,1
6.395,-1.32,-7.22,-6.93,1.1875,1.0124,0.3828,9.7656,24.95,158.93,148.30,1
6.413,-1.23,-7.20,-0.70,0.0781,0.8166,0.7266,6.3633,24.95,160.49,148.21,1
6.434,-1.15,-7.24,-9.16,1.7617,0.2898,1.4180,10.8359,24.95,156.57,152.44,1
6.454,-1.09,-7.22,-1.18,0.1914,0.4441,0.5742,9.2656,24.95,160.46,149.75,1
6.465,-1.05,-7.19,-0.50,0.0781,0.3962,0.6523,8.8867,24.95,160.54,152.09,1
6.484,-0.99,-7.16,-8.67,1.6484,0.4316,1.3008,10.7305,24.95,158.68,157.51,1
6.497,-0.99,-7.11,-6.90,0.8828,0.6397,-0.5352,7.2734,24.95,163.83,152.02,1
6.514,-0.95,-7.09,8.35,-1.1094,0.5492,0.3828,7.5508,24.95,164.12,154.42,1
6.532,-0.94,-7.06,-5.76,0.9570,0.4411,0.7266,9.4648,24.95,159.97,159.36,1
6.553,-0.93,-7.06,-7.57,1.1484,0.6298,-0.6133,8.6172,24.95,164.99,154.27,1
6.565,-0.93,-7.11,4.74,-0.6523,0.3460,0.3828,7.8555,24.95,162.58,154.13,1
6.583,-0.93,-7.17,-12.95,2.6445,0.7925,0.3437,11.4961,24.95,162.07,157.06,1
6.605,-0.95,-7.24,9.97,-1.3008,1.0614,-0.3437,7.3945,25.63,162.89,155.57,1
6.616,-0.96,-7.30,9.97,-1.3008,0.6985,-0.3437,7.3945,25.63,165.62,154.82,1
6.635,-1.01,-7.38,-5.50,0.7266,0.8727,-0.1133,7.5469,25.63,166.17,156.01,1
6.654,-1.06,-7.44,-0.21,0.0391,0.7762,-0.1133,10.4531,25.63,163.08,158.91,1
6.667,-1.10,-7.43,-11.70,2.5664,0.8153,0.5742,12.3789,25.63,165.81,157.58,1
6.685,-1.17,-7.45,-12.92,2.0703,1.2722,-1.5703,8.8867,25.63,167.11,154.34,1
6.703,-1.23,-7.50,1.58,-0.2695,1.0265,-0.6133,9.7305,25.63,163.53,160.23,1
6.723,-1.31,-7.49,-5.76,1.0742,0.9563,-0.2305,10.6484,25.63,165.73,160.49,1
6.735,-1.35,-7.50,-1.56,0.2305,0.7957,-0.9570,8.4258,25.63,165.45,160.23,1
6.752,-1.42,-7.47,13.33,-1.5703,0.2368,0.0000,6.6289,25.63,164.02,161.32,1
6.776,-1.54,-7.37,-9.75,1.8789,0.4502,-0.6914,10.9180,25.63,167.95,159.39,1
6.786,-1.59,-7.33,-9.75,1.8789,0.6697,-0.6914,10.9180,26.61,169.32,162.47,1
6.806,-1.69,-7.26,-10.29,2.2969,0.6079,0.5742,12.6406,26.61,167.03,160.05,1
6.825,-1.80,-7.25,-13.76,2.9102,1.1360,-1.0352,11.8398,26.61,168.78,157.28,1
6.838,-1.83,-7.17,16.34,-1.5703,1.1702,-0.5742,5.3242,26.61,167.17,162.05,1
6.854,-1.91,-7.08,3.91,-0.4609,0.4817,0.0000,6.7461,26.61,167.20,162.87,1
6.874,-2.01,-6.98,-12.38,2.3359,0.7793,-1.5313,10.5312,26.61,166.61,158.68,1
6.893,-2.09,-6.89,2.64,-0.3047,0.6364,-0.4609,6.5859,26.61,166.00,160.13,1
6.905,-2.12,-6.88,-4.90,0.7266,0.5743,-0.8828,8.4219,26.61,170.71,159.69,1
6.923,-2.18,-6.85,-14.41,3.3711,1.2115,-0.5352,13.1055,26.61,171.17,158.88,1
6.943,-2.24,-6.78,-12.07,2.1445,1.5525,-1.9141,9.8477,26.61,167.03,164.28,1
6.956,-2.27,-6.69,-9.39,1.3789,1.5141,-0.9961,8.2773,26.61,172.53,164.39,1
6.973,-2.31,-6.65,-9.31,1.5703,1.5181,-0.8438,9.5430,26.61,172.00,165.59,1
6.994,-2.36,-6.58,5.98,-0.5742,1.4449,-0.2305,5.4766,27.39,173.76,165.40,1
7.014,-2.40,-6.56,7.73,-0.9961,0.6632,-1.3789,7.2070,27.39,173.28,166.00,1
7.025,-2.41,-6.56,-17.87,3.7930,0.6791,-0.1133,11.7617,27.39,170.42,166.81,1
7.044,-2.43,-6.54,-5.51,0.7656,1.3200,-1.7617,7.7383,27.39,173.25,164.18,1
7.064,-2.45,-6.53,-5.14,0.7656,1.1310,-0.5352,8.5000,27.39,174.95,163.93,1
7.075,-2.46,-6.54,-15.90,3.4492,1.2896,-0.3047,12.1055,27.39,171.56,167.50,1
7.092,-2.50,-6.54,-8.15,1.3008,1.5504,0.3047,9.0820,27.39,173.52,165.78,1
7.113,-2.53,-6.47,8.73,-1.1094,0.9462,-0.5352,7.2031,27.39,171.91,163.99,1
7.126,-2.54,-6.48,-4.77,0.8828,0.9322,0.5352,10.5742,27.39,176.37,166.31,1
7.143,-2.56,-6.43,-12.65,2.5273,1.2821,-0.1914,11.2578,27.39,176.24,167.39,1
7.165,-2.56,-6.41,5.42,-0.6914,0.1700,-0.3828,7.2773,27.39,173.64,166.00,1
7.177,-2.58,-6.36,5.42,-0.6914,0.0377,-0.3828,7.2773,28.09,174.46,168.01,1
7.196,-2.61,-6.32,-1.42,0.1914,0.6169,-0.5352,7.6953,28.09,174.46,170.74,1
7.214,-2.64,-6.33,7.09,-0.6914,0.4256,-0.9180,5.4805,28.09,178.00,169.69,1
7.233,-2.67,-6.39,-6.41,1.1875,0.4606,-0.1914,10.5703,28.09,179.28,168.35,1
7.245,-2.69,-6.42,-13.78,3.1016,0.7254,-0.9570,12.6055,28.09,177.78,167.48,1
7.263,-2.72,-6.47,1.91,-0.3047,0.7816,-0.8438,9.0781,28.09,176.99,170.68,1
7.283,-2.74,-6.42,10.73,-1.3789,0.2358,-1.4922,7.1250,28.09,176.12,170.21,1
7.296,-2.74,-6.44,-11.04,2.1836,0.6669,-0.1914,11.1914,28.09,178.54,167.84,1
7.313,-2.77,-6.49,-4.20,0.8047,0.7919,-1.0352,10.9180,28.09,180.47,167.67,1
7.335,-2.79,-6.52,-9.31,1.9531,0.5135,-0.0391,11.9180,28.09,173.85,170.01,1
7.347,-2.80,-6.49,-9.31,1.9531,0.7346,-0.0391,11.9180,28.09,175.78,167.95,1
7.366,-2.84,-6.51,24.53,-2.1836,0.7252,-0.5352,4.7539,28.09,175.93,168.66,1
7.384,-2.82,-6.55,17.80,-1.8789,-0.0753,0.5742,5.8242,28.74,179.12,168.38,1
7.403,-2.83,-6.58,-10.97,2.4531,0.2685,-0.4961,12.6406,28.74,177.05,167.48,1
7.415,-2.86,-6.63,-14.91,3.9844,0.7266,-0.8047,14.9375,28.74,176.87,169.06,1
7.435,-2.91,-6.55,10.86,-1.6836,0.5828,0.1523,8.7734,28.74,176.37,167.81,1
7.453,-2.95,-6.51,0.43,-0.0781,0.1655,-0.1133,10.3047,28.74,176.34,170.56,1
7.466,-2.98,-6.49,-11.07,2.7969,0.3581,0.4609,14.2930,28.74,178.76,168.69,1
7.483,-3.04,-6.44,4.61,-0.6523,0.4261,-0.8828,8.0430,28.74,179.18,167.93,1
7.506,-3.08,-6.39,-6.93,1.5703,-0.3793,-0.5352,12.9102,28.74,178.00,166.67,1
7.517,-3.10,-6.39,-6.93,1.5703,-0.0799,-0.5352,12.9102,28.74,176.46,166.31,1
7.534,-3.14,-6.24,-4.30,1.0742,0.2784,-1.5313,14.2148,28.74,173.13,164.34,1
7.554,-3.18,-6.07,8.84,-1.6094,-0.9248,-0.8828,10.3086,28.74,173.22,158.58,1
7.575,-3.21,-5.80,14.91,-2.7969,-1.4210,-1.5703,10.3867,28.74,169.81,156.01,1
7.585,-3.23,-5.65,27.23,-4.0625,-1.8267,-0.2305,7.8906,29.34,168.89,149.84,1
7.604,-3.26,-5.31,17.63,-2.7187,-2.3533,0.5352,8.5391,29.34,163.99,135.65,1
7.623,-3.30,-5.03,57.96,-5.0195,-2.9871,-0.0781,3.1406,29.34,166.22,96.71,1
7.636,-3.32,-4.90,62.50,-6.5508,-3.4218,-1.4922,3.0664,29.34,165.18,71.88,1
7.653,-3.34,-4.82,6.91,-1.7227,-3.2407,4.9414,13.3281,29.34,167.06,71.88,1
7.674,-3.38,-4.74,25.15,-3.9062,-3.2934,-5.6680,6.0898,29.34,165.67,71.88,1
7.687,-3.34,-4.82,56.55,-8.7773,-4.5071,4.1367,4.0625,29.34,169.23,71.88,1
7.705,-3.29,-4.76,48.47,-8.0781,-5.5634,-6.0898,3.7539,29.34,163.88,71.88,1
7.726,-3.22,-4.69,24.45,-4.5977,-4.1982,-0.9180,10.0703,29.34,165.65,71.88,1
7.738,-3.19,-4.64,24.45,-4.5977,-4.2596,-0.9180,10.0703,29.34,165.02,71.88,1
7.755,-3.16,-4.57,14.22,-2.7578,-4.0717,2.7578,10.5312,29.34,165.65,71.88,1
7.774,-3.15,-4.58,37.70,-5.1719,-3.8922,-1.1875,6.5859,29.34,161.86,71.88,1
7.793,-3.13,-4.63,15.03,-3.1797,-3.8876,1.9531,11.6797,29.41,163.40,71.88,1
7.806,-3.13,-4.67,22.16,-4.3281,-3.8707,-0.6523,10.6094,29.41,158.68,71.88,1
7.823,-3.13,-4.64,8.77,-1.9141,-3.4924,-0.2305,12.4102,29.41,155.84,71.88,1
7.844,-3.14,-4.58,27.93,-4.7109,-3.6638,0.1914,8.8828,29.41,157.08,71.88,1
7.857,-3.12,-4.57,25.03,-3.9844,-3.7347,-0.7656,8.5000,29.41,152.88,71.88,1
7.874,-3.10,-4.64,40.77,-5.3633,-4.1107,-1.4570,6.0469,29.41,153.16,71.88,1
7.896,-3.05,-4.68,18.91,-3.2578,-4.0806,-1.7617,9.3437,29.41,153.52,71.88,1
7.914,-2.99,-4.72,8.50,-1.9531,-3.7429,0.1523,13.0664,29.41,150.04,71.88,1
7.926,-2.97,-4.70,27.62,-4.2539,-3.5308,-2.1055,7.8516,29.41,152.18,71.88,1
7.944,-2.90,-4.68,17.55,-3.1406,-3.6468,0.3437,9.9219,29.41,144.91,71.88,1
7.963,-2.83,-4.68,20.73,-3.7148,-3.6013,-1.3008,9.7305,29.41,147.36,71.88,1
7.976,-2.79,-4.68,17.84,-3.1016,-3.5697,-0.6523,9.6133,29.41,142.05,71.88,1
7.994,-2.72,-4.61,18.18,-3.1016,-3.4101,-1.3789,9.3437,27.34,144.24,71.88,1
8.013,-2.64,-4.53,34.55,-4.5195,-3.6187,-2.1445,6.2031,27.34,141.46,71.88,1
8.027,-2.61,-4.51,20.25,-3.0664,-3.6408,-0.1523,8.3125,27.34,141.22,71.88,1
8.044,-2.50,-4.53,20.51,-3.4844,-3.5375,-2.0703,9.0820,27.34,141.08,71.88,1
8.063,-2.37,-4.53,18.04,-3.2578,-3.4723,-0.1133,10.0000,27.34,139.49,71.88,1
8.084,-2.26,-4.50,25.39,-3.9844,-3.3268,-0.1133,8.3945,27.34,135.87,71.88,1
8.095,-2.21,-4.47,25.39,-3.9844,-3.4278,-0.1133,8.3945,27.34,133.99,71.88,1
8.114,-2.12,-4.46,22.06,-3.4102,-3.5946,-1.3008,8.3125,27.34,131.49,71.88,1
8.134,-2.02,-4.47,38.81,-5.5156,-3.9977,0.2695,6.8516,27.34,134.08,0.00,1
8.146,-1.96,-4.52,12.39,-2.6445,-4.0012,-1.4180,11.9570,27.34,132.64,0.00,1
8.164,-1.87,-4.56,15.94,-3.1016,-3.6530,-1.1094,10.8008,27.34,131.67,0.00,1
8.183,-1.77,-4.48,18.39,-3.3711,-3.5246,-0.8047,10.1094,24.74,130.55,0.00,1
8.197,-1.72,-4.47,33.14,-4.9414,-3.6267,-0.5742,7.5469,24.74,125.91,0.00,1
8.214,-1.62,-4.40,34.62,-5.2109,-4.1345,-0.1133,7.5469,24.74,123.62,0.00,1
8.233,-1.53,-4.37,31.76,-4.9805,-4.3888,-0.3437,8.0391,24.74,123.50,0.00,1
8.248,-1.50,-4.36,13.15,-2.8359,-4.0451,0.0000,12.1406,24.74,124.75,0.00,1
8.265,-1.44,-4.35,15.74,-3.0273,-3.7446,0.4219,10.7305,24.74,121.57,0.00,1
8.285,-1.41,-4.32,15.87,-3.2930,-3.6905,1.7227,11.4570,24.74,119.95,0.00,1
8.304,-1.40,-4.32,28.95,-4.8281,-3.7006,1.1094,8.6562,24.74,118.88,0.00,1
8.316,-1.42,-4.30,28.13,-4.6367,-3.9348,1.7227,8.5000,24.74,118.13,0.00,1
8.335,-1.50,-4.22,40.02,-5.1719,-4.1767,0.6523,6.1250,24.74,116.70,0.00,1
8.353,-1.59,-4.23,10.24,-1.9531,-3.8036,0.4609,10.7969,24.74,114.26,0.00,1
8.367,-1.65,-4.21,23.56,-4.0234,-3.6850,-0.6914,9.1992,24.74,113.42,0.00,1
8.384,-1.77,-4.18,23.50,-4.0977,-3.8168,-1.2266,9.3437,22.22,114.13,0.00,1
8.404,-1.88,-4.14,16.20,-3.1797,-3.6933,-0.8438,10.9141,22.22,109.73,0.00,1
8.425,-1.97,-4.10,41.44,-4.9805,-3.5384,-1.3398,5.4805,22.22,108.39,0.00,1
8.435,-1.99,-4.12,41.44,-4.9805,-3.7599,-1.3398,5.4805,22.22,108.01,0.00,1
8.457,-2.02,-4.23,11.01,-2.2227,-3.9554,-1.4180,11.3359,22.22,109.18,0.00,1
8.474,-2.05,-4.32,17.80,-3.6016,-3.5743,-2.0312,11.0312,22.22,107.40,0.00,1
8.487,-2.06,-4.32,5.51,-1.3398,-3.3994,-1.2656,13.8281,22.22,105.03,0.00,1
8.504,-2.09,-4.26,26.60,-4.2539,-3.0484,-1.3008,8.3945,22.22,101.51,0.00,1
8.523,-2.11,-4.14,39.65,-5.2852,-3.6876,-0.8438,6.3203,22.22,100.76,0.00,1
8.537,-2.12,-4.13,48.74,-5.7070,-3.9667,-0.8047,4.9414,22.22,100.21,0.00,1
8.554,-2.12,-4.12,13.40,-2.6055,-3.8736,-0.7266,10.9141,22.22,101.27,0.00,1
8.573,-2.13,-4.07,12.82,-2.5664,-3.5053,-1.7227,11.1484,22.22,99.64,0.00,1
8.595,-2.12,-4.02,21.39,-3.9062,-3.6980,-1.5703,9.8477,19.61,97.31,0.00,1
8.605,-2.11,-4.00,21.39,-3.9062,-3.7300,-1.5703,9.8477,19.61,95.38,0.00,1
8.626,-2.08,-3.97,30.60,-4.9805,-4.0009,-1.7617,8.2344,19.61,92.59,0.00,1
8.645,-2.05,-3.96,20.89,-3.6758,-4.1743,-0.9570,9.5820,19.61,91.86,0.00,1
8.658,-2.03,-3.96,16.70,-3.1797,-4.0243,-1.1484,10.5352,19.61,92.48,0.00,1
8.674,-1.98,-3.94,18.50,-3.4844,-3.8091,-1.4922,10.3086,19.61,90.00,0.00,1
8.695,-1.91,-3.91,22.77,-4.0625,-3.8264,-0.7656,9.6484,19.61,88.64,0.00,1
8.707,-1.88,-3.91,19.83,-3.5234,-3.8355,-0.3828,9.7656,19.61,86.11,0.00,1
8.724,-1.83,-3.89,24.25,-4.1758,-3.7992,0.1914,9.2695,19.61,86.90,0.00,1
