t_s,roll_deg,pitch_deg,pitch_gravity_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
8.324,-4.27,-7.33,-7.31,0.3047,0.8745,-1.3789,9.0391,16.28,105.10,97.42,1
8.333,-4.28,-7.34,-7.31,0.3047,0.7870,-1.3789,9.0391,16.28,104.48,97.88,1
8.354,-4.30,-7.42,-7.31,0.2305,0.4926,-1.1875,9.1992,16.28,105.62,100.92,1
8.374,-4.31,-7.52,-7.31,-0.6133,0.3507,-0.9180,7.9727,16.80,105.51,99.21,1
8.385,-4.31,-7.55,-7.31,2.2227,0.3643,-0.4219,12.6406,16.80,102.32,100.50,1
8.404,-4.32,-7.49,-7.31,0.9180,0.7869,-0.7656,8.3164,16.80,103.43,100.45,1
8.423,-4.33,-7.48,-7.17,1.6094,0.9846,-0.8828,11.0352,16.80,102.93,99.30,1
8.435,-4.34,-7.44,-7.17,0.6914,1.0071,-1.3008,8.8867,16.80,103.24,99.63,1
8.454,-4.34,-7.46,-7.17,0.5352,0.9051,-0.6914,8.9258,16.80,105.30,100.08,1
8.472,-4.33,-7.53,-7.17,0.7266,0.8213,-0.8047,8.8164,16.80,106.04,101.22,1
8.494,-4.32,-7.59,-7.17,2.8711,0.7427,0.8047,12.5273,16.80,105.86,99.75,1
8.503,-4.32,-7.60,-7.17,2.8711,1.0696,0.8047,12.5273,16.80,103.94,103.14,1
8.524,-4.31,-7.58,-7.17,2.2969,1.1940,-0.4609,11.6445,16.80,104.81,101.38,1
8.543,-4.30,-7.50,-7.17,0.8438,1.3905,-0.8828,9.3477,16.80,106.81,102.12,1
8.554,-4.30,-7.47,-7.17,0.8438,1.3066,-0.8828,9.3477,16.89,104.96,101.15,1
8.573,-4.29,-7.43,-7.02,1.8008,1.1652,-0.3828,9.8086,16.89,105.01,100.68,1
8.593,-4.26,-7.42,-7.02,-0.0781,1.1951,-0.8438,8.4219,16.89,105.64,101.61,1
8.605,-4.25,-7.44,-7.02,1.7617,1.0605,0.3437,10.3867,16.89,106.64,102.08,1
8.624,-4.23,-7.46,-7.02,-0.3828,1.0878,-0.4219,7.4687,16.89,107.71,102.52,1
8.641,-4.22,-7.47,-7.02,1.4570,0.9936,0.0000,11.3359,16.89,108.75,102.69,1
8.664,-4.20,-7.42,-7.02,-0.9961,1.1653,-0.7266,6.7852,16.89,107.58,103.70,1
8.673,-4.18,-7.33,-7.02,-0.9961,0.8333,-0.7266,6.7852,16.89,108.01,102.84,1
8.691,-4.15,-7.26,-7.02,1.8008,0.9335,-0.4609,11.4180,16.89,108.83,100.96,1
8.715,-4.12,-7.21,-6.73,0.9570,0.1822,-0.3437,10.3047,16.89,108.15,101.21,1
8.724,-4.12,-7.18,-6.73,0.9570,0.3012,-0.3437,10.3047,16.89,108.48,101.07,1
8.744,-4.10,-7.18,-6.73,1.3008,0.5523,-0.6133,9.9609,16.89,106.97,103.48,1
8.763,-4.08,-7.13,-6.73,2.3359,0.8474,0.0000,11.9570,17.28,105.97,103.22,1
8.775,-4.07,-7.11,-6.73,-0.3437,0.9624,-0.7656,7.1641,17.28,106.41,104.03,1
8.793,-4.04,-7.09,-6.73,0.8828,0.6901,-0.3828,9.3477,17.28,108.51,102.07,1
8.812,-4.02,-7.08,-6.73,-0.1133,0.5354,-0.9570,8.6953,17.28,106.30,103.26,1
8.831,-4.00,-7.10,-6.73,0.8438,0.5632,-0.4609,8.8477,17.28,108.20,103.57,1
8.843,-3.99,-7.11,-6.73,1.2266,0.7100,-1.0742,9.8086,17.28,110.17,105.29,1
8.862,-3.96,-7.12,-6.73,-0.9570,0.3733,-0.7266,7.6289,17.28,109.46,105.91,1
8.884,-3.95,-7.06,-6.73,-0.0391,0.4688,-1.3008,7.7773,17.28,110.55,103.67,1
8.894,-3.93,-7.09,-6.73,-0.0391,0.3908,-1.3008,7.7773,17.28,110.58,105.88,1
8.914,-3.91,-7.09,-6.73,1.6484,0.5510,-0.1914,11.7578,17.28,108.96,105.45,1
8.933,-3.89,-7.00,-6.73,1.4570,0.8470,-0.4961,9.6484,17.28,111.15,106.21,1
8.945,-3.87,-6.98,-6.73,3.4102,1.1382,-0.3047,12.6016,17.28,110.96,105.24,1
8.963,-3.84,-6.87,-6.73,0.4609,1.5466,-0.9961,8.1602,17.69,109.29,104.48,1
8.982,-3.83,-6.80,-6.73,-1.6094,0.7183,-0.3437,5.0156,17.69,109.55,105.17,1
9.001,-3.80,-6.86,-6.73,1.1875,0.6771,-0.8438,9.7656,17.69,109.59,104.87,1
9.013,-3.80,-6.86,-6.73,-0.3437,0.6330,-1.1875,8.1211,17.69,110.88,106.11,1
9.032,-3.78,-6.90,-6.73,1.2656,0.6562,-0.1133,9.7266,17.69,110.53,107.40,1
9.054,-3.76,-6.96,-6.73,0.6914,0.5444,-0.6914,9.5039,17.69,111.59,106.91,1
9.064,-3.74,-6.96,-6.73,0.6914,0.5670,-0.6914,9.5039,17.69,111.19,107.71,1
9.085,-3.73,-7.03,-6.73,0.8047,0.7115,-1.8398,9.3086,17.69,112.12,108.37,1
9.103,-3.71,-7.04,-6.73,2.8711,0.9033,-0.3828,12.7891,17.69,111.72,106.96,1
9.115,-3.71,-7.01,-6.73,1.1875,1.2041,-0.8047,10.4961,17.69,112.33,107.27,1
9.134,-3.69,-7.01,-6.73,-0.9570,1.0278,-1.5313,6.8945,17.69,111.89,106.86,1
9.153,-3.66,-6.99,-6.73,-0.2695,0.5199,-0.6133,8.2773,17.69,113.26,106.22,1
9.172,-3.64,-7.09,-6.73,-3.1797,-0.3933,-1.2656,5.0156,17.98,111.30,107.28,1
9.184,-3.63,-7.19,-6.73,0.5742,-0.5210,0.1133,12.7891,17.98,107.34,109.00,1
9.201,-3.61,-7.29,-6.73,2.1055,0.1913,-1.0742,14.6328,17.98,118.92,106.94,1
9.224,-3.60,-7.30,-6.73,3.2930,0.3774,0.5352,11.0352,17.98,113.62,107.92,1
9.234,-3.60,-7.32,-6.73,3.2930,0.8252,0.5352,11.0352,17.98,116.31,108.17,1
9.251,-3.58,-7.29,-6.73,0.4609,0.8983,-0.7656,7.2773,17.98,114.51,109.72,1
9.274,-3.58,-7.11,-6.73,1.6836,2.5654,-0.5742,8.3945,17.98,118.11,108.11,1
9.285,-3.60,-6.90,-6.73,1.6836,2.4300,-0.5742,8.3945,17.98,110.60,109.51,1
9.304,-3.56,-6.82,-6.73,1.9922,0.9292,-0.5742,13.9805,17.98,104.45,108.91,1
9.323,-3.57,-6.83,-6.73,0.8438,1.1388,-1.4180,13.8711,17.98,112.57,108.28,1
9.342,-3.55,-6.70,-6.73,-0.9961,0.6311,-0.6133,8.3125,17.98,113.87,108.27,1
9.354,-3.54,-6.65,-6.73,0.4219,0.4946,-1.0352,10.5352,17.98,114.04,107.11,1
9.372,-3.53,-6.58,-6.73,-4.2148,-0.5564,-0.5742,1.7617,18.52,112.92,108.18,1
9.392,-3.52,-6.65,-6.73,-1.2656,-0.9412,-0.0391,7.6250,18.52,113.19,109.31,1
9.404,-3.51,-6.70,-6.73,0.6133,-0.5972,0.1133,11.3359,18.52,115.98,107.08,1
9.422,-3.50,-6.78,-6.73,0.1523,-0.3559,-0.7266,8.7773,18.52,114.69,107.37,1
9.444,-3.50,-6.76,-6.73,3.4492,1.4654,0.1133,13.9102,18.52,112.93,104.21,1
9.455,-3.49,-6.73,-6.73,3.4492,1.7701,0.1133,13.9102,18.52,112.04,108.58,1
9.474,-3.49,-6.60,-6.73,0.2305,1.3907,1.2656,8.9219,18.52,114.60,111.57,1
9.494,-3.48,-6.45,-6.73,-3.0625,0.7982,-0.5742,1.7617,18.52,113.96,110.63,1
9.512,-3.47,-6.48,-6.73,4.9805,1.2620,-0.1914,14.1719,18.52,114.89,113.01,1
9.523,-3.48,-6.41,-6.73,-2.3789,1.2444,0.2695,0.1523,18.52,117.32,113.11,1
9.542,-3.50,-6.46,-6.73,-9.0039,-1.4570,-0.6523,-9.3477,18.52,119.18,115.85,1
9.562,-3.46,-6.95,-6.73,5.7852,-0.3244,0.7266,17.0078,18.85,118.15,112.22,1
9.574,-3.48,-7.01,-6.73,8.2734,0.8131,-1.6484,23.8320,18.85,117.88,109.09,1
9.592,-3.49,-6.92,-6.73,4.7891,2.5853,-2.3750,18.7266,18.85,116.10,108.60,1
9.614,-3.50,-6.72,-6.73,-3.9062,1.7908,-1.4570,2.1055,18.85,111.20,110.34,1
9.625,-3.48,-6.73,-6.73,-3.9062,0.9157,-1.4570,2.1055,18.85,114.09,112.64,1
9.644,-3.50,-6.68,-6.73,2.1445,0.2156,-0.4961,10.3437,18.85,114.09,112.64,1
9.663,-3.49,-6.70,-6.73,1.8789,0.7414,-1.8398,10.6094,18.85,115.73,111.31,1
9.681,-3.48,-6.75,-6.73,2.3750,1.2390,-0.0391,11.6055,18.85,116.81,110.74,1
9.693,-3.49,-6.76,-6.73,2.1445,1.3950,-0.4219,11.6836,18.85,117.62,111.47,1
9.714,-3.47,-6.73,-6.73,0.6523,1.3784,-1.2266,10.9922,18.85,117.99,109.84,1
9.732,-3.48,-6.58,-6.73,0.1133,1.0116,0.3828,9.3047,18.85,115.67,110.60,1
9.744,-3.48,-6.57,-6.73,-0.7266,0.8064,-0.9570,7.6562,18.85,116.25,110.06,1
9.761,-3.48,-6.45,-6.73,-1.6484,0.0798,-1.5313,6.8906,18.89,118.19,112.08,1
9.784,-3.46,-6.41,-6.73,-0.3828,0.1223,-1.6094,7.6250,18.89,115.09,113.30,1
9.795,-3.45,-6.41,-6.73,-0.3828,0.0447,-1.6094,7.6250,18.89,116.52,112.08,1
9.815,-3.45,-6.31,-6.73,1.1094,0.0494,0.1133,10.0703,18.89,118.08,113.33,1
9.833,-3.44,-6.25,-6.73,0.6523,0.3134,-0.8438,8.6953,18.89,117.58,113.75,1
9.853,-3.42,-6.24,-6.73,0.0781,0.3019,-0.0781,8.3945,18.89,116.20,113.30,1
9.865,-3.43,-6.23,-6.73,1.9531,0.4024,-0.4219,10.5742,18.89,118.71,112.15,1
9.884,-3.44,-6.20,-6.73,0.6523,0.7381,-0.8047,8.3906,18.89,118.95,114.00,1
9.901,-3.44,-6.23,-6.73,1.2266,0.8360,-0.0391,11.4922,18.89,117.27,114.17,1
9.914,-3.44,-6.23,-6.73,2.7969,1.0216,-0.9961,11.4922,18.89,118.75,112.33,1
9.932,-3.46,-6.15,-6.73,-0.5742,0.8807,-1.4570,7.5508,18.89,119.73,112.59,1
9.952,-3.45,-6.13,-6.73,0.8047,0.7733,-0.3047,9.3477,18.89,117.38,111.88,1
9.965,-3.45,-6.12,-6.73,0.9570,0.8139,-1.3789,9.5039,19.00,117.52,115.42,1
9.983,-3.48,-6.07,-6.73,0.1914,0.6851,0.3437,7.6602,19.00,117.80,114.43,1
10.004,-3.47,-6.02,-6.73,0.9570,0.9878,-0.9570,9.5039,19.00,120.73,113.35,1
10.024,-3.49,-5.99,-6.73,-0.8438,0.8350,-0.3047,7.5078,19.00,118.43,113.99,1
10.034,-3.50,-5.98,-6.73,0.8438,0.5985,-0.3437,10.0312,19.00,120.41,112.22,1
10.054,-3.49,-5.92,-6.73,0.3047,0.6249,-0.4609,10.0352,19.00,118.39,112.35,1
10.072,-3.51,-5.86,-6.73,1.2656,0.7284,0.5742,10.7656,19.00,118.02,112.13,1
10.084,-3.54,-5.84,-6.73,2.0312,0.8722,0.4219,12.3008,19.00,119.50,112.74,1
10.102,-3.60,-5.67,-6.73,-1.3008,0.5299,-0.0391,9.4258,19.00,118.84,110.98,1
10.121,-3.66,-5.45,-6.73,0.4609,0.4006,-0.6914,11.7227,19.00,114.19,106.59,1
10.135,-3.66,-5.45,-6.73,-1.3789,0.1273,-2.0312,9.9609,19.00,112.66,105.40,1
10.152,-3.71,-5.06,-6.73,-4.0625,-0.9801,-1.2656,6.1680,19.00,113.83,106.55,1
10.174,-3.73,-4.81,-6.73,-6.2852,-1.9352,-0.8438,4.3672,19.67,112.57,104.00,1
10.186,-3.74,-4.72,-6.73,-6.2852,-2.6033,-0.8438,4.3672,19.67,109.06,99.34,1
10.204,-3.78,-4.57,-6.73,-5.0195,-3.2419,0.0000,7.5898,19.67,109.06,99.34,1
10.225,-3.83,-4.48,-6.73,-4.2539,-3.6848,-0.4219,8.0078,19.67,109.66,87.92,1
10.242,-3.88,-4.36,-6.73,-5.5547,-4.1667,-1.1484,6.3633,19.67,108.97,61.44,1
10.254,-3.92,-4.32,-6.73,-5.9375,-4.4105,0.7656,5.5547,19.67,106.52,61.44,1
10.274,-3.93,-4.32,-6.73,-2.6055,-4.3318,-2.8359,11.6797,19.67,107.52,62.49,1
10.293,-3.99,-4.37,-6.73,-3.4492,-3.9300,0.7656,7.4336,19.67,104.92,34.96,1
10.305,-4.01,-4.42,-6.73,-3.9453,-3.8958,0.3828,9.0000,19.67,106.21,34.96,1
10.322,-4.07,-4.43,-6.73,-2.4531,-3.5825,-1.1875,11.9180,19.67,104.69,34.96,1
10.344,-4.14,-4.66,-6.73,-4.2891,-3.0318,-1.4922,10.3828,19.67,102.66,34.96,1
10.363,-4.21,-4.66,-6.73,-4.1367,-3.3761,-0.0391,10.8398,19.72,100.20,34.96,1
10.375,-4.23,-4.69,-6.73,-5.0195,-3.6151,0.0781,8.3125,19.72,102.29,34.96,1
10.394,-4.28,-4.70,-6.73,-2.1836,-3.7865,-2.6797,11.9844,19.72,99.91,34.96,1
10.413,-4.33,-4.75,-6.73,-4.7500,-3.8080,1.0742,8.9609,19.72,99.20,34.96,1
10.424,-4.36,-4.75,-6.73,-4.5977,-4.0043,-2.0703,8.3906,19.72,96.61,34.96,1
10.444,-4.42,-4.79,-6.73,-2.2227,-3.9826,-0.8438,12.1445,19.72,94.29,34.96,1
10.461,-4.47,-4.79,-6.73,-3.3711,-3.6368,-1.3398,10.6875,19.72,94.21,34.96,1
10.475,-4.49,-4.79,-6.73,-3.3320,-3.5928,-0.6133,10.6133,19.72,91.81,34.96,1
10.492,-4.54,-4.74,-6.73,-3.6406,-3.5722,-1.1094,9.1172,19.72,89.45,34.96,1
10.512,-4.57,-4.72,-6.73,-3.9062,-3.6504,-1.3008,9.4258,19.72,87.51,34.96,1
10.526,-4.59,-4.66,-6.73,-2.7969,-3.4615,-0.8047,10.1523,19.72,85.22,34.96,1
10.543,-4.62,-4.60,-6.73,-3.3320,-3.3914,-1.3789,9.0391,19.72,85.70,34.96,1
10.564,-4.65,-4.50,-6.73,-3.1406,-3.4373,-1.3789,10.1484,17.82,82.59,34.96,1
10.584,-4.68,-4.43,-6.73,-3.6406,-3.3931,-0.3828,9.5430,17.82,81.16,34.96,1
10.594,-4.68,-4.40,-6.73,-4.0625,-3.4817,-1.1484,8.3516,17.82,81.35,34.96,1
10.614,-4.69,-4.34,-6.73,-3.4492,-3.5973,-0.4961,9.2656,17.82,78.03,34.96,1
10.628,-4.70,-4.32,-6.73,-3.8320,-3.5952,-1.4180,9.5000,17.82,77.12,34.96,1
10.645,-4.71,-4.28,-6.73,-3.1797,-3.5794,-0.1914,10.1523,17.82,76.75,34.96,1
10.662,-4.72,-4.18,-6.73,-4.4453,-3.7232,-1.3008,8.3516,17.82,74.61,34.96,1
10.682,-4.72,-4.12,-6.73,-2.6055,-3.5208,-1.0742,11.1133,17.82,74.61,34.96,1
10.705,-4.72,-4.06,-6.73,-4.0234,-3.9110,0.1133,9.8047,17.82,72.53,34.96,1
10.713,-4.72,-4.02,-6.73,-4.0234,-3.9283,0.1133,9.8047,17.82,70.45,34.96,1
10.735,-4.73,-3.99,-6.73,-4.4805,-3.9504,-0.2695,8.2344,17.82,70.14,34.96,1
10.754,-4.73,-3.97,-6.73,-3.9844,-4.0610,-0.3047,8.9609,17.82,68.28,34.96,1
10.764,-4.72,-3.98,-6.73,-3.3711,-3.9950,-0.7266,9.7695,14.72,68.49,34.96,1
10.784,-4.72,-3.96,-6.73,-3.6016,-3.8365,0.0000,8.8828,14.72,66.35,34.96,1
10.802,-4.73,-3.96,-6.73,-2.2617,-3.4599,-0.4961,11.2187,14.72,63.61,0.00,1
10.815,-4.73,-3.93,-6.73,-3.6016,-3.3830,-1.0352,9.0781,14.72,63.78,0.00,1
10.833,-4.74,-3.93,-6.73,-4.3281,-3.6183,-0.2305,8.0781,14.72,63.78,0.00,1
10.852,-4.76,-3.94,-6.73,-3.1797,-3.6061,-0.4961,9.9648,14.72,61.52,0.00,1
10.866,-4.78,-3.94,-6.73,-3.9844,-3.6050,-0.3828,8.8125,14.72,58.67,0.00,1
10.883,-4.80,-3.94,-6.73,-3.0273,-3.5008,-0.3437,10.4180,14.72,58.12,0.00,1
10.904,-4.85,-3.92,-6.73,-3.4102,-3.7049,-0.6523,10.3086,14.72,55.81,0.00,1
10.924,-4.87,-3.89,-6.73,-4.0234,-3.6703,-0.1914,9.0781,14.72,55.11,0.00,1
10.936,-4.89,-3.91,-6.73,-3.2930,-3.6900,0.1914,10.4141,14.72,52.38,0.00,1
10.954,-4.91,-3.88,-6.73,-5.0195,-3.7156,-0.5352,7.3906,14.72,52.38,0.00,1
10.973,-4.92,-3.90,-6.73,-3.6016,-3.8463,-0.3828,9.8086,12.56,51.76,0.00,1
10.985,-4.93,-3.88,-6.73,-3.6758,-3.7981,-0.5742,9.8086,12.56,49.74,0.00,1
11.004,-4.95,-3.87,-6.73,-3.7148,-3.7665,-0.3437,9.6875,12.56,47.82,0.00,1
11.022,-4.98,-3.87,-6.73,-3.4844,-3.6979,0.1523,9.8047,12.56,45.88,0.00,1
11.044,-5.01,-3.84,-6.73,-4.1758,-3.8443,-0.0391,9.3047,12.56,45.88,0.00,1
11.053,-5.02,-3.85,-6.73,-4.1758,-3.8952,-0.0391,9.3047,12.56,44.25,0.00,1
11.072,-5.05,-3.84,-6.73,-3.9844,-3.9324,-0.9180,9.4648,12.56,41.47,0.00,1
11.094,-5.08,-3.82,-6.73,-4.4805,-3.6902,-0.9570,9.0000,12.56,39.96,0.00,1
11.104,-5.09,-3.80,-6.73,-4.4805,-3.8115,-0.9570,9.0000,12.56,39.96,0.00,1
11.125,-5.12,-3.77,-6.73,-4.2539,-3.9489,-0.5742,8.5039,12.56,36.90,0.00,1
11.143,-5.13,-3.74,-6.73,-3.4102,-3.9679,-0.0781,10.0000,12.56,36.90,0.00,1
11.156,-5.15,-3.74,-6.73,-4.5586,-3.9364,-0.6914,8.5391,12.56,35.25,0.00,1
11.174,-5.17,-3.73,-6.73,-3.4492,-4.0241,-0.5352,10.2305,9.48,35.25,0.00,1
11.192,-5.19,-3.72,-6.73,-3.2187,-3.7771,-0.9570,10.8789,9.48,31.87,0.00,1
11.212,-5.20,-3.66,-6.73,-2.6797,-3.4994,-1.1484,11.3398,9.48,31.87,0.00,1
11.223,-5.20,-3.63,-6.73,-4.6719,-3.7589,-0.8828,7.9336,9.48,29.39,0.00,1
11.242,-5.20,-3.60,-6.73,-3.9062,-3.8484,0.4219,9.6875,9.48,29.39,0.00,1
11.264,-5.22,-3.56,-6.73,-4.0234,-3.8328,-0.6133,8.8867,9.48,26.09,0.00,1
11.274,-5.24,-3.55,-6.73,-4.0234,-3.8621,-0.6133,8.8867,9.48,26.09,0.00,1
11.295,-5.28,-3.54,-6.73,-3.9453,-3.8559,-1.2266,8.3906,9.48,26.09,0.00,1
11.314,-5.34,-3.54,-6.73,-3.4492,-3.8416,-0.6133,8.9648,9.48,23.47,0.00,1
11.325,-5.37,-3.53,-6.73,-3.3711,-3.7485,-0.8047,9.2305,9.48,23.47,0.00,1
11.344,-5.44,-3.51,-6.73,-3.1016,-3.6199,-0.4609,10.0352,9.48,23.47,0.00,1
11.362,-5.52,-3.46,-6.73,-4.4453,-3.7406,0.1523,8.1172,6.91,18.99,0.00,1
11.382,-5.62,-3.44,-6.73,-3.4492,-3.7200,0.1914,10.0352,6.91,18.99,0.00,1
11.393,-5.67,-3.43,-6.73,-5.1328,-4.0327,-0.5742,7.6250,6.91,18.99,0.00,1
11.412,-5.79,-3.46,-6.73,-3.7930,-4.1112,-0.3047,10.8008,6.91,18.99,0.00,1
11.435,-5.91,-3.42,-6.73,-3.8672,-4.1025,-1.2656,11.2227,6.91,13.82,0.00,1
11.444,-5.97,-3.41,-6.73,-3.8672,-4.0664,-1.2656,11.2227,6.91,13.82,0.00,1
11.465,-6.08,-3.35,-6.73,-3.5625,-4.1459,-1.2266,11.3789,6.91,13.82,0.00,1
11.485,-6.18,-3.33,-6.73,-5.1328,-4.1061,-0.9961,9.7305,6.91,13.82,0.00,1
11.495,-6.23,-3.31,-6.73,-4.1367,-4.2536,-1.2656,11.0312,6.91,13.82,0.00,1
11.514,-6.33,-3.29,-6.73,-4.3281,-4.2358,-1.5703,9.4648,6.91,13.82,0.00,1
11.533,-6.41,-3.26,-6.73,-4.2891,-4.2586,-1.4922,9.1992,6.91,13.82,0.00,1
11.552,-6.46,-3.25,-6.73,-3.5625,-4.1082,-1.4922,9.5039,6.91,13.82,0.00,1
11.564,-6.50,-3.23,-6.73,-3.5234,-4.0212,-1.6094,8.6172,3.96,13.82,0.00,1
11.583,-6.55,-3.24,-6.73,-2.8711,-3.7072,-0.8438,7.9336,3.96,13.82,0.00,1
11.604,-6.60,-3.28,-6.73,-0.3828,-3.0362,-1.9141,9.5000,3.96,13.82,0.00,1
11.614,-6.62,-3.32,-6.73,-0.3828,-2.6286,-1.9141,9.5000,3.96,5.14,0.00,1
11.632,-6.66,-3.40,-6.73,-0.2305,-1.9580,-1.5313,8.6953,3.96,5.14,0.00,1
11.655,-6.67,-3.48,-6.73,0.4219,-0.9367,-1.8789,8.2734,3.96,5.14,0.00,1
11.673,-6.66,-3.57,-6.73,1.8398,-0.1597,-1.8008,9.9609,3.96,5.14,0.00,1
11.685,-6.66,-3.59,-6.73,1.2656,0.2369,-1.5313,8.9648,3.96,5.14,0.00,1
11.704,-6.63,-3.65,-6.73,1.4180,0.5408,-1.0742,9.3437,3.96,5.14,0.00,1
11.722,-6.60,-3.71,-6.73,1.1875,0.7889,-1.3789,8.6602,3.96,5.14,0.00,1
11.735,-6.58,-3.73,-6.73,1.2656,0.8563,-1.2656,8.9648,3.96,5.14,0.00,1
11.752,-6.53,-3.79,-6.73,0.4961,0.8256,-1.2266,8.0078,3.96,5.14,0.00,1
11.775,-6.48,-3.84,-6.73,1.0742,0.8533,-1.6484,8.9219,1.22,5.14,0.00,1
11.784,-6.46,-3.86,-6.73,1.0742,0.8873,-1.6484,8.9219,1.22,5.14,0.00,1
11.802,-6.42,-3.80,-6.73,0.4609,0.8046,-0.7266,8.6953,1.22,5.14,0.00,1
11.824,-6.38,-3.72,-6.73,0.3828,0.9265,-0.8438,8.3945,1.22,5.14,0.00,1
11.835,-6.36,-3.68,-6.73,0.3828,0.8430,-0.8438,8.3945,1.22,5.14,0.00,1
11.855,-6.33,-3.63,-6.73,0.4219,0.8061,-0.5352,9.3437,1.22,5.14,0.00,1
11.875,-6.30,-3.58,-6.73,0.9180,0.7368,-0.9961,9.6914,1.22,5.14,0.00,1
11.886,-6.29,-3.55,-6.73,0.6133,0.7525,-0.7656,9.4609,1.22,5.14,0.00,1
11.903,-6.29,-3.48,-6.73,1.2266,0.7621,-1.2656,10.4961,1.22,5.14,0.00,1
11.922,-6.28,-3.36,-6.73,-0.3437,0.5729,-1.2266,8.1211,1.22,5.14,0.00,1
11.942,-6.27,-3.27,-6.73,0.5352,0.5075,-1.0742,9.6133,1.22,5.14,0.00,1
11.954,-6.26,-3.23,-6.73,-0.3828,0.3104,-0.7266,8.6211,1.22,5.14,0.00,1
11.972,-6.26,-3.13,-6.73,0.3828,0.2833,-0.8828,9.1953,0.13,5.14,0.00,1
11.995,-6.26,-3.02,-6.73,0.9570,0.4101,-1.3008,10.3437,0.13,5.14,0.00,1
12.005,-6.26,-2.95,-6.73,0.9570,0.4941,-1.3008,10.3437,0.13,5.14,0.00,1
12.025,-6.25,-2.84,-6.73,0.1133,0.4055,-1.1875,9.6914,0.13,5.14,0.00,1
12.044,-6.24,-2.71,-6.73,0.3437,0.3410,-1.8008,9.7695,0.13,5.14,0.00,1
12.062,-6.22,-2.61,-6.73,-0.9570,0.0541,-1.1094,8.5391,0.13,5.14,0.00,1
12.075,-6.21,-2.57,-6.73,-0.4961,-0.0644,-1.4570,9.1953,0.13,5.14,0.00,1
12.092,-6.19,-2.48,-6.73,-1.2266,-0.3732,-1.4922,7.8516,0.13,5.14,0.00,1
12.112,-6.15,-2.42,-6.73,0.0000,-0.3438,-1.1094,9.8828,0.13,5.14,0.00,1
12.125,-6.13,-2.38,-6.73,-0.6914,-0.3463,-1.3398,9.1992,0.13,0.00,0.00,1
12.142,-6.08,-2.29,-6.73,0.1133,-0.2859,-1.3789,9.6484,0.13,0.00,0.00,1
12.165,-6.04,-2.23,-6.73,0.4961,-0.1192,-1.4570,10.0312,0.11,0.00,0.00,1
12.175,-6.01,-2.19,-6.73,0.4961,-0.0247,-1.4570,10.0312,0.11,0.00,0.00,1
12.192,-5.95,-2.14,-6.73,-0.5352,-0.1052,-0.9961,8.5039,0.11,0.00,0.00,1
12.214,-5.88,-2.09,-6.73,0.2695,0.0124,-1.1875,9.5820,0.11,0.00,0.00,1
12.233,-5.82,-2.02,-6.73,-0.5352,-0.0780,-0.8047,8.5000,0.11,0.00,0.00,1
12.244,-5.79,-2.00,-6.73,0.0391,-0.1333,-1.0742,9.4609,0.11,0.00,0.00,1
12.263,-5.72,-1.93,-6.73,-0.2305,-0.1060,-1.3008,8.6602,0.11,0.00,0.00,1
12.282,-5.65,-1.87,-6.73,0.3437,-0.0213,-0.8047,9.6875,0.11,0.00,0.00,1
12.294,-5.62,-1.83,-6.73,0.2305,0.0257,-1.0742,9.4648,0.11,0.00,0.00,1
12.312,-5.54,-1.78,-6.73,0.9961,0.2649,-1.1875,10.1484,0.11,0.00,0.00,1
12.335,-5.47,-1.74,-6.73,0.7656,0.3160,-0.6914,9.8867,0.11,0.00,0.00,1
12.345,-5.44,-1.71,-6.73,0.7656,0.3851,-0.6914,9.8867,0.11,0.00,0.00,1
12.362,-5.37,-1.66,-6.73,-0.5352,0.2051,-0.6523,8.0820,0.11,0.00,0.00,1
12.385,-5.32,-1.61,-6.73,-0.1914,0.2769,-0.6914,9.0820,0.11,0.00,0.00,1
12.396,-5.30,-1.57,-6.73,-0.1914,0.2050,-0.6914,9.0820,0.11,0.00,0.00,1
12.415,-5.26,-1.50,-6.73,0.3437,0.1357,-0.5742,9.4609,0.11,0.00,0.00,1
12.434,-5.15,1.16,-6.73,0.5742,0.2132,-0.5742,9.8477,0.11,0.00,0.00,1
12.452,-5.09,2.40,-6.73,-0.1133,0.1841,-0.3047,8.9258,0.11,0.00,0.00,1
12.464,-5.08,2.80,-6.73,0.4961,0.1872,-0.5352,9.8867,0.11,0.00,0.00,1
12.482,-5.05,3.43,-6.73,0.4961,0.2925,-0.9961,9.5430,0.11,0.00,0.00,1
12.502,-5.03,3.90,-6.73,-0.2305,0.1894,-0.4961,8.9609,0.11,0.00,0.00,1
12.515,-5.02,4.09,-6.73,-0.1133,0.1224,-0.7266,9.3047,0.11,0.00,0.00,1
12.533,-5.00,4.43,-6.73,-0.3828,-0.0041,-0.8828,8.5430,0.11,0.00,0.00,1
12.555,-4.99,4.66,-6.73,0.4961,0.1818,-0.6914,9.5781,0.11,0.00,0.00,1
12.566,-4.99,4.75,-6.73,0.4961,0.2301,-0.6914,9.5781,0.09,0.00,0.00,1
12.585,-4.99,4.90,-6.73,-0.2305,0.3875,-0.7656,9.0430,0.09,0.00,0.00,1
12.604,-5.00,5.04,-6.73,0.4961,0.2704,-0.9570,10.0742,0.09,0.00,0.00,1
