t_s,roll_deg,pitch_deg,pitch_gravity_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
12.622,-5.01,5.18,-6.73,-0.9961,0.0171,-0.8047,7.8516,0.09,0.00,0.00,1
12.634,-5.02,5.22,-6.73,0.4609,-0.0220,-0.6523,9.8867,0.09,0.00,0.00,1
12.654,-5.03,5.31,-6.73,-0.0391,0.0320,-0.8047,9.2695,0.09,0.00,0.00,1
12.673,-5.05,5.38,-6.73,-0.3437,-0.0556,-0.7656,8.6172,0.09,0.00,0.00,1
12.685,-5.06,5.40,-6.73,0.1914,-0.0009,-0.7266,9.5781,0.09,0.00,0.00,1
12.702,-5.08,5.46,-6.73,0.4219,0.1157,-1.1484,9.6484,0.09,0.00,0.00,1
12.725,-5.09,5.50,-6.73,0.4961,0.1950,-0.8047,10.3828,0.09,0.00,0.00,1
12.736,-5.11,5.53,-6.73,0.4961,0.2412,-0.8047,10.3828,0.09,0.00,0.00,1
12.755,-5.14,5.60,-6.73,-0.1523,0.3081,-0.6523,8.8477,0.07,0.00,0.00,1
12.775,-5.16,5.64,-6.73,0.0781,0.1959,-0.9180,9.1602,0.07,0.00,0.00,1
12.795,-5.19,5.67,-6.73,-0.5352,0.0200,-1.1484,8.2734,0.07,0.00,0.00,1
12.805,-5.20,5.68,-6.73,0.2305,-0.0416,-0.7266,9.5781,0.07,0.00,0.00,1
12.824,-5.22,5.69,-6.73,-0.0391,0.0140,-0.8438,9.6484,0.07,0.00,0.00,1
12.842,-5.25,5.73,-6.73,0.4219,0.0979,-1.1875,9.5781,0.07,0.00,0.00,1
12.855,-5.26,5.75,-6.73,0.3437,0.1414,-0.8828,9.4219,0.07,0.00,0.00,1
12.873,-5.29,5.78,-6.73,0.7656,0.3038,-0.9570,10.2695,0.07,0.00,0.00,1
12.895,-5.31,5.78,-6.73,0.2305,0.1615,-0.6914,9.9219,0.07,0.00,0.00,1
12.906,-5.32,5.78,-6.73,0.2305,0.1721,-0.6914,9.9219,0.07,0.00,0.00,1
12.923,-5.35,5.79,-6.73,-0.1523,0.1039,-1.3008,8.8437,0.07,0.00,0.00,1
12.944,-5.37,5.81,-6.73,0.0000,-0.0813,-0.9961,9.2305,0.07,0.00,0.00,1
12.963,-5.39,5.84,-6.73,0.4961,0.0562,-1.3398,9.4648,0.07,0.00,0.00,1
12.975,-5.40,5.85,-6.73,0.4961,0.1536,-0.6914,9.8086,0.07,0.00,0.00,1
12.994,-5.42,5.86,-6.73,0.3828,0.2416,-1.1484,10.1523,0.07,0.00,0.00,1
13.012,-5.43,5.85,-6.73,0.8828,0.4004,-1.3008,10.0352,0.07,0.00,0.00,1
13.025,-5.44,5.86,-6.73,-0.1523,0.3917,-0.8438,8.8477,0.07,0.00,0.00,1
13.042,-5.45,5.86,-6.73,0.4219,0.3333,-0.9961,9.8437,0.07,0.00,0.00,1
13.062,-5.47,5.87,-6.73,-0.8828,0.0697,-1.1875,7.6562,0.07,0.00,0.00,1
13.085,-5.48,5.88,-6.73,-0.1133,0.1663,-1.2656,9.0391,0.07,0.00,0.00,1
13.093,-5.50,5.89,-6.73,-0.1133,0.1234,-1.2656,9.0391,0.07,0.00,0.00,1
13.115,-5.51,5.90,-6.73,0.3828,0.0434,-1.0352,9.5430,0.07,0.00,0.00,1
13.134,-5.52,5.90,-6.73,0.4961,0.1487,-1.2266,9.7305,0.07,0.00,0.00,1
13.145,-5.53,5.90,-6.73,0.2695,0.2075,-0.6914,9.3086,0.07,0.00,0.00,1
13.164,-5.54,5.89,-6.73,0.3437,0.2310,-0.8828,10.0039,0.06,0.00,0.00,1
13.183,-5.55,5.89,-6.73,0.6914,0.3464,-1.2656,10.0312,0.06,0.00,0.00,1
13.195,-5.55,5.89,-6.73,-0.1914,0.3288,-0.8438,8.8437,0.06,0.00,0.00,1
13.213,-5.56,5.89,-6.73,0.0781,0.2111,-1.1484,9.2266,0.06,0.00,0.00,1
13.233,-5.57,5.90,-6.73,-0.6523,0.0117,-1.3008,8.0391,0.06,0.00,0.00,1
13.255,-5.57,5.90,-6.73,-0.1133,0.1536,-0.9961,9.4219,0.06,0.00,0.00,1
13.264,-5.57,5.89,-6.73,-0.1133,0.1126,-0.9961,9.4219,0.06,0.00,0.00,1
13.285,-5.57,5.89,-6.73,0.4219,0.1715,-0.7656,9.7656,0.06,0.00,0.00,1
13.305,-5.58,5.88,-6.73,0.6133,0.2578,-1.4180,9.8047,0.06,0.00,0.00,1
13.315,-5.58,5.88,-6.73,-0.2695,0.2659,-0.6914,8.8828,0.06,0.00,0.00,1
13.334,-5.58,5.86,-6.73,0.4219,0.1693,-1.1094,9.7656,0.06,0.00,0.00,1
13.353,-5.59,5.87,-6.73,0.4219,0.2554,-1.2656,9.6914,0.06,0.00,0.00,1
13.365,-5.59,5.87,-6.73,-0.3437,0.2197,-0.8438,8.3945,0.04,0.00,0.00,1
13.384,-5.58,5.87,-6.73,-0.1914,0.0614,-1.0352,9.1562,0.04,0.00,0.00,1
13.402,-5.59,5.86,-6.73,-0.2695,-0.0421,-1.3008,8.6992,0.04,0.00,0.00,1
13.425,-5.58,5.84,-6.73,0.3047,0.0432,-0.9180,9.7695,0.04,0.00,0.00,1
13.433,-5.57,5.83,-6.73,0.3047,0.0834,-0.9180,9.7695,0.04,0.00,0.00,1
13.455,-5.56,5.82,-6.73,0.4219,0.2859,-0.8828,9.5391,0.04,0.00,0.00,1
