t_s,roll_deg,pitch_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.007,-3.33,0.03,0.6523,-0.0520,-0.9180,9.7656,0.06,0.00,0.00,1
0.025,-3.33,0.06,-0.0391,0.0924,-0.3828,9.2656,0.06,0.00,0.00,1
0.043,-3.33,0.08,-0.1133,0.0312,-0.4961,9.3867,0.06,0.00,0.00,1
0.064,-3.33,0.09,-0.9180,-0.1879,-0.7656,7.5859,0.06,0.00,0.00,1
0.075,-3.33,0.08,0.3828,-0.0616,-0.3047,10.1133,0.06,0.00,0.00,1
0.093,-3.34,0.10,0.2305,0.0562,-0.5742,10.2305,0.06,0.00,0.00,1
0.116,-3.33,0.09,0.0781,-0.0914,-0.2695,9.9648,0.06,0.00,0.00,1
0.126,-3.34,0.08,0.0781,-0.0654,-0.2695,9.9648,0.06,0.00,0.00,1
0.147,-3.33,0.06,0.3828,-0.0390,-0.0781,9.8867,0.06,0.00,0.00,1
0.164,-3.33,0.06,-0.1914,0.0347,-0.5742,9.5430,0.06,0.00,0.00,1
0.177,-3.33,0.04,0.3437,0.0275,-0.7656,9.4609,0.06,0.00,0.00,1
0.194,-3.34,0.06,0.4219,0.1234,-0.3047,9.8867,0.06,0.00,0.00,1
0.214,-3.34,0.06,0.2305,0.1927,-0.8047,9.5430,0.06,0.00,0.00,1
0.233,-3.34,0.07,-0.4961,0.0426,-0.3047,8.5000,0.06,0.00,0.00,1
0.245,-3.35,0.06,0.0000,-0.0004,-0.5352,9.5820,0.06,0.00,0.00,1
0.264,-3.35,0.08,0.6133,0.1355,-0.6523,10.3867,0.06,0.00,0.00,1
0.287,-3.35,0.09,-0.0781,0.0092,-0.5742,9.4609,0.06,0.00,0.00,1
0.296,-3.35,0.10,-0.0781,-0.0042,-0.5742,9.4609,0.06,0.00,0.00,1
0.313,-3.35,0.10,-0.7656,-0.1773,-0.6914,8.2773,0.06,0.00,0.00,1
0.334,-3.35,0.10,0.0000,-0.0068,-0.7656,9.3828,0.06,0.00,0.00,1
0.355,-3.35,0.09,-0.4219,-0.0978,-0.5352,8.7734,0.02,0.00,0.00,1
0.366,-3.35,0.09,0.3047,-0.1114,-0.2305,9.9648,0.02,0.00,0.00,1
0.384,-3.36,0.07,0.1914,-0.0025,-0.9961,9.2266,0.02,0.00,0.00,1
0.402,-3.35,0.05,0.2695,0.0809,-0.0781,9.7656,0.02,0.00,0.00,1
0.415,-3.35,0.05,-0.1133,0.0793,-0.5352,9.7305,0.02,0.00,0.00,1
0.433,-3.36,0.06,0.4961,0.1485,-0.7656,9.5781,0.02,0.00,0.00,1
0.453,-3.36,0.06,0.0391,0.1459,-0.3828,9.4219,0.02,0.00,0.00,1
0.466,-3.36,0.08,0.1133,0.1387,-0.6914,9.5000,0.02,0.00,0.00,1
0.484,-3.37,0.08,-0.6914,-0.0466,-0.4609,8.0391,0.02,0.00,0.00,1
0.505,-3.37,0.08,0.6133,0.0208,-0.9180,9.7656,0.02,0.00,0.00,1
0.517,-3.37,0.09,0.6133,0.1118,-0.9180,9.7656,0.02,0.00,0.00,1
0.536,-3.37,0.09,-0.0781,-0.0692,-0.4609,9.2656,0.02,0.00,0.00,1
0.555,-3.38,0.09,-0.4609,-0.1024,-0.9570,8.4219,0.07,0.00,0.00,1
0.572,-3.37,0.07,0.4961,-0.0128,-0.2695,10.3477,0.07,0.00,0.00,1
0.585,-3.38,0.08,0.0391,0.0288,-0.4961,9.4219,0.07,0.00,0.00,1
