t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
15.873,-1.7539,-1.1740,0.1953,0.0755,1.0781,0.0159,-3.37,8.87,0.00,0.00,0.00,1
15.892,-2.6289,-1.1071,-0.1484,0.0270,1.7266,-0.1442,-3.39,8.89,0.00,0.00,0.00,1
15.901,-0.5508,-1.0626,-0.4961,-0.0148,-0.6797,-0.1871,-3.39,8.89,0.00,0.00,0.00,1
15.915,0.4531,-0.9413,-0.6094,-0.0624,-1.9805,-0.3305,-3.39,8.91,0.00,0.00,0.00,1
15.931,-1.5391,-1.0918,-0.1133,-0.1490,-0.2187,-0.2343,-3.38,8.94,0.00,0.00,0.00,1
15.943,0.3555,-0.9760,0.3086,-0.1124,-2.5547,-0.4199,-3.38,8.95,0.00,0.00,0.00,1
15.960,-3.0000,-1.0992,0.3398,-0.0288,1.9648,-0.2848,-3.36,8.95,0.00,0.00,0.00,1
15.972,0.7891,-0.9481,-0.4180,-0.0600,-3.3203,-0.5276,-3.35,8.95,0.00,0.00,0.00,1
15.985,-2.1133,-1.0413,0.2656,-0.0339,1.2383,-0.3864,-3.35,8.95,0.00,0.00,0.00,1
16.001,-2.1758,-1.0264,-0.5039,-0.1032,0.9688,-0.4094,-3.34,8.93,0.00,0.00,0.00,1
16.013,-2.5508,-1.1484,-0.8867,-0.1659,1.0938,-0.2891,-3.33,8.93,0.00,0.00,0.00,1
16.032,-2.1875,-1.1142,-0.2344,-0.1713,0.8633,-0.3801,-3.29,8.93,0.00,0.00,0.00,1
16.041,-0.4570,-1.0616,-0.3203,-0.1832,-0.8633,-0.4187,-3.28,8.91,0.00,0.00,0.00,1
16.055,-2.7852,-1.1995,-0.5469,-0.2123,1.7422,-0.2458,-3.26,8.91,0.00,0.00,0.00,1
16.070,-3.1836,-1.1558,0.1328,-0.2038,2.5469,-0.2904,-3.22,8.88,0.00,0.00,0.00,1
16.083,0.0352,-1.0605,-0.0195,-0.1891,-1.1680,-0.3606,-3.19,8.86,0.00,0.00,0.00,1
16.100,-1.2930,-0.9784,-0.5625,-0.1930,-0.7461,-0.5299,-3.16,8.85,0.00,0.00,0.00,1
16.111,-2.0898,-1.0673,-0.1055,-0.1860,1.2461,-0.3878,-3.13,8.84,0.00,0.00,0.00,1
16.125,-2.4648,-1.1791,-0.3047,-0.1955,1.9727,-0.1990,-3.10,8.83,0.00,0.00,0.00,1
16.140,-2.5547,-1.2104,-0.1953,-0.2095,2.8555,0.0249,-3.04,8.78,0.00,0.00,0.00,1
16.153,-0.9375,-1.1886,-1.0469,-0.2765,0.2109,0.0398,-3.02,8.77,0.00,0.00,0.00,1
16.172,0.1133,-1.1950,-0.5195,-0.2681,-1.2070,0.1444,-2.94,8.75,0.00,0.00,0.00,1
16.181,-2.7930,-1.3229,-0.2187,-0.2642,2.0820,0.2994,-2.91,8.75,0.00,0.00,0.00,1
16.195,-2.9453,-1.4527,-0.3359,-0.2699,2.4258,0.4695,-2.87,8.75,0.00,0.00,0.00,1
16.211,-0.3555,-1.2226,0.2227,-0.1738,-1.2461,0.1554,-2.80,8.74,0.00,0.00,0.00,1
16.223,-0.9219,-1.1985,-0.0430,-0.1634,0.1719,0.1567,-2.75,8.71,0.00,0.00,0.00,1
16.242,1.9375,-1.0535,-0.5195,-0.1899,-4.3164,-0.0821,-2.66,8.66,0.00,0.00,0.00,1
16.251,-2.9648,-1.2064,-0.0664,-0.1800,2.1562,0.0969,-2.62,8.64,0.00,0.00,0.00,1
16.265,-1.9180,-1.2633,-0.0742,-0.1716,1.0156,0.1704,-2.58,8.61,0.00,0.00,0.00,1
16.281,-2.1680,-1.3100,0.1094,-0.1172,0.9023,0.2061,-2.50,8.60,0.00,0.00,0.00,1
16.293,0.1680,-1.1918,0.5508,-0.0638,-1.7813,0.0471,-2.46,8.59,0.00,0.00,0.00,1
16.311,-0.1250,-1.1892,0.2773,0.0010,-0.9453,0.0723,-2.39,8.57,0.00,0.00,0.00,1
16.322,-2.7187,-1.3116,0.3437,0.0284,2.6562,0.2791,-2.36,8.56,0.00,0.00,0.00,1
16.335,-0.1914,-1.2220,-0.0742,0.0202,-1.1758,0.1627,-2.33,8.55,0.00,0.00,0.00,1
16.352,-0.0547,-1.1927,-0.0898,0.0461,-0.6797,0.2308,-2.26,8.51,0.00,0.00,0.00,1
16.363,1.7852,-0.9545,0.4453,0.0781,-2.4023,0.0201,-2.24,8.51,0.00,0.00,0.00,1
16.380,-0.6133,-1.1140,0.8203,0.1386,0.0117,0.2894,-2.18,8.50,0.00,0.00,0.00,1
16.391,0.4219,-0.9911,0.8125,0.1925,-1.8672,0.1169,-2.16,8.50,0.00,0.00,0.00,1
16.405,-0.0625,-0.9168,0.4687,0.2146,-0.8008,0.0435,-2.14,8.49,0.00,0.00,0.00,1
16.421,0.3203,-0.9381,-0.4609,0.1870,-1.2617,0.1449,-2.10,8.48,0.00,0.00,0.00,1
16.433,-1.6992,-0.9990,0.5352,0.2149,1.9961,0.2930,-2.08,8.47,0.00,0.00,0.00,1
16.451,-2.4141,-1.0223,0.1836,0.1762,2.0430,0.3700,-2.05,8.47,0.00,0.00,0.00,1
16.461,1.5313,-0.8180,-0.2852,0.1393,-2.6680,0.1270,-2.03,8.47,0.00,0.00,0.00,1
16.475,0.6133,-0.7035,0.0977,0.1359,-1.6367,-0.0141,-2.01,8.46,0.00,0.00,0.00,1
16.491,-0.6055,-0.7250,-0.1367,0.1087,0.3945,0.0544,-1.98,8.46,0.00,0.00,0.00,1
16.503,-2.3984,-0.8588,-0.2930,0.0766,2.0430,0.2135,-1.96,8.46,0.00,0.00,0.00,1
16.521,-2.3125,-0.7213,0.0469,0.0211,1.6914,-0.0333,-1.91,8.45,0.00,0.00,0.00,1
16.531,-0.4961,-0.7033,0.0469,0.0232,-0.0352,-0.0335,-1.88,8.43,0.00,0.00,0.00,1
16.545,-0.2344,-0.6658,0.1523,0.0335,-0.3398,-0.0580,-1.87,8.44,0.00,0.00,0.00,1
16.561,-0.8789,-0.7296,0.2578,0.0372,0.1641,-0.0075,-1.82,8.45,0.00,0.00,0.00,1
16.573,-1.6758,-0.8053,-0.0937,0.0267,1.0859,0.0800,-1.80,8.45,0.00,0.00,0.00,1
16.591,-2.0430,-0.8071,-0.7148,-0.0748,1.8125,0.1037,-1.75,8.42,0.02,0.00,0.00,1
16.601,0.1406,-0.7312,-1.3633,-0.1779,-1.6367,-0.0355,-1.72,8.41,0.02,0.00,0.00,1
16.615,-1.4219,-0.7865,-0.3008,-0.1877,0.7031,0.0236,-1.68,8.39,0.02,0.00,0.00,1
16.631,-2.4883,-0.8708,-0.3633,-0.2331,1.5820,0.0430,-1.59,8.37,0.02,0.00,0.00,1
16.643,1.5352,-0.6783,0.1055,-0.2060,-3.1680,-0.2138,-1.56,8.37,0.02,0.00,0.00,1
16.662,-0.0977,-0.5756,0.4336,-0.0879,-1.7500,-0.4357,-1.47,8.35,0.02,0.00,0.00,1
16.671,-1.4297,-0.6439,-0.0781,-0.0871,0.0508,-0.3968,-1.43,8.32,0.02,0.00,0.00,1
16.685,-2.8477,-0.8202,0.0352,-0.0774,2.4648,-0.1679,-1.38,8.30,0.02,0.00,0.00,1
16.700,-0.5703,-0.6919,-0.5547,-0.1811,-0.4844,-0.3349,-1.28,8.27,0.02,0.00,0.00,1
16.713,-2.4727,-0.8343,0.3945,-0.1351,2.7305,-0.0897,-1.24,8.24,0.02,0.00,0.00,1
16.731,1.2891,-0.8132,0.4883,-0.0552,-2.2852,-0.0802,-1.13,8.22,0.02,0.00,0.00,1
16.741,-2.6562,-0.9607,0.1406,-0.0395,2.3477,0.1140,-1.08,8.20,0.02,0.00,0.00,1
16.755,0.3398,-0.8566,1.0469,0.0474,-1.7891,-0.0382,-1.04,8.19,0.02,0.00,0.00,1
16.771,-0.6797,-0.8895,0.0430,0.0643,0.1250,0.0461,-0.98,8.15,0.02,0.00,0.00,1
16.783,0.0117,-0.8174,-0.5312,0.0166,-0.6406,-0.0089,-0.94,8.17,0.02,0.00,0.00,1
16.801,-2.0117,-0.9000,0.6758,0.0673,2.6992,0.2205,-0.86,8.17,0.02,0.00,0.00,1
16.811,-0.7461,-0.8876,-0.1328,0.0513,0.4336,0.2376,-0.82,8.17,0.02,0.00,0.00,1
16.825,1.4766,-0.6985,0.8555,0.1156,-2.0508,0.0545,-0.79,8.18,0.02,0.00,0.00,1
16.842,-0.7773,-0.8515,0.6914,0.1511,0.5469,0.3219,-0.72,8.19,0.02,0.00,0.00,1
16.853,-1.3906,-0.8946,0.3398,0.1662,1.0078,0.3768,-0.70,8.20,0.02,0.00,0.00,1
16.870,-1.7656,-0.9016,0.6758,0.1999,1.6992,0.4246,-0.65,8.20,0.02,0.21,0.00,1
16.882,0.5312,-0.7870,-0.3945,0.1524,-1.4453,0.2750,-0.63,8.20,0.02,0.21,0.00,1
16.895,-1.4883,-0.8431,0.5937,0.1877,1.6602,0.3859,-0.61,8.19,0.02,0.21,0.00,1
16.911,-1.8633,-0.8342,0.5078,0.1981,1.3125,0.3450,-0.57,8.18,0.02,0.21,0.00,1
16.923,-2.2461,-0.9471,0.1328,0.1928,2.0430,0.4809,-0.56,8.18,0.02,0.21,0.00,1
16.941,0.3281,-0.8022,0.7773,0.2711,-1.5273,0.2659,-0.54,8.12,0.02,0.21,0.00,1
16.952,-1.0820,-0.8245,0.4609,0.2863,0.8477,0.3124,-0.54,8.08,0.02,0.21,0.00,1
16.965,-1.8398,-0.9058,0.5078,0.3040,1.4688,0.4049,-0.53,8.03,0.02,0.21,0.00,1
16.981,-0.2305,-0.7063,0.0781,0.2357,-0.9922,0.0555,-0.52,7.98,0.02,0.21,0.00,1
16.993,0.4336,-0.6151,-0.2344,0.1981,-0.9531,-0.0252,-0.51,7.93,0.02,0.21,0.00,1
17.012,0.7031,-0.5961,-0.1602,0.1606,-1.8672,-0.0908,-0.52,7.90,0.02,0.21,0.00,1
17.021,-1.7891,-0.6915,-0.2734,0.1259,1.0859,0.0033,-0.52,7.88,0.02,0.21,0.00,1
17.035,-0.7852,-0.6990,0.2539,0.1361,-0.3711,-0.0266,-0.51,7.85,0.02,0.21,0.00,1
17.051,-0.6211,-0.6560,0.6055,0.1717,0.4336,-0.0321,-0.51,7.78,0.02,0.21,0.00,1
17.063,1.3008,-0.4994,0.1484,0.1698,-2.6328,-0.2402,-0.50,7.75,0.02,0.21,0.00,1
17.080,-0.6445,-0.5646,0.3398,0.2095,0.3555,-0.1064,-0.50,7.70,0.02,0.21,0.00,1
17.092,-1.3711,-0.6291,-0.1953,0.1771,0.8164,-0.0326,-0.51,7.68,0.02,0.21,0.00,1
17.105,-0.4062,-0.6113,-0.3203,0.1373,-0.1016,-0.0381,-0.52,7.66,0.02,0.21,0.00,1
17.121,1.4844,-0.5300,0.1484,0.1445,-2.3711,-0.0581,-0.53,7.62,0.02,0.21,0.00,1
17.133,0.0664,-0.4823,0.0703,0.1385,-0.4570,-0.0900,-0.54,7.59,0.02,0.21,0.00,1
17.150,-0.9570,-0.5469,-0.3125,0.1227,0.3086,0.0164,-0.54,7.55,0.02,0.21,0.00,1
17.162,1.1484,-0.4112,-0.0820,0.1063,-2.8320,-0.2115,-0.55,7.53,0.02,0.21,0.00,1
17.175,-0.3398,-0.4055,0.0312,0.1003,0.1172,-0.1852,-0.55,7.50,0.02,0.21,0.00,1
17.191,0.7422,-0.4158,0.5312,0.1384,-0.6484,-0.0787,-0.57,7.47,0.02,0.21,0.00,1
17.203,-0.4062,-0.4151,0.1484,0.1392,-0.0742,-0.0783,-0.58,7.45,0.02,0.21,0.00,1
17.221,-0.5898,-0.3890,0.3477,0.1654,-0.1406,-0.1563,-0.61,7.42,0.02,0.21,0.00,1
17.231,-0.0859,-0.3648,0.5000,0.1922,-0.6406,-0.1951,-0.63,7.40,0.02,0.21,0.00,1
17.245,1.2188,-0.2381,-0.2266,0.1587,-2.4844,-0.3782,-0.64,7.39,0.02,0.21,0.00,1
17.261,-1.8086,-0.3862,0.6992,0.2018,2.4648,-0.1028,-0.67,7.36,0.02,0.21,0.00,1
17.273,-2.0312,-0.5178,0.5859,0.2325,1.0469,-0.0108,-0.68,7.36,0.02,0.21,0.00,1
17.291,-1.7539,-0.5869,-0.9102,0.1191,1.3516,0.0323,-0.72,7.34,0.02,0.21,0.00,1
17.302,0.9648,-0.4628,0.2852,0.1324,-1.9805,-0.1288,-0.75,7.33,0.02,0.21,0.00,1
17.315,0.0078,-0.4251,-0.2812,0.0993,-0.4492,-0.1544,-0.77,7.31,0.02,0.21,0.00,1
17.332,-1.1328,-0.5396,-0.4336,-0.0024,0.7773,0.0367,-0.81,7.29,0.02,0.21,0.00,1
17.343,-1.5547,-0.6208,0.4922,0.0372,0.8555,0.1022,-0.82,7.29,0.02,0.21,0.00,1
17.360,-0.9727,-0.6104,-0.1953,0.0262,0.9297,0.1166,-0.86,7.25,0.02,0.21,0.00,1
17.371,-0.7344,-0.6203,0.5312,0.0666,0.3945,0.1389,-0.87,7.24,0.02,0.00,0.00,1
17.385,-2.2656,-0.7520,-0.5781,0.0150,2.2344,0.3065,-0.89,7.23,0.02,0.00,0.00,1
17.401,-1.8477,-0.6805,-0.4570,-0.0575,1.5039,0.1834,-0.92,7.21,0.02,0.00,0.00,1
17.413,-0.3828,-0.6567,0.4336,-0.0182,0.2812,0.1912,-0.93,7.20,0.02,0.00,0.00,1
17.431,2.0781,-0.5158,-0.4180,-0.0431,-3.5898,-0.0173,-0.94,7.18,0.02,0.00,0.00,1
17.441,-0.4531,-0.5108,0.3867,-0.0087,-0.1797,-0.0302,-0.95,7.15,0.02,0.00,0.00,1
17.455,-0.0234,-0.4718,-0.5703,-0.0536,-0.2578,-0.0485,-0.96,7.12,0.02,0.00,0.00,1
17.471,0.3672,-0.4188,-0.4883,-0.0724,-0.5937,-0.0368,-0.99,7.07,0.02,0.00,0.00,1
17.483,0.6836,-0.3306,0.2031,-0.0504,-1.4063,-0.1463,-0.99,7.06,0.02,0.00,0.00,1
17.501,-0.6484,-0.4139,0.0117,-0.0098,0.3164,-0.0583,-0.99,7.02,0.02,0.00,0.00,1
17.511,-0.5273,-0.4230,0.5078,0.0316,0.4414,-0.0183,-0.99,7.00,0.02,0.00,0.00,1
17.525,1.3125,-0.2842,-0.5625,-0.0159,-2.7461,-0.2365,-0.99,6.98,0.02,0.00,0.00,1
17.541,-0.8633,-0.3596,-0.4492,-0.0485,0.9297,-0.1215,-1.01,6.94,0.02,0.00,0.00,1
17.554,-2.3203,-0.5165,-0.2969,-0.0684,2.1094,0.0570,-1.02,6.92,0.02,0.00,0.00,1
17.571,-2.8008,-0.5100,-0.7461,-0.1584,3.1523,0.0784,-1.03,6.78,0.02,0.00,0.00,1
17.582,0.1094,-0.4604,0.3633,-0.1167,-0.6406,0.0209,-1.03,6.72,0.02,0.00,0.00,1
17.595,-1.7305,-0.5620,0.0937,-0.0998,1.8906,0.1705,-1.04,6.67,0.00,0.00,0.00,1
17.611,-2.2500,-0.5654,0.9375,0.0138,2.7695,0.2172,-1.03,6.57,0.00,0.00,0.00,1
17.623,1.7344,-0.3814,-0.2500,-0.0073,-3.0156,-0.0414,-1.03,6.53,0.00,0.00,0.00,1
17.641,0.8594,-0.4614,-0.4414,-0.0096,-1.0234,0.1519,-1.03,6.43,0.00,0.00,0.00,1
17.651,-2.2031,-0.6007,-0.6719,-0.0626,2.3477,0.3276,-1.03,6.40,0.00,0.00,0.00,1
17.665,-0.5937,-0.6002,-1.1289,-0.1479,-0.3320,0.2748,-1.04,6.37,0.00,0.00,0.00,1
17.681,2.4023,-0.4549,0.0195,-0.1503,-3.7812,0.0859,-1.03,6.31,0.00,0.00,0.00,1
17.693,1.2500,-0.3186,-0.0977,-0.1461,-1.6719,-0.0547,-1.02,6.27,0.00,0.00,0.00,1
17.711,-1.4219,-0.4515,-0.2969,-0.0649,1.1211,0.1259,-1.01,6.21,0.00,0.00,0.00,1
17.721,2.1797,-0.2410,-0.0273,-0.0619,-3.9727,-0.2020,-1.01,6.19,0.00,0.00,0.00,1
17.735,0.4531,-0.1855,0.0508,-0.0529,-0.5625,-0.2308,-1.00,6.15,0.00,0.00,0.00,1
17.751,0.3477,-0.2445,0.6602,-0.0420,-0.4102,-0.1258,-1.00,6.10,0.00,0.00,0.00,1
17.763,-2.2187,-0.4024,-0.2187,-0.0561,2.7695,0.1058,-1.00,6.08,0.00,0.00,0.00,1
17.781,-2.3164,-0.3554,-0.1406,-0.0496,2.3398,0.0183,-0.99,6.04,0.00,0.00,0.00,1
17.792,0.5156,-0.2857,-0.4102,-0.0784,-0.8008,-0.0473,-0.99,6.02,0.00,0.00,0.00,1
17.805,-1.9805,-0.4213,-0.1406,-0.0834,1.7656,0.0978,-0.98,6.00,0.00,0.00,0.00,1
17.821,-2.0430,-0.3268,0.2422,-0.0762,2.0430,-0.0778,-0.98,5.96,0.00,0.00,0.00,1
17.833,-0.8945,-0.3723,-0.2578,-0.0907,0.2812,-0.0491,-0.97,5.93,0.00,0.00,0.00,1
17.851,0.5234,-0.3250,-0.4180,-0.0783,-1.4063,-0.1138,-0.97,5.90,0.00,0.00,0.00,1
17.861,-1.6602,-0.4318,0.0039,-0.0717,1.8906,0.0466,-0.97,5.88,0.00,0.00,0.00,1
17.875,-1.1523,-0.4894,0.2031,-0.0498,1.0078,0.1235,-0.97,5.86,0.00,0.00,0.00,1
17.892,-0.7227,-0.4611,0.5391,-0.0093,1.0078,0.1690,-0.96,5.81,0.00,0.00,0.00,1
17.903,1.1914,-0.3289,-0.0742,-0.0145,-2.3242,-0.0304,-0.96,5.78,0.00,0.00,0.00,1
17.922,0.7695,-0.3209,0.0430,0.0110,-1.1367,-0.0086,-0.96,5.73,0.00,0.00,0.00,1
17.931,-2.0586,-0.4599,0.0117,0.0110,2.2734,0.1740,-0.97,5.72,0.00,0.00,0.00,1
17.945,-1.3672,-0.5325,-0.5273,-0.0320,0.7383,0.2191,-0.97,5.70,0.00,0.00,0.00,1
17.961,1.2773,-0.3928,0.2031,-0.0129,-2.1328,0.0439,-0.98,5.67,0.00,0.00,0.00,1
17.973,1.3281,-0.2551,0.0039,-0.0115,-1.7109,-0.0965,-0.98,5.64,0.00,0.00,0.00,1
17.991,0.2969,-0.3144,-0.7187,-0.0388,-0.8711,-0.0010,-0.97,5.60,0.00,0.00,0.00,1
18.001,0.5703,-0.2436,-0.2578,-0.0563,-1.6367,-0.1319,-0.97,5.58,0.00,0.00,0.00,1
18.015,0.4258,-0.1901,-0.1406,-0.0631,-0.7148,-0.1785,-0.98,5.55,0.00,0.00,0.00,1
18.032,1.5273,-0.1850,0.1172,-0.0403,-1.3672,-0.0906,-0.97,5.53,0.00,0.00,0.00,1
18.043,0.2656,-0.1490,0.1562,-0.0245,-1.0625,-0.1683,-0.97,5.52,0.00,0.00,0.00,1
18.062,-1.0977,-0.1909,-0.0664,-0.0252,1.1211,-0.1393,-0.96,5.48,0.00,0.00,0.00,1
18.072,-1.5195,-0.2972,0.0859,-0.0163,1.5039,-0.0079,-0.96,5.46,0.00,0.00,0.00,1
18.085,1.5078,-0.1528,-0.5352,-0.0578,-2.4414,-0.2025,-0.95,5.45,0.00,0.00,0.00,1
18.101,-0.6016,-0.2499,0.1953,-0.0388,0.8555,-0.0541,-0.94,5.42,0.00,0.00,0.00,1
18.113,0.0195,-0.2283,0.3789,-0.0054,0.0508,-0.0457,-0.94,5.42,0.00,0.00,0.00,1
18.131,-1.1680,-0.3275,0.0430,-0.0319,1.4297,0.1105,-0.92,5.40,0.00,0.00,0.00,1
18.141,1.9336,-0.1466,0.1953,-0.0137,-2.6328,-0.1090,-0.91,5.38,0.00,0.00,0.00,1
