t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_comp_deg,gyro_y_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
1.110,-3.27,-0.27,-0.26,-74.26,-0.0762,0.3828,0.1915,-0.7266,9.8477,0.06,0.00,0.00,1
1.120,-3.27,-0.27,-0.26,-74.31,-0.0215,0.2305,0.2087,-0.8828,9.3437,0.06,0.00,0.00,1
1.120,-3.27,-0.27,-0.26,-74.31,-0.0215,0.2305,0.2087,-0.8828,9.3437,0.06,0.00,0.00,1
1.140,-3.27,-0.27,-0.23,-74.29,0.0449,-0.4219,0.0718,-0.4961,8.4609,0.06,0.00,0.00,1
1.170,-3.25,-0.26,-0.24,-74.31,-0.0078,-0.1133,0.0012,-0.8047,9.1172,0.06,0.00,0.00,1
1.199,-3.22,-0.26,-0.24,-74.36,-0.0176,0.6133,0.2104,-0.7266,10.1094,0.07,0.00,0.00,1
1.200,-3.22,-0.26,-0.24,-74.36,-0.0176,0.6133,0.2104,-0.7266,10.1094,0.07,0.00,0.00,1
1.219,-3.22,-0.26,-0.22,-74.42,-0.0273,0.5742,0.3391,-0.7266,9.7266,0.07,0.00,0.00,1
1.249,-3.22,-0.26,-0.22,-73.76,-0.0059,0.0391,0.2424,-0.4219,9.4609,0.07,0.00,0.00,1
1.250,-3.22,-0.26,-0.22,-73.76,-0.0059,0.0391,0.2424,-0.4219,9.4609,0.07,0.00,0.00,1
1.280,-3.22,-0.26,-0.20,-73.05,-0.0410,0.6523,0.2418,-0.3047,9.6875,0.07,0.00,0.00,1
1.280,-3.22,-0.26,-0.20,-73.05,-0.0410,0.6523,0.2418,-0.3047,9.6875,0.07,0.00,0.00,1
1.310,-3.22,-0.26,-0.19,-73.08,-0.0059,0.5742,0.3920,-0.7266,9.7695,0.07,0.00,0.00,1
1.310,-3.22,-0.26,-0.19,-73.08,-0.0059,0.5742,0.3920,-0.7266,9.7695,0.07,0.00,0.00,1
1.328,-3.22,-0.26,-0.19,-72.42,0.0176,-0.3047,0.2492,-0.1523,8.6562,0.07,0.00,0.00,1
1.360,-3.22,-0.26,-0.17,-72.35,0.0723,-0.4219,0.0750,-0.5742,8.3516,0.07,0.00,0.00,1
1.389,-3.10,-0.20,-0.18,-72.33,0.0332,0.6133,0.2175,-0.2305,10.0703,0.07,0.00,0.00,1
1.390,-3.10,-0.20,-0.18,-72.33,0.0332,0.6133,0.2175,-0.2305,10.0703,0.06,0.00,0.00,1
1.420,-3.10,-0.20,-0.18,-71.62,-0.0078,-0.1523,0.1901,-0.2695,8.5820,0.06,0.00,0.00,1
1.450,-3.10,-0.20,-0.17,-71.66,-0.0195,-0.6523,0.0532,-0.6133,8.1602,0.06,0.00,0.00,1
1.459,-3.10,-0.20,-0.17,-71.67,0.0078,0.4219,0.0308,-0.3437,9.6523,0.06,0.00,0.00,1
1.459,-3.10,-0.20,-0.17,-71.67,0.0078,0.4219,0.0308,-0.3437,9.6523,0.06,0.00,0.00,1
1.460,-3.10,-0.20,-0.17,-71.67,0.0078,0.4219,0.0308,-0.3437,9.6523,0.06,0.00,0.00,1
1.480,-3.10,-0.20,-0.19,-71.70,-0.0430,0.2695,0.1304,-0.2695,9.8047,0.06,0.00,0.00,1
1.500,-3.10,-0.20,-0.20,-71.77,-0.0508,0.8438,0.3049,-0.6523,9.9648,0.06,0.00,0.00,1
1.530,-3.16,-0.22,-0.20,-71.81,-0.0176,0.4609,0.3711,-0.6133,9.7305,0.06,0.00,0.00,1
1.540,-3.16,-0.22,-0.20,-71.86,-0.0176,-0.9570,0.2714,-0.8828,7.7344,0.06,0.00,0.00,1
1.569,-3.16,-0.22,-0.24,-71.19,-0.0195,0.3437,0.1717,-0.4219,9.4609,0.06,0.00,0.00,1
1.590,-3.16,-0.22,-0.23,-71.22,-0.0098,0.1914,0.1967,-0.4961,9.3437,0.04,0.00,0.00,1
1.590,-3.16,-0.22,-0.23,-71.22,-0.0098,0.1914,0.1967,-0.4961,9.3437,0.04,0.00,0.00,1
1.620,-3.16,-0.22,-0.24,-70.57,-0.0117,0.8828,0.3144,-0.4961,10.4141,0.04,0.00,0.00,1
1.620,-3.16,-0.22,-0.24,-70.57,-0.0117,0.8828,0.3144,-0.4961,10.4141,0.04,0.00,0.00,1
1.639,-3.16,-0.22,-0.26,-70.61,-0.0176,-0.5352,0.1943,-0.5742,8.2344,0.04,0.00,0.00,1
1.660,-3.16,-0.22,-0.26,-70.66,-0.0234,-0.0391,0.1206,-0.4609,9.2656,0.04,0.00,0.00,1
1.669,-3.16,-0.22,-0.26,-70.70,-0.0273,-0.0391,0.0961,-0.4609,9.2656,0.04,0.00,0.00,1
1.700,-3.16,-0.22,-0.25,-70.73,-0.0215,0.1914,0.0806,-0.6914,9.3047,0.04,0.00,0.00,1
1.730,-3.16,-0.22,-0.26,-70.76,0.0352,-0.3437,0.1168,-0.8438,8.3945,0.04,0.00,0.00,1
1.730,-3.16,-0.22,-0.26,-70.76,0.0352,-0.3437,0.1168,-0.8438,8.3945,0.04,0.00,0.00,1
1.760,-3.16,-0.22,-0.26,-70.76,0.0293,-0.2695,0.0683,-0.4961,8.8477,0.04,0.00,0.00,1
1.779,-3.16,-0.22,-0.26,-70.70,0.0605,-0.1133,0.0175,-0.4609,8.7773,0.04,0.00,0.00,1
1.780,-3.16,-0.22,-0.26,-70.70,0.0605,-0.1133,0.0175,-0.4609,8.7773,0.04,0.00,0.00,1
1.810,-3.16,-0.22,-0.24,-70.74,-0.0234,0.6523,0.1951,-0.4219,10.1133,0.04,0.00,0.00,1
1.810,-3.16,-0.22,-0.24,-70.74,-0.0234,0.6523,0.1951,-0.4219,10.1133,0.04,0.00,0.00,1
1.820,-3.16,-0.22,-0.24,-70.81,-0.0469,0.1914,0.2285,-0.5742,9.0039,0.04,0.00,0.00,1
1.840,-3.16,-0.22,-0.24,-70.10,0.0254,0.4609,0.2755,-0.7266,10.0742,0.04,0.00,0.00,1
1.869,-3.37,-0.23,-0.22,-70.13,-0.0098,-0.5742,0.0639,-0.4961,8.3164,0.04,0.00,0.00,1
1.869,-3.37,-0.23,-0.22,-70.13,-0.0098,-0.5742,0.0639,-0.4961,8.3164,0.04,0.00,0.00,1
1.898,-3.37,-0.23,-0.23,-70.14,0.0117,0.2695,0.0548,-0.7266,9.1211,0.04,0.00,0.00,1
1.920,-3.37,-0.23,-0.22,-70.25,-0.0527,0.4609,0.1704,-0.3828,9.8867,0.04,0.00,0.00,1
1.920,-3.37,-0.23,-0.22,-70.25,-0.0527,0.4609,0.1704,-0.3828,9.8867,0.04,0.00,0.00,1
1.950,-3.37,-0.23,-0.21,-70.30,-0.0469,0.9180,0.4458,-0.8438,9.9648,0.04,0.00,0.00,1
1.979,-3.37,-0.23,-0.20,-69.69,0.0371,0.2695,0.2472,-0.4961,9.6094,0.04,0.00,0.00,1
1.980,-3.37,-0.23,-0.20,-69.69,0.0371,0.2695,0.2472,-0.4961,9.6094,0.02,0.00,0.00,1
2.010,-3.40,-0.22,-0.21,-69.69,0.0176,0.9961,0.1472,-0.1914,10.8789,0.02,0.00,0.00,1
2.040,-3.40,-0.22,-0.21,-69.83,-0.0684,-1.1094,0.0810,-0.3047,8.1602,0.02,0.00,0.00,1
2.059,-3.40,-0.22,-0.18,-69.69,0.0918,-0.2305,-0.1303,-0.6914,8.4648,0.02,0.00,0.00,1
2.060,-3.40,-0.22,-0.18,-69.69,0.0918,-0.2305,-0.1303,-0.6914,8.4648,0.02,0.00,0.00,1
2.060,-3.40,-0.22,-0.18,-69.69,0.0918,-0.2305,-0.1303,-0.6914,8.4648,0.02,0.00,0.00,1
2.090,-3.40,-0.22,-0.22,-69.75,-0.0312,0.2305,0.0001,-0.1914,9.7656,0.02,0.00,0.00,1
2.119,-3.40,-0.22,-0.22,-69.74,0.0156,0.2695,0.0547,-0.3437,9.3867,0.02,0.00,0.00,1
2.120,-3.40,-0.22,-0.22,-69.74,0.0156,0.2695,0.0547,-0.3437,9.3867,0.02,0.00,0.00,1
2.150,-3.43,-0.27,-0.24,-69.89,-0.0781,0.2695,0.3011,-0.1133,9.5430,0.02,0.00,0.00,1
2.180,-3.43,-0.27,-0.26,-69.97,0.0586,-1.9141,-0.2230,-0.2305,6.2852,0.02,0.00,0.00,1
2.180,-3.43,-0.27,-0.26,-69.97,0.0586,-1.9141,-0.2230,-0.2305,6.2852,0.04,0.00,0.00,1
2.200,-3.43,-0.27,-0.32,-70.01,-0.0195,1.3008,-0.0880,-0.6133,10.7266,0.04,0.00,0.00,1
2.200,-3.43,-0.27,-0.32,-70.01,-0.0195,1.3008,-0.0880,-0.6133,10.7266,0.04,0.00,0.00,1
2.229,-3.44,-0.36,-0.33,-69.99,0.0391,0.8047,0.3387,-0.6133,8.9609,0.04,0.00,0.00,1
2.230,-3.44,-0.36,-0.33,-69.99,0.0391,0.8047,0.3387,-0.6133,8.9609,0.04,0.00,0.00,1
2.260,-3.44,-0.36,-0.40,-70.19,0.0273,-0.1523,0.4979,-0.6523,8.1211,0.04,0.00,0.00,1
2.260,-3.44,-0.36,-0.40,-70.19,0.0273,-0.1523,0.4979,-0.6523,8.1211,0.04,0.00,0.00,1
2.320,-3.43,-0.53,-0.50,-70.18,0.0254,2.2969,1.1836,0.0391,11.3008,0.04,0.00,0.00,1
2.339,-3.43,-0.53,-0.56,-70.64,-0.1270,0.8047,1.2329,-1.0352,9.2266,0.04,0.00,0.00,1
2.340,-3.43,-0.53,-0.56,-70.64,-0.1270,0.8047,1.2329,-1.0352,9.2266,0.04,0.00,0.00,1
2.340,-3.43,-0.53,-0.56,-70.64,-0.1270,0.8047,1.2329,-1.0352,9.2266,0.04,0.00,0.00,1
2.369,-3.42,-0.62,-0.59,-70.74,-0.0703,1.9922,1.2538,-0.5742,10.7305,0.04,0.00,0.00,1
2.370,-3.42,-0.62,-0.59,-70.74,-0.0703,1.9922,1.2538,-0.5742,10.7305,0.04,0.00,0.00,1
2.400,-3.42,-0.62,-0.62,-70.26,0.0586,0.3437,0.8721,-0.3047,8.3555,0.04,0.00,0.00,1
2.480,-3.42,-0.62,-0.59,-70.21,0.0977,-0.5352,0.5454,-0.9570,7.8906,0.04,0.00,0.00,1
2.480,-3.42,-0.62,-0.59,-70.21,0.0977,-0.5352,0.5454,-0.9570,7.8906,0.04,0.00,0.00,1
2.510,-3.42,-0.62,-0.59,-70.08,0.0508,1.9922,0.8490,-0.9570,10.4961,0.04,0.00,0.00,1
2.511,-3.42,-0.62,-0.59,-70.08,0.0508,1.9922,0.8490,-0.9570,10.4961,0.04,0.00,0.00,1
2.539,-3.42,-0.62,-0.68,-70.20,-0.0625,1.2266,0.7952,0.0781,9.5039,0.04,0.00,0.00,1
2.540,-3.42,-0.62,-0.68,-70.20,-0.0625,1.2266,0.7952,0.0781,9.5039,0.04,0.00,0.00,1
2.540,-3.42,-0.62,-0.68,-70.20,-0.0625,1.2266,0.7952,0.0781,9.5039,0.04,0.00,0.00,1
2.570,-3.42,-0.62,-0.74,-70.28,0.0273,-0.0781,0.7699,-0.6523,7.1680,0.04,0.00,0.00,1
2.579,-3.42,-0.62,-0.74,-70.32,-0.0195,2.0703,0.8115,-0.2695,9.4648,0.15,0.00,0.00,1
2.580,-3.42,-0.62,-0.74,-70.32,-0.0195,2.0703,0.8115,-0.2695,9.4648,0.15,0.00,0.00,1
2.600,-3.42,-0.62,-0.88,-70.40,-0.1289,1.6094,1.1387,-0.9180,9.4258,0.15,0.00,0.00,1
2.600,-3.42,-0.62,-0.88,-70.40,-0.1289,1.6094,1.1387,-0.9180,9.4258,0.15,0.00,0.00,1
2.620,-3.42,-0.62,-0.91,-70.35,0.0527,1.3008,1.2308,-0.7266,9.1172,0.15,0.00,0.00,1
2.620,-3.42,-0.62,-0.91,-70.35,0.0527,1.3008,1.2308,-0.7266,9.1172,0.15,0.00,0.00,1
2.649,-3.15,-1.09,-1.01,-70.41,-0.0312,1.8008,1.5602,-1.0352,9.0781,0.15,0.00,0.00,1
2.650,-3.15,-1.09,-1.01,-70.41,-0.0312,1.8008,1.5602,-1.0352,9.0781,0.15,0.00,0.00,1
2.680,-3.15,-1.09,-1.18,-70.46,-0.1035,2.2969,1.9945,-0.6133,8.7773,0.15,0.00,0.00,1
2.709,-3.07,-1.31,-1.32,-70.65,-0.1504,2.6445,2.1129,0.0000,10.6133,0.15,0.00,0.00,1
2.710,-3.07,-1.31,-1.32,-70.65,-0.1504,2.6445,2.1129,0.0000,10.6133,0.15,0.09,0.09,1
2.729,-3.07,-1.31,-1.32,-70.02,-0.1270,0.2305,1.7294,-0.9570,6.7422,0.15,0.09,0.09,1
2.739,-3.07,-1.31,-1.32,-69.98,0.0898,1.7617,1.6217,0.2305,9.0000,0.15,0.09,0.09,1
2.760,-3.07,-1.31,-1.42,-70.02,-0.0449,2.7969,1.8985,-0.3047,10.0352,0.15,0.09,0.09,1
2.789,-3.07,-1.31,-1.43,-69.91,0.0996,2.8711,2.3208,0.0000,10.2695,0.15,14.03,0.09,1
2.790,-3.07,-1.31,-1.43,-69.91,0.0996,2.8711,2.3208,0.0000,10.2695,0.54,14.03,13.34,1
2.819,-3.07,-1.31,-1.52,-69.39,0.1113,0.5352,1.6910,-0.4609,8.4219,0.54,14.03,13.34,1
2.820,-3.07,-1.31,-1.52,-69.39,0.1113,0.5352,1.6910,-0.4609,8.4219,0.54,14.03,13.34,1
2.850,-3.07,-1.31,-1.52,-69.16,0.2148,3.5625,1.9768,-0.6133,12.1406,0.54,14.03,13.34,1
2.860,-3.07,-1.31,-1.52,-69.41,-0.1367,2.0312,2.0978,-0.9961,9.2695,0.54,15.73,15.30,1
2.880,-3.07,-1.31,-1.52,-68.76,-0.1777,0.4609,1.9533,-0.1133,7.3906,0.54,15.73,15.30,1
2.900,-3.07,-1.31,-1.54,-67.96,0.2070,0.7656,1.5120,-1.1094,8.1211,0.54,18.04,15.30,1
2.929,-2.84,-1.56,-1.56,-67.88,0.0898,2.7578,1.9938,-0.9180,10.4961,0.54,18.04,17.77,1
2.929,-2.84,-1.56,-1.56,-67.88,0.0898,2.7578,1.9938,-0.9180,10.4961,0.54,18.04,17.77,1
2.960,-2.84,-1.56,-1.55,-68.04,-0.0859,1.0742,1.7619,-0.3828,8.0117,0.54,18.04,17.77,1
2.960,-2.84,-1.56,-1.55,-68.04,-0.0859,1.0742,1.7619,-0.3828,8.0117,0.54,19.60,19.27,1
2.989,-2.84,-1.56,-1.63,-68.09,-0.0156,1.8789,1.8877,-0.1914,8.4609,0.54,19.60,19.27,1
2.990,-2.84,-1.56,-1.63,-68.09,-0.0156,1.8789,1.8877,-0.1914,8.4609,1.15,21.82,19.27,1
3.020,-2.84,-1.56,-1.71,-68.20,-0.0859,2.4531,1.9315,-0.4609,9.8086,1.15,21.82,21.71,1
3.040,-2.84,-1.56,-1.73,-68.30,-0.0762,2.6055,2.1430,-0.6133,9.8477,1.15,23.16,21.71,1
3.060,-2.84,-1.56,-1.70,-68.29,0.0234,0.9961,2.0041,-0.1914,7.3945,1.15,23.16,22.97,1
3.069,-2.84,-1.56,-1.70,-67.72,-0.0898,0.9961,1.8493,-0.1914,7.3945,1.15,25.35,22.97,1
3.099,-2.84,-1.56,-1.73,-67.71,-0.0176,2.3750,2.2195,-0.8828,9.1172,1.15,25.35,22.97,1
3.100,-2.84,-1.56,-1.73,-67.71,-0.0176,2.3750,2.2195,-0.8828,9.1172,1.15,26.30,24.94,1
3.129,-2.84,-1.56,-1.83,-67.80,-0.0527,2.4531,2.1424,-0.7656,9.5820,1.15,26.30,24.94,1
3.130,-2.84,-1.56,-1.83,-67.80,-0.0527,2.4531,2.1424,-0.7656,9.5820,1.15,26.30,26.38,1
3.160,-2.84,-1.56,-1.90,-67.90,0.0605,1.1875,2.2171,-0.6914,7.7383,1.15,26.30,26.38,1
3.160,-2.84,-1.56,-1.90,-67.90,0.0605,1.1875,2.2171,-0.6914,7.7383,1.15,28.93,28.37,1
3.180,-2.84,-1.56,-1.92,-67.86,0.0527,1.8398,2.0105,0.3828,8.2383,1.15,28.93,28.37,1
3.209,-2.84,-1.56,-1.96,-67.88,0.0020,2.2617,2.2298,-0.1914,9.1172,2.28,29.35,28.37,1
3.239,-2.84,-1.56,-2.06,-67.27,-0.0684,2.8711,2.1081,-0.2695,8.6992,2.28,31.46,29.15,1
3.240,-2.84,-1.56,-2.06,-67.27,-0.0684,2.8711,2.1081,-0.2695,8.6992,2.28,32.52,31.10,1
3.270,-2.84,-1.56,-2.11,-67.33,0.0449,1.6094,2.0478,-0.9961,8.9258,2.28,32.52,31.10,1
3.270,-2.84,-1.56,-2.11,-67.33,0.0449,1.6094,2.0478,-0.9961,8.9258,2.28,34.61,32.10,1
3.300,-2.84,-1.56,-2.10,-67.25,0.0527,1.5703,2.1092,-1.1484,8.0781,2.28,34.61,32.10,1
3.319,-2.84,-1.56,-2.19,-67.33,-0.0547,1.3008,1.8658,0.6133,8.4258,2.28,34.88,33.49,1
3.319,-2.84,-1.56,-2.19,-67.33,-0.0547,1.3008,1.8658,0.6133,8.4258,2.28,37.11,34.80,1
3.349,-2.70,-2.32,-2.29,-67.37,-0.0156,4.2539,2.4941,0.7656,12.7187,2.28,37.11,34.80,1
3.350,-2.70,-2.32,-2.29,-67.37,-0.0156,4.2539,2.4941,0.7656,12.7187,2.28,37.42,36.15,1
3.378,-2.70,-2.32,-2.31,-66.74,0.0078,2.2227,2.4653,0.9180,8.5820,2.28,37.42,36.15,1
3.409,-2.83,-2.40,-2.31,-66.81,-0.0898,2.5273,2.6888,-0.9180,10.2695,3.26,39.31,36.89,1
3.409,-2.83,-2.40,-2.31,-66.81,-0.0898,2.5273,2.6888,-0.9180,10.2695,3.26,40.07,38.19,1
3.420,-2.83,-2.40,-2.31,-66.82,0.0078,-1.2266,2.3636,-0.6523,4.9023,3.26,40.07,38.19,1
3.439,-2.83,-2.40,-2.31,-66.38,-0.0684,2.6445,1.6551,-1.5703,10.9180,3.26,39.69,39.23,1
3.459,-2.83,-2.40,-2.65,-66.39,-0.0293,1.9922,1.7914,-0.5352,10.9961,3.26,41.80,41.00,1
3.490,-3.05,-2.76,-2.80,-66.53,-0.1133,2.0703,1.5609,0.7656,9.4609,3.26,41.80,41.00,1
3.520,-3.05,-2.76,-3.06,-66.85,-0.0996,2.6445,2.2168,0.0781,10.2266,3.26,44.21,43.01,1
3.520,-3.05,-2.76,-3.06,-66.85,-0.0996,2.6445,2.2168,0.0781,10.2266,3.26,46.68,43.03,1
3.550,-3.05,-2.76,-3.22,-66.87,-0.0078,3.8320,2.6000,0.1133,11.3398,3.26,46.68,43.03,1
3.551,-3.05,-2.76,-3.22,-66.87,-0.0078,3.8320,2.6000,0.1133,11.3398,3.26,47.51,44.19,1
3.569,-3.25,-3.29,-3.22,-67.12,-0.1348,3.8320,2.9494,-2.4883,10.2305,3.26,47.51,44.19,1
3.570,-3.25,-3.29,-3.22,-67.12,-0.1348,3.8320,2.9494,-2.4883,10.2305,4.67,47.45,44.60,1
3.599,-3.25,-3.29,-3.23,-66.43,0.1367,2.6055,2.6455,-1.4922,8.7344,4.67,47.45,46.13,1
3.620,-3.25,-3.29,-3.19,-66.30,0.1309,2.2617,2.9560,-1.6094,8.7734,4.67,49.04,45.31,1
3.630,-3.25,-3.29,-3.19,-66.20,0.0996,2.2617,2.8493,-1.6094,8.7734,4.67,48.18,47.45,1
3.660,-3.25,-3.29,-3.15,-66.19,0.0391,4.0977,2.8501,-1.6836,11.9531,4.67,49.40,47.45,1
