t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_gyro_deg,pitch_accel_deg,gyro_y_rads,gyro_y_filt_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
10.281,-6.39,2.28,3.60,-1.71,4.05,0.0098,0.0247,0.1523,-0.0463,-1.3398,10.5312,0.24,0.00,0.00,1
10.303,-6.39,2.28,3.72,-1.70,-0.87,-0.0312,0.0247,-0.2305,0.0074,-1.1875,9.3437,0.24,0.00,0.00,1
10.314,-6.39,2.28,3.79,-1.64,1.37,-0.0078,0.0247,-0.2305,-0.0292,-1.1875,9.3437,0.22,0.00,0.00,1
10.334,-6.39,2.28,3.90,-1.55,-0.04,-0.0156,0.0247,-0.3047,-0.0568,-0.9180,9.1172,0.22,0.00,0.00,1
10.353,-6.39,2.28,3.96,-1.41,1.87,-0.0449,0.0247,0.4961,-0.0630,-0.6523,10.3047,0.22,0.00,0.00,1
10.373,-5.72,4.07,4.11,-1.44,-2.80,0.0000,0.0247,-0.1523,-0.0159,-0.8047,9.4609,0.22,0.00,0.00,1
10.383,-5.72,4.07,4.17,-1.39,0.88,-0.0273,0.0247,0.3437,-0.0064,-1.7617,10.0312,0.22,0.00,0.00,1
10.403,-5.72,4.07,4.22,-1.42,-2.00,-0.0156,0.0247,-0.3437,0.0379,-1.1094,8.8828,0.22,0.00,0.00,1
10.421,-5.72,4.07,4.34,-1.34,2.17,-0.0098,0.0247,0.5352,0.0646,-1.0742,10.0000,0.22,0.00,0.00,1
10.434,-5.72,4.07,4.34,-1.38,-3.10,-0.0254,0.0247,-0.9180,0.0207,-0.3437,7.5117,0.22,0.00,0.00,1
10.452,-5.72,4.07,4.41,-1.21,6.93,-0.0059,0.0247,0.2305,-0.0691,0.2695,9.5781,0.22,0.00,0.00,1
10.481,-5.72,4.07,4.49,-1.11,4.34,-0.0371,0.0247,0.2305,-0.1092,-0.4609,8.8828,0.22,0.00,0.00,1
10.484,-5.72,4.07,4.49,-1.11,4.34,-0.0371,0.0247,0.2305,-0.1092,-0.4609,8.8828,0.22,0.00,0.00,1
10.504,-5.72,4.07,4.54,-1.09,-0.04,-0.0020,0.0247,0.1523,-0.0466,-1.3398,9.5820,0.22,0.00,0.00,1
10.523,-5.72,4.07,4.59,-1.09,-0.95,-0.0410,0.0247,-0.4961,-0.0307,-1.1484,8.7344,0.22,0.00,0.00,1
10.543,-5.72,4.07,4.59,-0.92,3.21,-0.0195,0.0247,0.4219,-0.0892,-0.5742,10.2656,0.22,0.00,0.00,1
10.561,-5.72,4.07,4.64,-0.95,-2.39,-0.0234,0.0247,0.3047,0.0377,-1.0352,10.1875,0.22,0.00,0.00,1
10.584,-5.72,4.07,4.67,-0.89,2.62,0.0117,0.0247,0.0391,-0.0264,-1.1094,9.9609,0.22,0.00,0.00,1
10.593,-5.72,4.07,4.69,-0.88,-0.27,-0.0078,0.0247,0.0391,-0.0163,-1.1094,9.9609,0.22,0.00,0.00,1
10.603,-5.72,4.07,4.69,-0.87,-0.27,0.0820,0.0247,-0.2695,-0.0325,-1.3398,8.8867,0.22,0.00,0.00,1
10.620,-5.72,4.07,4.77,-0.82,1.70,-0.0566,0.0247,0.8438,0.0713,-1.4180,10.7656,0.22,0.00,0.00,1
10.651,-5.72,4.07,4.86,-0.89,-0.71,0.0098,0.0247,0.4609,0.1797,-1.4180,10.1094,0.22,0.00,0.00,1
10.654,-5.72,4.07,4.86,-0.89,-0.71,0.0098,0.0247,0.4609,0.1797,-1.4180,10.1094,0.22,0.00,0.00,1
10.673,-5.72,4.07,4.91,-0.85,2.68,0.0215,0.0247,-0.4219,0.0802,-0.7266,8.8828,0.22,0.00,0.00,1
10.701,-5.72,4.07,4.98,-0.87,-1.80,0.0664,0.0247,-1.3789,-0.0900,-0.9961,7.3164,0.22,0.00,0.00,1
10.731,-5.72,4.07,5.02,-0.62,0.42,0.0391,0.0247,-0.6914,-0.3106,-1.0352,8.6172,0.20,0.00,0.00,1
10.732,-5.72,4.07,5.02,-0.62,0.42,0.0391,0.0247,-0.6914,-0.3106,-1.0352,8.6172,0.20,0.00,0.00,1
10.743,-5.72,4.07,5.02,-0.51,4.55,0.0566,0.0247,0.0391,-0.3107,-1.0352,9.3047,0.20,0.00,0.00,1
10.762,-4.87,5.00,5.05,-0.51,-0.28,-0.0312,0.0247,0.0781,-0.1828,-1.0352,9.4219,0.20,0.00,0.00,1
10.773,-4.87,5.00,5.05,-0.51,-0.52,-0.0273,0.0247,0.2695,-0.1274,-0.9570,9.6914,0.20,0.00,0.00,1
10.790,-4.87,5.00,5.06,-0.53,-1.63,0.0195,0.0247,-0.1914,-0.0856,-0.8047,8.8125,0.20,0.00,0.00,1
10.813,-4.71,5.01,5.06,-0.50,1.20,-0.0254,0.0247,0.2695,-0.0197,-0.6133,9.5039,0.20,0.00,0.00,1
10.824,-4.71,5.01,5.06,-0.52,-1.67,-0.0371,0.0247,0.0000,0.0032,-1.0742,9.3437,0.20,0.00,0.00,1
10.842,-4.71,5.01,5.10,-0.41,4.37,-0.0234,0.0247,-0.6523,-0.1423,-0.2305,8.4609,0.20,0.00,0.00,1
10.864,-4.71,5.01,5.10,-0.32,4.37,0.0078,0.0247,-0.4609,-0.2087,-0.6133,8.5039,0.20,0.00,0.00,1
10.883,-4.71,5.01,5.11,-0.18,3.06,-0.0371,0.0247,0.3437,-0.2158,-0.5742,9.7266,0.20,0.00,0.00,1
10.901,-4.71,5.01,5.08,-0.22,-2.07,-0.0371,0.0247,0.3047,-0.0631,-0.4219,9.6484,0.20,0.00,0.00,1
10.913,-4.71,5.01,5.08,-0.25,-1.85,-0.0566,0.0247,0.6523,0.0212,-1.1094,10.2266,0.19,0.00,0.00,1
10.932,-4.40,5.03,5.08,-0.32,-3.69,0.0293,0.0247,-0.5742,-0.0351,-0.3828,8.5781,0.19,0.00,0.00,1
10.952,-4.35,5.03,5.08,-0.24,3.79,-0.0020,0.0247,0.1523,-0.0581,-0.4961,9.6484,0.19,0.00,0.00,1
10.964,-4.35,5.03,5.08,-0.25,-0.95,-0.0371,0.0247,-1.1094,-0.1267,-0.4609,7.8945,0.19,0.00,0.00,1
10.981,-4.35,5.03,5.07,-0.09,7.96,-0.0117,0.0247,0.5352,-0.1528,-0.3437,10.6484,0.19,0.00,0.00,1
10.994,-4.35,5.03,5.07,-0.15,-2.92,0.0098,0.0247,-0.1133,-0.0990,-0.6914,9.3086,0.19,0.00,0.00,1
11.012,-4.35,5.03,5.09,-0.15,-1.22,-0.0098,0.0247,0.1914,-0.0364,-0.7266,9.2695,0.19,0.00,0.00,1
11.041,-4.35,5.03,5.13,-0.19,-1.18,0.0039,0.0247,0.0781,0.0358,-0.8438,9.5430,0.19,0.00,0.00,1
11.045,-4.35,5.03,5.13,-0.19,-1.18,0.0039,0.0247,0.0781,0.0358,-0.8438,9.5430,0.19,0.00,0.00,1
11.071,-4.35,5.03,5.17,-0.19,0.20,0.0137,0.0247,0.1914,0.0479,-0.3437,10.0352,0.19,0.00,0.00,1
11.083,-4.35,5.03,5.17,-0.21,-1.13,-0.0293,0.0247,0.6133,0.1134,-0.8828,10.0742,0.19,0.00,0.00,1
11.103,-4.35,5.03,5.19,-0.34,-3.52,-0.0234,0.0247,-0.4961,0.1664,-0.3437,8.8125,0.17,0.00,0.00,1
11.121,-4.35,5.03,5.22,-0.27,3.18,0.0059,0.0247,0.1133,0.0721,-0.6914,9.7695,0.17,0.00,0.00,1
11.133,-4.35,5.03,5.22,-0.28,-0.71,-0.0078,0.0247,-0.9570,-0.0072,-0.7266,7.7344,0.17,0.00,0.00,1
11.151,-4.35,5.03,5.21,-0.13,7.01,-0.0254,0.0247,0.3047,-0.0828,-0.4961,10.0352,0.17,0.00,0.00,1
11.164,-4.35,5.03,5.21,-0.17,-1.78,0.0078,0.0247,-0.1914,-0.0629,-0.7656,9.5039,0.17,0.00,0.00,1
11.181,-4.35,5.03,5.23,-0.14,1.11,0.0176,0.0247,-0.2695,-0.1114,-0.6133,8.7773,0.17,0.00,0.00,1
11.212,-4.21,5.20,5.25,-0.10,0.19,-0.0078,0.0247,0.1914,-0.0466,-0.8047,9.5820,0.17,0.00,0.00,1
11.230,-4.21,5.20,5.25,-0.12,-1.19,-0.0547,0.0247,0.2305,0.0121,-0.7266,9.3086,0.17,0.00,0.00,1
11.232,-4.21,5.20,5.25,-0.12,-1.19,-0.0547,0.0247,0.2305,0.0121,-0.7266,9.3086,0.17,0.00,0.00,1
11.254,-4.21,5.20,5.27,-0.18,-1.79,-0.0156,0.0247,0.4609,0.1201,-1.2656,9.9258,0.17,0.00,0.00,1
11.273,-4.21,5.20,5.28,-0.28,-2.70,-0.0195,0.0247,-0.4609,0.1430,-0.4219,8.6172,0.17,0.00,0.00,1
11.291,-4.21,5.20,5.29,-0.21,3.02,0.0098,0.0247,-0.0391,0.0365,-0.7266,9.6094,0.17,0.00,0.00,1
11.303,-4.21,5.20,5.29,-0.21,0.19,0.0508,0.0247,-0.8438,-0.0395,-0.6914,8.0391,0.15,0.00,0.00,1
11.322,-4.21,5.20,5.30,-0.12,-1.79,-0.0078,0.0247,0.3047,-0.0595,-0.4961,10.0000,0.15,0.00,0.00,1
11.334,-4.21,5.20,5.30,-0.15,-1.79,0.0410,0.0247,0.0391,-0.0248,-0.6523,9.8047,0.15,0.00,0.00,1
11.351,-4.21,5.20,5.33,-0.15,-0.27,-0.0215,0.0247,0.5352,0.0695,-1.1484,9.8437,0.15,0.00,0.00,1
11.373,-4.21,5.20,5.35,-0.20,0.67,0.0176,0.0247,-0.1133,0.0581,-0.6523,9.1602,0.15,0.00,0.00,1
11.394,-4.21,5.20,5.35,-0.21,-1.61,0.0449,0.0247,-1.0742,0.0007,-0.8047,7.8906,0.15,0.00,0.00,1
11.402,-4.21,5.20,5.36,-0.05,7.71,-0.0469,0.0247,-1.0742,-0.1644,-0.8047,7.8906,0.15,0.00,0.00,1
11.432,-4.25,5.31,5.35,0.09,-0.69,0.0352,0.0247,-0.3437,-0.2004,-0.8047,9.0781,0.15,0.00,0.00,1
11.443,-4.25,5.31,5.35,0.13,2.13,0.0742,0.0247,0.0391,-0.1918,-0.7656,9.1992,0.15,0.00,0.00,1
11.460,-4.25,5.31,5.38,0.12,-0.28,-0.0234,0.0247,-0.0391,-0.1383,-0.8828,9.5820,0.15,0.00,0.00,1
11.473,-4.25,5.31,5.38,0.12,0.19,-0.0176,0.0247,0.4961,-0.0802,-0.6523,10.0312,0.15,0.00,0.00,1
11.493,-4.25,5.31,5.39,0.12,2.84,-0.0488,0.0247,-0.4219,-0.0869,-0.8438,8.3906,0.13,0.00,0.00,1
11.510,-4.25,5.31,5.39,0.17,2.84,-0.0059,0.0247,0.0781,-0.1051,-0.5742,9.8828,0.13,0.00,0.00,1
11.523,-4.25,5.31,5.39,0.16,-0.49,-0.0254,0.0247,-0.4609,-0.1201,-1.1094,8.8828,0.13,0.00,0.00,1
11.541,-4.25,5.31,5.41,0.22,2.93,0.0605,0.0247,-0.6523,-0.2462,-0.5352,8.4219,0.13,0.00,0.00,1
11.571,-4.25,5.31,5.42,0.30,0.19,-0.0176,0.0247,0.3437,-0.1382,-0.6133,9.5820,0.13,0.00,0.00,1
11.572,-4.25,5.31,5.42,0.30,0.19,-0.0176,0.0247,0.3437,-0.1382,-0.6133,9.5820,0.13,0.00,0.00,1
11.600,-4.25,5.31,5.41,0.20,-2.27,0.0137,0.0247,0.3437,0.0589,-0.6133,10.1094,0.13,0.00,0.00,1
11.613,-4.25,5.31,5.41,0.16,-1.99,-0.0176,0.0247,0.0781,0.0814,-1.1484,9.4258,0.13,0.00,0.00,1
11.624,-4.25,5.31,5.43,0.14,-0.52,0.0586,0.0247,-0.8047,0.0100,-0.5352,8.2734,0.13,0.00,0.00,1
11.644,-4.25,5.31,5.43,0.36,5.51,0.0176,0.0247,0.0391,-0.2002,-0.8438,9.7305,0.13,0.00,0.00,1
11.664,-4.25,5.31,5.43,0.33,-0.27,0.0273,0.0247,-0.5352,-0.1783,-0.7656,8.4258,0.13,0.00,0.00,1
11.680,-4.25,5.31,5.40,0.40,3.59,-0.0293,0.0247,0.4219,-0.1325,-0.6133,10.1133,0.13,0.00,0.00,1
11.693,-4.25,5.31,5.40,0.34,-2.43,0.0332,0.0247,0.0391,-0.0780,-0.6133,9.7305,0.13,0.00,0.00,1
11.711,-4.25,5.31,5.40,0.33,-0.27,-0.0371,0.0247,0.5352,0.0314,-1.1094,9.8828,0.09,0.00,0.00,1
11.742,-4.25,5.31,5.39,0.27,0.91,0.0059,0.0247,0.1133,0.0361,-0.6523,9.8047,0.09,0.00,0.00,1
11.742,-4.25,5.31,5.39,0.27,0.91,0.0059,0.0247,0.1133,0.0361,-0.6523,9.8047,0.09,0.00,0.00,1
11.771,-4.25,5.31,5.35,0.39,6.98,-0.0234,0.0247,0.1523,-0.1280,-0.6133,10.0312,0.09,0.00,0.00,1
11.784,-4.25,5.31,5.35,0.36,-0.91,0.0352,0.0247,-0.3047,-0.1215,-0.6914,9.0430,0.09,0.00,0.00,1
11.793,-4.25,5.31,5.34,0.39,1.89,-0.0391,0.0247,-0.3047,-0.1496,-0.6914,9.0430,0.09,0.00,0.00,1
11.821,-4.25,5.31,5.33,0.39,0.45,-0.0254,0.0247,0.0000,-0.1095,-0.6914,9.6875,0.09,0.00,0.00,1
11.843,-4.25,5.31,5.32,0.38,-0.04,-0.0059,0.0247,-0.3437,-0.0345,-0.6914,8.5781,0.09,0.00,0.00,1
11.844,-4.25,5.31,5.32,0.38,-0.04,-0.0059,0.0247,-0.3437,-0.0345,-0.6914,8.5781,0.09,0.00,0.00,1
11.863,-4.25,5.31,5.30,0.46,2.25,-0.0332,0.0247,0.1523,-0.0825,-0.4609,10.0039,0.09,0.00,0.00,1
11.880,-4.25,5.31,5.27,0.43,-0.91,0.0430,0.0247,-0.3047,-0.0861,-0.9570,9.1562,0.09,0.00,0.00,1
11.901,-4.25,5.31,5.27,0.46,1.86,0.0293,0.0247,-0.7656,-0.2189,-0.4219,8.2383,0.09,0.00,0.00,1
11.912,-4.25,5.31,5.25,0.45,-0.04,-0.0059,0.0247,0.0000,-0.1705,-0.8047,9.6875,0.09,0.00,0.00,1
11.932,-4.05,5.18,5.23,0.44,-0.04,0.0020,0.0247,-0.1133,-0.1374,-0.6914,9.0000,0.09,0.00,0.00,1
11.961,-4.05,5.18,5.20,0.37,-3.28,-0.0312,0.0247,0.1914,0.0477,-0.4609,9.8437,0.09,0.00,0.00,1
11.963,-4.05,5.18,5.20,0.37,-3.28,-0.0312,0.0247,0.1914,0.0477,-0.4609,9.8437,0.09,0.00,0.00,1
11.984,-4.05,5.18,5.19,0.34,-1.16,0.0059,0.0247,-0.3828,0.0993,-0.4219,8.8437,0.09,0.00,0.00,1
12.004,-4.05,5.18,5.18,0.42,2.44,-0.0078,0.0247,0.0781,-0.0006,-0.7656,9.5781,0.09,0.00,0.00,1
12.022,-4.02,5.12,5.16,0.40,-0.51,0.0430,0.0247,-0.8438,-0.1778,-0.6523,8.0078,0.09,0.00,0.00,1
12.033,-4.02,5.12,5.16,0.51,5.97,0.0156,0.0247,0.2695,-0.1910,-0.4609,10.1484,0.09,0.00,0.00,1
12.050,-4.02,5.12,5.14,0.47,-1.56,0.0117,0.0247,-0.2305,-0.1372,-0.7656,9.5430,0.09,0.00,0.00,1
12.073,-4.02,5.12,5.15,0.52,1.96,-0.0176,0.0247,-0.3047,-0.1854,-0.6523,8.7344,0.09,0.00,0.00,1
12.084,-4.02,5.12,5.15,0.52,1.96,-0.0176,0.0247,-0.0781,-0.1689,-0.6133,9.3867,0.09,0.00,0.00,1
12.103,-4.02,5.12,5.14,0.47,-2.04,0.0469,0.0247,0.3437,-0.0446,-0.7266,9.8477,0.07,0.00,0.00,1
12.124,-4.02,5.12,5.12,0.41,-0.04,-0.0039,0.0247,0.2695,0.0119,-0.5742,9.9258,0.07,0.00,0.00,1
12.133,-4.02,5.12,5.13,0.37,-1.60,0.0352,0.0247,0.2695,0.0514,-0.5742,9.9258,0.07,0.00,0.00,1
12.160,-4.02,5.12,5.13,0.34,1.14,0.0762,0.0247,-0.7266,-0.1021,-0.3828,8.4219,0.07,0.00,0.00,1
12.173,-4.02,5.12,5.13,0.44,4.89,0.0293,0.0247,-0.1523,-0.1520,-0.6914,9.4258,0.07,0.00,0.00,1
12.184,-4.02,5.12,5.13,0.44,0.88,-0.0098,0.0247,-0.3437,-0.1674,-0.6914,8.8437,0.07,0.00,0.00,1
12.203,-4.02,5.12,5.14,0.51,2.18,-0.0527,0.0247,0.6133,-0.1409,-0.6133,10.2305,0.07,0.00,0.00,1
12.223,-4.02,5.12,5.11,0.43,-3.47,-0.0078,0.0247,0.4219,0.0436,-0.5352,10.1523,0.07,0.00,0.00,1
12.242,-4.02,5.12,5.11,0.38,-2.42,-0.0312,0.0247,0.4961,0.1623,-1.0742,9.9258,0.07,0.00,0.00,1
12.263,-4.02,5.12,5.08,0.31,-2.90,-0.0273,0.0247,0.0781,0.1185,-0.6523,9.6094,0.07,0.00,0.00,1
12.272,-4.02,5.12,5.04,0.29,-0.51,-0.0234,0.0247,0.0781,0.1123,-0.6523,9.6094,0.07,0.00,0.00,1
12.301,-4.02,5.12,4.94,0.40,6.56,-0.0352,0.0247,0.2305,-0.0644,-0.4609,10.1523,0.07,0.00,0.00,1
12.303,-4.02,5.12,4.94,0.40,6.56,-0.0352,0.0247,0.2305,-0.0644,-0.4609,10.1523,0.06,0.00,0.00,1
12.320,-4.02,5.12,4.90,0.37,-1.34,0.0410,0.0247,-0.3047,-0.0629,-0.7266,9.2695,0.06,0.00,0.00,1
12.343,-4.02,5.12,4.87,0.34,-0.96,-0.0195,0.0247,0.1523,-0.0019,-0.6133,9.7305,0.06,0.00,0.00,1
12.354,-4.02,5.12,4.83,0.32,-0.94,0.0000,0.0247,0.1523,0.0218,-0.6133,9.7305,0.06,0.00,0.00,1
12.381,-4.02,5.12,4.76,0.28,-1.62,-0.0215,0.0247,-0.3047,0.0311,-0.6523,8.7344,0.06,0.00,0.00,1
12.394,-4.02,5.12,4.76,0.31,1.96,-0.0332,0.0247,0.1523,0.0161,-0.5352,9.8477,0.06,0.00,0.00,1
12.411,-4.02,5.12,4.69,0.29,-0.93,0.0234,0.0247,-0.0391,0.0253,-1.1094,9.5000,0.06,0.00,0.00,1
