t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_gyro_deg,pitch_accel_deg,gyro_y_rads,gyro_y_filt_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.031,-5.40,-0.31,-0.26,-0.05,-1.40,0.0312,0.0000,0.2305,-0.1251,-1.1875,9.6875,0.00,0.00,0.00,1
0.053,-5.40,-0.31,-0.27,0.03,3.58,0.0059,0.0000,0.0391,-0.2189,-1.0352,9.3477,0.00,0.00,0.00,1
0.063,-5.40,-0.31,-0.27,0.02,-0.28,-0.0137,0.0000,0.0391,-0.1793,-1.0352,9.3477,0.00,0.00,0.00,1
0.083,-5.40,-0.31,-0.27,0.01,-0.28,0.0586,0.0000,0.3437,-0.0750,-0.8828,9.7305,0.00,0.00,0.00,1
0.103,-5.40,-0.31,-0.28,-0.07,-2.06,-0.0137,0.0000,0.4961,0.0560,-0.8828,10.1484,0.00,0.00,0.00,1
0.121,-5.40,-0.31,-0.28,-0.12,-2.84,0.0273,0.0000,0.0781,0.1166,-1.2656,9.2695,0.00,0.00,0.00,1
0.139,-5.40,-0.31,-0.29,-0.13,-0.52,-0.0039,0.0000,-0.6914,-0.0125,-0.6133,8.4258,0.00,0.00,0.00,1
0.151,-5.40,-0.31,-0.30,-0.12,0.43,-0.0195,0.0000,-0.0781,-0.0270,-0.9570,9.5430,0.00,0.00,0.00,1
0.171,-5.40,-0.31,-0.31,-0.05,2.81,-0.0605,0.0000,-0.4219,-0.1176,-0.8828,8.4609,0.00,0.00,0.00,1
0.182,-5.40,-0.31,-0.33,-0.05,2.81,-0.0605,0.0000,0.6133,-0.0053,-0.9570,10.3867,0.00,0.00,0.00,1
0.200,-5.40,-0.31,-0.34,-0.12,-3.42,-0.0254,0.0000,0.4609,0.1467,-0.7656,10.0352,0.00,0.00,0.00,1
0.223,-5.40,-0.31,-0.34,-0.23,-3.29,-0.0078,0.0000,-0.4219,0.2063,-0.6133,8.6562,0.00,0.00,0.00,1
0.233,-5.40,-0.31,-0.34,-0.17,2.75,0.0059,0.0000,-0.4219,0.1098,-0.6133,8.6562,0.00,0.00,0.00,1
0.260,-5.40,-0.31,-0.35,0.02,7.30,-0.0664,0.0000,-0.9961,-0.1534,-0.8438,7.7344,0.00,0.00,0.00,1
0.272,-5.40,-0.31,-0.35,0.16,7.30,0.0176,0.0000,0.4219,-0.1694,-0.8438,10.3086,0.00,0.00,0.00,1
0.290,-5.40,-0.31,-0.37,0.11,-2.38,0.0020,0.0000,0.0000,-0.0665,-0.8828,9.4219,0.00,0.00,0.00,1
0.302,-5.40,-0.31,-0.37,0.11,-0.04,0.0391,0.0000,-0.2305,-0.0747,-0.9180,9.0391,0.00,0.00,0.00,1
0.321,-5.40,-0.31,-0.37,0.14,1.42,-0.0176,0.0000,0.1133,-0.0661,-0.9180,9.3477,0.00,0.00,0.00,1
0.341,-5.40,-0.31,-0.37,0.08,-1.85,0.0430,0.0000,0.3047,0.0374,-0.9570,9.6523,0.00,0.00,0.00,1
0.352,-5.40,-0.31,-0.37,0.04,-1.85,-0.0352,0.0000,-0.1523,0.0419,-0.8047,9.1562,0.00,0.00,0.00,1
0.370,-5.40,-0.31,-0.38,0.06,0.91,-0.0020,0.0000,0.4219,0.0750,-0.8047,10.0039,0.00,0.00,0.00,1
0.399,-5.40,-0.31,-0.36,0.00,-0.28,0.0645,0.0000,-0.5742,-0.0132,-0.5352,8.5000,0.00,0.00,0.00,1
0.403,-5.40,-0.31,-0.36,0.00,-0.28,0.0645,0.0000,-0.5742,-0.0132,-0.5352,8.5000,0.00,0.00,0.00,1
0.423,-5.40,-0.31,-0.37,0.08,0.19,-0.0039,0.0000,-0.4219,-0.0833,-0.8828,8.5000,0.00,0.00,0.00,1
0.442,-5.40,-0.31,-0.36,0.19,2.80,-0.0391,0.0000,0.6523,-0.0934,-0.8828,10.4531,0.00,0.00,0.00,1
0.461,-5.40,-0.31,-0.38,0.11,-3.61,-0.0137,0.0000,0.4961,0.0941,-0.7656,10.1523,0.00,0.00,0.00,1
0.473,-5.40,-0.31,-0.38,0.05,-2.84,-0.0234,0.0000,0.4961,0.1831,-1.3008,9.6523,0.00,0.00,0.00,1
0.492,-5.40,-0.31,-0.37,-0.07,-2.98,-0.0254,0.0000,-0.4609,0.1953,-0.6914,8.6172,0.00,0.00,0.00,1
0.511,-5.40,-0.31,-0.38,-0.02,-0.50,-0.0156,0.0000,0.0781,0.0909,-0.8828,9.7656,0.00,0.00,0.00,1
0.522,-5.40,-0.31,-0.38,-0.02,-0.50,0.0000,0.0000,-0.6914,0.0274,-0.8047,8.1211,0.00,0.00,0.00,1
0.540,-5.40,-0.31,-0.41,0.07,4.83,-0.0117,0.0000,0.1914,-0.0409,-0.6914,9.8477,0.00,0.00,0.00,1
0.572,-5.31,-0.46,-0.41,0.06,0.43,-0.0312,0.0000,0.3437,0.0491,-1.1094,9.7266,0.00,0.00,0.00,1
0.573,-5.31,-0.46,-0.41,0.06,0.43,-0.0312,0.0000,0.3437,0.0491,-1.1094,9.7266,0.00,0.00,0.00,1
0.591,-5.31,-0.46,-0.42,0.01,-0.04,0.0020,0.0000,0.0000,0.0566,-0.8438,9.1953,0.00,0.00,0.00,1
0.613,-5.31,-0.46,-0.42,-0.03,-2.27,0.0527,0.0000,-1.0352,0.0544,-1.0352,7.8164,0.00,0.00,0.00,1
0.632,-5.31,-0.46,-0.42,0.26,7.50,0.0078,0.0000,0.0781,-0.1656,-0.6914,9.7695,0.00,0.00,0.00,1
0.650,-5.31,-0.46,-0.43,0.25,-0.50,0.0195,0.0000,-0.1523,-0.1319,-0.8828,9.5820,0.00,0.00,0.00,1
0.662,-5.31,-0.46,-0.43,0.26,0.87,0.0527,0.0000,0.5352,-0.0800,-0.9961,9.8867,0.00,0.00,0.00,1
0.680,-5.31,-0.46,-0.41,0.19,-3.14,-0.0254,0.0000,0.0391,0.0183,-0.8828,9.2656,0.00,0.00,0.00,1
0.692,-5.31,-0.46,-0.41,0.18,-0.28,-0.0195,0.0000,0.3828,0.0490,-0.6914,9.9258,0.00,0.00,0.00,1
0.712,-5.30,-0.45,-0.41,0.14,-2.25,0.0684,0.0000,-0.8828,-0.1173,-1.0742,7.9687,0.00,0.00,0.00,1
0.731,-5.30,-0.45,-0.42,0.24,-0.70,0.0078,0.0000,0.1133,-0.1140,-0.6133,9.8867,0.00,0.00,0.00,1
0.743,-5.30,-0.45,-0.42,0.24,-0.70,0.0078,0.0000,-0.4219,-0.1613,-0.9961,8.8437,0.00,0.00,0.00,1
0.761,-5.30,-0.45,-0.42,0.29,2.69,0.0469,0.0000,-0.1523,-0.1938,-0.7266,9.1602,0.00,0.00,0.00,1
0.783,-5.30,-0.45,-0.42,0.30,0.91,0.0312,0.0000,0.3047,-0.0835,-0.8438,9.5391,0.00,0.00,0.00,1
0.802,-5.30,-0.45,-0.41,0.21,-1.87,-0.0449,0.0000,0.0391,0.0054,-0.9570,9.3867,0.00,0.00,0.00,1
0.819,-5.30,-0.45,-0.41,0.20,-0.28,0.0156,0.0000,0.3437,0.0617,-0.6914,9.8828,0.00,0.00,0.00,1
0.832,-5.30,-0.45,-0.41,0.16,-2.03,-0.0332,0.0000,0.4219,0.1113,-1.3008,9.7656,0.00,0.00,0.00,1
0.851,-5.30,-0.45,-0.39,0.20,5.00,-0.0254,0.0000,-0.7266,-0.0370,-0.5742,8.2344,0.00,0.00,0.00,1
0.862,-5.30,-0.45,-0.39,0.30,5.00,0.0137,0.0000,-0.0391,-0.0879,-0.9180,9.6094,0.00,0.00,0.00,1
0.882,-5.30,-0.45,-0.41,0.30,0.19,-0.0195,0.0000,-0.5742,-0.1563,-0.9961,8.2734,0.00,0.00,0.00,1
0.900,-5.30,-0.45,-0.43,0.37,3.93,-0.0273,0.0000,0.6133,-0.0924,-0.8438,10.2305,0.00,0.00,0.00,1
0.922,-5.30,-0.45,-0.43,0.29,-3.47,0.0312,0.0000,0.3047,0.0368,-1.0742,9.6094,0.00,0.00,0.00,1
0.931,-5.30,-0.45,-0.43,0.25,-1.86,0.0137,0.0000,0.3047,0.0780,-1.0742,9.6094,0.00,0.00,0.00,1
0.960,-5.30,-0.45,-0.45,0.21,0.20,-0.0098,0.0000,0.3437,0.1088,-0.8828,9.7656,0.00,0.00,0.00,1
0.973,-5.30,-0.45,-0.45,0.16,-2.06,-0.0488,0.0000,-0.4219,0.0837,-0.8438,8.5000,0.00,0.00,0.00,1
0.990,-5.30,-0.45,-0.48,0.22,2.80,0.0039,0.0000,0.2695,0.0465,-0.7656,9.8828,0.00,0.00,0.00,1
1.002,-5.30,-0.45,-0.48,0.18,-1.60,0.0137,0.0000,-0.3437,0.0317,-1.0742,9.0391,0.00,0.00,0.00,1
1.022,-5.30,-0.45,-0.49,0.22,2.14,-0.0039,0.0000,-0.3437,-0.0748,-0.7656,8.7344,0.00,0.00,0.00,1
1.033,-5.30,-0.45,-0.49,0.26,2.21,0.0039,0.0000,0.0391,-0.1037,-1.0352,9.6094,0.00,0.00,0.00,1
1.052,-5.30,-0.45,-0.50,0.24,-0.27,0.0273,0.0000,0.3828,-0.0357,-0.8438,9.6914,0.00,0.00,0.00,1
1.070,-5.30,-0.45,-0.52,0.19,-2.30,-0.0508,0.0000,0.1523,0.0476,-0.9570,9.2305,0.00,0.00,0.00,1
1.083,-5.30,-0.45,-0.52,0.16,-0.99,-0.0371,0.0000,0.3437,0.0790,-0.8438,9.9219,0.00,0.00,0.00,1
1.101,-5.30,-0.45,-0.54,0.12,-2.03,0.0332,0.0000,-0.1133,0.0839,-1.3008,9.3437,0.00,0.00,0.00,1
1.131,-5.35,-0.61,-0.56,0.23,5.15,-0.0039,0.0000,0.0391,-0.0820,-1.0742,9.5000,0.00,0.00,0.00,1
1.142,-5.35,-0.61,-0.56,0.22,-0.28,0.0156,0.0000,-0.0391,-0.0697,-0.8438,9.0430,0.00,0.00,0.00,1
1.151,-5.35,-0.61,-0.57,0.22,0.21,-0.0410,0.0000,-0.0391,-0.0650,-0.8438,9.0430,0.00,0.00,0.00,1
1.173,-5.35,-0.61,-0.60,0.16,-2.94,-0.0430,0.0000,0.2695,0.1082,-0.8047,10.0352,0.00,0.00,0.00,1
1.192,-5.35,-0.61,-0.60,0.09,-1.58,-0.0312,0.0000,0.6914,0.1877,-1.3008,10.0039,0.00,0.00,0.00,1
1.203,-5.35,-0.61,-0.61,0.01,-3.99,0.0078,0.0000,-0.6914,0.1885,-0.5352,8.4258,0.00,0.00,0.00,1
1.222,-5.35,-0.61,-0.61,0.19,4.65,-0.0156,0.0000,0.0391,-0.0026,-0.9180,9.5820,0.00,0.00,0.00,1
1.241,-5.35,-0.61,-0.63,0.28,5.34,-0.0527,0.0000,-0.7656,-0.1665,-0.8047,8.1211,0.00,0.00,0.00,1
1.253,-5.35,-0.61,-0.63,0.39,5.34,0.0156,0.0000,0.4609,-0.1604,-0.8438,10.1484,0.00,0.00,0.00,1
1.271,-5.35,-0.61,-0.66,0.33,-2.64,-0.0293,0.0000,-0.1133,-0.0724,-0.8828,9.4648,0.00,0.00,0.00,1
1.291,-5.35,-0.61,-0.66,0.27,-2.75,-0.0117,0.0000,0.4609,0.0431,-1.2266,9.7305,0.00,0.00,0.00,1
1.313,-5.35,-0.61,-0.67,0.26,-0.29,-0.0176,0.0000,0.3047,0.0630,-0.8828,9.9258,0.00,0.00,0.00,1
1.321,-5.35,-0.61,-0.66,0.22,-1.80,0.0410,0.0000,0.3047,0.1001,-0.8828,9.9258,0.00,0.00,0.00,1
1.350,-5.35,-0.61,-0.69,0.30,6.34,0.0195,0.0000,0.1914,-0.0592,-0.7266,9.9609,0.00,0.00,0.00,1
1.363,-5.35,-0.61,-0.69,0.27,-1.14,0.0176,0.0000,-0.1523,-0.0482,-0.9570,9.3867,0.00,0.00,0.00,1
1.380,-5.35,-0.61,-0.70,0.28,0.89,0.0000,0.0000,-0.1914,-0.0837,-0.8047,8.9648,0.00,0.00,0.00,1
1.399,-5.35,-0.61,-0.71,0.30,1.18,-0.0039,0.0000,0.0391,-0.0789,-0.9961,9.3477,0.00,0.00,0.00,1
1.411,-5.35,-0.61,-0.71,0.23,-3.12,0.0391,0.0000,0.5352,0.0570,-0.8438,9.9648,0.00,0.00,0.00,1
1.423,-5.35,-0.61,-0.71,0.17,-3.12,-0.0508,0.0000,-0.2305,0.0692,-0.8828,8.7734,0.00,0.00,0.00,1
1.441,-5.35,-0.61,-0.74,0.19,1.46,0.0098,0.0000,0.2695,0.0610,-0.6914,9.9609,0.00,0.00,0.00,1
1.459,-5.35,-0.61,-0.73,0.16,-1.59,0.0352,0.0000,-0.4961,0.0026,-1.1094,8.6562,0.00,0.00,0.00,1
1.482,-5.35,-0.61,-0.74,0.22,3.24,0.0117,0.0000,0.0781,-0.1055,-1.1094,9.7266,0.00,0.00,0.00,1
1.491,-5.35,-0.61,-0.75,0.20,-0.50,-0.0176,0.0000,0.0781,-0.0773,-1.1094,9.7266,0.00,0.00,0.00,1
1.520,-5.35,-0.61,-0.77,0.14,-2.52,-0.0332,0.0000,0.1523,0.0597,-0.9961,9.3867,0.00,0.00,0.00,1
1.544,-5.35,-0.61,-0.79,0.07,-2.03,0.0430,0.0000,-0.1914,0.1076,-1.2266,9.3828,0.00,0.00,0.00,1
1.544,-5.35,-0.61,-0.79,0.07,-2.03,0.0430,0.0000,-0.1914,0.1076,-1.2266,9.3828,0.00,0.00,0.00,1
1.571,-5.35,-0.61,-0.79,0.09,1.13,-0.0430,0.0000,-0.6914,-0.0540,-0.4219,8.3945,0.00,0.00,0.00,1
1.581,-5.35,-0.61,-0.81,0.09,1.13,-0.0430,0.0000,-0.0391,-0.0517,-1.0352,9.3867,0.00,0.00,0.00,1
1.593,-5.35,-0.61,-0.81,0.09,0.20,-0.0059,0.0000,0.0391,-0.0426,-0.7656,9.2695,0.00,0.00,0.00,1
1.612,-5.35,-0.61,-0.82,0.08,-0.28,-0.0117,0.0000,0.5352,0.0202,-0.9570,9.9648,0.00,0.00,0.00,1
1.632,-5.34,-0.89,-0.85,0.02,-3.12,-0.0391,0.0000,0.4609,0.1793,-0.6914,10.2695,0.00,0.00,0.00,1
1.644,-5.34,-0.89,-0.85,-0.04,-2.61,-0.0410,0.0000,0.4609,0.2226,-1.2656,9.7266,0.00,0.00,0.00,1
1.661,-5.34,-0.89,-0.85,-0.09,-2.75,0.0332,0.0000,-0.5742,0.1312,-0.4961,8.3164,0.00,0.00,0.00,1
1.682,-5.34,-0.89,-0.87,-0.01,3.91,0.0000,0.0000,-0.4961,-0.0379,-0.8828,8.6211,0.00,0.00,0.00,1
1.702,-5.34,-0.89,-0.87,0.12,3.25,-0.0176,0.0000,0.4961,-0.0885,-0.8438,10.0312,0.00,0.00,0.00,1
1.712,-5.34,-0.89,-0.89,0.06,-2.87,-0.0254,0.0000,0.4961,0.0013,-0.8438,10.0312,0.00,0.00,0.00,1
1.733,-5.34,-0.89,-0.88,0.01,-2.48,-0.0488,0.0000,0.6133,0.1600,-1.4922,9.9609,0.00,0.00,0.00,1
1.753,-5.34,-0.89,-0.89,-0.13,-3.56,-0.0293,0.0000,-0.4219,0.2057,-0.6914,8.7383,0.00,0.00,0.00,1
1.763,-5.34,-0.89,-0.89,-0.08,2.72,0.0078,0.0000,0.1133,0.1097,-0.9180,9.5039,0.00,0.00,0.00,1
1.782,-5.34,-0.89,-0.89,-0.10,-0.72,0.0332,0.0000,-0.8438,0.0341,-0.8047,7.8945,0.00,0.00,0.00,1
1.801,-5.34,-0.89,-0.90,0.02,6.06,-0.0254,0.0000,0.3828,-0.0264,-0.9180,10.0039,0.00,0.00,0.00,1
1.819,-5.34,-0.89,-0.89,-0.02,-2.23,0.0449,0.0000,0.0391,0.0368,-0.9180,9.5039,0.00,0.00,0.00,1
1.831,-5.34,-0.89,-0.89,-0.10,-4.01,0.0684,0.0000,0.6914,0.1817,-1.3398,9.9609,0.00,0.00,0.00,1
1.851,-5.34,-0.89,-0.88,-0.18,-0.04,0.0176,0.0000,0.0000,0.1732,-0.8438,9.0820,0.00,0.00,0.00,1
1.881,-5.34,-0.89,-0.88,-0.23,-2.47,0.0391,0.0000,-1.0352,0.0473,-0.9570,7.8164,0.00,0.00,0.00,1
1.882,-5.34,-0.89,-0.88,-0.23,-2.47,0.0391,0.0000,-1.0352,0.0473,-0.9570,7.8164,0.00,0.00,0.00,1
1.902,-5.34,-0.89,-0.88,-0.07,7.50,-0.0039,0.0000,-0.8047,-0.1244,-0.9961,8.5781,0.00,0.00,0.00,1
1.922,-5.34,-0.89,-0.89,0.14,5.32,0.1016,0.0000,0.0000,-0.2530,-0.8047,9.3086,0.00,0.00,0.00,1
1.940,-5.34,-0.89,-0.89,0.14,-0.04,-0.0469,0.0000,0.4961,-0.1050,-0.9570,10.0742,0.00,0.00,0.00,1
1.963,-5.34,-0.89,-0.89,0.08,-2.86,0.0293,0.0000,1.0742,-0.0266,-0.8828,11.0352,0.00,0.00,0.00,1
1.971,-5.34,-0.89,-0.90,-0.03,-5.60,0.0332,0.0000,1.0742,0.1425,-0.8828,11.0352,0.00,0.00,0.00,1
1.991,-5.34,-0.89,-0.88,-0.08,3.27,-0.0234,0.0000,-0.4961,0.0592,-0.9180,8.5820,0.00,0.00,0.00,1
2.001,-5.34,-0.89,-0.88,-0.08,3.27,-0.0234,0.0000,-0.4219,-0.0147,-1.0742,8.5820,0.00,0.00,0.00,1
2.021,-5.34,-0.89,-0.86,-0.11,-4.35,0.0410,0.0000,0.8047,0.1179,-0.7266,10.6875,0.00,0.00,0.00,1
2.051,-5.32,-0.97,-0.93,-0.01,9.13,0.0195,0.0000,-0.3437,-0.1759,-0.2305,9.1172,0.00,0.00,0.00,1
2.052,-5.32,-0.97,-0.93,-0.01,9.13,0.0195,0.0000,-0.3437,-0.1759,-0.2305,9.1172,0.00,0.00,0.00,1
2.073,-5.32,-0.97,-0.93,-0.07,-5.13,-0.0859,0.0000,1.3008,0.1553,-0.4609,11.4570,0.00,0.00,0.00,1
2.092,-5.32,-0.97,-0.92,-0.32,-6.52,-0.0508,0.0000,-1.1875,0.2811,-1.1484,7.3516,0.00,0.00,0.00,1
2.112,-5.33,-0.95,-0.91,-0.13,9.13,0.0547,0.0000,-1.1484,-0.2109,-0.3828,8.1992,0.00,0.00,0.00,1
2.141,-5.32,-0.94,-0.88,0.03,7.93,0.1016,0.0000,0.3437,-0.1811,-0.5742,9.6875,0.00,0.00,0.00,1
2.141,-5.32,-0.94,-0.88,0.03,7.93,0.1016,0.0000,0.3437,-0.1811,-0.5742,9.6875,0.00,0.00,0.00,1
2.160,-5.32,-0.94,-0.88,-0.01,-2.07,-0.1094,0.0000,0.9180,0.0559,-1.3008,10.4570,0.00,0.00,0.00,1
2.172,-5.32,-0.94,-0.88,-0.11,-5.06,-0.0059,0.0000,-0.1133,0.1058,-0.4219,8.6562,0.00,0.00,0.00,1
2.191,-5.32,-0.94,-0.88,-0.24,-7.25,0.1172,0.0000,1.4922,0.3865,-1.1875,11.7969,0.00,0.00,0.00,1
2.212,-5.32,-0.94,-0.83,-0.14,11.45,0.0547,0.0000,-1.4570,0.0473,-0.3828,7.1680,0.00,0.00,0.00,1
2.222,-5.32,-0.94,-0.86,0.09,11.45,-0.1699,0.0000,-1.4570,-0.1837,-0.3828,7.1680,0.00,0.00,0.00,1
2.251,-5.33,-0.89,-0.84,0.34,1.76,0.1387,0.0000,-1.1875,-0.4885,-0.9961,7.3906,0.00,0.00,0.00,1
2.263,-5.33,-0.89,-0.87,0.52,9.09,-0.0645,0.0000,1.3008,-0.4441,-0.8047,11.3750,0.00,0.00,0.00,1
2.281,-5.33,-0.89,-0.92,0.38,-6.56,-0.0215,0.0000,-0.2305,-0.1845,-1.3398,8.7344,0.00,0.00,0.00,1
2.299,-5.33,-0.89,-0.87,0.40,1.47,0.1445,0.0000,-0.9570,-0.3091,-0.6914,7.7383,0.00,0.00,0.00,1
2.312,-5.33,-0.89,-0.87,0.53,7.01,0.0391,0.0000,1.9141,-0.1789,-0.9180,11.3789,0.00,0.00,0.00,1
2.324,-5.33,-0.89,-0.90,0.33,-9.59,-0.1309,0.0000,-0.2695,0.1096,-0.9180,8.5039,0.00,0.00,0.00,1
2.343,-5.33,-0.89,-0.98,0.39,1.77,0.1699,0.0000,0.3828,0.0542,-0.8047,9.5391,0.00,0.00,0.00,1
2.360,-5.33,-0.89,-0.89,0.33,-2.34,-0.0020,0.0000,1.1094,0.2590,-0.7656,10.6484,0.00,0.00,0.00,1
2.383,-5.33,-0.89,-0.94,0.20,-5.99,-0.0723,0.0000,1.4180,0.3683,-0.9961,10.3867,0.00,0.00,0.00,1
2.392,-5.33,-0.89,-0.95,0.04,-7.82,0.1211,0.0000,1.4180,0.5295,-0.9961,10.3867,0.00,0.00,0.00,1
2.411,-5.33,-0.89,-0.88,-0.26,-7.45,0.1719,0.0000,1.3398,0.7642,-0.8828,10.3047,0.00,0.00,0.00,1
2.441,-5.33,-0.89,-0.91,-0.36,-9.56,0.0039,0.0000,1.9141,0.7231,-1.0742,11.4141,0.00,0.00,0.00,1
2.443,-5.33,-0.89,-0.91,-0.36,-9.56,0.0039,0.0000,1.9141,0.7231,-1.0742,11.4141,0.00,0.00,0.00,1
2.470,-5.33,-0.89,-0.84,-0.60,-3.79,0.1465,0.0000,-0.0781,0.6496,-0.8438,7.6562,0.00,0.00,0.00,1
2.483,-5.33,-0.89,-0.84,-0.58,0.54,-0.0488,0.0000,2.2969,0.7278,-0.7656,11.1875,0.00,0.00,0.00,1
2.499,-5.33,-0.89,-0.93,-0.80,-11.64,-0.0742,0.0000,0.7266,0.9316,-1.0742,8.6172,0.00,0.00,0.00,1
2.513,-5.33,-0.89,-0.93,-0.88,-4.86,0.0703,0.0000,0.0000,0.8420,-0.4961,7.3906,0.00,0.00,0.00,1
2.531,-5.33,-0.89,-0.88,-1.03,-9.08,-0.0156,0.0000,1.7617,0.9448,-1.1484,11.0703,0.00,0.00,0.00,1
2.552,-5.33,-0.89,-0.96,-1.14,1.47,-0.1543,0.0000,-0.1914,0.7443,-0.9961,7.2383,0.00,0.00,0.00,1
2.562,-5.33,-0.89,-1.00,-1.14,1.47,-0.1543,0.0000,1.4180,0.8477,-0.6133,8.2383,0.00,0.00,0.00,1
2.582,-5.33,-0.89,-1.02,-1.51,-11.06,-0.0918,0.0000,1.9531,1.1606,-1.1484,10.0312,0.00,0.00,0.00,1
2.610,-5.33,-0.89,-1.12,-1.84,-8.74,-0.1836,0.0000,3.9453,1.6783,-0.9961,11.9180,0.00,0.00,0.00,1
2.613,-5.33,-0.89,-1.12,-1.84,-8.74,-0.1836,0.0000,3.9453,1.6783,-0.9961,11.9180,0.00,0.00,0.00,1
2.633,-5.33,-0.89,-1.10,-2.40,-13.62,-0.1035,0.0000,3.4492,2.0528,-1.1484,11.7969,0.00,0.00,0.00,1
2.660,-5.33,-0.89,-1.19,-2.95,-16.34,-0.0527,0.0000,0.4961,2.1489,-1.1094,6.3594,0.00,0.00,0.00,1
2.672,-5.33,-0.89,-1.24,-3.11,-11.02,-0.1230,0.0000,1.4922,2.0036,-0.4609,7.6953,0.00,0.00,0.00,1
2.682,-5.33,-0.89,-1.24,-3.27,-11.02,-0.0195,0.0000,3.3320,2.0722,-1.0352,9.1992,0.00,0.00,0.00,1
2.702,-5.33,-0.89,-1.36,-3.60,-19.95,-0.1133,0.0000,4.9023,2.6707,-1.2266,12.4883,0.02,0.00,0.00,1
2.721,-5.33,-0.89,-1.41,-4.18,-15.00,0.0391,0.0000,2.2227,2.7106,-1.4922,8.3164,0.02,0.00,0.00,1
2.732,-5.33,-0.89,-1.41,-4.40,-15.00,0.0176,0.0000,1.6836,2.5925,0.2305,7.1289,0.02,0.00,0.00,1
2.752,-5.18,-1.53,-1.48,-4.58,-13.33,-0.1758,0.0000,4.9023,2.9950,-1.3789,10.4531,0.02,0.00,0.17,1
2.780,-5.18,-1.53,-1.61,-5.32,-21.43,-0.0469,0.0000,1.9141,3.2224,-1.4570,7.3125,0.02,0.17,0.17,1
2.783,-5.18,-1.53,-1.61,-5.32,-21.43,-0.0469,0.0000,1.9141,3.2224,-1.4570,7.3125,0.02,0.17,0.17,1
2.803,-5.18,-1.53,-1.66,-5.51,-20.20,-0.0762,-0.0305,2.0312,3.1773,-1.2266,8.6992,0.02,0.17,17.35,1
2.822,-5.18,-1.53,-1.68,-5.51,-13.18,0.0293,0.0040,4.2539,3.0301,-1.0742,10.6914,0.02,16.57,17.35,1
2.842,-5.18,-1.53,-1.68,-5.51,-21.74,0.0039,0.0040,2.9492,3.1768,-0.6523,10.2656,0.02,16.57,17.35,1
2.859,-5.18,-1.53,-1.63,-5.51,-16.07,0.0254,0.0125,3.0273,3.1242,-0.9570,10.0000,0.02,16.57,19.70,1
2.872,-5.18,-1.53,-1.63,-5.51,-16.88,-0.0801,-0.0245,2.9883,3.1062,-0.7266,9.1172,0.02,19.60,19.70,1
2.892,-5.10,-1.68,-1.63,-5.51,-18.19,0.0352,-0.0006,2.0703,2.8629,0.0781,8.2383,0.02,19.60,19.70,1
2.902,-5.10,-1.68,-1.63,-5.43,-14.15,-0.1680,-0.0676,1.9141,2.7286,-2.0703,8.9258,0.07,19.60,21.66,1
2.920,-5.10,-1.68,-1.71,-5.43,-12.14,0.1113,0.0040,1.1875,2.3860,0.0391,7.4297,0.07,21.72,21.66,1
2.943,-5.10,-1.68,-1.72,-5.48,-15.96,-0.0137,0.0203,1.7227,2.3937,-0.3828,8.6953,0.07,21.72,21.66,1
2.953,-5.10,-1.68,-1.66,-5.55,-11.25,0.2598,0.1161,1.7227,2.2906,-0.3828,8.6953,0.07,23.52,24.25,1
2.972,-5.10,-1.68,-1.65,-5.59,-24.25,0.1426,0.0656,5.1328,2.8517,-1.4180,11.4141,0.07,23.52,24.25,1
2.993,-5.10,-1.68,-1.69,-5.52,-14.68,-0.2520,-0.0615,5.4023,2.7815,-2.8359,11.6797,0.07,26.30,24.91,1
3.004,-5.10,-1.68,-1.74,-5.52,-24.86,0.0957,0.0014,5.4023,3.1841,-2.8359,11.6797,0.07,26.30,28.62,1
3.032,-5.00,-1.86,-1.81,-5.48,-17.40,-0.0039,-0.0395,3.9844,3.3758,-2.6797,12.0273,0.07,26.30,28.62,1
3.042,-5.00,-1.86,-1.81,-5.39,-18.37,-0.1348,-0.0776,2.4141,3.3437,-0.8438,7.3516,0.07,27.98,28.62,1
3.061,-5.00,-1.86,-1.82,-5.39,-18.22,0.0742,-0.0169,2.0703,3.0272,0.4219,8.3906,0.07,27.98,30.17,1
3.072,-5.00,-1.86,-1.82,-5.32,-13.90,-0.1309,-0.0625,5.0937,3.1221,-1.0352,10.6914,0.07,29.78,30.17,1
3.092,-4.98,-1.95,-1.91,-5.32,-25.52,0.0410,-0.0211,3.3320,3.4044,0.5742,10.4922,0.07,29.78,32.69,1
3.111,-4.98,-1.95,-2.01,-5.26,-8.58,-0.2656,-0.1059,1.0352,2.8755,-1.1875,6.8906,0.19,32.45,33.65,1
3.123,-4.98,-1.95,-2.05,-5.26,-8.58,-0.2656,-0.1059,6.1289,3.3753,-0.8047,12.8281,0.19,33.40,33.65,1
3.140,-4.98,-1.95,-2.05,-5.19,-25.58,0.0078,-0.0604,1.3398,3.4206,-0.4219,6.8945,0.19,33.40,36.14,1
3.163,-4.98,-1.95,-2.07,-5.19,-13.00,0.0391,-0.0038,4.0234,2.8791,-0.3828,12.2578,0.19,36.10,36.14,1
3.183,-4.98,-1.95,-2.04,-5.19,-18.21,-0.2227,-0.0632,5.1328,3.2924,-2.1445,11.9844,0.19,36.78,38.00,1
