t_s,roll_deg,pitch_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
1.041,-3.65,-0.04,0.4219,0.2242,-0.9180,9.6133,0.06,0.00,0.00,1
1.063,-3.64,-0.04,-0.1133,0.0068,-0.6133,9.2305,0.06,0.00,0.00,1
1.074,-3.64,-0.04,-0.1133,-0.0116,-0.6133,9.2305,0.06,0.00,0.00,1
1.094,-3.64,-0.04,0.3047,-0.1377,-0.4609,9.9258,0.06,0.00,0.00,1
1.113,-3.64,-0.04,0.0391,-0.0335,-0.7266,9.4648,0.06,0.00,0.00,1
1.132,-3.64,-0.04,0.0000,-0.0174,-0.6914,9.1992,0.06,0.00,0.00,1
1.142,-3.64,-0.04,0.1133,-0.0057,-0.5352,9.7305,0.06,0.00,0.00,1
1.162,-3.60,-0.05,0.6133,0.1455,-0.5352,10.0742,0.06,0.00,0.00,1
1.182,-3.60,-0.05,-0.4961,0.0327,-0.5742,8.5000,0.06,0.00,0.00,1
1.193,-3.58,-0.09,0.1914,0.0678,-0.5352,10.0703,0.06,0.00,0.00,1
1.212,-3.58,-0.09,-0.3047,0.0002,-0.7266,9.1562,0.04,0.00,0.00,1
1.234,-3.58,-0.09,-0.1523,-0.1703,-0.5742,9.1992,0.04,0.00,0.00,1
1.244,-3.58,-0.09,-0.1523,-0.1676,-0.5742,9.1992,0.04,0.00,0.00,1
1.264,-3.58,-0.09,0.6133,-0.0311,-0.3828,9.8867,0.04,0.00,0.00,1
1.282,-3.58,-0.09,0.6133,0.1516,-0.7656,10.4180,0.04,0.00,0.00,1
1.301,-3.58,-0.09,0.4219,0.2667,-0.7656,9.7656,0.04,0.00,0.00,1
1.313,-3.58,-0.09,-0.3828,0.2261,-0.4961,8.6602,0.04,0.00,0.00,1
1.332,-3.53,-0.07,-0.1523,0.0695,-0.4961,9.2305,0.04,0.00,0.00,1
1.351,-3.53,-0.07,-0.7266,-0.1332,-0.7266,8.3945,0.04,0.00,0.00,1
1.363,-3.53,-0.07,0.0000,-0.1662,-0.4219,9.6875,0.04,0.00,0.00,1
1.382,-3.53,-0.07,-0.0781,-0.1268,-0.6523,9.3047,0.04,0.00,0.00,1
1.412,-3.49,-0.06,0.2695,0.0114,-0.6133,9.5820,0.04,0.00,0.00,1
1.414,-3.49,-0.06,0.2695,0.0114,-0.6133,9.5820,0.04,0.00,0.00,1
1.434,-3.49,-0.06,-0.5742,0.1329,-0.6914,8.3945,0.04,0.00,0.00,1
1.452,-3.49,-0.06,0.0391,-0.0186,-0.5352,9.6914,0.04,0.00,0.00,1
1.472,-3.46,-0.04,-0.4609,-0.1096,-0.6914,8.8828,0.04,0.00,0.00,1
1.484,-3.46,-0.04,-0.6523,-0.2027,-0.4961,8.5430,0.04,0.00,0.00,1
1.503,-3.46,-0.04,-0.0391,-0.2811,-0.4961,9.3867,0.04,0.00,0.00,1
1.521,-3.46,-0.04,0.3047,-0.1225,-0.7656,9.7305,0.04,0.00,0.00,1
1.533,-3.46,-0.04,0.2305,-0.0628,-0.2695,9.5391,0.04,0.00,0.00,1
1.552,-3.46,-0.04,0.5742,0.1132,-0.6523,10.1523,0.04,0.00,0.00,1
1.582,-3.41,-0.02,-0.4219,0.0636,-0.3047,8.6211,0.04,0.00,0.00,1
1.584,-3.41,-0.02,-0.4219,0.0636,-0.3047,8.6211,0.04,0.00,0.00,1
1.601,-3.41,-0.02,-0.5352,-0.0991,-0.5352,8.8477,0.04,0.00,0.00,1
1.624,-3.40,-0.03,0.5742,-0.1220,-0.4219,9.9219,0.02,0.00,0.00,1
1.642,-3.40,-0.03,0.7266,0.0876,-0.4609,10.5312,0.02,0.00,0.00,1
1.654,-3.40,-0.03,0.4961,0.2106,-0.8828,9.8867,0.02,0.00,0.00,1
1.672,-3.40,-0.03,-0.3828,0.2213,-0.2695,8.6953,0.02,0.00,0.00,1
1.691,-3.40,-0.03,-0.0781,0.0828,-0.4961,9.3477,0.02,0.00,0.00,1
1.703,-3.40,-0.03,-0.7656,0.0030,-0.6914,8.3125,0.02,0.00,0.00,1
1.722,-3.37,-0.03,0.2305,-0.0386,-0.3047,9.8477,0.02,0.00,0.00,1
1.741,-3.37,-0.03,0.2305,0.0377,-0.4609,9.8437,0.02,0.00,0.00,1
1.754,-3.37,-0.01,0.7266,0.1902,-0.7266,9.8477,0.02,0.00,0.00,1
1.772,-3.37,-0.01,0.1523,0.2460,-0.4219,9.3828,0.02,0.00,0.00,1
1.794,-3.37,-0.01,-0.9180,0.1523,-0.8828,7.9297,0.02,0.00,0.00,1
1.812,-3.37,-0.01,-0.0391,-0.0809,-0.3828,9.5039,0.06,0.00,0.00,1
1.823,-3.37,-0.01,-0.1914,-0.0839,-0.4609,9.3086,0.06,0.00,0.00,1
1.842,-3.37,-0.01,0.3828,-0.0684,-0.6914,9.8086,0.06,0.00,0.00,1
1.862,-3.35,0.01,0.3437,0.0768,-0.3437,9.6484,0.06,0.00,0.00,1
1.873,-3.35,0.01,0.5352,0.1331,-0.3828,10.1094,0.06,0.00,0.00,1
1.892,-3.36,0.03,-0.8438,-0.0350,-0.6133,8.1602,0.06,0.00,0.00,1
1.911,-3.36,0.03,0.1133,-0.0989,-0.5352,9.6914,0.06,0.00,0.00,1
1.924,-3.36,0.03,-0.5742,-0.1213,-0.5352,8.8164,0.06,0.00,0.00,1
1.941,-3.36,0.03,-0.0781,-0.1659,-0.4961,9.0430,0.06,0.00,0.00,1
1.964,-3.36,0.03,0.6914,-0.0037,-0.4219,10.1914,0.06,0.00,0.00,1
1.982,-3.36,0.03,-0.3047,0.1138,-0.5352,8.5781,0.06,0.00,0.00,1
2.002,-3.36,0.04,0.2305,0.0896,-0.4609,10.1133,0.06,0.00,0.00,1
2.012,-3.36,0.04,-0.4609,0.0559,-0.6523,8.9648,0.07,0.00,0.00,1
2.032,-3.36,0.04,-0.6133,-0.1540,-0.3828,8.4219,0.07,0.00,0.00,1
2.043,-3.36,0.04,-0.1914,-0.2219,-0.6914,9.0039,0.07,0.00,0.00,1
2.062,-3.36,0.04,0.5352,-0.1551,-0.5742,10.0352,0.07,0.00,0.00,1
2.081,-3.36,0.04,0.0781,-0.0209,-0.4219,9.2695,0.07,0.00,0.00,1
2.094,-3.36,0.04,0.6133,0.0371,-0.6133,10.2305,0.07,0.00,0.00,1
2.111,-3.36,0.04,0.0781,0.1151,-0.6523,9.4219,0.07,0.00,0.00,1
2.134,-3.36,0.04,-0.2305,-0.1099,-0.4609,9.3828,0.07,0.00,0.00,1
2.145,-3.36,0.04,-0.2305,-0.1284,-0.4609,9.3828,0.07,0.00,0.00,1
2.162,-3.36,0.04,-0.0391,-0.1150,-0.7266,9.0820,0.07,0.00,0.00,1
2.183,-3.37,0.04,0.6133,0.1349,-0.5352,10.4141,0.07,0.00,0.00,1
2.203,-3.37,0.04,0.4609,0.2584,-0.6914,9.6875,0.07,0.00,0.00,1
2.214,-3.37,0.04,-0.4961,0.2267,-0.5352,8.6211,0.07,0.00,0.00,1
2.233,-3.37,0.04,-0.1523,0.0492,-0.4609,9.2305,0.07,0.00,0.00,1
2.251,-3.37,0.04,-0.6914,-0.1388,-0.8047,8.3516,0.07,0.00,0.00,1
2.264,-3.37,0.04,0.3437,-0.1409,-0.3047,9.9609,0.07,0.00,0.00,1
2.281,-3.37,0.04,0.1523,-0.0180,-0.4609,9.8867,0.07,0.00,0.00,1
2.301,-3.37,0.04,0.4219,0.0899,-0.6133,9.6875,0.07,0.00,0.00,1
2.324,-3.41,0.01,0.4219,0.1361,-0.3437,10.0000,0.07,0.00,0.00,1
2.332,-3.41,0.01,0.4219,0.1800,-0.3437,10.0000,0.07,0.00,0.00,1
2.354,-3.41,0.01,0.0000,-0.0441,-0.5352,9.7656,0.07,0.00,0.00,1
2.373,-3.41,0.01,-0.4219,-0.0654,-0.4609,9.0391,0.07,0.00,0.00,1
2.392,-3.43,-0.01,-0.1133,-0.1186,-0.5742,8.9609,0.07,0.00,0.00,1
2.402,-3.43,-0.01,0.1523,-0.0965,-0.6914,9.4609,0.07,0.00,0.00,1
2.421,-3.43,-0.01,0.8438,0.1413,-0.3828,10.4141,0.06,0.00,0.00,1
2.434,-3.43,-0.01,-0.4961,0.1420,-0.6133,8.5039,0.06,0.00,0.00,1
2.453,-3.45,-0.04,0.1133,0.0593,-0.6523,9.8867,0.06,0.00,0.00,1
2.472,-3.45,-0.04,-0.4609,-0.0493,-0.6133,8.9219,0.06,0.00,0.00,1
2.494,-3.45,-0.04,-0.0781,-0.1742,-0.7266,9.2305,0.06,0.00,0.00,1
2.502,-3.45,-0.04,-0.0781,-0.1594,-0.7266,9.2305,0.06,0.00,0.00,1
2.523,-3.45,-0.04,0.0000,-0.0006,-0.4609,9.1602,0.06,0.00,0.00,1
2.542,-3.45,-0.04,0.7266,0.0577,-0.7656,10.1523,0.06,0.00,0.00,1
2.554,-3.45,-0.04,-0.0781,0.1414,-0.6523,9.3047,0.06,0.00,0.00,1
2.572,-3.45,-0.04,-0.7656,0.0241,-0.4219,8.4219,0.06,0.00,0.00,1
2.592,-3.49,-0.06,-0.3047,-0.1431,-0.5352,9.3086,0.06,0.00,0.00,1
2.604,-3.49,-0.06,-0.0781,-0.1607,-0.8047,9.2695,0.06,0.00,0.00,1
2.622,-3.49,-0.06,0.4219,-0.0973,-0.2695,9.8437,0.06,0.00,0.00,1
2.642,-3.50,-0.09,0.6133,0.1220,-0.5352,10.3047,0.06,0.00,0.00,1
2.663,-3.50,-0.09,-0.4219,0.1988,-0.4219,8.6953,0.06,0.00,0.00,1
2.672,-3.50,-0.09,-0.4219,0.1034,-0.4219,8.6953,0.06,0.00,0.00,1
2.694,-3.50,-0.09,-0.8047,-0.0514,-0.9180,8.1992,0.06,0.00,0.00,1
2.713,-3.50,-0.09,0.2695,-0.1791,-0.3437,9.7656,0.06,0.00,0.00,1
2.733,-3.52,-0.12,0.3047,-0.0184,-0.5352,10.1875,0.06,0.00,0.00,1
2.743,-3.52,-0.12,0.2695,0.0503,-0.8828,9.3867,0.06,0.00,0.00,1
2.762,-3.52,-0.12,0.0391,0.0940,-0.5352,9.1602,0.06,0.00,0.00,1
2.782,-3.52,-0.11,0.3828,0.1514,-0.3828,10.0742,0.06,0.00,0.00,1
2.792,-3.52,-0.11,-0.8438,0.0888,-0.8438,8.1211,0.06,0.00,0.00,1
2.811,-3.52,-0.11,0.0781,-0.0251,-0.5742,9.5000,0.07,0.00,0.00,1
2.834,-3.52,-0.11,0.5352,-0.0241,-0.6133,10.0039,0.07,0.00,0.00,1
2.842,-3.52,-0.11,0.5352,0.0618,-0.6133,10.0039,0.07,0.00,0.00,1
2.861,-3.52,-0.11,0.2695,0.1372,-0.6914,9.5781,0.07,0.00,0.00,1
2.884,-3.53,-0.13,-0.9180,0.1544,-0.9570,7.7734,0.07,0.00,0.00,1
2.893,-3.53,-0.13,-0.9180,-0.0104,-0.9570,7.7734,0.07,0.00,0.00,1
2.923,-3.52,-0.12,-0.1523,-0.1103,-0.3828,9.3047,0.07,0.00,0.00,1
2.933,-3.52,-0.12,0.1914,-0.0892,-0.9180,9.3828,0.07,0.00,0.00,1
2.944,-3.52,-0.12,0.1914,-0.0271,-0.4961,9.5781,0.07,0.00,0.00,1
2.963,-3.52,-0.12,0.6523,0.0717,-0.4609,10.4141,0.07,0.00,0.00,1
2.982,-3.52,-0.12,-0.9180,-0.0779,-0.7656,7.9687,0.07,0.00,0.00,1
3.001,-3.52,-0.12,-0.0781,-0.1303,-0.5352,9.6484,0.07,0.00,0.00,1
3.012,-3.50,-0.10,-0.4609,-0.2034,-0.3828,8.9219,0.07,0.00,0.00,1
3.032,-3.50,-0.10,0.1133,-0.1641,-0.8828,9.1602,0.07,0.00,0.00,1
3.054,-3.50,-0.10,0.6914,0.0157,-0.4609,10.3086,0.07,0.00,0.00,1
3.064,-3.50,-0.10,0.6914,0.1195,-0.4609,10.3086,0.07,0.00,0.00,1
3.084,-3.50,-0.10,0.1133,-0.0134,-0.6133,9.6484,0.07,0.00,0.00,1
3.102,-3.50,-0.10,-0.4961,-0.0262,-0.7266,8.8867,0.07,0.00,0.00,1
3.114,-3.50,-0.10,-0.4219,-0.1242,-0.4961,8.8164,0.07,0.00,0.00,1
3.133,-3.50,-0.10,0.0781,-0.1687,-0.5742,9.4258,0.07,0.00,0.00,1
3.153,-3.46,-0.09,0.8438,0.0849,-0.3437,10.5312,0.07,0.00,0.00,1
3.171,-3.46,-0.09,-0.3828,0.0722,-0.4609,8.4219,0.07,0.00,0.00,1
3.183,-3.46,-0.09,0.1914,0.0482,-0.6523,9.9609,0.07,0.00,0.00,1
3.201,-3.46,-0.09,-0.4961,-0.0551,-0.6523,8.6602,0.07,0.00,0.00,1
3.224,-3.46,-0.09,0.1523,-0.1536,-0.6133,9.8047,0.00,0.00,0.00,1
3.233,-3.46,-0.09,0.1523,-0.1066,-0.6133,9.8047,0.00,0.00,0.00,1
3.254,-3.46,-0.09,0.1133,0.0724,-0.3828,9.1953,0.00,0.00,0.00,1
3.273,-3.46,-0.09,0.5742,0.1209,-0.9180,9.8828,0.00,0.00,0.00,1
3.292,-3.41,-0.14,-0.1133,0.1233,-0.6914,8.9609,0.00,0.00,0.00,1
3.303,-3.41,-0.14,-0.6523,0.0278,-0.3437,8.1953,0.00,0.00,0.00,1
3.322,-3.41,-0.14,0.2695,-0.0913,-0.6914,9.6875,0.00,0.00,0.00,1
3.341,-3.41,-0.14,0.4219,0.0654,-0.7266,9.3086,0.00,0.00,0.00,1
3.353,-3.41,-0.14,0.6914,0.1417,-0.4219,9.7656,0.00,0.00,0.00,1
3.372,-3.41,-0.14,1.1094,0.4216,-0.9961,10.2266,0.00,0.00,0.00,1
3.394,-3.41,-0.14,-0.9570,0.2880,-0.3047,7.8945,0.00,0.00,0.00,1
3.404,-3.41,-0.14,-0.9570,0.0967,-0.3047,7.8945,0.00,0.00,0.00,1
3.432,-3.31,-0.13,0.1133,-0.0145,-0.6133,9.2656,0.02,0.00,0.00,1
3.443,-3.31,-0.13,1.1484,0.0966,-0.3047,10.4141,0.02,0.00,0.00,1
3.454,-3.31,-0.13,1.1484,0.2581,-0.3047,10.4141,0.02,0.00,0.00,1
3.473,-3.31,-0.13,-0.0391,0.4587,-0.6133,8.9648,0.02,0.00,0.00,1
3.493,-3.31,-0.13,-0.6523,0.2685,-0.4219,7.9687,0.02,0.00,0.00,1
3.511,-3.31,-0.13,0.3437,0.1750,-0.6914,9.3437,0.02,0.00,0.00,1
3.523,-3.31,-0.13,1.0352,0.2562,-0.7656,10.1133,0.02,0.00,0.00,1
3.542,-3.31,-0.13,0.8438,0.4794,-0.4219,9.6523,0.02,0.00,0.00,1
3.561,-3.31,-0.13,0.5352,0.5145,-0.8438,9.6484,0.02,0.00,0.00,1
3.573,-3.15,-0.18,-0.9961,0.1801,-0.4609,8.0820,0.02,0.00,0.00,1
3.593,-3.15,-0.18,-0.8828,-0.1958,-0.5352,7.6289,0.02,0.00,0.00,1
3.613,-3.15,-0.18,-0.1523,0.0269,-0.9570,8.5820,0.06,0.00,0.00,1
3.624,-3.15,-0.18,-0.1523,-0.0006,-0.9570,8.5820,0.06,0.00,0.00,1
3.643,-3.15,-0.18,-0.3437,0.2831,-0.4219,8.8164,0.06,0.00,0.00,1
3.662,-3.15,-0.18,-0.4609,0.0959,-0.6133,8.6211,0.06,0.00,0.00,1
3.682,-3.15,-0.18,0.9961,0.2285,-0.2305,10.0703,0.06,0.00,0.00,1
3.692,-3.15,-0.18,-0.8047,0.2024,-1.1094,7.8555,0.06,0.00,0.00,1
3.712,-2.91,-0.16,1.2266,0.3086,0.1914,11.2969,0.06,0.00,0.00,1
3.731,-2.91,-0.16,1.0352,0.5792,-1.0352,9.9648,0.06,0.00,0.00,1
3.743,-2.91,-0.16,-1.1484,0.4745,-0.3047,7.8555,0.06,0.00,0.00,1
3.762,-2.91,-0.16,-0.4609,0.0734,-0.0781,8.2383,0.06,0.00,0.00,1
3.783,-2.91,-0.16,0.5742,0.3486,-0.3437,10.0703,0.06,0.00,0.00,1
3.794,-2.91,-0.16,0.5742,0.3833,-0.3437,10.0703,0.06,0.00,0.00,1
3.814,-2.91,-0.16,-1.2656,0.1294,-0.5352,7.5508,0.15,0.00,0.00,1
3.833,-2.91,-0.16,2.0312,-0.0025,-0.3437,12.1055,0.15,0.00,0.00,1
3.853,-2.66,-0.04,0.7266,0.4021,-0.7266,9.8477,0.15,0.00,0.00,1
3.863,-2.66,-0.04,0.3828,0.4464,-0.0781,9.8477,0.15,0.00,0.00,1
3.883,-2.66,-0.04,-1.6094,0.2690,0.0000,6.7812,0.15,0.00,0.00,1
3.902,-2.56,0.00,0.5352,0.1032,0.1523,10.7656,0.15,0.00,0.00,1
3.913,-2.56,0.00,0.3828,0.1574,-0.4609,9.5820,0.15,0.00,0.00,1
3.932,-2.56,0.00,0.5742,0.2766,-0.0781,10.9570,0.15,0.00,0.00,1
3.954,-2.56,0.00,-1.0352,-0.0394,-0.1523,8.6602,0.15,0.00,0.00,1
3.964,-2.56,0.00,-1.0352,-0.1923,-0.1523,8.6602,0.15,0.00,0.00,1
3.982,-2.56,0.00,-0.8828,-0.3977,-0.2695,8.6953,0.15,0.00,0.00,1
4.003,-2.43,0.11,0.3047,-0.5414,0.0000,10.6523,0.15,0.00,0.00,1
4.015,-2.43,0.11,0.3047,-0.4115,0.0000,10.6523,0.28,0.00,0.00,1
4.033,-2.43,0.11,0.3047,-0.4552,0.2695,10.6523,0.28,0.00,0.00,1
4.053,-2.43,0.11,-0.0391,-0.2672,-1.0352,9.2305,0.28,0.00,0.00,1
4.072,-2.43,0.11,-1.1484,-0.4349,0.0000,8.2734,0.28,0.00,0.00,1
4.083,-2.43,0.11,-0.1914,-0.4680,-0.2305,9.9648,0.28,0.00,0.00,1
4.101,-2.43,0.11,-1.7617,-0.7212,-0.6523,7.2070,0.28,0.00,0.00,1
4.121,-2.43,0.11,0.4609,-0.5244,-0.3828,10.4922,0.28,0.00,0.00,1
4.134,-2.28,0.22,-0.0391,-0.4170,-0.4219,9.4609,0.28,0.00,0.00,1
4.152,-2.28,0.22,-1.0742,-0.5172,-0.5742,8.3125,0.28,0.00,0.00,1
4.174,-2.28,0.22,-0.9180,-0.5149,-0.8438,8.0820,0.28,0.00,0.00,1
4.185,-2.28,0.22,-0.9180,-0.5768,-0.8438,8.0820,0.28,0.00,0.00,1
4.203,-2.28,0.22,-0.6133,-0.4659,-0.1133,9.1211,0.28,0.00,0.00,1
4.223,-2.28,0.22,0.0000,-0.4587,-0.5352,9.5820,0.56,0.00,0.00,1
4.241,-2.28,0.22,-0.0391,-0.3109,-0.2305,9.8437,0.56,0.00,0.00,1
4.254,-2.28,0.22,0.1523,-0.2355,-0.3828,9.9648,0.56,0.00,0.00,1
4.272,-2.08,0.25,-0.9961,-0.3574,-0.2695,8.5430,0.56,0.00,0.00,1
4.292,-2.08,0.25,-0.5352,-0.4731,-0.2305,9.5000,0.56,0.00,0.00,1
4.304,-2.08,0.25,-0.5742,-0.4858,-0.2305,9.1953,0.56,0.00,0.00,1
4.321,-2.08,0.25,-0.6523,-0.5332,-0.2305,9.0000,0.56,0.00,0.00,1
4.344,-2.08,0.25,-0.2305,-0.4932,-0.5352,9.2695,0.56,0.00,0.00,1
4.363,-2.08,0.25,-0.2695,-0.4218,0.0000,9.5820,0.56,0.00,0.00,1
4.374,-2.08,0.25,0.1133,-0.3575,-0.3828,9.8477,0.56,0.00,0.00,1
4.393,-2.08,0.25,0.0781,-0.2268,-0.4961,9.8477,0.56,0.00,0.00,1
4.412,-1.87,0.26,-1.0742,-0.3779,-0.1914,8.1953,0.56,0.00,0.00,1
4.432,-1.84,0.25,-0.3437,-0.4536,-0.1133,9.4648,0.44,0.00,0.00,1
4.442,-1.84,0.25,-0.6523,-0.4614,-0.6914,8.5391,0.44,0.00,0.00,1
4.463,-1.80,0.24,0.1133,-0.3571,0.1133,10.0039,0.44,0.00,0.00,1
4.474,-1.80,0.24,0.1523,-0.2817,-0.3047,9.6133,0.44,0.00,0.00,1
4.492,-1.80,0.24,0.4219,-0.0741,-0.4609,10.2695,0.44,0.00,0.00,1
4.514,-1.80,0.24,0.0000,-0.1336,-0.1133,9.6484,0.44,0.00,0.00,1
4.525,-1.80,0.24,0.0000,-0.1131,-0.1133,9.6484,0.44,0.00,0.00,1
4.542,-1.80,0.24,-1.2656,-0.3611,-0.4219,7.7734,0.44,0.00,0.00,1
4.564,-1.66,0.25,-0.1523,-0.0988,-0.0391,9.5039,0.44,0.00,0.00,1
4.583,-1.66,0.25,0.4219,-0.0681,-0.2305,10.2305,0.44,0.00,0.00,1
4.602,-1.60,0.27,-0.3437,-0.0705,-0.1523,9.1211,0.44,0.00,0.00,1
4.613,-1.60,0.27,0.2305,-0.0665,-0.0391,10.0000,0.04,0.00,0.00,1
4.631,-1.60,0.27,-1.1094,-0.2618,-0.1133,8.0391,0.04,0.00,0.00,1
4.644,-1.60,0.27,0.1523,-0.2910,-0.0781,9.9219,0.04,0.00,0.00,1
4.661,-1.60,0.27,-0.3828,-0.2583,-0.2305,9.0391,0.04,0.00,0.00,1
4.681,-1.60,0.27,-0.4961,-0.3187,-0.1914,8.9258,0.04,0.00,0.00,1
4.703,-1.53,0.29,-0.0391,-0.2319,-0.3828,9.3867,0.04,0.00,0.00,1
4.712,-1.53,0.29,-0.0391,-0.2023,-0.3828,9.3867,0.04,0.00,0.00,1
4.734,-1.53,0.29,0.2305,-0.0622,-0.1914,10.0312,0.04,0.00,0.00,1
