t_s,roll_deg,pitch_deg,pitch_gravity_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
3.694,-3.04,-3.03,-4.21,3.0664,3.3320,0.0781,8.2773,6.93,64.53,62.22,1
3.713,-2.96,-3.09,-4.21,1.1484,3.1033,-0.6523,8.0391,6.93,64.20,61.84,1
3.731,-2.86,-3.19,-4.21,5.1328,3.3186,-1.1094,11.1875,6.93,65.44,64.75,1
3.744,-2.82,-3.21,-4.21,2.2617,3.3676,0.9180,7.1289,6.93,65.44,64.00,1
3.761,-2.75,-3.20,-4.21,2.4883,3.0407,-1.0742,7.8906,6.93,68.21,66.52,1
3.781,-2.68,-3.16,-4.21,3.8320,3.1814,0.4961,9.3086,6.93,70.00,68.36,1
3.794,-2.68,-3.16,-7.40,5.7070,3.7404,-1.4922,12.1797,6.93,68.85,68.36,1
3.811,-2.55,-3.21,-7.40,1.7617,3.5377,1.1484,7.4687,6.93,72.12,70.58,1
3.834,-2.47,-3.32,-7.40,5.1719,3.2050,0.1914,12.1445,6.93,73.69,69.36,1
3.844,-2.43,-3.35,-7.40,5.1719,3.5072,0.1914,12.1445,9.15,73.32,71.23,1
3.864,-2.36,-3.40,-7.40,0.6914,3.6773,0.8438,5.9414,9.15,75.10,71.82,1
3.884,-2.29,-3.48,-7.40,2.5273,2.9773,-0.7656,8.1953,9.15,74.79,72.75,1
3.895,-2.26,-3.51,-7.40,5.9375,3.1506,0.4219,12.4844,9.15,76.27,74.43,1
3.913,-2.20,-3.44,-7.40,5.7852,3.9288,-1.2656,12.5234,9.15,78.07,74.41,1
3.932,-2.14,-3.46,-7.40,-0.8438,3.0946,0.8438,2.9844,9.15,77.80,76.31,1
3.951,-2.07,-3.45,-7.40,2.2969,2.4470,-1.3398,7.0469,9.15,79.82,77.98,1
3.963,-2.06,-3.44,-7.40,5.3633,2.6692,0.6523,10.9141,9.15,82.03,77.88,1
3.981,-2.01,-3.48,-7.40,6.6641,3.8756,-1.4180,13.0234,9.15,81.39,81.05,1
4.004,-1.98,-3.48,-7.40,0.4609,3.1529,-0.2695,6.4375,9.15,83.41,82.43,1
4.014,-1.97,-3.45,-7.40,0.4609,2.7394,-0.2695,6.4375,9.15,85.01,82.88,1
4.031,-1.94,-3.48,-7.40,3.7930,2.8306,-0.1914,11.6445,9.15,87.34,82.88,1
4.052,-1.92,-3.50,-8.96,1.9531,3.6414,1.1875,7.3516,11.19,86.50,85.31,1
4.073,-1.92,-3.45,-8.96,1.2266,2.9050,-0.9180,7.0469,11.19,89.06,86.38,1
4.084,-1.93,-3.45,-8.96,2.2617,2.6164,0.9570,10.4141,11.19,90.78,84.45,1
4.103,-1.94,-3.55,-8.96,6.7031,2.8711,-2.6445,13.1719,11.19,90.33,86.08,1
4.121,-1.96,-3.50,-8.96,2.4141,3.2283,-0.8047,8.5820,11.19,92.56,90.80,1
4.133,-1.95,-3.50,-8.96,1.4570,3.0267,-1.6836,6.2422,11.19,92.42,88.28,1
4.151,-1.95,-3.51,-8.96,0.9570,2.3809,1.0352,8.3945,11.19,93.50,89.21,1
4.171,-1.97,-3.51,-8.96,5.2852,2.9349,-0.9180,12.5273,11.19,93.41,91.11,1
4.184,-1.98,-3.42,-8.96,4.7891,3.3453,-0.5352,8.8867,11.19,96.06,91.76,1
4.201,-1.98,-3.40,-8.96,0.6133,2.8306,0.2695,6.5469,11.19,95.82,91.29,1
4.224,-1.98,-3.50,-8.96,3.3320,2.1152,0.9180,11.0703,11.19,96.43,94.25,1
4.235,-2.00,-3.48,-8.96,3.3320,2.3021,0.9180,11.0703,11.19,96.23,97.76,1
4.254,-2.04,-3.33,-8.96,3.3320,2.9579,0.1914,9.8477,13.19,99.56,96.02,1
4.273,-2.06,-3.38,-8.96,0.6914,2.8527,-2.1445,6.5898,13.19,102.88,97.17,1
4.291,-2.11,-3.57,-8.96,0.4609,2.0649,1.0352,9.0039,13.19,100.33,100.39,1
4.303,-2.15,-3.66,-8.96,0.6523,1.8338,-0.8047,4.4453,13.19,100.55,98.19,1
4.321,-2.21,-3.90,-8.96,1.6484,1.6515,0.6523,9.9258,13.19,101.85,96.82,1
4.341,-2.28,-4.06,-8.96,4.5195,2.2860,-1.4922,15.0937,13.19,99.34,99.08,1
4.354,-2.28,-4.06,-10.66,5.5937,3.0181,-1.6094,15.0937,13.19,105.53,104.64,1
4.371,-2.35,-4.06,-10.66,3.1797,3.2143,-0.3828,8.1602,13.19,107.09,100.72,1
4.394,-2.38,-4.15,-10.66,4.3281,3.2785,-0.4609,10.8008,13.19,106.33,102.21,1
4.405,-2.40,-4.18,-10.66,4.3281,3.4397,-0.4609,10.8008,13.19,106.44,104.30,1
4.424,-2.40,-4.24,-10.66,6.9727,3.9462,0.4609,16.2813,13.19,108.44,101.90,1
4.443,-2.42,-4.06,-10.66,-0.4961,4.2070,0.7266,1.4180,13.19,113.35,104.95,1
4.461,-2.44,-4.05,-10.66,0.1523,2.7471,0.6133,2.7969,15.87,101.33,107.14,1
4.474,-2.45,-4.11,-10.66,5.2109,2.7533,-0.9570,19.8047,15.87,110.58,103.90,1
4.492,-2.48,-3.96,-10.66,-0.6914,2.2849,-2.0703,7.4687,15.87,109.95,104.78,1
4.511,-2.51,-3.81,-10.66,1.1094,1.6687,-0.2305,9.2305,15.87,113.31,106.92,1
4.524,-2.53,-3.77,-10.66,-0.5742,1.4481,-1.4570,4.4102,15.87,115.29,107.08,1
4.542,-2.56,-3.78,-10.66,-0.6133,0.7500,-0.8828,5.1758,15.87,110.93,111.17,1
4.564,-2.59,-3.87,-10.66,1.9922,1.2660,-0.1914,9.0430,15.87,118.74,108.47,1
4.575,-2.60,-3.94,-10.66,1.9922,1.3775,-0.1914,9.0430,15.87,117.91,107.90,1
4.594,-2.62,-4.07,-10.66,6.1680,1.7493,1.0742,18.6172,15.87,117.36,108.89,1
4.614,-2.67,-4.04,-10.66,5.5547,2.9534,-1.7617,13.6758,15.87,115.53,108.86,1
4.633,-2.68,-3.97,-10.66,0.1133,2.6360,-1.3008,8.2344,15.87,118.46,114.65,1
4.644,-2.68,-3.92,-10.66,-2.1016,2.0713,1.3008,0.4609,17.00,115.97,115.90,1
4.664,-2.66,-4.05,-10.66,4.2891,1.3991,-0.6133,7.7344,17.00,118.40,115.21,1
4.682,-2.65,-4.12,-10.66,1.0352,1.6642,0.3437,6.5469,17.00,121.61,120.88,1
4.694,-2.65,-4.16,-10.66,-1.0703,1.3992,-0.1133,0.6523,17.00,122.97,122.04,1
4.711,-2.67,-4.46,-10.66,-0.4961,0.6844,0.4219,2.3750,17.00,123.67,117.70,1
4.734,-2.72,-4.64,-10.66,8.9258,3.2189,-0.4609,18.1563,17.00,123.09,118.19,1
4.745,-2.72,-4.72,-10.66,8.9258,4.0955,-0.4609,18.1563,17.00,124.35,120.11,1
4.762,-2.73,-4.65,-10.66,5.1719,4.6346,-1.1094,13.5625,17.00,128.27,120.12,1
4.784,-2.74,-4.68,-10.66,0.1133,2.1699,0.8438,7.9297,17.00,125.06,119.55,1
4.804,-2.75,-4.75,-10.66,1.4922,1.6970,-1.2266,10.2266,17.00,126.94,120.11,1
4.814,-2.75,-4.74,-10.66,-0.5742,1.4863,0.0000,7.3125,17.00,128.14,121.76,1
4.834,-2.75,-4.80,-10.66,2.3359,1.1348,-0.8438,12.2969,17.00,125.16,122.62,1
4.851,-2.77,-4.67,-10.66,2.2617,1.5278,-0.2695,11.3359,18.89,125.88,121.61,1
4.864,-2.76,-4.62,-10.66,0.0391,1.4627,-0.4961,6.8203,18.89,124.61,121.07,1
4.882,-2.76,-4.53,-10.66,2.6445,1.5540,0.4609,10.2695,18.89,125.14,126.26,1
4.901,-2.75,-4.54,-10.66,1.3398,1.5745,0.3828,7.6289,18.89,127.94,123.61,1
4.915,-2.74,-4.56,-10.66,0.2305,1.2771,-0.4219,7.2344,18.89,130.68,124.52,1
4.932,-2.73,-4.55,-10.66,0.1914,0.9716,-0.4609,6.5508,18.89,128.90,126.42,1
4.954,-2.72,-4.57,-10.66,3.3320,1.7132,-0.7656,11.1094,18.89,132.00,125.91,1
4.974,-2.72,-4.84,-10.66,1.1094,1.9945,-0.4219,6.7461,18.89,131.51,127.76,1
4.984,-2.73,-5.01,-10.66,2.0312,1.8724,-1.1875,10.0352,18.89,133.78,124.66,1
5.004,-2.73,-5.24,-10.66,5.1328,2.1656,-0.5352,13.0625,18.89,133.12,125.45,1
5.021,-2.72,-5.52,-10.66,2.1055,2.5072,0.0391,8.3516,18.89,132.08,128.65,1
5.034,-2.72,-5.62,-10.66,-1.8008,2.1330,-2.2617,5.1719,18.89,135.37,130.24,1
5.052,-2.71,-5.73,-11.79,1.8398,1.5976,0.8047,10.5703,20.82,133.28,127.37,1
5.071,-2.68,-5.94,-11.79,5.1719,2.4037,-0.9961,12.0664,20.82,138.99,130.92,1
5.094,-2.66,-6.10,-11.79,-0.1523,1.8454,-0.0391,6.8906,20.82,135.54,132.68,1
5.102,-2.66,-6.14,-11.79,-0.1523,1.5385,-0.0391,6.8906,20.82,136.57,129.85,1
5.124,-2.64,-6.27,-11.79,5.2500,2.4234,-0.8047,13.4844,20.82,138.08,130.98,1
5.143,-2.61,-6.34,-11.79,-0.5352,2.7623,-0.8438,4.8633,20.82,138.16,132.50,1
5.154,-2.61,-6.40,-11.79,-2.1445,1.9038,-0.5352,6.6250,20.82,138.16,131.84,1
5.174,-2.57,-6.50,-11.79,2.9102,1.1600,-0.2695,11.7617,20.82,138.97,137.80,1
5.193,-2.56,-6.56,-11.73,4.2148,2.0454,0.8438,11.0352,20.82,140.25,134.90,1
5.204,-2.53,-6.72,-11.73,-1.1094,1.9527,-2.2969,4.7539,20.82,142.88,136.39,1
5.222,-2.51,-6.91,-11.73,-1.6484,1.0411,0.5352,4.0977,20.82,139.18,138.56,1
5.242,-2.49,-7.06,-11.73,4.1367,1.4045,-1.0742,14.3594,20.82,144.03,135.56,1
5.255,-2.49,-7.13,-11.73,6.1289,1.9836,-0.5742,14.8633,21.41,142.05,136.65,1
5.272,-2.47,-7.26,-11.73,0.6914,2.1934,0.3437,6.5078,21.41,144.05,135.35,1
5.294,-2.44,-7.41,-11.73,1.6484,0.8687,0.0000,9.0391,21.41,141.50,139.45,1
5.314,-2.41,-7.55,-11.73,6.5117,1.4789,-1.1094,15.3633,21.41,142.53,137.01,1
5.331,-2.39,-7.72,-11.73,4.6367,2.7797,-0.5352,12.1406,21.41,147.49,136.93,1
5.344,-2.39,-7.83,-11.73,-1.0352,2.6112,1.2266,3.1797,21.41,146.91,137.36,1
5.363,-2.44,-8.10,-11.73,-2.8359,0.9696,-2.1445,4.8633,21.41,146.95,140.65,1
5.374,-2.44,-8.16,-11.73,2.9102,0.5870,0.1523,10.6523,21.41,149.32,141.26,1
5.394,-2.39,-8.28,-11.73,7.1250,1.5831,-1.1094,15.8242,21.41,146.89,143.49,1
5.414,-2.37,-8.35,-12.57,4.7500,2.9468,-0.3047,11.9180,21.41,148.41,143.41,1
5.431,-2.35,-8.53,-12.57,-1.5703,2.0594,0.7266,3.6406,21.41,148.17,145.60,1
5.443,-2.34,-8.58,-12.57,-2.1836,1.1204,-2.0703,5.8594,23.02,150.90,147.25,1
5.461,-2.34,-8.62,-12.57,1.5703,1.0142,-0.2695,7.3906,23.02,150.90,144.74,1
5.483,-2.35,-8.67,-12.57,5.1719,2.8413,0.0000,14.2109,23.02,149.77,143.95,1
5.493,-2.36,-8.65,-12.57,5.1719,3.1993,0.0000,14.2109,23.02,149.39,142.51,1
5.514,-2.33,-8.72,-12.57,-1.6836,2.4262,-0.8828,5.1367,23.02,149.43,145.43,1
5.534,-2.34,-8.87,-12.57,-0.9961,1.3156,0.5352,5.8203,23.02,153.14,146.39,1
5.544,-2.33,-8.83,-12.57,3.4102,1.1565,-2.3359,10.6914,23.02,153.70,148.06,1
5.564,-2.29,-8.90,-12.57,5.7461,1.9825,-0.1914,13.5664,23.02,151.49,147.06,1
5.582,-2.26,-9.04,-12.57,3.6406,2.7996,0.5352,12.9453,23.02,156.03,145.99,1
5.595,-2.24,-9.33,-12.57,2.3750,2.8276,-1.3789,9.0391,23.02,152.81,151.70,1
5.612,-2.25,-9.73,-12.57,-1.1484,1.8935,0.7656,5.0586,23.02,158.10,148.21,1
5.631,-2.24,-10.13,-12.57,0.0391,1.2936,-1.9922,7.6953,23.02,157.36,148.68,1
5.654,-2.25,-10.31,-12.57,4.2148,1.3638,-1.7617,14.7109,23.98,154.58,151.93,1
5.663,-2.25,-10.42,-12.57,4.2148,1.8017,-1.7617,14.7109,23.98,158.63,151.03,1
5.684,-2.24,-10.62,-12.57,1.6836,2.8975,0.0781,8.0391,23.98,158.93,152.86,1
5.703,-2.26,-10.63,-12.57,2.1055,2.5870,-0.7266,7.6562,23.98,156.20,154.58,1
5.715,-2.27,-10.61,-12.57,-1.7227,2.1742,0.1914,4.0273,23.98,157.16,153.80,1
5.732,-2.29,-10.82,-12.57,0.6133,1.2559,-1.6484,8.5000,23.98,158.20,155.91,1
5.751,-2.30,-11.10,-12.57,1.9922,1.3420,0.3828,10.8398,23.98,158.88,152.09,1
5.772,-2.29,-11.08,-12.57,2.7969,1.7045,-2.4141,10.7266,23.98,162.02,155.28,1
5.783,-2.30,-11.01,-12.57,1.9922,1.7681,-0.0781,10.6133,23.98,158.81,155.96,1
5.801,-2.26,-11.24,-12.57,3.2578,2.1246,-0.8047,10.5742,23.98,159.85,155.06,1
5.824,-2.26,-11.48,-12.57,3.1016,2.1238,0.8438,11.2617,23.98,163.53,155.42,1
5.833,-2.26,-11.49,-12.57,3.1016,2.2740,0.8438,11.2617,23.98,162.47,154.08,1
5.851,-2.28,-11.44,-12.57,2.1445,2.2969,-0.9961,10.0703,25.34,161.47,155.55,1
5.874,-2.28,-11.67,-12.57,-0.6523,1.2619,-1.5313,5.2812,25.34,167.62,159.26,1
5.894,-2.29,-11.79,-12.98,0.9570,0.9655,-0.0781,9.2656,25.34,164.91,155.81,1
5.903,-2.29,-11.83,-12.98,2.3750,1.0776,-1.1094,10.0039,25.34,163.40,158.45,1
5.923,-2.34,-11.64,-12.98,2.9102,1.6384,-1.7617,11.5703,25.34,166.47,159.82,1
5.935,-2.34,-11.58,-12.98,2.9883,1.9261,-0.3047,10.4141,25.34,167.70,158.60,1
5.953,-2.31,-11.69,-12.98,2.9492,2.2242,-1.4180,9.0820,25.34,167.81,159.77,1
5.972,-2.32,-11.80,-12.98,2.7969,2.4377,0.1133,11.0312,25.34,166.58,163.51,1
5.994,-2.38,-11.70,-12.98,2.2227,2.5691,-0.1133,11.1914,25.34,168.10,159.74,1
6.003,-2.39,-11.61,-12.98,2.2227,2.5159,-0.1133,11.1914,25.34,165.23,162.58,1
6.022,-2.40,-11.63,-12.98,-0.6133,1.8051,0.2305,8.5781,25.34,165.89,164.47,1
6.044,-2.41,-11.86,-12.98,1.3008,1.2234,-1.3789,8.9609,25.34,168.41,161.86,1
6.054,-2.43,-11.87,-12.98,1.3008,1.2353,-1.3789,8.9609,26.41,171.12,163.80,1
6.074,-2.47,-11.87,-12.98,-1.6836,0.4733,-1.0352,6.2031,26.41,172.29,165.86,1
6.093,-2.54,-11.84,-12.98,-0.0781,-0.0100,0.6133,6.9727,26.41,169.98,163.56,1
6.111,-2.55,-11.95,-12.98,1.8008,0.3826,-1.4922,8.8867,26.41,175.16,163.48,1
6.123,-2.57,-12.01,-12.98,3.2930,0.7198,-2.2227,9.8086,26.41,175.01,168.38,1
6.142,-2.57,-12.21,-12.98,2.6055,1.4449,-0.8047,11.3398,26.41,175.93,166.86,1
6.162,-2.59,-12.33,-12.98,3.2187,1.9098,-0.7656,12.2187,26.41,172.89,164.12,1
6.173,-2.58,-12.35,-12.98,2.9492,2.1398,-0.8828,10.9531,26.41,175.78,168.69,1
6.191,-2.58,-12.31,-12.98,4.1758,2.6408,-1.4180,10.7656,26.41,344.23,168.04,1
6.215,-2.60,-12.11,-12.98,3.6406,2.9416,-1.3008,12.0234,26.41,176.46,166.89,1
6.224,-2.63,-12.04,-12.98,3.6406,3.0489,-1.3008,12.0234,26.41,173.22,168.98,1
6.244,-2.70,-12.17,-12.98,2.6055,2.6604,0.3047,13.0664,26.41,172.92,169.78,1
6.263,-2.74,-12.32,-12.98,2.4531,2.6326,1.0742,11.3359,27.71,174.61,169.84,1
6.275,-2.75,-12.43,-12.98,4.0234,2.7185,-1.6836,10.8398,27.71,177.05,169.00,1
6.294,-2.73,-12.36,-12.98,2.1836,2.9414,0.5742,8.8125,27.71,177.27,167.67,1
6.312,-2.81,-12.15,-12.98,0.8438,2.3865,-1.3008,6.3594,27.71,179.60,171.56,1
6.331,-2.82,-12.05,-12.98,1.5703,2.1098,-0.3828,8.4219,27.71,175.69,172.53,1
6.344,-2.83,-12.01,-12.98,2.4531,2.0976,-0.1133,12.7617,27.71,176.12,167.31,1
6.361,-2.86,-11.95,-12.98,0.1133,1.7009,-0.6523,9.7305,27.71,180.05,166.25,1
6.384,-2.86,-11.91,-12.98,-3.3320,0.7131,0.3047,5.6328,27.71,176.96,169.95,1
6.394,-2.87,-11.88,-12.98,-3.3320,0.0917,0.3047,5.6328,27.71,174.28,167.42,1
6.414,-2.91,-11.74,-12.98,-0.3047,-0.6464,-0.6914,9.3477,27.71,174.40,167.45,1
6.434,-2.94,-11.56,-12.98,0.9570,-0.4486,-1.4570,11.3750,27.71,173.58,168.10,1
6.452,-2.98,-11.34,-12.98,1.7617,0.2087,-0.9570,12.5273,28.61,175.19,163.61,1
6.464,-3.03,-11.23,-12.98,-0.9180,0.2329,0.2695,9.0039,28.61,173.43,164.18,1
6.483,-3.10,-11.06,-12.98,-4.5195,-0.9565,-0.1914,8.8164,28.61,169.64,158.78,1
6.501,-3.18,-10.81,-12.98,-6.9687,-2.7133,1.5703,6.0156,28.61,167.95,158.15,1
6.513,-3.22,-10.74,-12.98,-7.3906,-3.4007,-0.3047,3.2187,28.61,167.98,153.78,1
6.531,-3.28,-10.63,-12.98,-2.9883,-3.7866,1.1484,8.8867,28.61,169.84,150.15,1
6.554,-3.38,-10.64,-12.98,0.3828,-2.9091,-0.3047,15.8633,28.61,165.67,144.89,1
6.564,-3.40,-10.59,-12.98,0.3828,-2.4035,-0.3047,15.8633,28.61,169.52,140.96,1
6.581,-3.49,-10.43,-12.98,-7.8555,-3.4365,-1.0742,3.7539,28.61,165.37,133.03,1
6.604,-3.59,-10.32,-10.12,-4.6367,-4.8547,-0.5352,7.8945,28.61,166.11,116.62,1
6.615,-3.64,-10.26,-10.12,-4.6367,-4.8212,-0.5352,7.8945,28.61,162.87,104.42,1
6.634,-3.73,-10.25,-10.12,-1.6094,-3.5331,-0.5352,13.7500,28.61,164.77,98.86,1
6.654,-3.83,-10.17,-10.12,-10.7969,-3.7225,-1.6836,1.4180,29.45,162.34,104.05,1
6.671,-3.87,-10.13,-10.12,-7.3125,-5.3632,-0.6133,7.0859,29.45,159.39,103.86,1
6.684,-3.90,-10.18,-10.12,-1.0742,-5.1635,-3.9062,12.9844,29.45,161.29,99.21,1
6.702,-3.94,-10.20,-10.12,-1.9531,-3.9639,-0.2305,12.8711,29.45,157.90,88.52,1
6.721,-3.97,-10.23,-10.12,-7.7734,-4.6817,-1.3789,5.9766,29.45,154.82,87.12,1
6.734,-3.97,-10.24,-10.12,-3.1797,-4.3493,-0.7266,10.6484,29.45,154.99,71.12,1
6.752,-3.98,-10.26,-10.12,-0.9961,-3.5343,-1.3398,13.9102,29.45,152.07,71.12,1
6.774,-3.98,-10.33,-10.12,-3.9844,-4.4564,-0.8438,7.9297,29.45,152.91,61.36,1
6.785,-3.97,-10.36,-10.12,-3.9844,-4.3839,-0.8438,7.9297,29.45,149.41,41.38,1
6.804,-3.95,-10.43,-10.12,-2.5273,-4.0532,-0.1523,10.6133,29.45,148.02,41.38,1
6.824,-3.90,-10.52,-10.12,1.1094,-3.3295,-0.0781,16.6289,29.45,149.79,41.38,1
6.842,-3.89,-10.46,-10.12,-7.6562,-3.7562,-1.5313,4.6719,29.45,145.62,41.38,1
6.854,-3.87,-10.52,-10.12,-3.1406,-3.9940,-0.4219,10.4570,28.11,146.05,41.38,1
6.872,-3.85,-10.49,-10.12,-3.9844,-3.8898,-0.1133,8.0078,28.11,142.19,41.38,1
6.891,-3.82,-10.48,-10.12,-2.3750,-3.5604,0.4961,10.9180,28.11,143.08,41.38,1
6.904,-3.80,-10.46,-10.12,-2.4141,-3.3815,0.0000,10.7266,28.11,138.85,41.38,1
6.922,-3.76,-10.38,-10.12,-4.4453,-3.5012,-0.9570,8.1172,28.11,139.51,41.38,1
6.944,-3.73,-10.36,-10.12,-2.9102,-3.5674,-1.4922,9.6094,28.11,134.55,41.38,1
6.955,-3.71,-10.35,-10.12,-2.9102,-3.4665,-1.4922,9.6094,28.11,133.33,41.38,1
6.974,-3.66,-10.36,-10.12,-3.2578,-3.5782,-0.2695,10.1523,28.11,133.90,41.38,1
6.994,-3.63,-10.34,-10.12,-1.9141,-3.3799,-0.8438,11.2969,28.11,133.85,41.38,1
7.012,-3.62,-10.24,-10.12,-3.8672,-3.3124,-0.0391,9.3047,28.11,131.34,41.38,1
7.024,-3.60,-10.20,-10.12,-4.5586,-3.4529,-0.6914,7.4687,28.11,129.18,41.38,1
7.044,-3.59,-10.13,-10.12,-4.5195,-3.7634,-0.5352,7.2344,28.11,127.49,41.38,1
7.062,-3.56,-10.11,-10.12,-4.9414,-4.1145,-0.4609,7.0508,24.87,126.55,41.38,1
7.074,-3.56,-10.14,-10.12,-2.6797,-4.0606,-0.4609,11.0742,24.87,124.78,41.38,1
7.093,-3.55,-10.11,-10.12,-2.9492,-3.6495,0.3437,10.5312,24.87,126.21,41.38,1
7.114,-3.53,-10.04,-10.12,-3.2578,-3.5834,-0.3047,8.8867,24.87,121.57,41.38,1
7.125,-3.52,-10.04,-10.12,-3.2578,-3.5334,-0.3047,8.8867,24.87,120.69,41.38,1
7.145,-3.49,-10.06,-10.12,-2.9492,-3.6637,0.5742,10.1875,24.87,123.23,41.38,1
7.164,-3.45,-10.08,-10.12,-3.1406,-3.4764,-0.3047,10.0703,24.87,118.43,41.38,1
7.183,-3.42,-10.06,-10.12,-4.0234,-3.4518,0.1914,9.9609,24.87,118.08,41.38,1
7.194,-3.41,-10.04,-10.12,-3.4844,-3.5352,-0.8047,10.7695,24.87,118.39,41.38,1
7.213,-3.41,-9.95,-10.12,-3.8672,-3.5514,-0.8828,10.0312,24.87,112.85,41.38,1
7.232,-3.41,-9.87,-10.12,-3.9844,-3.6850,-0.6133,8.4219,24.87,112.52,41.38,1
7.244,-3.40,-9.84,-10.12,-5.4766,-3.8503,0.5742,5.7422,24.87,113.38,41.38,1
7.263,-3.37,-9.89,-10.12,-4.5195,-4.1929,-1.5313,6.3984,22.30,113.99,41.38,1
7.291,-3.37,-10.05,-10.12,-1.4922,-3.4957,-1.0352,13.2891,22.30,109.02,0.00,1
7.295,-3.37,-10.05,-10.12,-1.4922,-3.4957,-1.0352,13.2891,22.30,107.71,0.00,1
7.312,-3.39,-10.05,-10.12,-2.6797,-3.1903,-1.4180,11.9531,22.30,108.15,0.00,1
7.335,-3.43,-9.96,-10.12,-4.5977,-3.3263,-1.0742,8.0430,22.30,105.53,0.00,1
7.353,-3.45,-9.90,-10.12,-3.7930,-3.6225,0.5352,8.0117,22.30,105.25,0.00,1
7.371,-3.48,-9.91,-10.12,-4.2539,-3.7826,-1.2656,7.8906,22.30,102.74,0.00,1
7.383,-3.50,-9.91,-10.12,-2.5273,-3.7169,-1.4180,11.7617,22.30,100.58,0.00,1
7.403,-3.54,-9.87,-10.12,-4.1758,-3.6762,-1.3398,8.3125,22.30,98.60,0.00,1
7.414,-3.57,-9.86,-10.12,-4.2891,-3.7620,-1.9922,8.0117,22.30,97.94,0.00,1
7.432,-3.60,-9.85,-10.12,-4.5977,-4.0100,-1.9141,7.5898,22.30,98.67,0.00,1
7.451,-3.60,-9.89,-10.12,-3.1406,-3.8542,-0.3828,10.3477,19.80,97.48,0.00,1
7.465,-3.61,-9.90,-10.12,-3.1406,-3.7446,-1.7617,10.6484,19.80,95.66,0.00,1
7.483,-3.62,-9.88,-10.12,-3.5625,-3.6320,-1.5703,9.6133,19.80,91.98,0.00,1
7.504,-3.62,-9.87,-10.12,-3.2930,-3.7275,-0.8047,9.9648,19.80,91.12,0.00,1
7.523,-3.61,-9.87,-10.12,-2.6055,-3.5493,-1.7617,10.6484,19.80,91.37,0.00,1
7.534,-3.61,-9.84,-10.12,-3.7148,-3.4292,-1.3398,9.9258,19.80,89.25,0.00,1
