t_s,roll_deg,pitch_deg,pitch_gravity_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
7.553,-3.59,-9.78,-10.12,-3.1797,-3.4674,-0.7656,10.3437,19.80,87.04,0.00,1
7.573,-3.59,-9.68,-10.12,-3.5234,-3.4454,-1.1484,9.8828,19.80,86.10,0.00,1
7.584,-3.59,-9.64,-10.12,-3.1797,-3.4299,-1.0352,9.8477,19.80,85.51,0.00,1
7.604,-3.58,-9.59,-10.12,-5.6328,-3.8875,-0.8828,6.8203,19.80,83.52,0.00,1
7.622,-3.58,-9.55,-10.12,-4.1367,-4.1514,-0.0391,9.0000,19.80,82.34,0.00,1
7.635,-3.57,-9.55,-10.12,-3.5625,-4.1032,-1.0352,8.9609,19.80,81.66,0.00,1
7.652,-3.57,-9.49,-10.12,-2.6445,-3.7157,-0.3047,10.9531,17.08,80.15,0.00,1
7.674,-3.56,-9.49,-10.12,-3.7539,-3.7351,-0.1523,8.5391,17.08,77.86,0.00,1
7.694,-3.56,-9.48,-10.12,-2.6797,-3.6545,-1.3008,9.9609,17.08,78.24,0.00,1
7.705,-3.56,-9.47,-10.12,-3.3711,-3.4941,-0.0781,8.8437,17.08,76.88,0.00,1
7.724,-3.54,-9.47,-10.12,-3.0664,-3.4348,-0.4609,9.5820,17.08,73.76,0.00,1
7.742,-3.52,-9.44,-10.12,-4.2891,-3.5798,-0.1914,7.9687,17.08,74.08,0.00,1
7.754,-3.50,-9.44,-10.12,-3.4102,-3.6665,-0.0781,9.2695,17.08,71.94,0.00,1
7.774,-3.49,-9.45,-10.12,-3.7930,-3.6244,-0.5352,9.3828,17.08,72.26,0.00,1
7.791,-3.46,-9.40,-10.12,-4.1367,-3.7483,-0.6133,9.1562,17.08,69.29,0.00,1
7.805,-3.44,-9.39,-10.12,-3.9062,-3.7895,-0.1133,9.7305,17.08,67.07,0.00,1
7.822,-3.39,-9.37,-10.12,-3.5234,-3.7446,0.0391,9.7305,17.08,66.61,0.00,1
7.844,-3.33,-9.37,-10.12,-3.5625,-3.8521,-0.1523,9.6875,17.08,64.42,0.00,1
7.864,-3.27,-9.36,-10.12,-3.7930,-3.7884,-0.3437,10.0000,14.37,63.97,0.00,1
7.873,-3.24,-9.35,-10.12,-3.7930,-3.7891,-0.3437,10.0000,14.37,61.56,0.00,1
7.895,-3.19,-9.33,-10.12,-3.2930,-3.8503,0.6914,10.6094,14.37,61.44,0.00,1
7.915,-3.17,-9.28,-10.12,-4.4062,-3.7813,-0.3437,8.5430,14.37,58.48,0.00,1
7.931,-3.16,-9.28,-10.12,-3.9062,-3.8837,0.5742,9.6133,14.37,58.21,0.00,1
7.944,-3.16,-9.27,-10.12,-3.6406,-3.8659,-0.3828,9.6914,14.37,55.92,0.00,1
7.962,-3.18,-9.24,-10.12,-4.1758,-3.9075,0.1914,8.7734,14.37,55.31,0.00,1
7.975,-3.19,-9.23,-10.12,-3.6406,-3.9059,0.4961,9.3047,14.37,53.61,0.00,1
7.992,-3.23,-9.24,-10.12,-3.3320,-3.7472,-0.6914,9.5039,14.37,52.47,0.00,1
8.012,-3.24,-9.25,-10.12,-3.7148,-3.7142,-0.4961,9.2695,14.37,50.53,0.00,1
8.035,-3.26,-9.26,-10.12,-3.2930,-3.7052,-0.8828,9.3828,14.37,49.84,0.00,1
8.043,-3.26,-9.28,-10.12,-3.2930,-3.6419,-0.8828,9.3828,11.56,49.84,0.00,1
8.065,-3.27,-9.31,-10.12,-2.9102,-3.5702,-0.4961,10.1875,11.56,47.28,0.00,1
8.084,-3.29,-9.32,-10.12,-4.4453,-3.5058,-0.0391,7.9336,11.56,46.23,0.00,1
8.094,-3.29,-9.33,-10.12,-3.5625,-3.6431,-0.8828,9.5781,11.56,46.23,0.00,1
8.113,-3.31,-9.36,-10.12,-4.2539,-3.6756,-0.7266,9.0000,11.56,43.83,0.00,1
8.133,-3.29,-9.37,-10.12,-3.4844,-3.7024,-0.7656,9.9609,11.56,42.34,0.00,1
8.152,-3.27,-9.33,-10.12,-3.7930,-3.7089,-0.6133,9.6875,11.56,39.97,0.00,1
8.163,-3.26,-9.29,-10.12,-3.8672,-3.7439,-0.3828,9.5430,11.56,39.97,0.00,1
8.182,-3.23,-9.23,-10.12,-4.0625,-3.8292,-0.7656,9.7305,11.56,38.07,0.00,1
8.204,-3.19,-9.17,-10.12,-3.3320,-3.7485,-1.4922,10.2305,11.56,35.13,0.00,1
8.213,-3.17,-9.15,-10.12,-3.3320,-3.6845,-1.4922,10.2305,11.56,35.13,0.00,1
8.234,-3.12,-9.08,-10.12,-3.6016,-3.8277,-0.7656,9.3477,11.56,33.32,0.00,1
8.254,-3.06,-9.03,-10.12,-4.4805,-3.8339,-0.4961,8.5391,9.15,33.32,0.00,1
8.265,-3.05,-9.01,-10.12,-3.6016,-3.9067,0.0000,9.7695,9.15,30.11,0.00,1
8.284,-3.02,-8.95,-10.12,-4.1758,-3.8661,-0.5352,8.4648,9.15,30.11,0.00,1
8.303,-3.01,-8.91,-10.12,-3.6016,-3.8657,-0.1523,9.7695,9.15,27.38,0.00,1
8.315,-3.02,-8.87,-10.12,-3.2578,-3.7797,-0.3437,9.4609,9.15,27.38,0.00,1
8.335,-3.02,-8.82,-10.12,-3.2930,-3.6345,-1.5313,9.8867,9.15,27.38,0.00,1
8.352,-3.01,-8.78,-10.12,-4.3281,-3.7472,-0.7656,7.8945,9.15,24.11,0.00,1
8.374,-3.01,-8.76,-10.12,-3.1406,-3.6713,-0.8047,9.8828,9.15,24.11,0.00,1
8.383,-3.01,-8.76,-10.12,-3.1406,-3.5898,-0.8047,9.8828,9.15,24.11,0.00,1
8.401,-3.01,-8.71,-10.12,-3.7148,-3.5895,-0.4219,9.2656,9.15,20.80,0.00,1
8.424,-3.01,-8.65,-10.12,-4.2539,-3.6356,-1.2266,8.4258,9.15,20.80,0.00,1
8.434,-3.00,-8.62,-10.12,-4.2539,-3.7306,-1.2266,8.4258,9.15,20.80,0.00,1
8.454,-2.99,-8.59,-10.12,-4.1758,-3.7613,0.0000,9.0430,6.39,20.80,0.00,1
8.475,-2.98,-8.58,-10.12,-3.1797,-3.7991,-0.1914,10.4180,6.39,15.86,0.00,1
8.491,-2.98,-8.55,-10.12,-3.8320,-3.7323,-0.8828,9.2695,6.39,15.86,0.00,1
8.504,-2.99,-8.54,-10.12,-3.0664,-3.6864,-0.8438,10.8750,6.39,15.86,0.00,1
8.522,-2.98,-8.48,-10.12,-4.5586,-3.8053,-1.1484,8.1172,6.39,15.86,0.00,1
8.545,-2.97,-8.42,-10.12,-4.1367,-3.8565,-0.7266,9.1172,6.39,15.86,0.00,1
8.553,-2.96,-8.42,-10.12,-4.1367,-3.8996,-0.7266,9.1172,6.39,15.86,0.00,1
8.571,-2.94,-8.37,-10.12,-3.6406,-3.8570,-0.4961,9.4219,6.39,15.86,0.00,1
8.595,-2.93,-8.34,-10.12,-3.5625,-3.8367,-0.7266,9.4609,6.39,8.21,0.00,1
8.604,-2.92,-8.31,-10.12,-3.5625,-3.7945,-0.7266,9.4609,6.39,8.21,0.00,1
8.625,-2.90,-8.29,-10.12,-2.8359,-3.6342,-0.6133,9.6875,6.39,8.21,0.00,1
8.644,-2.87,-8.25,-10.12,-2.8359,-3.4078,-1.1094,8.4648,6.39,8.21,0.00,1
8.655,-2.87,-8.25,-10.12,-2.8711,-3.2841,-0.4961,7.5078,3.52,8.21,0.00,1
8.674,-2.83,-8.28,-10.12,-0.7656,-2.9985,-0.6523,9.9258,3.52,8.21,0.00,1
8.692,-2.81,-8.34,-10.12,-0.7656,-2.2373,-0.5352,8.8828,3.52,8.21,0.00,1
8.712,-2.77,-8.43,-10.12,0.9570,-1.4387,-0.1133,10.6094,3.52,8.21,0.00,1
8.723,-2.76,-8.46,-10.12,0.6133,-0.9845,-0.1133,10.1484,3.52,8.21,0.00,1
8.742,-2.72,-8.57,-10.12,1.5313,-0.2367,-0.8438,10.7695,3.52,8.21,0.00,1
8.765,-2.68,-8.68,-10.12,1.1875,0.1127,-0.9961,10.1914,3.52,8.21,0.00,1
8.774,-2.66,-8.73,-10.12,1.1875,0.2778,-0.9961,10.1914,3.52,8.21,0.00,1
8.795,-2.60,-8.83,-10.12,0.6523,0.3192,-0.3437,10.1484,3.52,8.21,0.00,1
8.813,-2.55,-8.75,-10.12,0.5352,0.4043,-0.6523,9.3867,3.52,8.21,0.00,1
8.825,-2.52,-8.70,-10.12,0.0391,0.3936,0.0781,9.0039,3.52,8.21,0.00,1
8.844,-2.47,-8.58,-10.12,0.6133,0.3390,-0.0781,9.5820,3.52,8.21,0.00,1
8.863,-2.42,-8.43,-10.12,0.5742,0.4239,-0.5352,8.9258,0.89,8.21,0.00,1
8.882,-2.37,-8.29,-10.12,1.2656,0.6281,0.0000,9.6523,0.89,8.21,0.00,1
8.894,-2.34,-8.21,-10.12,1.3008,0.7289,-0.6523,9.5391,0.89,8.21,0.00,1
8.913,-2.29,-8.06,-10.12,2.1445,1.1106,-0.8047,10.6094,0.89,8.21,0.00,1
8.935,-2.23,-7.91,-10.12,1.2656,1.1510,-0.3437,10.0000,0.89,8.21,0.00,1
8.944,-2.21,-7.83,-10.12,1.2656,1.1686,-0.3437,10.0000,0.89,8.21,0.00,1
8.962,-2.15,-7.68,-10.12,-0.3828,0.8313,-0.6523,7.2734,0.89,8.21,0.00,1
8.985,-2.09,-7.52,-10.12,0.0000,0.6682,-0.7266,8.7773,0.89,8.21,0.00,1
9.004,-2.02,-7.34,-10.12,-0.1523,0.4067,-0.6523,8.3945,0.89,8.21,0.00,1
9.014,-1.99,-7.25,-10.12,0.5742,0.3411,-0.2305,9.8047,0.89,8.21,0.00,1
9.034,-1.91,-7.06,-10.12,0.2695,0.3828,-0.9570,8.8477,0.89,8.21,0.00,1
9.046,-1.87,-6.98,-10.12,0.7656,0.3974,-0.1133,10.0000,0.04,8.21,0.00,1
9.063,-1.79,-6.79,-10.12,0.4219,0.4744,-0.3437,9.6523,0.04,8.21,0.00,1
9.083,-1.70,-6.62,-10.12,1.1875,0.6259,-0.9570,10.1094,0.04,0.00,0.00,1
9.112,-1.56,-6.35,-10.12,0.6523,0.6171,-0.6523,9.8047,0.04,0.00,0.00,1
9.114,-1.56,-6.35,-10.12,0.6523,0.6171,-0.6523,9.8047,0.04,0.00,0.00,1
9.132,-1.45,-6.19,-10.12,-0.6914,0.3297,-0.3047,8.0078,0.04,0.00,0.00,1
9.154,-1.33,-6.04,-10.12,0.0391,0.2204,-0.3828,9.4648,0.04,0.00,0.00,1
9.165,-1.28,-5.95,-10.12,0.0391,0.1926,-0.3828,9.4648,0.04,0.00,0.00,1
9.185,-1.17,-5.78,-10.12,-0.1914,-0.1120,-0.3437,9.4258,0.04,0.00,0.00,1
9.204,-1.07,-5.63,-10.12,-1.0742,-0.2052,-0.6914,8.0430,0.04,0.00,0.00,1
9.216,-1.00,-5.56,-10.12,0.0781,-0.3053,-0.2305,9.6523,0.04,0.00,0.00,1
9.234,-0.87,-5.42,-10.12,-0.5742,-0.2488,0.0000,8.9609,0.04,0.00,0.00,1
9.252,-0.75,-5.31,-10.12,0.1523,-0.1989,-0.2695,9.8047,0.07,0.00,0.00,1
9.272,-0.64,-5.20,-10.12,0.6133,0.0027,-0.0391,10.7656,0.07,0.00,0.00,1
9.284,-0.58,-5.13,-10.12,0.7656,0.1716,-0.1914,10.9531,0.07,0.00,0.00,1
9.303,-0.46,-5.02,-10.12,-0.4219,0.0772,-0.4609,8.5391,0.07,0.00,0.00,1
9.325,-0.32,-4.93,-10.12,0.8438,0.1881,-0.7266,10.4531,0.07,0.00,0.00,1
9.335,-0.24,-4.87,-10.12,0.8438,0.2888,-0.7266,10.4531,0.07,0.00,0.00,1
9.355,-0.09,-4.76,-10.12,0.1523,0.1729,0.0391,9.8047,0.07,0.00,0.00,1
9.373,0.04,-4.62,-10.12,-0.6133,0.1058,-0.6523,8.1602,0.07,0.00,0.00,1
9.392,0.19,-4.50,-10.12,0.3047,0.0638,0.1133,9.7695,0.07,0.00,0.00,1
9.403,0.27,-4.43,-10.12,-0.2305,0.0580,-0.3828,8.2734,0.07,0.00,0.00,1
9.423,0.45,-4.33,-10.12,0.2695,0.0703,-0.5742,9.1172,0.07,0.00,0.00,1
9.443,0.58,-0.84,-10.12,0.1914,0.1209,-0.3047,8.8125,0.07,0.00,0.00,1
9.454,0.65,0.07,-10.12,0.9961,0.1961,-0.7656,9.7266,0.15,0.00,0.00,1
9.472,0.83,1.25,-10.12,-0.5352,0.1300,-0.8047,7.5859,0.15,0.00,0.00,1
9.495,1.05,2.00,-10.12,0.1523,0.1062,-0.3828,8.7383,0.15,0.00,0.00,1
9.505,1.17,2.29,-10.12,0.1523,0.1132,-0.3828,8.7383,0.15,0.00,0.00,1
9.525,1.42,2.76,-10.12,0.0781,0.1755,1.2656,10.1875,0.15,0.00,0.00,1
9.543,1.64,3.13,-10.12,-0.1914,0.1263,1.2656,10.1914,0.15,0.00,0.00,1
9.563,1.86,3.40,-10.12,0.3828,0.1451,1.4570,10.9531,0.15,0.00,0.00,1
9.574,1.95,3.52,-10.12,1.1094,0.2558,0.3437,12.3398,0.15,0.00,0.00,1
9.594,2.14,3.78,-10.12,0.3047,0.4335,-0.5352,10.7266,0.15,0.00,0.00,1
9.607,2.23,3.89,-10.12,0.3047,0.4137,-0.5352,10.7266,0.15,0.00,0.00,1
9.625,2.43,4.09,-10.12,-0.1523,0.1363,1.0352,9.5039,0.15,0.00,0.00,1
9.642,2.62,4.25,-10.12,-0.4961,-0.0382,1.6484,8.6992,0.15,0.00,0.00,1
9.674,2.76,4.37,9.88,0.4609,0.0566,2.2969,9.3047,0.22,0.00,0.00,1
9.675,2.76,4.37,9.88,0.4609,0.0566,2.2969,9.3047,0.22,0.00,0.00,1
9.692,2.92,4.60,9.88,0.7656,0.2387,1.5703,10.0000,0.22,0.00,0.00,1
9.715,3.00,4.72,9.88,-0.2695,-0.1169,1.2266,8.3516,0.22,0.00,0.00,1
9.734,3.06,4.81,9.88,-1.1875,-0.2337,0.4219,6.4414,0.22,0.00,0.00,1
9.745,3.09,4.85,9.88,0.2695,-0.3282,1.4570,8.6602,0.22,0.00,0.00,1
9.764,3.13,4.91,9.88,0.0781,-0.1740,1.6094,9.0781,0.22,0.00,0.00,1
9.783,3.15,4.97,9.88,1.3789,0.1998,0.9570,9.8867,0.22,0.00,0.00,1
9.794,3.15,5.00,9.88,0.3828,0.3013,1.7227,8.9219,0.22,0.00,0.00,1
9.812,3.17,5.04,9.88,0.8828,0.4397,1.5703,9.7305,0.22,0.00,0.00,1
9.832,3.16,5.08,9.88,-0.6133,0.2343,1.1094,7.2383,0.22,0.00,0.00,1
9.845,3.14,5.08,9.88,0.4219,0.2758,1.1875,9.0000,0.35,0.00,0.00,1
9.862,3.10,5.13,9.88,-0.3828,0.1475,1.2656,8.6562,0.35,0.00,0.00,1
9.885,3.04,5.19,9.88,0.1133,0.1003,1.6836,9.0000,0.35,0.00,0.00,1
9.896,3.01,5.20,9.88,0.1133,0.1023,1.6836,9.0000,0.35,0.00,0.00,1
9.915,2.92,5.22,9.88,-0.1523,0.1396,1.6094,8.4258,0.35,0.00,0.00,1
9.934,2.81,5.21,9.88,0.5352,0.1118,1.1875,9.9648,0.35,0.00,0.00,1
9.952,2.69,5.24,9.88,0.4219,0.2311,0.6914,9.8047,0.35,0.00,0.00,1
9.964,2.62,5.25,9.88,-0.3437,0.1991,1.3398,8.8477,0.35,0.00,0.00,1
9.983,2.47,5.27,9.88,-0.0781,0.0728,1.1484,9.1992,0.35,0.00,0.00,1
10.002,2.31,5.29,9.88,-0.1914,-0.0037,1.0352,8.7344,0.35,0.00,0.00,1
10.015,2.22,5.28,9.88,0.4609,0.0197,1.4922,9.1172,0.35,0.00,0.00,1
10.032,2.03,5.28,9.88,0.6133,0.2038,1.0742,9.8828,0.35,0.00,0.00,1
10.054,1.83,5.29,9.88,0.2305,0.3828,0.8438,9.1992,0.31,0.00,0.00,1
10.073,1.63,5.31,9.88,0.5352,0.3640,0.6523,9.3867,0.31,0.00,0.00,1
10.091,1.41,5.35,9.88,-0.9180,0.1007,0.0391,7.0469,0.31,0.00,0.00,1
10.103,1.31,5.35,9.88,0.5742,0.0636,0.5352,9.2266,0.31,0.00,0.00,1
10.123,1.08,5.36,9.88,0.0781,0.1279,0.2305,8.7734,0.31,0.00,0.00,1
10.135,0.97,5.38,9.88,0.9180,0.1841,0.2305,9.7266,0.31,0.00,0.00,1
10.154,0.76,5.40,9.88,0.5742,0.3647,0.2695,9.4609,0.31,0.00,0.00,1
10.173,0.54,5.45,9.88,0.9961,0.5175,0.0000,9.8047,0.31,0.00,0.00,1
10.185,0.43,5.47,9.88,-0.4609,0.4744,-0.0781,7.8555,0.31,0.00,0.00,1
10.203,0.22,5.49,9.88,0.6523,0.4019,-0.3828,9.7656,0.31,0.00,0.00,1
10.231,-0.07,5.48,9.88,-0.4961,0.2120,-0.5742,8.4258,0.31,0.00,0.00,1
10.244,-0.15,5.49,9.88,0.0391,0.1461,-0.5742,9.7695,0.31,0.00,0.00,1
10.253,-0.24,5.50,9.88,0.0391,0.1296,-0.5742,9.7695,0.31,0.00,0.00,1
10.274,-0.38,5.52,9.88,0.4961,-0.0741,-0.5352,10.2305,0.31,0.00,0.00,1
10.294,-0.53,5.52,9.88,-0.1133,0.0389,-0.6133,9.6094,0.31,0.00,0.00,1
10.305,-0.60,5.54,9.88,0.1914,0.0296,-0.7266,10.3828,0.31,0.00,0.00,1
10.324,-0.71,5.56,9.88,0.3047,0.0845,-0.5742,10.3047,0.31,0.00,0.00,1
10.342,-0.81,5.60,9.88,-0.0391,0.0835,-0.8047,10.0000,0.31,0.00,0.00,1
10.355,-0.85,5.60,9.88,-0.5352,0.0250,-0.6133,8.8125,0.31,0.00,0.00,1
10.372,-0.93,5.61,9.88,-0.0391,-0.0562,-0.6133,10.2656,0.31,0.00,0.00,1
10.395,-0.99,5.61,9.88,-0.1133,0.1545,-0.6133,9.2656,0.31,0.00,0.00,1
10.414,-1.04,5.61,9.88,0.2695,0.0938,-0.5352,9.6094,0.31,0.00,0.00,1
10.423,-1.05,5.63,9.88,0.2695,0.1208,-0.5352,9.6094,0.31,0.00,0.00,1
10.445,-1.08,5.64,9.88,0.5352,0.0910,-0.3437,9.2305,0.31,0.00,0.00,1
10.465,-1.10,5.62,9.88,0.2305,0.1926,-0.4609,9.2266,0.31,0.00,0.00,1
10.475,-1.10,5.62,9.88,-0.3047,0.1581,-0.2695,8.4609,0.31,0.00,0.00,1
10.495,-1.12,5.63,9.88,0.3047,0.0756,-0.2695,9.8828,0.31,0.00,0.00,1
10.512,-1.12,5.63,9.88,0.6914,0.2000,-0.3828,10.0352,0.31,0.00,0.00,1
10.525,-1.13,5.66,9.88,0.3047,0.2445,0.2305,9.7305,0.31,0.00,0.00,1
10.542,-1.15,5.68,9.88,0.4219,0.2910,0.3828,10.4961,0.31,0.00,0.00,1
10.562,-1.17,5.69,9.88,0.9570,0.4465,0.0781,10.6914,0.31,0.00,0.00,1
10.585,-1.21,5.71,9.88,0.4219,0.2567,0.5352,9.7695,0.31,0.00,0.00,1
10.593,-1.23,5.72,9.88,0.4219,0.2821,0.5352,9.7695,0.31,0.00,0.00,1
10.615,-1.27,5.74,9.88,0.0781,0.0525,0.6914,9.6133,0.31,0.00,0.00,1
10.633,-1.34,5.74,9.88,0.0000,0.0535,0.0391,9.1602,0.31,0.00,0.00,1
10.645,-1.38,5.75,9.88,0.1914,0.0570,0.0781,9.6523,0.31,0.00,0.00,1
10.664,-1.47,5.78,9.88,0.1523,0.0920,0.1523,9.4219,0.31,0.00,0.00,1
10.683,-1.55,5.82,9.88,0.3828,0.1636,0.2305,9.6133,0.31,0.00,0.00,1
10.695,-1.59,5.82,9.88,-0.3828,0.1508,0.3047,8.0117,0.31,0.00,0.00,1
10.714,-1.69,5.80,9.88,0.4219,0.0639,0.0781,9.3086,0.31,0.00,0.00,1
10.733,-1.79,5.79,9.88,0.1523,0.1263,-0.5742,9.2695,0.31,0.00,0.00,1
10.754,-1.88,5.78,9.88,-0.0781,0.0078,-0.3437,9.2305,0.31,0.00,0.00,1
10.763,-1.93,5.77,9.88,-0.0781,-0.0054,-0.3437,9.2305,0.31,0.00,0.00,1
10.785,-2.03,5.79,9.88,0.1523,-0.0738,0.1133,9.2656,0.31,0.00,0.00,1
10.803,-2.13,5.77,9.88,0.5352,0.0210,-0.3047,9.9609,0.31,0.00,0.00,1
10.815,-2.17,5.75,9.88,0.9961,0.1716,-0.9180,10.4531,0.31,0.00,0.00,1
10.834,-2.26,5.74,9.88,-0.1523,0.3136,-0.5352,8.9648,0.31,0.00,0.00,1
10.854,-2.34,5.72,9.88,0.2695,0.2152,-0.6133,9.7656,0.26,0.00,0.00,1
10.865,-2.39,5.73,9.88,-0.9961,0.1260,-1.0742,7.6250,0.26,0.00,0.00,1
10.895,-2.49,5.71,9.88,0.2305,0.0246,-0.7656,9.2656,0.26,0.00,0.00,1
10.902,-2.52,5.69,9.88,0.2305,0.0562,-0.7656,9.2656,0.26,0.00,0.00,1
10.925,-2.58,5.68,9.88,0.0391,0.1313,-0.4609,9.4648,0.26,0.00,0.00,1
10.933,-2.60,5.67,9.88,0.0391,0.1172,-0.4609,9.4648,0.26,0.00,0.00,1
10.953,-2.64,5.67,9.88,0.6133,0.2221,-0.7656,10.0352,0.26,0.00,0.00,1
10.974,-2.68,5.65,9.88,0.2695,0.0385,-0.5742,10.1133,0.26,0.00,0.00,1
10.984,-2.70,5.65,9.88,0.2695,0.0740,-0.5742,10.1133,0.26,0.00,0.00,1
11.004,-2.74,5.65,9.88,-0.4219,0.1084,-0.4219,8.6953,0.26,0.00,0.00,1
11.025,-2.76,5.63,9.88,-0.1133,-0.0173,-0.7266,8.9648,0.26,0.00,0.00,1
11.035,-2.77,5.61,9.88,0.0391,-0.0264,-0.6523,9.0820,0.26,0.00,0.00,1
11.054,-2.79,5.59,9.88,0.3437,0.0166,-0.4219,9.1992,0.26,0.00,0.00,1
11.073,-2.82,5.56,9.88,0.5352,0.1705,-0.4609,10.0312,0.26,0.00,0.00,1
11.092,-2.83,5.54,9.88,0.8438,0.3422,-0.6133,10.1484,0.26,0.00,0.00,1
11.103,-2.85,5.55,9.88,-0.2305,0.2155,-0.2305,8.6602,0.26,0.00,0.00,1
11.123,-2.86,5.53,9.88,-0.0781,0.0971,-0.2695,9.3477,0.26,0.00,0.00,1
11.145,-2.89,5.51,9.88,0.5742,0.0586,-0.1914,9.7305,0.26,0.00,0.00,1
11.154,-2.90,5.49,9.88,0.5742,0.1378,-0.1914,9.7305,0.26,0.00,0.00,1
11.175,-2.94,5.49,9.88,0.6133,0.3135,-0.6914,10.1875,0.26,0.00,0.00,1
11.193,-2.97,5.49,9.88,-0.3437,0.3220,-0.1133,8.8477,0.26,0.00,0.00,1
11.205,-3.00,5.48,9.88,0.2695,0.2237,-0.3047,9.4609,0.26,0.00,0.00,1
11.224,-3.03,5.47,9.88,-0.6133,0.1661,-0.4609,8.2773,0.26,0.00,0.00,1
11.242,-3.07,5.46,9.88,0.3828,0.1208,-0.1523,9.5820,0.26,0.00,0.00,1
11.262,-3.12,5.44,9.88,0.0391,0.1191,-0.1914,9.7266,0.24,0.00,0.00,1
11.273,-3.15,5.45,9.88,0.6914,0.2457,-0.4219,10.0742,0.24,0.00,0.00,1
11.292,-3.20,5.43,9.88,0.3437,0.3207,-0.4219,9.4258,0.24,0.00,0.00,1
11.314,-3.25,5.43,9.88,-0.6523,0.2799,-0.6133,7.7734,0.24,0.00,0.00,1
11.324,-3.28,5.42,9.88,-0.6523,0.1367,-0.6133,7.7734,0.24,0.00,0.00,1
11.344,-3.33,5.42,9.88,0.1523,0.1659,-0.7656,9.6133,0.24,0.00,0.00,1
11.364,-3.39,5.38,9.88,-0.3437,0.1224,-0.6914,8.6172,0.24,0.00,0.00,1
11.383,-3.43,5.31,9.88,0.0391,0.0482,-0.6523,9.1211,0.24,0.00,0.00,1
11.395,-3.45,5.29,9.88,0.4219,0.0774,-0.7656,9.8047,0.24,0.00,0.00,1
11.414,-3.49,5.22,9.88,0.1914,0.1567,-0.6523,9.0781,0.24,0.00,0.00,1
11.432,-3.54,5.17,9.88,0.5352,0.2446,-0.5742,10.1875,0.24,0.00,0.00,1
11.444,-3.55,5.15,9.88,0.7656,0.3077,-1.3398,9.7266,0.24,0.00,0.00,1
11.462,-3.58,5.12,9.88,-0.2695,0.2347,-0.4961,8.7383,0.19,0.00,0.00,1
11.485,-3.60,5.07,9.88,-0.4609,0.0793,-1.1094,8.2344,0.19,0.00,0.00,1
11.494,-3.61,5.05,9.88,-0.4609,-0.0037,-1.1094,8.2344,0.19,0.00,0.00,1
11.512,-3.63,4.98,9.88,0.3828,0.0534,-0.3437,10.0039,0.19,0.00,0.00,1
11.534,-3.65,4.94,2.77,0.7266,0.1534,-0.8438,9.9648,0.19,0.00,0.00,1
