t_s,roll_deg,pitch_deg,pitch_accel_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
8.109,-2.13,-7.22,0.26,-0.0391,-0.1330,0.4609,8.5430,27.32,168.98,161.08,1
8.132,-2.19,-7.26,15.79,-1.9141,-0.3130,0.6133,6.7422,27.32,169.64,160.28,1
8.143,-2.22,-7.27,15.79,-1.9141,-0.5589,0.6133,6.7422,27.32,166.75,161.86,1
8.160,-2.31,-7.31,8.91,-1.2266,-0.7911,-0.2695,7.8164,27.32,170.68,158.91,1
8.181,-2.40,-7.35,12.29,-1.9141,-0.3851,-0.4609,8.7734,27.32,169.61,155.38,1
8.194,-2.45,-7.38,10.34,-1.8398,-0.7175,0.4609,10.0742,27.32,165.07,156.25,1
8.211,-2.58,-7.35,2.21,-0.4961,-0.9283,-1.3398,12.7930,27.32,164.77,152.49,1
8.231,-2.67,-7.21,12.88,-2.4883,-1.2219,-1.5703,10.7695,27.32,161.63,149.14,1
8.249,-2.76,-6.98,7.94,-1.7227,-1.4842,-1.1094,12.2969,27.32,156.69,137.51,1
8.262,-2.81,-6.82,10.51,-1.9922,-1.5424,-0.9961,10.6875,27.32,155.26,113.20,1
8.279,-2.88,-6.45,30.69,-3.7539,-2.0856,0.2305,6.3203,27.43,154.32,94.70,1
8.300,-2.96,-6.09,11.40,-1.6836,-2.1006,0.7266,8.3164,27.43,153.00,56.85,1
8.313,-2.99,-5.94,34.15,-3.7539,-2.4665,-1.3789,5.3594,27.43,156.59,56.85,1
8.330,-3.02,-5.73,-9.34,2.5664,-1.4328,2.2969,15.4414,27.43,158.86,56.85,1
8.350,-2.98,-5.74,42.83,-7.3555,-2.0923,3.4102,7.1641,27.43,153.68,56.85,1
8.364,-3.05,-5.70,42.83,-7.3555,-2.9008,3.4102,7.1641,27.43,157.21,56.85,1
8.382,-3.10,-5.59,17.09,-3.3711,-3.8899,-0.9961,10.9180,27.43,157.21,56.85,1
8.400,-3.11,-5.60,13.00,-2.6055,-3.6815,-3.4844,10.7305,27.43,154.80,56.85,1
8.419,-3.04,-5.70,37.20,-5.7852,-4.0184,-2.1445,7.3125,27.43,157.38,56.85,1
8.432,-3.01,-5.75,31.39,-5.5547,-4.2713,-2.4141,8.7773,27.43,151.56,56.85,1
8.449,-2.89,-5.91,8.58,-2.0312,-3.9291,-1.6094,13.3711,27.43,154.32,56.85,1
8.469,-2.71,-6.01,23.12,-4.0234,-3.8317,-0.1523,9.4219,27.43,152.00,56.85,1
8.483,-2.64,-6.05,16.30,-3.1406,-3.6788,0.4609,10.7305,27.37,149.99,56.85,1
8.500,-2.47,-6.10,23.92,-3.9453,-3.7042,-0.9570,8.8437,27.37,146.48,56.85,1
8.522,-2.28,-6.14,31.78,-4.8633,-3.6680,-1.0742,7.7773,27.37,145.07,56.85,1
8.534,-2.20,-6.17,31.78,-4.8633,-3.8516,-1.0742,7.7773,27.37,144.95,56.85,1
8.553,-2.02,-6.21,21.43,-3.6016,-3.8856,1.0352,9.1172,27.37,141.16,56.85,1
8.570,-1.88,-6.24,18.05,-3.3320,-3.7835,0.8047,10.1914,27.37,142.15,56.85,1
8.589,-1.78,-6.23,24.73,-4.0625,-3.7912,1.4570,8.6992,27.37,136.02,56.85,1
8.602,-1.75,-6.23,16.74,-3.1016,-3.7560,-0.1523,10.3086,27.37,134.19,56.85,1
8.620,-1.68,-6.19,24.15,-3.9844,-3.7283,1.1094,8.8164,27.37,134.23,56.85,1
8.639,-1.62,-6.11,28.25,-4.4805,-3.9107,-1.0352,8.2734,27.37,133.05,56.85,1
8.653,-1.60,-6.09,13.83,-2.6797,-3.6383,0.3047,10.8789,27.37,130.94,56.85,1
8.670,-1.58,-6.02,20.45,-3.4844,-3.4896,0.1914,9.3437,27.37,129.97,56.85,1
8.693,-1.57,-5.96,22.63,-3.7539,-3.6271,-0.1914,9.0039,25.32,129.94,56.85,1
8.704,-1.56,-5.91,22.63,-3.7539,-3.6465,-0.1914,9.0039,25.32,129.74,56.85,1
8.723,-1.54,-5.85,30.20,-4.7500,-3.8957,-0.0781,8.1602,25.32,125.11,56.85,1
8.741,-1.51,-5.82,30.30,-4.9023,-4.1501,-1.1094,8.3164,25.32,126.73,56.85,1
8.761,-1.49,-5.87,23.46,-4.4453,-4.3054,-0.6133,10.2266,25.32,123.23,56.85,1
8.772,-1.48,-5.87,22.44,-3.9844,-4.2900,-0.0391,9.6484,25.32,121.95,56.85,1
8.790,-1.45,-5.84,34.11,-5.1719,-4.2984,-0.8828,7.5859,25.32,122.01,56.85,1
8.809,-1.44,-5.84,18.61,-3.4844,-4.2227,0.1914,10.3437,25.32,119.70,0.00,1
8.823,-1.44,-5.83,24.96,-4.4453,-4.1862,-0.4961,9.5391,25.32,118.19,0.00,1
8.840,-1.41,-5.83,21.59,-3.8672,-4.1466,-0.9180,9.7305,25.32,116.54,0.00,1
8.863,-1.37,-5.85,19.94,-3.6406,-4.0571,-1.4922,9.9258,25.32,115.42,0.00,1
8.874,-1.36,-5.85,19.94,-3.6406,-3.9931,-1.4922,9.9258,22.56,113.44,0.00,1
8.891,-1.33,-5.90,20.18,-3.6016,-3.8845,-1.1484,9.7305,22.56,112.60,0.00,1
8.910,-1.31,-5.88,25.76,-4.2891,-3.5434,-0.8438,8.8477,22.56,113.48,0.00,1
8.932,-1.27,-5.90,27.14,-4.3672,-3.8149,0.4961,8.5039,22.56,112.11,0.00,1
8.942,-1.26,-5.91,25.96,-4.3281,-3.9340,-0.1523,8.8867,22.56,109.67,0.00,1
8.960,-1.23,-5.89,22.89,-3.8672,-4.0089,-0.1523,9.1602,22.56,109.42,0.00,1
8.979,-1.21,-5.82,14.89,-2.8359,-3.7324,-0.5742,10.6484,22.56,106.01,0.00,1
8.993,-1.22,-5.80,21.38,-4.0234,-3.6897,-0.4609,10.2656,22.56,105.24,0.00,1
9.010,-1.22,-5.70,34.31,-4.9023,-3.9980,-0.8828,7.1289,22.56,103.03,0.00,1
9.030,-1.22,-5.71,32.58,-5.0547,-4.2882,-0.9570,7.8516,22.56,101.15,0.00,1
9.044,-1.22,-5.71,13.92,-2.6797,-3.9322,-0.4609,10.8008,22.56,99.57,0.00,1
9.061,-1.22,-5.70,25.20,-4.0977,-3.8908,-0.9570,8.6562,22.56,97.38,0.00,1
9.083,-1.23,-5.65,23.75,-4.0234,-3.6306,-0.6523,9.1211,22.56,98.89,0.00,1
9.101,-1.25,-5.60,22.84,-4.1367,-3.7511,-0.5742,9.8047,19.87,96.97,0.00,1
9.113,-1.27,-5.55,25.70,-4.3281,-3.8517,-1.1094,8.9258,19.87,94.61,0.00,1
9.130,-1.31,-5.48,23.48,-3.9844,-3.9593,-0.4609,9.1602,19.87,92.19,0.00,1
9.149,-1.37,-5.41,20.79,-3.8672,-3.9419,-0.8828,10.1484,19.87,91.22,0.00,1
9.163,-1.41,-5.37,35.06,-5.1328,-4.0317,-1.4570,7.1680,19.87,176.12,0.00,1
9.181,-1.47,-5.38,19.66,-3.4102,-4.0258,-0.3828,9.5391,19.87,180.70,0.00,1
9.200,-1.54,-5.37,23.19,-3.7930,-3.9360,-0.4609,8.8437,19.87,87.96,0.00,1
9.214,-1.57,-5.36,16.81,-3.0273,-3.8527,-0.6523,10.0000,19.87,85.76,0.00,1
9.232,-1.64,-5.34,16.43,-3.1797,-3.6051,-0.6523,10.7656,19.87,86.01,0.00,1
9.253,-1.71,-5.26,37.29,-5.3633,-3.7047,-0.6523,7.0117,19.87,83.00,0.00,1
9.270,-1.76,-5.23,25.75,-4.1758,-4.0801,-1.6484,8.5000,19.87,82.14,0.00,1
9.283,-1.80,-5.20,16.19,-3.0273,-4.0094,-0.5742,10.4141,17.33,82.09,0.00,1
9.301,-1.85,-5.22,25.68,-4.1367,-3.8196,-1.0352,8.5391,17.33,79.12,0.00,1
9.321,-1.91,-5.24,15.93,-3.1406,-3.7073,-0.4609,10.9922,17.33,78.07,0.00,1
9.333,-1.94,-5.22,32.41,-4.9414,-3.7643,-1.3789,7.6602,17.33,77.66,0.00,1
9.350,-2.00,-5.21,18.93,-3.4492,-3.9788,-0.7266,10.0312,17.33,75.21,0.00,1
9.369,-2.07,-5.22,37.12,-5.3242,-4.2132,-1.1875,6.9336,17.33,73.04,0.00,1
9.384,-2.12,-5.21,6.35,-1.4570,-4.0745,-0.8047,13.0664,17.33,74.28,0.00,1
9.401,-2.20,-5.18,19.16,-3.4102,-3.6144,-1.3008,9.7305,17.33,72.05,0.00,1
9.423,-2.29,-5.11,36.14,-5.2852,-3.6168,-0.6914,7.2031,17.33,70.51,0.00,1
9.441,-2.35,-5.07,27.75,-4.3672,-4.0165,-0.6133,8.2773,17.33,69.81,0.00,1
9.452,-2.41,-5.04,27.75,-4.3672,-4.0704,-0.6133,8.2773,17.33,66.46,0.00,1
9.471,-2.49,-5.01,27.16,-4.4453,-3.8282,-1.2266,8.5781,17.33,67.03,0.00,1
9.490,-2.57,-5.02,17.59,-3.2578,-3.9082,-0.9961,10.2266,14.65,64.79,0.00,1
9.503,-2.60,-5.03,31.38,-4.9414,-3.8990,-0.9961,8.0391,14.65,64.36,0.00,1
9.521,-2.67,-5.04,15.59,-2.9492,-4.0352,-0.2305,10.5703,14.65,62.65,0.00,1
9.540,-2.75,-5.05,20.54,-3.5625,-3.8007,-1.2656,9.4219,14.65,61.98,0.00,1
9.559,-2.82,-5.03,22.84,-3.9844,-3.8265,-0.8047,9.4258,14.65,59.50,0.00,1
9.571,-2.85,-5.00,19.64,-3.4492,-3.7430,-1.0352,9.6094,14.65,60.07,0.00,1
9.589,-2.91,-4.94,23.39,-3.9453,-3.7695,-0.8828,9.0781,14.65,56.77,0.00,1
9.612,-2.96,-4.90,17.88,-3.1797,-4.0776,-0.9961,9.8047,14.65,57.28,0.00,1
9.622,-2.99,-4.84,17.88,-3.1797,-3.9397,-0.9961,9.8047,14.65,54.20,0.00,1
9.643,-3.03,-4.80,23.42,-4.0234,-3.7926,-0.6523,9.2656,14.65,53.83,0.00,1
9.661,-3.05,-4.76,32.33,-4.8633,-3.9252,-0.6523,7.6562,14.65,51.66,0.00,1
9.673,-3.06,-4.76,27.30,-4.4805,-4.1022,-0.5742,8.6602,14.65,51.66,0.00,1
9.691,-3.06,-4.76,12.08,-2.4531,-4.0473,-0.1133,11.4570,11.98,50.65,0.00,1
9.709,-3.05,-4.74,23.03,-3.8320,-3.8090,-0.5352,9.0000,11.98,48.31,0.00,1
9.724,-3.04,-4.71,23.60,-4.0625,-3.8310,-1.1094,9.2305,11.98,47.16,0.00,1
9.741,-3.04,-4.64,24.52,-4.0234,-3.9013,-0.8828,8.7773,11.98,44.94,0.00,1
9.760,-3.03,-4.59,24.11,-4.0977,-3.9593,-1.1875,9.0781,11.98,44.94,0.00,1
9.783,-3.03,-4.57,14.90,-2.9492,-3.7977,0.5742,11.0703,11.98,43.86,0.00,1
9.792,-3.03,-4.54,14.90,-2.9492,-3.6674,0.5742,11.0703,11.98,41.46,0.00,1
9.813,-3.02,-4.47,26.20,-4.1367,-3.4945,0.4219,8.3945,11.98,41.46,0.00,1
9.831,-3.02,-4.42,23.50,-4.0625,-3.6707,-0.1133,9.3437,11.98,39.83,0.00,1
9.844,-3.03,-4.41,26.44,-4.1758,-3.7665,-0.2695,8.3945,11.98,37.01,0.00,1
9.861,-3.05,-4.39,18.63,-3.5234,-3.8304,0.0391,10.4531,11.98,37.01,0.00,1
9.880,-3.09,-4.35,18.21,-3.3320,-3.6834,-0.5352,10.1133,11.98,35.53,0.00,1
9.894,-3.11,-4.34,25.41,-4.0977,-3.6906,-0.3828,8.6172,9.19,32.51,0.00,1
9.912,-3.14,-4.31,21.34,-3.5625,-3.7633,-0.0781,9.1172,9.19,32.51,0.00,1
9.929,-3.18,-4.28,26.13,-4.2148,-3.8392,-0.4961,8.5781,9.19,30.40,0.00,1
9.952,-3.21,-4.21,27.92,-4.3281,-3.7266,-0.3828,8.1602,9.19,30.40,0.00,1
9.962,-3.22,-4.20,27.92,-4.3281,-3.8190,-0.3828,8.1602,9.19,30.40,0.00,1
9.980,-3.26,-4.16,23.58,-4.0625,-3.9046,0.0391,9.3086,9.19,26.99,0.00,1
10.001,-3.30,-4.14,18.27,-3.3711,-3.8827,-0.6523,10.1875,9.19,26.99,0.00,1
10.013,-3.32,-4.10,18.27,-3.3711,-3.8041,-0.6523,10.1875,9.19,24.38,0.00,1
10.031,-3.36,-4.05,27.37,-4.4453,-3.7129,-0.3828,8.5781,9.19,24.38,0.00,1
10.050,-3.41,-4.02,22.49,-3.7148,-3.8622,-0.4961,8.9609,9.19,24.38,0.00,1
10.069,-3.45,-3.99,20.62,-3.5625,-3.7782,-0.3047,9.4648,9.19,20.28,0.00,1
10.081,-3.47,-3.98,17.79,-3.0664,-3.7054,-0.4609,9.5430,6.56,20.28,0.00,1
10.099,-3.52,-3.96,26.05,-4.2148,-3.7417,-0.2305,8.6211,6.56,20.28,0.00,1
10.123,-3.57,-3.93,18.79,-3.4492,-3.7249,-0.7266,10.1094,6.56,16.40,0.00,1
10.132,-3.60,-3.92,18.79,-3.4492,-3.6825,-0.7266,10.1094,6.56,16.40,0.00,1
10.150,-3.66,-3.88,27.91,-4.5586,-3.8619,-0.6914,8.5781,6.56,16.40,0.00,1
10.171,-3.73,-3.86,31.05,-4.7500,-3.9853,-0.7266,7.8555,6.56,16.40,0.00,1
10.183,-3.76,-3.86,31.05,-4.7500,-4.1027,-0.7266,7.8555,6.56,16.40,0.00,1
10.203,-3.83,-3.85,16.03,-3.0273,-3.8500,-0.9570,10.4961,6.56,16.40,0.00,1
10.220,-3.89,-3.76,19.97,-3.6406,-3.6657,-1.0742,9.9609,6.56,16.40,0.00,1
10.234,-3.90,-3.70,20.88,-3.5625,-3.6539,-0.8047,9.3047,6.56,9.28,0.00,1
10.251,-3.94,-3.58,17.02,-2.9883,-3.5821,-1.1875,9.6875,6.56,9.28,0.00,1
10.269,-3.97,-3.48,22.00,-3.6758,-3.5318,-0.9961,9.0430,6.56,9.28,0.00,1
10.290,-4.02,-3.37,20.15,-3.5234,-3.5389,-1.3789,9.5039,3.91,9.28,0.00,1
10.302,-4.03,-3.30,17.00,-3.0273,-3.4257,-1.6484,9.7656,3.91,9.28,0.00,1
10.320,-4.06,-3.18,23.77,-3.6758,-3.4562,-0.6914,8.3164,3.91,9.28,0.00,1
10.343,-4.09,-3.08,23.84,-3.0273,-3.2692,0.0781,6.8516,3.91,9.28,0.00,1
10.353,-4.10,-3.06,23.84,-3.0273,-3.2321,0.0781,6.8516,3.91,9.28,0.00,1
10.373,-4.16,-3.08,2.38,-0.3828,-2.4751,-0.0781,9.1953,3.91,9.28,0.00,1
10.390,-4.22,-3.12,-5.10,0.9180,-1.7777,-0.6133,10.2656,3.91,9.28,0.00,1
10.404,-4.26,-3.13,-4.06,0.6914,-1.1992,-0.6523,9.7266,3.91,9.28,0.00,1
10.421,-4.34,-3.13,-8.56,1.7227,-0.5805,-0.7656,11.4180,3.91,9.28,0.00,1
10.440,-4.42,-3.09,1.83,-0.2695,-0.2362,-1.0352,8.3516,3.91,9.28,0.00,1
10.460,-4.50,-3.07,-2.12,0.3828,-0.1013,-0.9961,10.3047,3.91,9.28,0.00,1
10.472,-4.54,-3.09,0.46,-0.0781,-0.0638,-1.5313,9.5781,3.91,9.28,0.00,1
10.489,-4.60,-3.11,4.45,-0.7266,-0.2122,-1.1094,9.2695,1.30,9.28,0.00,1
10.513,-4.66,-3.14,7.00,-1.0742,-0.3923,-0.9570,8.6992,1.30,9.28,0.00,1
10.523,-4.69,-3.13,7.00,-1.0742,-0.4970,-0.9570,8.6992,1.30,9.28,0.00,1
10.540,-4.74,-3.13,1.34,-0.2305,-0.4740,-0.5352,9.8086,1.30,9.28,0.00,1
10.561,-4.81,-3.08,-3.69,0.6523,-0.3102,-1.0742,10.0703,1.30,9.28,0.00,1
10.579,-4.83,-3.08,-3.18,0.5352,-0.0552,-0.9961,9.5820,1.30,9.28,0.00,1
10.592,-4.88,-3.07,-7.74,1.4922,0.1121,-1.1484,10.9141,1.30,9.28,0.00,1
10.612,-4.93,-3.05,-1.55,0.2305,0.3033,-1.0742,8.4648,1.30,9.28,0.00,1
10.629,-4.97,-3.04,-5.84,1.0352,0.4566,-0.4609,10.1094,1.30,9.28,0.00,1
10.642,-4.99,-3.04,-7.28,1.2266,0.5608,-1.0742,9.5391,1.30,9.28,0.00,1
10.659,-5.03,-2.99,-3.15,0.4609,0.6183,-0.6523,8.3516,1.30,9.28,0.00,1
10.680,-5.08,-2.92,-7.09,1.1875,0.7345,-0.8828,9.5039,0.33,9.28,0.00,1
10.693,-5.11,-2.88,-2.42,0.3437,0.6480,-1.3398,8.0078,0.33,9.28,0.00,1
10.711,-5.15,-2.78,-8.63,1.5703,0.8332,-0.9570,10.3047,0.33,9.28,0.00,1
10.731,-5.19,-2.65,-1.26,0.1914,0.7744,-1.3008,8.5820,0.33,0.00,0.00,1
10.750,-5.22,-2.51,-3.59,0.5742,0.6397,-1.1875,9.0781,0.33,0.00,0.00,1
10.762,-5.24,-2.43,-4.89,0.8047,0.6436,-1.5703,9.2695,0.33,0.00,0.00,1
10.781,-5.26,-2.28,-3.25,0.5352,0.6677,-1.1875,9.3477,0.33,0.00,0.00,1
10.799,-5.27,-2.13,-0.24,0.0391,0.5128,-1.3398,9.0430,0.33,0.00,0.00,1
10.812,-5.27,-2.05,-2.62,0.4219,0.4706,-1.8398,9.0391,0.33,0.00,0.00,1
10.829,-5.26,-1.91,0.00,0.0000,0.3606,-1.1484,9.0000,0.33,0.00,0.00,1
10.850,-5.25,-1.34,-1.62,0.2695,0.3180,-1.2656,9.4258,0.33,0.00,0.00,1
10.863,-5.24,-0.90,8.25,-1.1094,0.0021,-1.4570,7.5078,0.33,0.00,0.00,1
10.880,-5.20,-0.10,-0.67,0.1133,-0.0425,-0.9570,9.6914,0.19,0.00,0.00,1
10.902,-5.16,0.59,0.23,-0.0391,-0.1495,-1.3008,9.4609,0.19,0.00,0.00,1
10.914,-5.14,0.91,0.23,-0.0391,-0.1326,-1.3008,9.4609,0.19,0.00,0.00,1
10.932,-5.09,1.52,-2.38,0.4219,-0.0789,-1.3789,10.0703,0.19,0.00,0.00,1
10.951,-5.03,2.08,2.94,-0.4609,-0.0075,-1.2656,8.8828,0.19,0.00,0.00,1
10.970,-4.96,2.55,0.89,-0.1523,-0.0938,-0.9180,9.7656,0.19,0.00,0.00,1
10.982,-4.92,2.75,0.89,-0.1523,-0.1028,-1.5703,9.6914,0.19,0.00,0.00,1
11.001,-4.84,3.12,6.98,-1.0352,-0.3151,-1.0352,8.3945,0.19,0.00,0.00,1
11.020,-4.74,3.45,2.33,-0.3828,-0.3749,-1.1484,9.3437,0.19,0.00,0.00,1
11.033,-4.70,3.61,11.13,-1.4922,-0.4649,-1.3008,7.4727,0.19,0.00,0.00,1
11.050,-4.60,3.89,-0.44,0.0781,-0.4676,-0.8438,10.1094,0.19,0.00,0.00,1
11.072,-4.50,4.20,0.67,-0.1133,-0.3676,-0.8828,9.6484,0.19,0.00,0.00,1
11.090,-4.40,4.46,1.40,-0.2305,-0.3049,-0.7266,9.3828,0.15,0.00,0.00,1
11.104,-4.35,4.56,-3.18,0.5742,-0.2240,-0.8828,10.3086,0.15,0.00,0.00,1
11.121,-4.23,4.77,3.85,-0.5742,-0.0895,-0.5742,8.5039,0.15,0.00,0.00,1
11.140,-4.12,4.93,-0.87,0.1523,-0.0940,-0.4609,10.0312,0.15,0.00,0.00,1
11.152,-4.06,5.00,1.98,-0.3047,-0.0760,-0.8438,8.7734,0.15,0.00,0.00,1
11.171,-3.96,5.18,4.66,-0.6914,-0.1718,-0.5352,8.4609,0.15,0.00,0.00,1
11.189,-3.85,5.37,0.93,-0.1523,-0.2296,-0.5742,9.3828,0.15,0.00,0.00,1
11.203,-3.81,5.47,0.99,-0.1523,-0.2178,-0.8828,8.8125,0.15,0.00,0.00,1
11.220,-3.71,5.64,-2.85,0.4961,-0.0520,-0.3047,9.9609,0.15,0.00,0.00,1
11.240,-3.61,5.76,-1.19,0.1914,0.0360,-0.8047,9.1953,0.15,0.00,0.00,1
11.254,-3.56,5.82,-2.55,0.4219,0.1214,-1.0742,9.4219,0.15,0.00,0.00,1
11.271,-3.46,5.90,3.76,-0.5352,-0.0052,-0.5742,8.1172,0.15,0.00,0.00,1
11.291,-3.36,6.01,6.54,-0.8828,-0.0241,0.0391,7.6992,0.15,0.00,0.00,1
11.311,-3.28,6.11,-5.23,0.9961,-0.1173,0.4961,10.8750,0.15,0.00,0.00,1
11.322,-3.25,6.18,-2.15,0.3828,0.0800,-0.1133,10.1914,0.15,0.00,0.00,1
11.341,-3.18,6.28,-4.08,0.7656,0.1965,-0.2305,10.7305,0.15,0.00,0.00,1
11.360,-3.10,6.36,-2.35,0.4219,0.3145,-0.6133,10.2695,0.15,0.00,0.00,1
11.373,-3.08,6.40,-4.36,0.8047,0.3616,-0.9961,10.4961,0.15,0.00,0.00,1
