t_s,roll_deg,pitch_deg,pitch_accel_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.000,-2.14,1.61,-2.12,0.3828,0.3828,-0.3828,10.3477,0.09,0.00,0.00,1
0.019,-2.14,1.61,-3.07,0.5352,0.4165,-0.7266,9.9648,0.09,0.00,0.00,1
0.034,-2.14,1.61,3.02,-0.4609,0.3551,-0.4219,8.7344,0.09,0.00,0.00,1
0.051,-2.12,1.59,1.20,-0.1914,0.1365,-0.3828,9.1172,0.09,0.00,0.00,1
0.069,-2.12,1.60,5.30,-0.7656,-0.0836,-0.6133,8.2344,0.09,0.00,0.00,1
0.090,-2.11,1.60,-1.33,0.2305,0.0928,-0.3047,9.9219,0.13,0.00,0.00,1
0.102,-2.10,1.59,-1.33,0.2305,0.1139,-0.3047,9.9219,0.13,0.00,0.00,1
0.122,-2.09,1.58,1.23,-0.1914,0.0893,-0.2695,8.9258,0.13,0.00,0.00,1
0.140,-2.07,1.56,-1.10,0.1914,0.0403,-0.1914,10.0039,0.13,0.00,0.00,1
0.153,-2.06,1.57,5.57,-0.8047,-0.0059,-0.4219,8.2383,0.13,0.00,0.00,1
0.170,-2.05,1.57,-0.44,0.0781,-0.1618,0.0000,10.0742,0.13,0.00,0.00,1
0.188,-2.05,1.58,0.95,-0.1523,-0.1310,-0.0391,9.1953,0.13,0.00,0.00,1
0.209,-2.04,1.57,0.47,-0.0781,-0.1207,-0.4609,9.4648,0.13,0.00,0.00,1
0.221,-2.03,1.56,0.92,-0.1523,-0.1277,-0.1914,9.4609,0.13,0.00,0.00,1
0.239,-2.03,1.56,-2.40,0.4219,-0.0076,-0.0781,10.0703,0.13,0.00,0.00,1
0.262,-2.02,1.55,-1.62,0.2695,-0.1541,-0.3437,9.5039,0.13,0.00,0.00,1
0.272,-2.03,1.55,-1.62,0.2695,-0.0890,-0.3437,9.5039,0.06,0.00,0.00,1
0.292,-2.03,1.53,3.29,-0.4961,-0.1139,-0.2305,8.6172,0.06,0.00,0.00,1
0.310,-2.03,1.53,1.66,-0.2695,-0.2042,-0.1914,9.3086,0.06,0.00,0.00,1
0.323,-2.03,1.52,-1.36,0.2305,-0.1787,-0.3047,9.7305,0.06,0.00,0.00,1
0.340,-2.04,1.53,0.49,-0.0781,-0.0873,-0.1914,9.1562,0.06,0.00,0.00,1
0.359,-2.05,1.53,-2.68,0.4609,0.0351,-0.3437,9.8477,0.06,0.00,0.00,1
0.374,-2.06,1.52,-1.76,0.3047,0.0880,-0.3828,9.8828,0.06,0.00,0.00,1
0.391,-2.08,1.51,5.09,-0.7266,0.0670,-0.2695,8.1602,0.06,0.00,0.00,1
0.409,-2.08,1.50,1.62,-0.2695,-0.1024,-0.1523,9.5039,0.06,0.00,0.00,1
0.432,-2.10,1.51,-1.98,0.3437,-0.1565,0.0000,9.9219,0.06,0.00,0.00,1
0.442,-2.10,1.51,-1.98,0.3437,-0.0796,0.0000,9.9219,0.06,0.00,0.00,1
0.459,-2.13,1.52,-1.79,0.3047,0.0318,-0.2305,9.7305,0.06,0.00,0.00,1
0.480,-2.15,1.52,2.75,-0.4219,0.1075,-0.1914,8.7773,0.02,0.00,0.00,1
0.500,-2.15,1.48,-1.10,0.1914,0.0627,-0.2305,9.9648,0.02,0.00,0.00,1
0.510,-2.16,1.49,5.28,-0.7656,0.0059,-0.4961,8.2734,0.02,0.00,0.00,1
0.531,-2.18,1.49,-1.97,0.3437,-0.0116,-0.1914,10.0000,0.02,0.00,0.00,1
0.549,-2.20,1.48,0.00,0.0000,0.0335,-0.2305,9.4258,0.02,0.00,0.00,1
0.561,-2.21,1.49,-4.41,0.8047,0.0927,-0.6133,10.4180,0.02,0.00,0.00,1
0.579,-2.22,1.47,2.71,-0.4219,0.0640,-0.1914,8.9219,0.02,0.00,0.00,1
0.599,-2.24,1.47,-0.23,0.0391,0.0282,-0.1914,9.5391,0.02,0.00,0.00,1
0.612,-2.24,1.46,8.02,-1.1094,-0.2236,-0.6133,7.8516,0.02,0.00,0.00,1
0.630,-2.26,1.43,-1.98,0.3437,-0.1532,-0.3437,9.9219,0.02,0.00,0.00,1
0.650,-2.27,1.41,-1.80,0.3047,-0.0368,-0.4961,9.6875,0.02,0.00,0.00,1
0.671,-2.29,1.41,1.22,-0.1914,-0.0302,-0.4219,9.0039,0.02,0.00,0.00,1
0.681,-2.29,1.40,-1.35,0.2305,-0.0321,-0.1914,9.8047,0.04,0.00,0.00,1
0.701,-2.29,1.39,6.58,-0.9180,-0.0495,-0.5742,7.9336,0.04,0.00,0.00,1
0.719,-2.31,1.34,-2.57,0.4609,-0.0404,-0.3828,10.2656,0.04,0.00,0.00,1
0.731,-2.32,1.33,1.43,-0.2305,-0.0187,-0.3437,9.2266,0.04,0.00,0.00,1
0.748,-2.32,1.32,-0.48,0.0781,-0.0226,-0.4609,9.3047,0.04,0.00,0.00,1
0.769,-2.34,1.30,1.21,-0.1914,-0.0537,-0.3828,9.0391,0.04,0.00,0.00,1
0.782,-2.35,1.31,-2.41,0.4219,0.0516,-0.3047,10.0039,0.04,0.00,0.00,1
0.800,-2.35,1.28,4.20,-0.6133,-0.0725,-0.3828,8.3516,0.04,0.00,0.00,1
0.822,-2.35,1.23,0.00,0.0000,-0.0281,-0.7656,9.3086,0.04,0.00,0.00,1
0.833,-2.35,1.22,0.00,0.0000,-0.0238,-0.7656,9.3086,0.04,0.00,0.00,1
0.852,-2.35,1.21,0.48,-0.0781,-0.0998,-0.4961,9.2656,0.04,0.00,0.00,1
0.870,-2.35,1.22,-0.48,0.0781,-0.0812,-0.5352,9.3867,0.04,0.00,0.00,1
0.889,-2.34,1.20,-1.14,0.1914,-0.0018,-0.2305,9.6484,0.06,0.00,0.00,1
0.901,-2.33,1.18,-1.31,0.2305,0.0310,-0.4219,10.0312,0.06,0.00,0.00,1
0.919,-2.33,1.15,-2.47,0.4219,0.1414,-0.7656,9.7305,0.06,0.00,0.00,1
0.939,-2.32,1.16,3.28,-0.4961,0.0178,-0.3437,8.6602,0.06,0.00,0.00,1
0.952,-2.31,1.16,-0.23,0.0391,-0.0184,-0.4961,9.7305,0.06,0.00,0.00,1
0.969,-2.30,1.17,6.39,-0.8828,-0.2028,-0.7656,7.8516,0.06,0.00,0.00,1
0.992,-2.28,1.13,0.47,-0.0781,-0.0967,-0.3047,9.5781,0.06,0.00,0.00,1
1.003,-2.28,1.10,0.47,-0.0781,-0.0938,-0.3047,9.5781,0.06,0.00,0.00,1
1.023,-2.26,1.08,0.94,-0.1523,0.0074,-0.1914,9.2695,0.06,0.00,0.00,1
1.040,-2.25,1.08,-3.63,0.6523,0.0265,-0.3437,10.2656,0.06,0.00,0.00,1
1.059,-2.24,1.10,6.80,-0.9570,-0.1163,-0.4609,8.0078,0.06,0.00,0.00,1
1.071,-2.23,1.10,-0.64,0.1133,-0.1598,-0.1914,10.1133,0.04,0.00,0.00,1
1.090,-2.22,1.10,0.69,-0.1133,-0.1005,-0.6133,9.3867,0.04,0.00,0.00,1
1.108,-2.21,1.08,3.49,-0.5352,-0.1982,-0.3437,8.7773,0.04,0.00,0.00,1
1.122,-2.20,1.06,0.69,-0.1133,-0.2162,-0.3828,9.3867,0.04,0.00,0.00,1
1.139,-2.19,1.05,1.20,-0.1914,-0.1984,-0.5742,9.0820,0.04,0.00,0.00,1
1.159,-2.17,1.03,-2.44,0.4219,-0.0607,-0.0781,9.8828,0.04,0.00,0.00,1
1.173,-2.17,1.03,-2.24,0.3828,0.0375,-0.4219,9.7695,0.04,0.00,0.00,1
1.191,-2.16,1.05,-2.41,0.4219,0.1440,-0.3437,10.0000,0.04,0.00,0.00,1
1.210,-2.15,1.05,-0.65,0.1133,-0.0356,-0.1523,10.0039,0.04,0.00,0.00,1
1.230,-2.15,1.03,10.06,-1.3398,-0.3065,-0.2305,7.5508,0.04,0.00,0.00,1
1.242,-2.14,1.01,-1.50,0.2695,-0.4064,0.0000,10.3047,0.04,0.00,0.00,1
1.260,-2.14,0.97,0.94,-0.1523,-0.2485,-0.3047,9.2695,0.04,0.00,0.00,1
1.279,-2.15,0.97,1.43,-0.2305,-0.2330,-0.1914,9.2305,0.02,0.00,0.00,1
1.292,-2.15,0.97,0.69,-0.1133,-0.2232,-0.2305,9.4258,0.02,0.00,0.00,1
1.310,-2.15,0.99,-1.61,0.2695,-0.1010,-0.2695,9.5820,0.02,0.00,0.00,1
1.329,-2.16,0.97,-0.24,0.0391,-0.0469,-0.0781,9.4219,0.02,0.00,0.00,1
1.343,-2.18,0.98,-0.22,0.0391,-0.0279,-0.0781,10.0312,0.02,0.00,0.00,1
1.361,-2.19,0.96,-2.22,0.3828,0.0672,-0.4961,9.8477,0.02,0.00,0.00,1
1.381,-2.20,0.94,-0.68,0.1133,0.0053,-0.1914,9.5781,0.02,0.00,0.00,1
1.394,-2.21,0.94,-0.68,0.1133,0.0219,-0.1914,9.5781,0.02,0.00,0.00,1
1.413,-2.22,0.93,-0.64,0.1133,-0.1959,0.0000,10.1484,0.02,0.00,0.00,1
1.430,-2.25,0.91,-0.47,0.0781,-0.1110,-0.3828,9.5430,0.02,0.00,0.00,1
1.449,-2.28,0.94,2.22,-0.3437,-0.1399,-0.3437,8.8477,0.02,0.00,0.00,1
1.462,-2.30,0.94,0.96,-0.1523,-0.1559,-0.3437,9.1211,0.02,0.00,0.00,1
1.479,-2.32,0.94,-1.77,0.3047,-0.0535,-0.3437,9.8437,0.02,0.00,0.00,1
1.499,-2.34,0.90,0.49,-0.0781,-0.0367,-0.2305,9.1172,0.00,0.00,0.00,1
1.513,-2.34,0.90,-2.28,0.3828,0.0278,-0.4609,9.6094,0.00,0.00,0.00,1
1.530,-2.39,0.86,-1.36,0.2305,0.1151,-0.8047,9.6484,0.00,0.00,0.00,1
1.553,-2.41,0.86,1.64,-0.2695,-0.0574,-0.3437,9.3867,0.00,0.00,0.00,1
1.570,-2.44,0.88,4.85,-0.6914,-0.1513,-0.6523,8.1172,0.00,0.00,0.00,1
1.583,-2.45,0.89,-2.57,0.4609,-0.1786,-0.0781,10.2656,0.00,0.00,0.00,1
1.600,-2.48,0.89,-0.23,0.0391,-0.0310,-0.5352,9.8047,0.00,0.00,0.00,1
1.619,-2.51,0.88,-1.98,0.3437,0.0603,-0.4961,9.9219,0.00,0.00,0.00,1
1.632,-2.51,0.88,1.43,-0.2305,0.0579,-0.3828,9.1992,0.00,0.00,0.00,1
1.650,-2.53,0.86,-2.15,0.3828,0.0252,-0.4219,10.1875,0.00,0.00,0.00,1
1.669,-2.55,0.84,6.06,-0.8438,-0.1243,-0.4961,7.9297,0.00,0.00,0.00,1
1.683,-2.57,0.83,-0.85,0.1523,-0.1552,-0.1523,10.2305,0.06,0.00,0.00,1
1.700,-2.60,0.84,-0.24,0.0391,-0.0930,-0.7656,9.3828,0.06,0.00,0.00,1
1.719,-2.62,0.85,3.32,-0.4961,-0.1740,-0.5352,8.5430,0.06,0.00,0.00,1
1.734,-2.62,0.84,0.94,-0.1523,-0.1692,-0.4219,9.2266,0.06,0.00,0.00,1
1.754,-2.65,0.82,-3.03,0.5352,-0.1164,-0.1914,10.1133,0.06,0.00,0.00,1
1.770,-2.67,0.78,-2.01,0.3437,0.0531,-0.3828,9.7656,0.06,0.00,0.00,1
1.790,-2.69,0.76,-3.44,0.6133,0.2118,-0.6523,10.1914,0.06,0.00,0.00,1
1.802,-2.70,0.77,2.44,-0.3828,0.1938,-0.2695,8.9648,0.06,0.00,0.00,1
1.820,-2.72,0.78,-1.75,0.3047,0.0853,-0.5352,9.9609,0.06,0.00,0.00,1
1.839,-2.74,0.79,7.94,-1.0742,-0.1451,-0.3828,7.6953,0.06,0.00,0.00,1
1.853,-2.75,0.76,-1.66,0.3047,-0.1775,-0.2305,10.5312,0.06,0.00,0.00,1
1.870,-2.78,0.77,-1.82,0.3047,-0.0131,-0.8438,9.5391,0.06,0.00,0.00,1
1.889,-2.80,0.76,4.15,-0.6133,-0.1261,-0.6133,8.4219,0.11,0.00,0.00,1
1.904,-2.81,0.75,-0.91,0.1523,-0.0645,-0.3437,9.6094,0.11,0.00,0.00,1
1.922,-2.82,0.72,6.64,-0.9180,-0.2399,-0.9961,7.8164,0.11,0.00,0.00,1
1.941,-2.84,0.71,0.24,-0.0391,0.1516,-1.0742,9.1172,0.11,0.00,0.00,1
1.960,-2.85,0.71,6.33,-0.8828,0.0300,-0.6914,7.9336,0.11,0.00,0.00,1
1.973,-2.86,0.71,-2.98,0.5352,-0.0586,-0.1523,10.2656,0.11,0.00,0.00,1
1.990,-2.86,0.70,9.38,-1.1875,-0.0280,-0.9180,7.1289,0.11,0.00,0.00,1
2.009,-2.87,0.65,-5.97,1.2266,0.1110,0.1523,11.7187,0.11,0.00,0.00,1
2.023,-2.87,0.63,0.96,-0.1523,0.1720,-0.5742,9.0391,0.11,0.00,0.00,1
2.040,-2.89,0.62,9.49,-1.3398,-0.2014,-0.8438,7.9727,0.11,0.00,0.00,1
2.059,-2.91,0.65,-2.14,0.3828,-0.1430,-0.2695,10.2305,0.11,0.00,0.00,1
2.074,-2.91,0.64,-0.97,0.1523,-0.0807,-1.1484,8.9609,0.11,0.00,0.00,1
2.091,-2.92,0.61,0.24,-0.0391,-0.0436,-0.2695,9.4219,0.13,0.00,0.00,1
2.112,-2.92,0.58,-3.78,0.6914,-0.0767,-0.3437,10.4570,0.13,0.00,0.00,1
2.130,-2.93,0.55,-2.00,0.3437,0.1134,-0.8438,9.8047,0.13,0.00,0.00,1
2.142,-2.93,0.53,2.03,-0.3047,0.1125,-0.2305,8.5820,0.13,0.00,0.00,1
2.160,-2.94,0.50,6.99,-1.0352,-0.0643,-0.9180,8.3945,0.13,0.00,0.00,1
2.179,-2.95,0.46,3.70,-0.5352,-0.2846,-0.3437,8.2773,0.13,0.00,0.00,1
2.193,-2.95,0.44,-9.27,1.8789,-0.1300,-0.6523,11.4922,0.13,0.00,0.00,1
2.210,-2.95,0.44,-1.18,0.1914,0.1814,-0.2695,9.2695,0.13,0.00,0.00,1
2.229,-2.96,0.45,-7.54,1.4570,0.4644,-0.4609,10.9922,0.13,0.00,0.00,1
2.251,-2.97,0.48,0.00,0.0000,0.0778,-0.1133,9.2656,0.13,0.00,0.00,1
2.261,-2.97,0.49,0.00,0.0000,0.0658,-0.1133,9.2656,0.13,0.00,0.00,1
2.279,-2.97,0.45,0.00,0.0000,0.0472,-0.8047,9.6133,0.15,0.00,0.00,1
2.300,-2.97,0.42,-8.97,1.7617,-0.0481,-0.4219,11.1523,0.15,0.00,0.00,1
2.313,-2.97,0.38,1.03,-0.1523,0.1993,-0.9180,8.4648,0.15,0.00,0.00,1
2.330,-2.97,0.33,-4.78,0.8438,0.1792,-0.6914,10.0703,0.15,0.00,0.00,1
2.350,-2.96,0.30,-5.86,1.0352,0.3830,-0.5352,10.0742,0.15,0.00,0.00,1
2.363,-2.96,0.26,-0.26,0.0391,0.4477,-0.6914,8.5781,0.15,0.00,0.00,1
2.380,-2.94,0.23,-10.86,2.1836,0.5033,-0.2695,11.3789,0.15,0.00,0.00,1
2.399,-2.94,0.17,0.26,-0.0391,0.5843,-0.5742,8.4609,0.15,0.00,0.00,1
2.414,-2.94,0.12,-6.06,0.9570,0.5682,-0.5742,9.0000,0.15,0.00,0.00,1
2.431,-2.92,0.10,-7.87,1.4922,0.8192,-0.6523,10.7695,0.15,0.00,0.00,1
2.450,-2.90,0.03,7.10,-0.8828,0.4845,-0.7266,7.0469,0.15,0.00,0.00,1
2.470,-2.88,-0.05,-4.79,0.8047,0.5131,-0.6523,9.5781,0.15,0.00,0.00,1
2.482,-2.85,-0.05,-4.79,0.8047,0.5579,-0.6523,9.5781,0.11,0.00,0.00,1
2.502,-2.84,-0.12,-5.05,0.9180,0.2924,0.2305,10.3828,0.11,0.00,0.00,1
2.520,-2.83,-0.21,-3.17,0.5352,0.4392,-0.8828,9.6094,0.11,0.00,0.00,1
2.533,-2.82,-0.21,1.58,-0.2305,0.3992,-0.6523,8.3555,0.11,0.00,0.00,1
2.550,-2.80,-0.27,-8.50,1.6094,0.3678,-0.2305,10.7656,0.11,0.00,0.00,1
2.570,-2.80,-0.35,-3.03,0.4961,0.5447,-0.8438,9.3477,0.11,0.00,0.00,1
2.589,-2.78,-0.34,-6.12,1.0742,0.6589,-0.6133,10.0000,0.11,0.00,0.00,1
2.601,-2.76,-0.38,-8.38,1.5313,0.8519,-0.4609,10.3828,0.11,0.00,0.00,1
2.620,-2.75,-0.47,-2.91,0.4609,0.8077,-0.6914,9.0391,0.11,0.00,0.00,1
2.642,-2.73,-0.47,-0.51,0.0781,1.0255,-0.5742,8.7344,0.11,0.00,0.00,1
2.652,-2.71,-0.51,-0.51,0.0781,0.8800,-0.5742,8.7344,0.11,0.00,0.00,1
2.672,-2.70,-0.57,-6.64,1.2266,0.7375,-0.3437,10.5312,0.11,0.00,0.00,1
2.690,-2.69,-0.58,7.82,-0.9961,0.6984,-0.4219,7.2383,0.30,0.00,0.00,1
2.703,-2.67,-0.62,-5.87,0.9961,0.4827,0.0391,9.6914,0.30,0.00,0.00,1
2.720,-2.67,-0.68,-2.29,0.3828,0.5793,-0.5742,9.5391,0.30,0.00,0.00,1
2.739,-2.68,-0.68,1.95,-0.2695,0.3679,-0.6133,7.8906,0.30,0.15,0.00,1
2.754,-2.66,-0.72,-10.45,1.9922,0.4509,0.3047,10.8008,0.30,0.15,0.00,1
2.771,-2.65,-0.81,-5.02,0.7656,0.7049,-0.6133,8.6992,0.30,0.15,0.00,1
2.789,-2.65,-0.86,-9.19,1.5313,0.8951,-0.3047,9.4648,0.30,0.15,0.00,1
2.813,-2.66,-0.98,-4.68,0.6914,1.1855,-0.4609,8.4258,0.30,0.15,0.00,1
2.822,-2.67,-1.00,-4.68,0.6914,1.1096,-0.4609,8.4258,0.30,0.15,0.00,1
2.839,-2.69,-1.04,-13.76,2.7578,1.4483,-0.1133,11.2617,0.30,9.89,0.17,1
2.860,-2.71,-1.12,-4.35,0.6133,1.2136,-0.4609,8.0430,0.30,9.89,0.17,1
2.879,-2.73,-1.11,-10.06,1.7617,1.2631,-0.4961,9.9219,0.61,9.89,0.17,1
2.890,-2.76,-1.10,7.83,-0.8828,1.1281,-1.1094,6.3242,0.61,9.89,0.17,1
2.910,-2.78,-1.11,-8.59,1.4922,0.9682,-0.1523,9.8828,0.61,9.89,0.17,1
2.924,-2.80,-1.06,-11.12,1.9922,1.0887,-1.1875,10.0703,0.61,12.19,11.64,1
2.941,-2.83,-1.03,-7.28,1.1094,1.2743,-1.3789,8.5781,0.61,12.19,11.64,1
2.960,-2.85,-0.99,-12.27,2.3750,1.4982,0.0781,10.9180,0.61,12.19,11.64,1
2.982,-2.87,-0.97,-13.91,2.7578,1.6798,-0.7656,11.1094,0.61,12.19,11.64,1
2.992,-2.89,-0.94,-13.91,2.7578,1.8454,-0.7656,11.1094,0.61,14.15,13.61,1
3.009,-2.89,-0.94,-6.86,1.1484,1.7480,-0.4219,9.5430,0.61,14.15,13.61,1
3.030,-2.89,-1.00,-10.48,2.0703,1.4573,0.0000,11.1914,0.61,14.15,13.61,1
3.050,-2.89,-1.00,4.67,-0.5742,1.0810,-0.5742,7.0117,0.61,14.15,13.61,1
3.063,-2.89,-1.01,-4.97,0.7266,0.8188,-0.0781,8.3516,0.61,15.92,15.60,1
3.081,-2.89,-1.12,-5.35,0.8828,0.8051,-0.4609,9.4219,1.00,15.92,15.60,1
3.094,-2.89,-1.13,-0.27,0.0391,0.7548,-0.7656,8.2344,1.00,15.92,15.60,1
3.111,-2.89,-1.18,-13.65,2.6055,0.7571,0.0000,10.7305,1.00,17.79,15.60,1
3.129,-2.90,-1.27,-11.06,1.8789,1.2265,-0.7266,9.5820,1.00,17.79,17.06,1
3.149,-2.91,-1.31,-8.32,1.3398,1.2922,-0.2305,9.1562,1.00,17.79,17.06,1
3.162,-2.92,-1.34,-14.23,3.0273,1.6762,0.7266,11.9180,1.00,19.11,17.06,1
3.179,-2.96,-1.45,-11.97,1.8789,1.8052,-0.5352,8.8477,1.00,19.11,18.77,1
3.202,-3.00,-1.45,-16.54,3.3320,1.7581,-0.1914,11.2187,1.00,19.11,18.77,1
3.213,-3.01,-1.47,-16.54,3.3320,1.9999,-0.1914,11.2187,1.00,20.86,18.77,1
3.231,-3.06,-1.45,-10.20,1.6836,1.9714,-0.4961,9.3437,1.00,20.86,20.28,1
3.250,-3.11,-1.44,-12.67,2.6445,1.9667,-0.1914,11.7578,1.00,20.86,20.28,1
3.269,-3.16,-1.52,-8.34,1.2656,1.8926,-0.9961,8.5781,1.00,21.98,21.93,1
3.282,-3.18,-1.52,-8.16,1.1875,1.7900,0.0000,8.2773,1.70,21.98,21.93,1
3.299,-3.21,-1.58,-15.60,2.9492,1.9745,-1.2266,10.4922,1.70,23.83,21.93,1
3.320,-3.26,-1.55,-9.52,1.6836,1.9708,-0.2305,10.0312,1.70,23.83,22.83,1
3.332,-3.28,-1.60,4.78,-0.5352,1.4162,-1.0352,6.3203,1.70,24.70,22.83,1
3.349,-3.33,-1.64,-9.70,1.6094,1.2256,-1.1875,9.3437,1.70,24.70,24.63,1
3.373,-3.35,-1.75,-6.72,1.0352,1.6851,-0.3437,8.7773,1.70,24.70,24.63,1
3.383,-3.36,-1.77,-6.72,1.0352,1.5853,-0.3437,8.7773,1.70,26.49,25.37,1
3.402,-3.38,-1.85,-12.69,2.4883,1.1314,-1.4570,10.9570,1.70,26.49,25.37,1
3.420,-3.42,-1.84,-21.56,4.7109,1.6940,-0.4219,11.9180,1.70,27.05,25.37,1
3.434,-3.43,-1.88,-8.90,1.5313,2.1073,-0.9961,9.7266,1.70,27.05,27.25,1
3.451,-3.44,-1.93,21.09,-1.6836,1.6868,-1.1484,4.2109,1.70,29.39,27.25,1
3.469,-3.45,-1.93,-12.50,2.2969,1.3423,-1.3789,10.2656,1.70,29.39,28.03,1
3.489,-3.47,-1.99,-19.55,4.9414,2.2530,-1.1484,13.8711,2.56,29.36,28.03,1
3.502,-3.48,-1.98,-16.44,3.1797,2.5250,-0.3828,10.7656,2.56,29.36,29.42,1
3.519,-3.51,-2.04,17.27,-1.6836,1.6719,-0.9961,5.3242,2.56,31.11,29.42,1
3.539,-3.51,-2.08,8.24,-0.8828,0.8975,-0.3437,6.0898,2.56,32.57,30.26,1
3.553,-3.51,-2.09,-17.57,3.5625,1.4873,-1.1484,11.1914,2.56,32.57,30.26,1
3.570,-3.49,-2.14,-20.49,5.2852,2.4571,-0.5742,14.1328,2.56,33.62,32.01,1
3.590,-3.46,-2.17,15.52,-1.2266,2.2612,-0.2305,4.4102,2.56,33.62,32.01,1
3.610,-3.40,-2.27,13.82,-1.3008,1.2661,-0.8828,5.2148,2.56,34.39,32.86,1
3.622,-3.36,-2.35,-17.38,3.1797,1.0565,-0.4219,10.1523,2.56,34.39,34.65,1
3.640,-3.31,-2.39,-23.26,5.6328,1.8549,-1.0352,13.0625,2.56,36.75,34.65,1
3.659,-3.26,-2.48,-27.22,5.5547,3.1256,-0.1523,10.7969,2.56,37.60,35.73,1
3.672,-3.21,-2.55,-12.68,1.9141,3.2074,-0.2695,8.5000,3.48,40.16,37.81,1
3.690,-3.18,-2.55,33.99,-1.9922,2.2406,-1.1484,2.7227,3.48,40.16,37.81,1
