t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_comp_deg,gyro_y_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
1.431,-2.65,-0.61,-0.61,-0.19,-0.0059,0.3437,0.3042,-0.3047,9.6875,0.00,0.00,0.00,1
1.451,-2.65,-0.61,-0.59,-0.17,0.0098,-0.2695,0.3067,-0.2695,8.5430,0.00,0.00,0.00,1
1.460,-2.65,-0.61,-0.59,-0.18,-0.0020,-0.2695,0.2182,-0.2695,8.5430,0.00,0.00,0.00,1
1.491,-2.65,-0.61,-0.60,-0.18,0.0156,-0.5742,0.0146,-0.4609,8.3164,0.00,0.00,0.00,1
1.492,-2.65,-0.61,-0.60,-0.18,0.0156,-0.5742,0.0146,-0.4609,8.3164,0.00,0.00,0.00,1
1.520,-2.65,-0.61,-0.65,-0.20,0.0000,0.1914,0.0793,-0.3437,9.8437,0.00,0.00,0.00,1
1.531,-2.65,-0.61,-0.65,-0.19,0.0176,0.5352,0.1240,-0.6133,9.7305,0.00,0.00,0.00,1
1.550,-2.65,-0.61,-0.65,-0.20,-0.0059,0.2305,0.1967,-0.4219,9.1953,0.00,0.00,0.00,1
1.570,-2.65,-0.61,-0.65,-0.22,-0.0195,0.6914,0.3102,-0.3047,10.1094,0.00,0.00,0.00,1
1.600,-2.75,-0.69,-0.67,-0.29,-0.0586,0.3828,0.2591,-0.1914,9.6875,0.00,0.00,0.00,1
1.601,-2.75,-0.69,-0.67,-0.29,-0.0586,0.3828,0.2591,-0.1914,9.6875,0.00,0.00,0.00,1
1.631,-2.75,-0.69,-0.70,-0.32,0.0312,-0.3828,0.1248,-0.5352,8.3945,0.00,0.00,0.00,1
1.631,-2.75,-0.69,-0.70,-0.32,0.0312,-0.3828,0.1248,-0.5352,8.3945,0.00,0.00,0.00,1
1.661,-2.75,-0.69,-0.69,-0.31,-0.0234,0.6133,0.2265,-0.6523,9.9219,0.00,0.00,0.00,1
1.662,-2.75,-0.69,-0.69,-0.31,-0.0234,0.6133,0.2265,-0.6523,9.9219,0.00,0.00,0.00,1
1.691,-2.77,-0.70,-0.68,-0.37,-0.0508,0.6523,0.3402,-0.3828,10.0039,0.00,0.00,0.00,1
1.710,-2.77,-0.70,-0.69,-0.38,-0.0059,0.2305,0.3532,-0.8047,9.3867,0.00,0.00,0.00,1
1.751,-2.77,-0.70,-0.68,-0.40,0.0156,-0.3437,0.1502,-0.8438,8.6953,0.00,0.00,0.00,1
1.770,-2.77,-0.70,-0.68,-0.47,-0.0391,0.7656,0.2113,0.0391,10.3086,0.00,0.00,0.00,1
1.771,-2.77,-0.70,-0.68,-0.47,-0.0391,0.7656,0.2113,0.0391,10.3086,0.00,0.00,0.00,1
1.801,-2.77,-0.70,-0.66,-0.46,-0.0254,0.5352,0.3461,-0.8047,9.6133,0.00,0.00,0.00,1
1.802,-2.77,-0.70,-0.66,-0.46,-0.0254,0.5352,0.3461,-0.8047,9.6133,0.00,0.00,0.00,1
1.819,-2.79,-0.69,-0.66,-0.50,-0.0332,0.2305,0.3323,-0.0391,9.1562,0.00,0.00,0.00,1
1.830,-2.79,-0.69,-0.67,-0.50,-0.0332,0.6523,0.4031,-0.5352,10.0742,0.00,0.00,0.00,1
1.850,-2.79,-0.69,-0.66,-0.42,0.0430,-0.8047,0.1656,-0.9180,7.3945,0.00,0.00,0.00,1
1.851,-2.79,-0.69,-0.66,-0.42,0.0430,-0.8047,0.1656,-0.9180,7.3945,0.00,0.00,0.00,1
1.880,-2.80,-0.67,-0.63,-0.42,0.0078,0.2305,0.1595,-0.8828,9.5391,0.00,0.00,0.00,1
1.910,-2.80,-0.67,-0.64,-0.39,-0.0059,0.0000,0.0537,-0.5352,9.2656,0.00,0.00,0.00,1
1.911,-2.80,-0.67,-0.64,-0.39,-0.0059,0.0000,0.0537,-0.5352,9.2656,0.00,0.00,0.00,1
1.941,-2.80,-0.67,-0.68,-0.41,-0.0723,0.6523,0.2268,-0.9180,10.0312,0.00,0.00,0.00,1
1.941,-2.80,-0.67,-0.68,-0.41,-0.0723,0.6523,0.2268,-0.9180,10.0312,0.00,0.00,0.00,1
1.951,-2.80,-0.67,-0.68,-0.46,-0.0430,0.6133,0.2891,-0.7656,9.8086,0.00,0.00,0.00,1
1.981,-2.80,-0.67,-0.70,-0.47,-0.0137,-0.1133,0.3947,-0.1523,8.8867,0.00,0.00,0.00,1
1.991,-2.80,-0.67,-0.70,-0.42,0.0215,-0.1133,0.3167,-0.1523,8.8867,0.00,0.00,0.00,1
2.031,-2.80,-0.67,-0.69,-0.42,-0.0039,0.6523,0.0146,-0.5742,10.0703,0.00,0.00,0.00,1
2.051,-2.80,-0.67,-0.69,-0.38,0.0254,0.2695,0.1473,-1.1094,9.4258,0.00,0.00,0.00,1
2.051,-2.80,-0.67,-0.69,-0.38,0.0254,0.2695,0.1473,-1.1094,9.4258,0.00,0.00,0.00,1
2.081,-2.80,-0.67,-0.70,-0.35,0.0273,0.2305,0.1282,-0.3047,9.6914,0.00,0.00,0.00,1
2.111,-2.80,-0.67,-0.73,-0.33,0.0137,0.5742,0.2293,-0.2305,9.8867,0.00,0.00,0.00,1
2.111,-2.80,-0.67,-0.73,-0.33,0.0137,0.5742,0.2293,-0.2305,9.8867,0.00,0.00,0.00,1
2.131,-2.80,-0.67,-0.76,-0.37,-0.0293,0.3828,0.3045,-0.4961,9.6484,0.00,0.00,0.00,1
2.131,-2.80,-0.67,-0.76,-0.37,-0.0293,0.3828,0.3045,-0.4961,9.6484,0.00,0.00,0.00,1
2.161,-2.80,-0.67,-0.75,-0.35,-0.0195,0.1523,0.3474,-0.2695,9.3047,0.00,0.00,0.00,1
2.161,-2.80,-0.67,-0.75,-0.35,-0.0195,0.1523,0.3474,-0.2695,9.3047,0.00,0.00,0.00,1
2.221,-2.37,-0.76,-0.75,-0.34,0.0664,0.1133,0.1422,-0.2695,9.5820,0.00,0.00,0.00,1
2.270,-2.25,-0.76,-0.73,-0.22,0.0410,0.6133,0.2811,-0.2305,9.7695,0.00,0.00,0.00,1
2.271,-2.25,-0.76,-0.73,-0.22,0.0410,0.6133,0.2811,-0.2305,9.7695,0.00,0.00,0.00,1
2.271,-2.25,-0.76,-0.73,-0.22,0.0410,0.6133,0.2811,-0.2305,9.7695,0.00,0.00,0.00,1
2.301,-2.25,-0.76,-0.69,-0.28,0.0391,0.4961,0.2964,-0.2305,9.4258,0.00,0.00,0.00,1
2.302,-2.25,-0.76,-0.69,-0.28,0.0391,0.4961,0.2964,-0.2305,9.4258,0.02,0.00,0.00,1
2.330,-2.25,-0.76,-0.67,-0.28,0.0449,-0.4609,0.1466,0.0391,8.3125,0.02,0.00,0.00,1
2.331,-2.25,-0.76,-0.67,-0.28,0.0449,-0.4609,0.1466,0.0391,8.3125,0.02,0.00,0.00,1
2.331,-2.25,-0.76,-0.67,-0.28,0.0449,-0.4609,0.1466,0.0391,8.3125,0.02,0.00,0.00,1
2.341,-2.25,-0.76,-0.67,-0.27,0.0059,0.0000,0.0902,-0.3047,9.4258,0.02,0.00,0.00,1
2.361,-2.25,-0.76,-0.67,-0.28,0.0000,-0.4219,-0.0339,-0.2305,8.5430,0.02,0.00,0.00,1
2.362,-2.25,-0.76,-0.67,-0.28,0.0000,-0.4219,-0.0339,-0.2305,8.5430,0.02,0.00,0.00,1
2.391,-2.25,-0.76,-0.66,-0.33,0.0137,0.4961,0.2023,-0.0781,9.6914,0.02,0.00,0.00,1
2.410,-2.25,-0.76,-0.65,-0.36,-0.0215,0.8047,0.3708,-0.4219,9.8477,0.02,0.00,0.00,1
2.431,-2.25,-0.76,-0.66,-0.39,-0.0254,0.4609,0.3581,-0.1914,9.7266,0.02,0.00,0.00,1
2.431,-2.25,-0.76,-0.66,-0.39,-0.0254,0.4609,0.3581,-0.1914,9.7266,0.02,0.00,0.00,1
2.451,-2.25,-0.76,-0.66,-0.40,-0.0508,-0.8828,0.2798,-0.3828,7.6992,0.02,0.00,0.00,1
2.470,-2.25,-0.76,-0.70,-0.40,-0.0020,0.4609,0.1808,-0.1914,10.0000,0.02,0.00,0.00,1
2.501,-2.25,-0.76,-0.69,-0.37,0.0391,-0.4219,0.0763,-0.1914,8.3516,0.02,0.00,0.00,1
2.511,-2.25,-0.76,-0.69,-0.34,0.0273,0.1914,0.0489,0.0000,9.9609,0.00,0.00,0.00,1
2.549,-2.11,-0.71,-0.67,-0.35,-0.0078,0.8438,0.2176,-0.0391,10.3867,0.00,0.00,0.00,1
2.550,-2.11,-0.71,-0.67,-0.35,-0.0078,0.8438,0.2176,-0.0391,10.3867,0.00,0.00,0.00,1
2.550,-2.11,-0.71,-0.67,-0.35,-0.0078,0.8438,0.2176,-0.0391,10.3867,0.00,0.00,0.00,1
2.570,-2.11,-0.71,-0.68,-0.32,0.0137,0.2695,0.2245,-0.4609,9.2305,0.00,0.00,0.00,1
2.580,-2.11,-0.71,-0.68,-0.32,-0.0137,0.2695,0.2314,-0.4609,9.2305,0.00,0.00,0.00,1
2.611,-2.11,-0.71,-0.71,-0.35,-0.0371,0.1133,0.2729,-0.5742,9.0000,0.00,0.00,0.00,1
2.641,-2.11,-0.71,-0.76,-0.46,-0.0957,-0.0781,0.2457,-0.0391,9.2305,0.00,0.00,0.00,1
2.641,-2.11,-0.71,-0.76,-0.46,-0.0957,-0.0781,0.2457,-0.0391,9.2305,0.00,0.00,0.00,1
2.670,-2.11,-0.71,-0.78,-0.46,-0.0312,0.9180,0.4684,-0.0391,9.9648,0.00,0.00,0.00,1
2.671,-2.11,-0.71,-0.78,-0.46,-0.0312,0.9180,0.4684,-0.0391,9.9648,0.00,0.00,0.00,1
2.691,-2.11,-0.71,-0.80,-0.48,-0.0117,-0.3437,0.3424,-0.5742,8.6992,0.00,0.00,0.00,1
2.721,-2.11,-0.71,-0.86,-0.53,-0.0488,-0.5352,0.1018,-0.5352,8.4648,0.00,0.00,0.00,1
2.721,-2.11,-0.71,-0.86,-0.53,-0.0488,-0.5352,0.1018,-0.5352,8.4648,0.00,0.00,0.00,1
2.781,-2.11,-0.71,-0.85,-0.40,-0.1094,0.1914,0.2306,0.3437,9.5000,0.00,0.00,0.00,1
2.829,-2.26,-0.82,-0.83,-0.28,0.0410,-1.3398,0.2350,-0.3047,6.8945,0.00,0.00,0.00,1
2.830,-2.26,-0.82,-0.83,-0.28,0.0410,-1.3398,0.2350,-0.3047,6.8945,0.00,0.00,0.00,1
2.830,-2.26,-0.82,-0.83,-0.28,0.0410,-1.3398,0.2350,-0.3047,6.8945,0.00,0.00,0.00,1
2.831,-2.26,-0.82,-0.83,-0.28,0.0410,-1.3398,0.2350,-0.3047,6.8945,0.00,0.00,0.00,1
2.831,-2.26,-0.82,-0.83,-0.28,0.0410,-1.3398,0.2350,-0.3047,6.8945,0.00,0.00,0.00,1
2.861,-2.27,-0.86,-0.86,-0.17,0.0391,1.2656,0.3065,-0.4609,10.3086,0.00,0.00,0.00,1
2.891,-2.27,-0.86,-0.89,-0.22,0.0332,-0.7266,0.3684,-0.4219,7.5078,0.00,0.00,0.00,1
2.891,-2.27,-0.86,-0.89,-0.22,0.0332,-0.7266,0.3684,-0.4219,7.5078,0.00,0.00,0.00,1
2.921,-2.33,-0.91,-0.92,-0.15,0.0625,0.1523,0.0983,-0.6914,8.8828,0.00,0.00,0.00,1
2.921,-2.33,-0.91,-0.92,-0.15,0.0625,0.1523,0.0983,-0.6914,8.8828,0.00,0.00,0.00,1
2.951,-2.33,-0.91,-0.96,-0.15,-0.0352,1.1875,0.5364,-0.4219,10.1875,0.00,0.00,0.00,1
2.951,-2.33,-0.91,-0.96,-0.15,-0.0352,1.1875,0.5364,-0.4219,10.1875,0.00,0.00,0.00,1
3.001,-2.41,-0.96,-0.94,-0.14,0.0098,-0.9961,-0.0032,-0.3828,7.7344,0.00,0.00,0.00,1
3.001,-2.41,-0.96,-0.94,-0.14,0.0098,-0.9961,-0.0032,-0.3828,7.7344,0.00,0.00,0.00,1
3.010,-2.41,-0.96,-0.94,-0.03,0.0371,1.6094,0.0527,-0.3437,10.4570,0.00,0.00,0.00,1
3.011,-2.41,-0.96,-0.94,-0.03,0.0371,1.6094,0.0527,-0.3437,10.4570,0.00,0.00,0.00,1
3.031,-2.41,-0.96,-0.98,-0.10,-0.0840,0.7656,0.3967,0.0391,10.1133,0.00,0.00,0.00,1
3.060,-2.41,-0.96,-0.98,-0.19,-0.0781,-1.1094,0.2458,-0.2305,7.0117,0.00,0.00,0.00,1
3.061,-2.41,-0.96,-0.98,-0.19,-0.0781,-1.1094,0.2458,-0.2305,7.0117,0.00,0.00,0.00,1
3.110,-2.58,-0.98,-0.96,0.02,0.1289,0.4609,0.1356,-0.7656,8.8164,0.00,0.00,0.00,1
3.131,-2.58,-0.98,-1.01,-0.04,-0.0215,0.8047,0.4988,-0.3437,9.2266,0.00,0.00,0.00,1
3.140,-2.58,-0.98,-1.01,-0.03,0.0098,0.8047,0.5458,-0.3437,9.2266,0.00,0.00,0.00,1
3.141,-2.58,-0.98,-1.01,-0.03,0.0098,0.8047,0.5458,-0.3437,9.2266,0.00,0.00,0.00,1
3.141,-2.58,-0.98,-1.01,-0.03,0.0098,0.8047,0.5458,-0.3437,9.2266,0.00,0.00,0.00,1
3.201,-2.74,-1.05,-1.03,-0.03,0.0859,0.6133,0.4703,-1.0352,9.4648,0.00,0.00,0.00,1
3.211,-2.74,-1.05,-1.03,0.25,0.0977,0.3828,0.4738,-0.7656,8.1992,0.00,0.00,0.00,1
3.211,-2.74,-1.05,-1.03,0.25,0.0977,0.3828,0.4738,-0.7656,8.1992,0.00,0.00,0.00,1
3.230,-2.74,-1.05,-1.03,0.20,-0.0859,2.1445,0.8327,-0.5352,11.2969,0.00,0.00,0.00,1
3.231,-2.74,-1.05,-1.03,0.20,-0.0859,2.1445,0.8327,-0.5352,11.2969,0.00,0.00,0.00,1
3.250,-2.74,-1.05,-1.07,0.11,-0.0762,0.5352,0.9237,-0.3437,9.1211,0.00,0.00,0.00,1
3.281,-2.86,-1.11,-1.12,0.04,-0.0566,-0.9961,0.6244,-0.3828,6.6680,0.00,0.00,0.00,1
3.281,-2.86,-1.11,-1.12,0.04,-0.0566,-0.9961,0.6244,-0.3828,6.6680,0.00,0.00,0.00,1
3.311,-2.86,-1.11,-1.12,0.18,-0.0020,0.3828,0.5369,-0.9180,8.9219,0.00,0.00,0.00,1
3.341,-2.94,-1.14,-1.10,0.28,0.0879,1.8398,0.9239,-0.4609,11.2578,0.00,0.00,0.00,1
3.351,-2.94,-1.14,-1.10,0.16,-0.0703,0.5352,0.9602,-0.6133,8.6211,0.00,0.00,0.00,1
3.351,-2.94,-1.14,-1.10,0.16,-0.0703,0.5352,0.9602,-0.6133,8.6211,0.00,0.00,0.00,1
3.390,-2.94,-1.14,-1.17,0.17,0.0273,-1.4570,0.3459,-0.2695,6.1289,0.00,0.00,0.00,1
3.391,-2.94,-1.14,-1.17,0.17,0.0273,-1.4570,0.3459,-0.2695,6.1289,0.00,0.00,0.00,1
3.420,-2.97,-1.19,-1.17,0.51,0.1465,1.0742,0.6703,-0.9180,9.7695,0.00,0.00,0.00,1
3.421,-2.97,-1.19,-1.17,0.51,0.1465,1.0742,0.6703,-0.9180,9.7695,0.00,0.00,0.00,1
3.450,-2.97,-1.19,-1.22,0.48,-0.0156,0.4961,0.8434,-0.6523,8.8867,0.00,0.00,0.00,1
3.451,-2.97,-1.19,-1.22,0.48,-0.0156,0.4961,0.8434,-0.6523,8.8867,0.00,0.00,0.00,1
3.481,-2.97,-1.25,-1.23,0.46,-0.0137,-0.1523,0.4346,-0.9180,8.7383,0.00,0.00,0.00,1
3.510,-2.97,-1.25,-1.17,0.72,-0.1328,2.4531,0.7315,-0.2695,11.5352,0.02,0.00,0.00,1
3.511,-2.97,-1.25,-1.17,0.72,-0.1328,2.4531,0.7315,-0.2695,11.5352,0.02,0.00,0.00,1
3.530,-2.97,-1.25,-1.23,0.54,-0.1602,1.7617,1.1654,-0.5352,9.9219,0.02,0.00,0.00,1
3.561,-2.97,-1.25,-1.30,0.46,-0.0254,0.4219,1.2382,-0.5352,7.7383,0.02,0.00,0.00,1
3.561,-2.97,-1.25,-1.30,0.46,-0.0254,0.4219,1.2382,-0.5352,7.7383,0.02,0.00,0.00,1
3.591,-2.97,-1.25,-1.30,0.50,0.0977,0.6523,0.8293,-0.8438,9.0820,0.02,0.00,0.00,1
3.591,-2.97,-1.25,-1.30,0.50,0.0977,0.6523,0.8293,-0.8438,9.0820,0.02,0.10,0.00,1
3.620,-2.97,-1.30,-1.30,0.68,0.1562,3.0273,1.1575,-0.4219,12.0625,0.02,0.10,0.00,1
3.621,-2.97,-1.30,-1.30,0.68,0.1562,3.0273,1.1575,-0.4219,12.0625,0.02,0.10,0.00,1
3.651,-2.97,-1.30,-1.32,0.42,-0.0488,3.1016,1.8553,-0.2695,11.4180,0.02,0.10,0.00,1
