t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,raw_ax_mps2,raw_ay_mps2,raw_az_mps2,bike_long_acc_raw_mps2,bike_long_acc_filt_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.004,0.5781,0.5781,0.0508,0.0508,0.9063,0.9063,-0.98,0.71,-0.0781,-0.2305,9.0391,-0.0781,0.4178,28.48,0.00,0.00,1
0.021,0.0312,0.4571,-0.0664,0.0248,-0.3203,0.6348,-0.98,0.66,0.2305,-0.1523,10.1133,0.2305,0.3018,28.48,0.00,0.00,1
0.040,-0.0820,0.3657,-0.0664,0.0096,-0.0508,0.5495,-0.99,0.67,-0.1914,-0.2305,9.3047,-0.1914,0.1841,28.48,0.00,0.00,1
0.060,-0.7734,0.1834,-0.0273,-0.0088,-1.2383,0.2842,-0.98,0.68,-0.8828,-0.1914,8.1172,-0.8828,-0.0754,28.48,0.00,0.00,1
0.072,-0.1211,0.0886,0.1641,0.0037,0.0273,0.1516,-0.98,0.68,-0.2305,0.0000,9.3828,-0.2305,-0.0992,28.48,0.00,0.00,1
0.090,0.0312,0.0413,-0.1406,0.0248,-0.0898,0.1070,-0.99,0.66,-0.0781,-0.3047,9.2695,-0.0781,-0.1027,28.48,0.00,0.00,1
0.113,0.3711,0.0901,0.1250,0.0092,0.3711,0.1107,-0.99,0.62,0.2695,-0.1523,10.1484,0.2695,0.0043,28.48,0.00,0.00,1
0.123,0.3711,0.1333,0.0117,0.0179,0.7930,0.1844,-0.99,0.62,0.2695,-0.1523,10.1484,0.2695,0.0450,28.48,0.00,0.00,1
0.143,0.5625,0.2437,-0.1797,-0.0136,0.5625,0.3565,-0.99,0.63,-0.6133,-0.1523,8.5820,-0.6133,0.0899,28.48,0.00,0.00,1
0.162,-0.5117,0.0964,0.0117,-0.0183,-0.7773,0.1184,-0.99,0.63,-0.1914,0.0000,9.2695,-0.1914,-0.0758,28.48,0.00,0.00,1
0.174,-0.0898,0.0266,0.1641,0.0117,-0.0898,0.0258,-1.00,0.63,-0.8438,-0.3437,8.2383,-0.8438,-0.1536,28.48,0.00,0.00,1
0.191,-0.7500,-0.1525,-0.1797,-0.0212,-1.1250,-0.2361,-0.99,0.59,0.1914,0.0391,9.8437,0.1914,-0.2665,28.48,0.00,0.00,1
0.210,-0.1055,-0.0939,0.0859,0.0240,0.4844,-0.0827,-1.00,0.57,-0.1914,-0.0781,9.8437,-0.1914,-0.1951,28.48,0.00,0.00,1
0.230,0.4766,-0.0506,-0.2578,0.0141,0.0625,0.0444,-1.00,0.60,0.3828,-0.4219,9.4258,0.3828,-0.0670,28.48,0.00,0.00,1
0.242,0.4766,0.0304,-0.2578,-0.0277,0.0625,0.0471,-1.00,0.61,0.0000,-0.0391,9.7656,0.0000,-0.0285,28.48,0.00,0.00,1
0.260,0.5547,0.1108,0.0508,-0.0035,0.4844,0.1569,-1.00,0.61,0.4609,-0.1133,9.8477,0.4609,0.0832,28.48,0.00,0.00,1
0.283,-0.5977,0.0851,-0.0273,0.0030,-0.9336,0.0508,-1.00,0.59,-0.1523,0.0391,9.8867,-0.1523,-0.0717,28.48,0.00,0.00,1
0.293,-0.0586,0.0234,0.2031,0.0168,0.5234,0.0161,-1.01,0.59,-0.1523,0.0391,9.8867,-0.1523,-0.0841,28.48,0.00,0.00,1
0.314,0.0156,0.0068,-0.3711,-0.0079,-0.1641,0.0835,-1.02,0.58,-0.8438,0.0781,8.6953,-0.8438,-0.1476,28.48,0.00,0.00,1
0.331,-0.7500,-0.1601,0.2500,0.0266,-0.6641,-0.0974,-1.02,0.58,-0.1914,-0.1914,8.9219,-0.1914,-0.2928,28.48,0.00,0.00,1
0.344,-0.0977,-0.1905,-0.0195,0.0346,-0.4336,-0.1874,-1.02,0.57,0.2305,-0.2305,9.8867,0.2305,-0.2366,28.48,0.00,0.00,1
0.362,0.3242,-0.0708,-0.0586,0.0106,0.5234,-0.0454,-1.03,0.59,0.1133,0.0000,9.5039,0.1133,-0.1135,28.48,0.00,0.00,1
0.381,0.5156,0.0553,-0.0586,0.0339,0.6016,0.0768,-1.04,0.60,0.4219,-0.2305,9.9648,0.4219,0.0321,28.48,0.00,0.00,1
0.401,0.0937,0.1521,-0.1328,0.0018,0.2930,0.2010,-1.04,0.60,0.0000,-0.3047,9.6523,0.0000,0.0493,28.48,0.00,0.00,1
0.412,0.0937,0.1432,-0.1328,-0.0189,0.2930,0.2151,-1.05,0.59,-0.8047,0.0000,8.1562,-0.8047,-0.0227,28.48,0.00,0.00,1
0.429,-0.3672,-0.0744,-0.0195,0.0134,-0.1641,-0.0987,-1.05,0.60,-0.4609,-0.1914,9.1992,-0.4609,-0.2132,28.48,0.00,0.00,1
0.450,0.0234,-0.1262,-0.2422,-0.0138,-0.2812,-0.1266,-1.06,0.62,-0.0781,-0.4219,9.0781,-0.0781,-0.1987,28.48,0.00,0.00,1
0.463,0.5156,-0.0537,0.2578,-0.0243,0.7930,-0.0749,-1.06,0.61,0.4219,0.0781,10.1523,0.4219,-0.0614,28.48,0.00,0.00,1
0.481,0.5156,0.1078,-0.0898,0.0279,0.6406,0.1590,-1.07,0.59,0.4219,-0.2695,10.0000,0.4219,0.0757,28.48,0.00,0.00,1
0.501,0.5156,0.2468,-0.2031,-0.0373,0.5234,0.2973,-1.08,0.60,-0.9961,0.0000,8.2773,-0.9961,0.0803,28.48,0.00,0.00,1
0.521,-0.0586,0.0038,0.0664,0.0057,-0.0508,0.0008,-1.09,0.61,-0.1523,-0.1133,9.3047,-0.1523,-0.1000,28.48,0.00,0.00,1
0.532,-0.0508,-0.0088,0.0664,0.0191,-0.0508,-0.0106,-1.10,0.62,-0.6914,-0.3828,8.5781,-0.6914,-0.1547,28.48,0.00,0.00,1
0.551,-0.5977,-0.1417,-0.2031,-0.0271,-0.7773,-0.1828,-1.10,0.59,0.1914,0.0391,9.7695,0.1914,-0.2363,28.48,0.00,0.00,1
0.569,0.0469,-0.0659,0.0352,0.0178,0.4844,-0.0428,-1.12,0.57,-0.0391,-0.1523,9.8477,-0.0391,-0.1415,28.48,0.00,0.00,1
0.582,0.0469,-0.0485,0.0352,0.0205,0.4844,0.0382,-1.12,0.57,0.3047,-0.3828,9.3828,0.3047,-0.0982,28.48,0.00,0.00,1
0.600,-0.1367,0.0409,0.0742,-0.0183,0.0273,0.0607,-1.13,0.57,-0.2305,-0.1133,9.3828,-0.2305,-0.0793,28.48,0.00,0.00,1
0.620,0.3633,0.0305,0.1094,0.0107,0.3711,0.0787,-1.14,0.58,0.2695,-0.0781,9.7305,0.2695,-0.0115,28.48,0.00,0.00,1
0.633,-0.9023,0.0029,-0.2734,0.0019,-1.1250,0.0237,-1.14,0.58,-0.9961,-0.4609,8.2383,-0.9961,-0.2294,28.48,0.00,0.00,1
0.651,0.1250,-0.1716,0.0352,-0.0515,0.1797,-0.1977,-1.15,0.56,0.0391,-0.1523,9.5430,0.0391,-0.2178,28.48,0.00,0.00,1
0.672,0.0078,-0.0964,0.1172,-0.0038,0.2930,-0.0440,-1.17,0.56,0.6133,-0.4219,9.8828,0.6133,-0.1148,28.48,0.00,0.00,1
0.684,0.6992,-0.0251,-0.2266,-0.0127,0.5234,0.0262,-1.17,0.56,0.6133,-0.4219,9.8828,0.6133,-0.0030,28.48,0.00,0.00,1
0.703,-0.1445,0.0922,0.0820,-0.0382,-0.1641,0.0901,-1.18,0.56,0.1133,-0.0391,9.6484,0.1133,-0.0047,28.48,0.00,0.00,1
0.721,0.1992,0.1012,0.1562,0.0123,0.2930,0.1192,-1.18,0.55,-0.8438,-0.4609,8.2773,-0.8438,-0.0478,28.48,0.00,0.00,1
0.740,0.0078,-0.0756,0.0820,-0.0304,0.0625,-0.1208,-1.18,0.53,-0.0781,-0.1133,9.4219,-0.0781,-0.1497,28.48,0.00,0.00,1
0.752,0.0078,-0.0628,0.0820,-0.0132,0.0625,-0.0926,-1.18,0.53,0.1523,-0.0391,9.6484,0.1523,-0.1203,28.48,0.00,0.00,1
0.770,0.8516,0.0757,-0.3008,0.0038,1.1758,0.0963,-1.19,0.53,0.7656,-0.4961,10.5352,0.7656,0.1084,28.48,0.00,0.00,1
0.791,-0.2578,0.2070,0.1172,-0.0492,-0.4805,0.2699,-1.19,0.53,-0.3437,-0.0781,8.8867,-0.3437,0.0493,28.48,0.00,0.00,1
0.803,-0.2187,0.1073,0.1562,-0.0092,-0.2500,0.1223,-1.19,0.53,-0.3047,-0.0391,9.1172,-0.3047,-0.0291,28.48,0.00,0.00,1
0.821,-0.7578,-0.0283,-0.4180,-0.0082,-0.9414,-0.0386,-1.19,0.54,-0.8438,-0.6133,8.4219,-0.8438,-0.2265,28.48,0.00,0.00,1
0.843,0.6602,0.0867,0.1172,-0.0177,0.6680,0.0624,-1.20,0.53,0.5352,-0.1133,10.7656,0.5352,0.0856,28.48,0.00,0.00,1
0.854,0.6211,0.1716,0.0820,0.0002,1.3984,0.2139,-1.20,0.53,0.5352,-0.1133,10.7656,0.5352,0.1546,28.48,0.00,0.00,1
0.873,0.3906,0.2895,-0.2266,-0.0193,0.3242,0.4527,-1.20,0.54,-0.7656,-0.1914,8.1953,-0.7656,0.1334,28.48,0.00,0.00,1
0.891,-0.6797,0.0813,0.0039,-0.0271,-1.1680,0.0860,-1.19,0.54,-0.3437,-0.0391,9.5039,-0.3437,-0.0878,28.48,0.00,0.00,1
0.910,-0.6055,-0.0863,-0.4180,-0.0193,-1.1680,-0.0766,-1.19,0.54,-0.6914,-0.6133,8.1992,-0.6914,-0.2520,28.48,0.00,0.00,1
0.923,-0.6055,-0.1661,-0.4180,-0.0805,-1.1680,-0.2443,-1.18,0.52,0.4961,0.1133,10.3477,0.4961,-0.2245,28.48,0.00,0.00,1
0.940,0.2695,-0.0057,-0.0742,-0.0201,0.2109,-0.0122,-1.18,0.50,0.1914,-0.2695,9.5781,0.1914,-0.0463,28.48,0.00,0.00,1
0.961,0.6602,0.1036,-0.1094,-0.0383,0.8984,0.1061,-1.18,0.51,0.5742,-0.3047,10.2656,0.5742,0.1059,28.48,0.00,0.00,1
0.973,-0.2187,0.1188,0.0039,-0.0401,-0.4023,0.1237,-1.18,0.51,-0.3047,-0.1914,8.9648,-0.3047,0.0428,28.48,0.00,0.00,1
0.990,0.1641,0.0328,0.0820,-0.0189,0.4023,0.0087,-1.17,0.51,0.0781,-0.1133,9.7656,0.0781,0.0091,28.48,0.00,0.00,1
1.012,-0.9570,-0.0947,-0.1562,-0.0211,-1.2852,-0.1163,-1.17,0.47,0.2695,-0.1523,9.6914,0.2695,-0.1788,28.48,0.00,0.00,1
1.024,0.3398,-0.1234,0.0352,-0.0265,0.3242,-0.1671,-1.17,0.46,0.2695,-0.1523,9.6914,0.2695,-0.1099,28.48,0.00,0.00,1
1.044,-0.0078,-0.0189,0.0430,-0.0043,0.6680,0.0532,-1.17,0.46,-0.6523,-0.1914,8.0391,-0.6523,-0.1251,28.48,0.00,0.00,1
1.061,-0.5742,-0.1411,-0.0039,-0.0013,-1.3242,-0.2133,-1.16,0.47,-0.3047,-0.2695,9.3086,-0.3047,-0.2468,28.48,0.00,0.00,1
1.080,0.2305,-0.1536,-0.1172,-0.0271,0.2852,-0.2056,-1.15,0.49,0.1523,-0.3047,9.6523,0.1523,-0.1654,28.48,0.00,0.00,1
1.092,0.2305,-0.0946,-0.1172,-0.0410,0.2852,-0.1302,-1.15,0.49,0.3828,-0.1523,9.6484,0.3828,-0.0981,28.48,0.00,0.00,1
1.113,0.2305,0.0632,0.3008,-0.0025,0.9766,0.0667,-1.14,0.50,0.1523,0.1133,10.3477,0.1523,0.0148,28.48,0.00,0.00,1
1.130,0.5742,0.1477,-0.3086,0.0521,0.2109,0.3156,-1.14,0.48,0.4961,-0.4961,9.5820,0.4961,0.1378,28.48,0.00,0.00,1
1.143,0.5742,0.2132,-0.3086,-0.0033,0.2109,0.2996,-1.14,0.48,-0.4219,-0.0781,8.9258,-0.4219,0.1194,28.48,0.00,0.00,1
1.161,-0.2734,0.0800,0.2656,0.0237,0.0195,0.1212,-1.13,0.47,-0.3437,0.0781,9.3867,-0.3437,-0.0479,28.48,0.00,0.00,1
1.184,-0.8477,-0.1287,-0.2734,0.0234,-1.5508,-0.1547,-1.13,0.48,0.0391,0.1133,10.2305,0.0391,-0.2350,28.48,0.00,0.00,1
1.194,0.1094,-0.1626,0.3008,0.0237,0.8594,-0.1763,-1.13,0.47,0.0391,0.1133,10.2305,0.0391,-0.1929,28.48,0.00,0.00,1
1.211,0.2617,-0.0733,-0.1172,0.0689,-0.0195,0.0471,-1.13,0.50,0.1914,-0.3047,9.3477,0.1914,-0.0934,28.48,0.00,0.00,1
1.232,-0.4180,-0.1095,-0.0430,0.0219,-0.3711,-0.0534,-1.13,0.51,-0.1133,0.0000,9.3047,-0.1133,-0.2001,28.48,0.00,0.00,1
1.250,0.4922,-0.0712,0.0352,0.0423,0.6602,-0.0179,-1.13,0.50,0.4219,-0.1523,10.0352,0.4219,-0.0933,28.48,0.00,0.00,1
1.262,0.4922,0.0154,0.0352,0.0412,0.6602,0.0862,-1.14,0.49,-0.3047,-0.0781,9.0000,-0.3047,-0.0723,28.48,0.00,0.00,1
1.282,0.0703,-0.0038,0.1875,0.0664,0.6602,0.0719,-1.13,0.45,0.0000,0.0000,10.0312,0.0000,-0.0841,28.48,0.00,0.00,1
1.301,-0.3125,-0.0107,-0.2734,0.0708,-0.5273,0.1775,-1.14,0.46,-0.3828,-0.4609,8.8477,-0.3828,-0.1401,28.48,0.00,0.00,1
1.313,-0.3125,-0.0571,-0.2734,0.0180,-0.5273,0.0692,-1.14,0.46,-0.7266,-0.0391,8.5039,-0.7266,-0.2049,28.48,0.00,0.00,1
1.330,-0.2344,-0.2079,-0.0430,0.0229,-0.2969,-0.1857,-1.14,0.46,-0.3047,-0.2305,9.0820,-0.3047,-0.2894,28.48,0.00,0.00,1
1.354,0.2227,-0.1467,-0.0820,-0.0055,0.2031,-0.1468,-1.15,0.46,0.3437,0.0000,9.8047,0.3437,-0.1497,28.48,0.00,0.00,1
1.364,0.4062,-0.0753,0.1875,0.0043,0.4336,-0.0746,-1.14,0.44,0.3437,0.0000,9.8047,0.3437,-0.0739,28.48,0.00,0.00,1
1.382,0.4062,0.0613,0.0742,0.0472,0.7773,0.0970,-1.15,0.41,0.3437,-0.1133,10.1484,0.3437,0.0446,28.48,0.00,0.00,1
1.402,0.3320,0.1427,-0.3086,-0.0299,0.2031,0.1629,-1.15,0.42,-0.6523,-0.0781,8.6602,-0.6523,0.0346,28.48,0.00,0.00,1
1.415,-0.5898,0.0980,0.1094,-0.0392,-0.7187,0.0953,-1.15,0.43,-0.6523,-0.0781,8.6602,-0.6523,-0.0709,28.48,0.00,0.00,1
1.432,-0.1289,-0.0058,0.1094,0.0114,-0.1055,-0.0083,-1.16,0.43,-0.8828,-0.4219,8.3555,-0.8828,-0.2876,28.48,0.00,0.00,1
1.451,-0.8203,-0.1937,-0.2344,-0.0369,-1.0234,-0.2390,-1.16,0.40,0.2695,0.0000,9.8047,0.2695,-0.3642,28.48,0.00,0.00,1
1.471,-0.0234,-0.1090,0.0352,0.0033,0.6992,-0.0720,-1.16,0.37,-0.0781,-0.1523,10.0742,-0.0781,-0.2251,28.48,0.00,0.00,1
1.483,-0.0234,-0.0958,0.0352,0.0082,0.6992,0.0465,-1.16,0.38,0.1523,-0.3047,9.1992,0.1523,-0.1841,28.48,0.00,0.00,1
1.501,-0.0234,-0.0242,-0.0430,-0.0199,0.0469,0.0379,-1.17,0.38,-0.0781,-0.2305,9.4258,-0.0781,-0.1204,28.48,0.00,0.00,1
1.521,0.4062,0.0104,0.1094,-0.0143,0.7773,0.0989,-1.17,0.39,0.3437,-0.0781,10.1484,0.3437,-0.0150,28.48,0.00,0.00,1
1.534,-0.6641,-0.0144,-0.1953,-0.0196,-1.2930,0.0375,-1.17,0.39,-0.7266,-0.3828,8.0820,-0.7266,-0.1243,28.48,0.00,0.00,1
1.551,-0.0078,-0.1462,0.0430,-0.0504,0.3164,-0.2111,-1.18,0.41,-0.0781,-0.1523,9.6914,-0.0781,-0.1516,28.48,0.00,0.00,1
1.572,-0.1992,-0.1414,-0.0352,-0.0359,0.1250,-0.0736,-1.18,0.41,-0.6914,-0.1523,8.3906,-0.6914,-0.2256,28.48,0.00,0.00,1
1.592,-0.6211,-0.2511,0.0352,-0.0201,-0.9844,-0.2628,-1.18,0.40,-0.1523,-0.3047,9.2695,-0.1523,-0.3146,28.48,0.00,0.00,1
1.604,-0.0820,-0.2502,-0.1172,-0.0313,-0.1055,-0.2875,-1.18,0.40,0.3437,-0.2305,9.9258,0.3437,-0.2390,28.48,0.00,0.00,1
1.622,0.4141,-0.0927,-0.0430,-0.0392,0.5469,-0.0915,-1.17,0.42,0.3047,-0.0781,9.5781,0.3047,-0.0768,28.48,0.00,0.00,1
1.640,0.3008,0.0630,-0.0352,-0.0088,0.5469,0.0561,-1.18,0.44,0.2305,-0.2305,9.9219,0.2305,0.0368,28.48,0.00,0.00,1
1.653,0.3008,0.0996,-0.0352,-0.0129,0.5469,0.1315,-1.18,0.45,0.1914,-0.4609,9.5781,0.1914,0.0634,28.48,0.00,0.00,1
1.672,-0.7266,0.0796,0.0430,-0.0612,-0.7930,0.0959,-1.19,0.45,-0.8047,-0.1523,8.5781,-0.8047,-0.1134,28.48,0.00,0.00,1
1.692,-0.1992,-0.1068,0.1172,-0.0257,-0.1445,-0.1043,-1.18,0.44,-0.2695,-0.0781,9.2305,-0.2695,-0.1910,28.48,0.00,0.00,1
1.704,-0.6562,-0.1576,-0.1875,-0.0281,-0.7930,-0.1623,-1.18,0.44,-0.7266,-0.3828,8.5820,-0.7266,-0.2733,28.48,0.00,0.00,1
1.721,0.3750,-0.2451,0.1953,-0.0518,0.5078,-0.2733,-1.18,0.43,0.3047,0.0000,9.8828,0.3047,-0.1996,28.48,0.00,0.00,1
1.743,0.0391,-0.0853,0.0820,0.0150,0.5078,-0.0070,-1.19,0.46,0.3437,-0.4609,9.3867,0.3437,-0.0945,28.48,0.00,0.00,1
1.755,0.4219,-0.0356,-0.2656,-0.0025,0.0117,0.0324,-1.20,0.46,0.3437,-0.4609,9.3867,0.3437,-0.0272,28.48,0.00,0.00,1
1.773,-0.0742,0.0442,0.1172,-0.0334,0.2031,0.0547,-1.19,0.46,0.3047,-0.1133,9.7695,0.3047,-0.0049,28.48,0.00,0.00,1
1.792,0.3828,0.1118,0.0820,0.0015,0.3945,0.1392,-1.20,0.44,-0.9180,-0.3828,8.1211,-0.9180,-0.0149,28.48,0.00,0.00,1
1.811,0.0703,-0.0714,0.2344,-0.0137,0.3555,-0.1125,-1.20,0.41,0.0000,0.0391,9.7305,0.0000,-0.1196,28.48,0.00,0.00,1
1.823,0.0703,-0.0496,0.2344,0.0244,0.3555,-0.0406,-1.20,0.41,-0.5352,-0.3047,8.9609,-0.5352,-0.1441,28.48,0.00,0.00,1
1.842,-0.2734,-0.1452,-0.0742,0.0013,-0.6328,-0.1405,-1.21,0.43,-0.3437,-0.2695,8.7383,-0.3437,-0.2350,28.48,0.00,0.00,1
1.862,0.0312,-0.1572,0.1172,-0.0048,0.4023,-0.1973,-1.21,0.43,-0.0391,-0.0781,9.7656,-0.0391,-0.1984,28.48,0.00,0.00,1
1.874,0.4531,-0.0945,-0.1875,-0.0104,0.2461,-0.1177,-1.21,0.43,0.3828,-0.3828,9.6094,0.3828,-0.1092,28.48,0.00,0.00,1
1.891,-0.0078,0.0553,0.2344,-0.0371,0.2461,0.0063,-1.20,0.41,-0.0781,0.0391,9.6094,-0.0781,-0.0434,28.48,0.00,0.00,1
1.914,0.3398,0.0872,-0.0742,0.0081,0.1719,0.0767,-1.21,0.38,0.1914,-0.3828,9.8437,0.1914,0.0371,28.48,0.00,0.00,1
1.925,0.2695,0.1204,-0.1875,-0.0136,0.4766,0.1157,-1.21,0.39,0.1914,-0.3828,9.8437,0.1914,0.0608,28.48,0.00,0.00,1
1.944,-0.5742,0.0416,0.1562,-0.0201,-0.7852,0.0449,-1.21,0.40,-0.4961,-0.2695,9.0039,-0.4961,-0.1215,28.48,0.00,0.00,1
1.962,-0.4180,-0.0984,-0.0742,-0.0211,-0.3633,-0.0971,-1.22,0.41,-0.4961,-0.3828,8.7773,-0.4961,-0.2277,28.48,0.00,0.00,1
1.981,0.5742,-0.1280,0.2422,-0.0354,0.6680,-0.1523,-1.22,0.41,0.4961,0.0391,10.0312,0.4961,-0.0996,28.48,0.00,0.00,1
1.993,0.5742,-0.0201,0.2422,0.0073,0.6680,-0.0263,-1.22,0.40,0.3437,-0.2305,10.2695,0.3437,-0.0203,28.48,0.00,0.00,1
2.012,0.5664,0.1493,-0.1016,0.0050,0.5937,0.2514,-1.23,0.39,0.4961,-0.3047,9.9609,0.4961,0.1375,28.48,0.00,0.00,1
2.030,-0.2734,0.2243,0.0117,-0.0223,-0.4805,0.2822,-1.23,0.40,-0.3437,-0.1914,8.8828,-0.3437,0.0739,28.48,0.00,0.00,1
2.044,-0.2734,0.1478,0.0117,-0.0171,-0.4805,0.1650,-1.23,0.40,-0.1133,-0.1133,9.6484,-0.1133,0.0282,28.48,0.00,0.00,1
2.061,-0.8398,0.0074,-0.2578,-0.0129,-1.4766,0.0212,-1.24,0.42,-0.9180,-0.4609,7.8906,-0.9180,-0.1981,28.48,0.00,0.00,1
2.084,0.0000,-0.1524,0.1641,-0.0316,0.5937,-0.1714,-1.25,0.41,-0.1133,-0.3437,8.9219,-0.1133,-0.2082,28.48,0.00,0.00,1
2.095,-0.0430,-0.1325,-0.1406,-0.0259,-0.4414,-0.1367,-1.25,0.40,-0.1133,-0.3437,8.9219,-0.1133,-0.1936,28.48,0.00,0.00,1
2.112,-0.0820,-0.1102,-0.0586,-0.0519,0.0937,-0.1803,-1.25,0.39,-0.1523,-0.2695,9.4648,-0.1523,-0.1795,28.48,0.00,0.00,1
2.132,-0.0078,-0.0842,0.0195,-0.0369,0.0547,-0.0955,-1.25,0.39,0.4609,-0.1914,10.0703,0.4609,-0.1018,28.48,0.00,0.00,1
2.153,-0.4961,0.0141,-0.0586,-0.0239,-0.6328,0.0335,-1.25,0.41,-0.5742,-0.2695,8.7344,-0.5742,-0.1390,28.48,0.00,0.00,1
2.163,-0.4961,-0.0988,-0.0586,-0.0316,-0.6328,-0.1140,-1.26,0.41,0.2695,-0.1914,10.0000,0.2695,-0.1678,28.48,0.00,0.00,1
2.182,0.3477,-0.0247,0.0273,-0.0202,0.6328,0.0190,-1.27,0.44,-0.1133,-0.4219,9.3828,-0.1133,-0.0744,28.48,0.00,0.00,1
2.202,-0.4570,-0.0401,0.0273,-0.0509,-0.7852,-0.0101,-1.27,0.44,-0.5352,-0.1914,8.5781,-0.5352,-0.1810,28.48,0.00,0.00,1
2.214,-0.4570,-0.1041,0.0273,-0.0389,-0.7852,-0.1291,-1.27,0.43,-0.3828,-0.1133,9.3867,-0.3828,-0.2232,28.48,0.00,0.00,1
2.231,-0.0742,-0.1628,-0.1641,-0.0157,-0.4023,-0.1583,-1.28,0.43,-0.1523,-0.3828,8.9648,-0.1523,-0.2266,28.48,0.00,0.00,1
2.251,0.4609,-0.0949,0.1797,-0.0303,0.6680,-0.1419,-1.28,0.42,0.3828,-0.0391,10.0312,0.3828,-0.0871,28.48,0.00,0.00,1
2.265,0.4219,0.0250,0.0664,0.0071,0.8984,0.0558,-1.28,0.44,0.3437,-0.1523,10.2656,0.3437,0.0082,28.48,0.00,0.00,1
2.282,0.4609,0.1407,-0.2422,-0.0008,0.3242,0.2488,-1.29,0.46,0.3828,-0.4609,9.6914,0.3828,0.1120,28.48,0.00,0.00,1
2.302,-0.4961,0.0381,0.1797,0.0103,-0.5937,0.0714,-1.29,0.46,-0.1523,-0.1133,9.3047,-0.1523,-0.0882,28.48,0.00,0.00,1
2.322,-0.0742,-0.0201,0.1055,0.0419,-0.0586,0.0012,-1.29,0.45,-1.1094,-0.5742,7.6562,-1.1094,-0.1829,28.48,0.00,0.00,1
2.333,-1.0313,-0.1790,-0.3555,-0.0148,-1.7070,-0.2653,-1.29,0.44,0.2695,0.0781,10.3477,0.2695,-0.2777,28.48,0.00,0.00,1
2.352,0.3477,-0.1156,0.2969,0.0329,0.9766,-0.0802,-1.30,0.44,0.1523,-0.3828,9.7656,0.1523,-0.1318,28.48,0.00,0.00,1
2.370,-0.0742,-0.0153,-0.0859,-0.0016,-0.0977,0.0772,-1.30,0.46,-0.1523,-0.3047,9.2695,-0.1523,-0.1024,28.48,0.00,0.00,1
2.384,-0.0742,-0.0243,-0.0859,-0.0145,-0.0977,0.0503,-1.29,0.47,-0.3047,-0.3828,9.0000,-0.3047,-0.1223,28.48,0.00,0.00,1
2.402,0.5000,-0.0264,0.1797,-0.0335,0.8984,0.0255,-1.29,0.46,0.4219,-0.0391,10.2695,0.4219,-0.0236,28.48,0.00,0.00,1
2.421,-0.4961,0.0432,-0.1250,0.0026,-0.9023,0.1290,-1.28,0.44,-0.5742,-0.3437,8.4609,-0.5742,-0.1177,28.48,0.00,0.00,1
2.435,-0.0352,-0.0393,0.0195,-0.0141,0.5156,0.0142,-1.28,0.43,-0.1133,-0.1914,9.8828,-0.1133,-0.1168,28.48,0.00,0.00,1
2.452,-0.0742,-0.0412,-0.2852,-0.0289,-0.2500,0.0951,-1.28,0.44,-0.1523,-0.4961,9.1211,-0.1523,-0.1244,28.48,0.00,0.00,1
2.474,-0.9883,-0.3145,-0.0195,-0.0545,-1.0547,-0.2689,-1.27,0.45,-0.0391,-0.0781,9.3477,-0.0391,-0.4155,28.48,0.00,0.00,1
2.486,0.0469,-0.3352,0.1328,-0.0369,-0.0195,-0.3068,-1.26,0.45,-0.0391,-0.0781,9.3477,-0.0391,-0.3577,28.48,0.00,0.00,1
2.504,-0.1445,-0.2343,-0.2109,-0.0318,-0.2500,-0.2443,-1.26,0.46,0.5352,-0.0781,10.1484,0.5352,-0.2421,28.48,0.00,0.00,1
2.522,0.6211,-0.0394,0.1328,-0.0066,0.7852,-0.0168,-1.25,0.46,0.0781,-0.2695,9.5039,0.0781,-0.0582,28.48,0.00,0.00,1
2.540,0.2773,0.0652,-0.1406,-0.0215,0.6328,0.1116,-1.23,0.45,0.1914,-0.3437,10.0000,0.1914,0.0133,28.48,0.00,0.00,1
2.554,0.2773,0.0978,-0.1406,-0.0398,0.6328,0.1916,-1.23,0.45,-0.0781,0.0000,8.8125,-0.0781,0.0191,28.48,0.00,0.00,1
2.571,0.3555,0.1104,0.4336,0.0418,0.6328,0.1003,-1.22,0.44,0.2695,0.2305,10.0000,0.2695,0.0629,28.48,0.00,0.00,1
2.592,-0.7187,0.0940,-0.0664,0.1129,-1.2070,0.1041,-1.21,0.44,-0.8047,-0.2695,8.1562,-0.8047,-0.1162,28.48,0.00,0.00,1
2.605,0.2383,-0.0093,0.0898,0.0857,0.1328,-0.0789,-1.21,0.43,0.1523,-0.1133,9.5039,0.1523,-0.0568,28.48,0.00,0.00,1
2.623,-0.3359,0.0291,-0.0273,0.0777,0.1719,-0.0036,-1.21,0.46,-0.4219,-0.2305,9.5430,-0.4219,-0.1126,28.48,0.00,0.00,1
2.644,-0.2969,-0.0893,-0.1016,0.0305,-0.7852,-0.0908,-1.21,0.47,0.0781,-0.0781,9.7656,0.0781,-0.1701,28.48,0.00,0.00,1
2.662,0.1641,-0.0462,0.1250,0.0432,0.4023,-0.0249,-1.21,0.47,0.4219,-0.3437,9.7695,0.4219,-0.0722,28.48,0.00,0.00,1
