t_s,roll_deg,pitch_rv_deg,pitch_game_deg,pitch_comp_deg,gyro_y_rads,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.980,-1.47,-0.45,-0.39,-72.97,-0.0215,0.8438,0.3857,-0.6133,9.9648,0.07,0.00,0.00,1
1.010,-1.47,-0.45,-0.39,-73.06,-0.0469,0.2305,0.3381,-0.1133,9.5391,0.07,0.00,0.00,1
1.011,-1.47,-0.45,-0.39,-73.06,-0.0469,0.2305,0.3381,-0.1133,9.5391,0.07,0.00,0.00,1
1.040,-1.47,-0.45,-0.40,-73.04,0.0137,0.3437,0.1653,0.0000,10.0039,0.07,0.00,0.00,1
1.060,-1.47,-0.45,-0.41,-73.06,-0.0039,0.4609,0.2521,-0.5352,10.0039,0.07,0.00,0.00,1
1.090,-1.47,-0.45,-0.41,-72.40,0.0371,0.1133,0.0629,-0.2305,9.1992,0.02,0.00,0.00,1
1.091,-1.47,-0.45,-0.41,-72.40,0.0371,0.1133,0.0629,-0.2305,9.1992,0.02,0.00,0.00,1
1.091,-1.47,-0.45,-0.41,-72.40,0.0371,0.1133,0.0629,-0.2305,9.1992,0.02,0.00,0.00,1
1.100,-1.47,-0.45,-0.41,-72.36,0.0430,-0.2305,0.0431,-0.6523,8.5000,0.02,0.00,0.00,1
1.131,-1.47,-0.45,-0.41,-71.68,-0.0566,0.2305,0.2087,-0.4219,9.8477,0.02,0.00,0.00,1
1.180,-1.47,-0.45,-0.41,-70.98,0.0000,0.3047,0.1926,-0.5352,9.3437,0.02,0.00,0.00,1
1.200,-1.54,-0.50,-0.41,-71.14,-0.0508,0.4609,0.2654,-0.1133,9.3867,0.02,0.00,0.00,1
1.200,-1.54,-0.50,-0.41,-71.14,-0.0508,0.4609,0.2654,-0.1133,9.3867,0.02,0.00,0.00,1
1.210,-1.54,-0.50,-0.41,-71.14,0.0059,0.1133,0.2676,-0.2305,9.6133,0.02,0.00,0.00,1
1.210,-1.54,-0.50,-0.41,-71.14,0.0059,0.1133,0.2676,-0.2305,9.6133,0.02,0.00,0.00,1
1.230,-1.54,-0.50,-0.42,-70.46,-0.0293,0.8828,0.3853,-0.5742,9.9258,0.02,0.00,0.00,1
1.231,-1.54,-0.50,-0.42,-70.46,-0.0293,0.8828,0.3853,-0.5742,9.9258,0.02,0.00,0.00,1
1.250,-1.54,-0.50,-0.43,-70.52,-0.0430,0.0781,0.3698,-0.4219,9.4258,0.02,0.00,0.00,1
1.259,-1.54,-0.50,-0.43,-69.80,0.0293,0.0781,0.3250,-0.4219,9.4258,0.02,0.00,0.00,1
1.289,-1.55,-0.51,-0.44,-69.84,-0.0410,0.1914,0.1878,0.0000,10.1133,0.07,0.00,0.00,1
1.320,-1.55,-0.50,-0.43,-69.88,-0.0176,-0.1523,0.2452,-0.3437,8.6211,0.07,0.00,0.00,1
1.350,-1.55,-0.51,-0.43,-69.97,-0.0469,-0.3437,0.1438,-0.3047,8.5000,0.07,0.00,0.00,1
1.350,-1.55,-0.51,-0.43,-69.97,-0.0469,-0.3437,0.1438,-0.3047,8.5000,0.07,0.00,0.00,1
1.351,-1.55,-0.51,-0.43,-69.97,-0.0469,-0.3437,0.1438,-0.3047,8.5000,0.07,0.00,0.00,1
1.370,-1.55,-0.51,-0.45,-69.26,0.0117,0.6133,0.1894,-0.2305,9.5781,0.07,0.00,0.00,1
1.400,-1.55,-0.51,-0.45,-69.33,-0.0410,-0.8438,0.0908,-0.2305,8.1562,0.07,0.00,0.00,1
1.401,-1.55,-0.51,-0.45,-69.33,-0.0410,-0.8438,0.0908,-0.2305,8.1562,0.07,0.00,0.00,1
1.460,-1.55,-0.55,-0.46,-69.33,0.0078,1.7617,0.3163,-0.4961,10.6914,0.07,0.00,0.00,1
1.480,-1.57,-0.54,-0.46,-69.63,-0.0820,0.2305,0.4702,-0.2305,9.4648,0.09,0.00,0.00,1
1.480,-1.57,-0.54,-0.46,-69.63,-0.0820,0.2305,0.4702,-0.2305,9.4648,0.09,0.00,0.00,1
1.510,-1.57,-0.54,-0.47,-69.00,-0.0371,1.1094,0.2746,0.1133,10.5703,0.09,0.00,0.00,1
1.510,-1.57,-0.54,-0.47,-69.00,-0.0371,1.1094,0.2746,0.1133,10.5703,0.09,0.00,0.00,1
1.511,-1.57,-0.54,-0.47,-69.00,-0.0371,1.1094,0.2746,0.1133,10.5703,0.09,0.00,0.00,1
1.540,-1.57,-0.54,-0.49,-68.33,-0.0371,1.1875,0.6348,0.2305,11.0703,0.09,0.00,0.00,1
1.550,-1.57,-0.54,-0.49,-68.40,-0.0469,-2.1836,0.4500,-0.3828,6.0156,0.09,0.00,0.00,1
1.551,-1.57,-0.54,-0.49,-68.40,-0.0469,-2.1836,0.4500,-0.3828,6.0156,0.09,0.00,0.00,1
1.570,-1.57,-0.54,-0.53,-67.79,-0.0352,0.1523,0.0691,-0.1523,9.3477,0.09,0.00,0.00,1
1.600,-1.57,-0.54,-0.49,-67.72,0.0762,1.6836,0.5017,-0.1523,10.7969,0.09,0.00,0.00,1
1.601,-1.57,-0.54,-0.49,-67.72,0.0762,1.6836,0.5017,-0.1523,10.7969,0.09,0.00,0.00,1
1.650,-1.57,-0.54,-0.54,-67.51,-0.0312,1.2656,0.7335,-0.0391,10.2266,0.09,0.00,0.00,1
1.651,-1.57,-0.54,-0.54,-67.51,-0.0312,1.2656,0.7335,-0.0391,10.2266,0.09,0.00,0.00,1
1.680,-1.60,-0.67,-0.64,-67.67,-0.1230,0.9570,0.4582,0.1523,9.1211,0.09,0.00,0.00,1
1.681,-1.60,-0.67,-0.64,-67.67,-0.1230,0.9570,0.4582,0.1523,9.1211,0.04,0.00,0.00,1
1.710,-1.60,-0.67,-0.73,-67.78,0.0195,0.2305,0.5907,-0.3437,6.6641,0.04,0.00,0.00,1
1.711,-1.60,-0.67,-0.73,-67.78,0.0195,0.2305,0.5907,-0.3437,6.6641,0.04,0.00,0.00,1
1.740,-1.60,-0.67,-0.95,-67.91,-0.0937,2.2617,1.3139,-0.5352,9.6094,0.04,0.00,0.00,1
1.760,-1.60,-0.67,-1.05,-68.09,-0.0977,3.6758,1.9500,-0.6523,11.2578,0.04,0.00,0.00,1
1.770,-1.60,-0.67,-1.05,-68.28,-0.1484,2.9883,2.1601,0.1133,10.3086,0.04,0.00,0.00,1
1.771,-1.60,-0.67,-1.05,-68.28,-0.1484,2.9883,2.1601,0.1133,10.3086,0.04,0.00,0.00,1
1.790,-1.60,-0.67,-1.16,-67.61,-0.0352,2.5273,2.3404,-0.8047,8.8125,0.04,0.00,0.00,1
1.820,-1.72,-1.25,-1.19,-67.76,-0.1152,0.1523,1.8974,-0.6914,6.0508,0.04,0.00,0.00,1
1.821,-1.72,-1.25,-1.19,-67.76,-0.1152,0.1523,1.8974,-0.6914,6.0508,0.04,0.00,0.00,1
1.849,-1.72,-1.25,-1.38,-67.88,-0.2500,3.3320,2.2786,-0.4219,10.1094,0.04,0.00,0.00,1
1.880,-1.72,-1.25,-1.43,-68.09,-0.1738,0.3047,2.3132,-0.1914,6.0469,0.04,0.00,0.00,1
1.881,-1.72,-1.25,-1.43,-68.09,-0.1738,0.3047,2.3132,-0.1914,6.0469,0.06,0.00,0.00,1
1.900,-1.72,-1.25,-1.43,-68.08,-0.1934,0.9180,1.8793,0.9961,8.0078,0.06,0.00,0.00,1
1.910,-1.72,-1.25,-1.43,-68.03,0.1191,3.0664,1.9035,-1.1875,10.6914,0.06,0.00,0.00,1
1.930,-1.72,-1.25,-1.53,-68.12,-0.1543,4.5977,2.6389,0.3828,12.9492,0.06,0.00,0.00,1
1.959,-1.86,-1.59,-1.49,-68.28,-0.1270,0.7266,1.9683,0.3047,7.5508,0.06,0.00,0.00,1
1.990,-1.86,-1.59,-1.46,-68.11,0.1074,3.9062,2.4535,-0.1914,12.4062,0.06,0.00,0.00,1
1.991,-1.86,-1.59,-1.46,-68.11,0.1074,3.9062,2.4535,-0.1914,12.4062,0.06,0.16,0.16,1
2.031,-1.86,-1.59,-1.45,-67.72,-0.1816,3.7539,2.1933,0.0781,10.2695,0.06,0.16,0.16,1
2.032,-1.86,-1.59,-1.45,-67.72,-0.1816,3.7539,2.1933,0.0781,10.2695,0.06,0.16,0.16,1
2.032,-1.86,-1.59,-1.45,-67.72,-0.1816,3.7539,2.1933,0.0781,10.2695,0.06,0.16,0.16,1
2.040,-1.86,-1.59,-1.45,-67.72,-0.1816,3.7539,2.1933,0.0781,10.2695,0.06,0.16,0.16,1
2.070,-1.86,-1.59,-1.61,-67.80,0.1973,-0.6914,1.9325,0.3437,5.1367,0.06,15.33,0.16,1
2.100,-2.13,-1.77,-1.66,-67.62,0.1621,4.5586,2.3650,0.4609,10.1484,0.37,15.33,14.64,1
2.100,-2.13,-1.77,-1.66,-67.62,0.1621,4.5586,2.3650,0.4609,10.1484,0.37,18.12,18.05,1
2.130,-2.13,-1.77,-1.70,-67.83,0.3359,0.0781,2.4955,-0.6914,4.5547,0.37,18.12,18.05,1
2.130,-2.13,-1.77,-1.70,-67.83,0.3359,0.0781,2.4955,-0.6914,4.5547,0.37,18.12,18.05,1
2.150,-2.13,-1.77,-1.70,-67.84,-0.3594,1.2656,2.0727,1.1875,7.5859,0.37,18.12,18.05,1
2.160,-2.13,-1.77,-1.87,-67.84,-0.3594,5.7461,2.8857,-2.2227,11.7187,0.37,21.81,21.08,1
2.180,-2.36,-1.98,-1.87,-68.12,-0.2305,6.5898,4.0476,1.3398,13.1016,0.37,21.81,21.08,1
2.209,-2.36,-1.98,-2.05,-67.70,0.2090,-0.6914,2.9988,1.3398,4.1719,0.37,24.81,24.56,1
2.210,-2.36,-1.98,-2.05,-67.70,0.2090,-0.6914,2.9988,1.3398,4.1719,0.37,24.81,24.56,1
2.240,-2.65,-2.33,-2.05,-67.56,0.1367,6.1289,3.5302,-1.1875,11.8359,0.37,24.81,24.56,1
2.250,-2.65,-2.33,-2.05,-68.11,-0.3203,6.1289,3.9294,0.1523,10.9141,0.37,28.40,26.85,1
2.270,-2.65,-2.33,-2.43,-67.99,0.2168,1.5313,3.6617,-1.3789,6.0156,0.37,30.30,26.85,1
2.300,-2.65,-2.33,-2.69,-67.41,-0.4023,5.0195,3.3732,-0.8438,12.2187,1.30,30.30,30.39,1
2.349,-3.13,-2.98,-2.81,-67.79,-0.2891,1.3789,3.8649,-2.4531,5.8594,1.30,33.70,31.28,1
2.350,-3.13,-2.98,-2.81,-67.79,-0.2891,1.3789,3.8649,-2.4531,5.8594,1.30,37.45,35.58,1
2.350,-3.13,-2.98,-2.81,-67.79,-0.2891,1.3789,3.8649,-2.4531,5.8594,1.30,37.45,35.58,1
2.351,-3.13,-2.98,-2.81,-67.79,-0.2891,1.3789,3.8649,-2.4531,5.8594,1.30,37.45,35.58,1
2.380,-3.19,-2.96,-2.92,-66.87,0.3398,7.3945,4.5723,-1.9531,12.3359,1.30,37.45,35.58,1
2.381,-3.19,-2.96,-2.92,-66.87,0.3398,7.3945,4.5723,-1.9531,12.3359,1.30,38.19,38.95,1
2.410,-3.19,-2.96,-2.86,-66.36,0.2031,2.6445,3.8514,-1.2266,7.3125,1.30,41.49,38.95,1
2.430,-3.19,-2.96,-2.81,-66.15,0.1934,5.8242,4.1436,-0.2695,12.4062,1.30,42.85,40.13,1
2.451,-3.19,-2.96,-2.84,-66.15,0.1934,1.6094,4.4385,0.4961,6.3984,1.30,42.85,42.84,1
2.460,-3.19,-2.96,-2.84,-65.98,-0.1953,1.6094,4.0040,0.4961,6.3984,1.30,44.91,43.99,1
2.490,-3.19,-2.96,-3.08,-66.10,-0.1777,6.5898,4.4634,0.2695,13.6367,1.76,46.73,43.99,1
2.490,-3.19,-2.96,-3.08,-66.10,-0.1777,6.5898,4.4634,0.2695,13.6367,1.76,49.09,47.25,1
2.520,-3.19,-2.96,-3.08,-65.51,0.1777,1.1875,3.9967,1.3789,5.6328,1.76,49.09,47.25,1
2.550,-3.19,-2.96,-2.99,-65.30,-0.1465,7.3945,4.7025,0.5352,15.0937,1.76,51.88,49.87,1
2.550,-3.19,-2.96,-2.99,-65.30,-0.1465,7.3945,4.7025,0.5352,15.0937,1.76,54.78,52.61,1
2.551,-3.19,-2.96,-2.99,-65.30,-0.1465,7.3945,4.7025,0.5352,15.0937,1.76,54.78,52.61,1
2.580,-3.19,-2.96,-2.92,-64.82,0.1855,0.0000,3.5892,1.2656,3.1445,1.76,54.78,52.61,1
2.600,-3.19,-2.96,-2.94,-64.81,0.0137,6.5117,3.8067,-1.5703,11.4141,1.76,54.99,56.67,1
2.601,-3.19,-2.96,-2.94,-64.81,0.0137,6.5117,3.8067,-1.5703,11.4141,1.76,58.71,56.52,1
2.630,-3.77,-3.10,-2.94,-64.85,-0.0859,2.4883,4.4159,-2.4531,5.7461,1.76,58.71,56.52,1
2.651,-3.77,-3.10,-2.98,-64.68,0.1465,4.3281,3.6973,-1.6484,8.0781,1.76,60.54,59.63,1
2.660,-3.77,-3.10,-2.98,-64.73,-0.0449,4.3281,3.7942,-1.6484,8.0781,1.76,64.11,62.47,1
2.690,-3.77,-3.10,-3.33,-64.86,-0.2168,6.1289,4.9881,-1.6094,10.4961,1.76,64.11,62.47,1
2.691,-3.77,-3.10,-3.33,-64.86,-0.2168,6.1289,4.9881,-1.6094,10.4961,1.50,67.00,65.07,1
2.720,-3.77,-3.10,-3.31,-64.61,0.1504,1.9141,3.4420,-1.1484,7.7344,1.50,67.00,65.07,1
2.721,-3.77,-3.10,-3.31,-64.61,0.1504,1.9141,3.4420,-1.1484,7.7344,1.50,69.68,66.42,1
2.740,-3.77,-3.10,-3.36,-64.39,0.1328,4.8633,3.5738,-0.0781,10.7305,1.50,69.68,66.42,1
2.770,-3.77,-3.10,-3.43,-64.39,-0.1133,4.3672,4.8467,-0.8828,7.1289,1.50,71.29,70.47,1
2.771,-3.77,-3.10,-3.43,-64.39,-0.1133,4.3672,4.8467,-0.8828,7.1289,1.50,74.99,71.80,1
2.800,-3.77,-3.10,-3.33,-64.60,-0.1660,0.5742,3.6256,-0.8438,3.9453,1.50,74.99,71.80,1
2.829,-3.77,-3.10,-3.63,-64.11,0.3027,9.3086,4.7225,-1.1484,14.6719,1.50,76.80,74.45,1
2.830,-3.77,-3.10,-3.63,-64.11,0.3027,9.3086,4.7225,-1.1484,14.6719,1.50,78.29,76.01,1
2.871,-4.11,-3.64,-3.63,-64.71,-0.3359,1.8789,6.4937,0.1523,6.3633,1.50,78.29,76.01,1
2.880,-4.11,-3.64,-3.63,-63.90,0.0605,1.8789,5.7848,0.1523,6.3633,8.83,83.79,81.67,1
2.881,-4.11,-3.64,-3.63,-63.90,0.0605,1.8789,5.7848,0.1523,6.3633,8.83,83.98,81.67,1
2.910,-4.11,-3.64,-3.51,-63.87,0.2637,2.4531,4.3828,-0.8828,6.5078,8.83,83.98,81.67,1
2.911,-4.11,-3.64,-3.51,-63.87,0.2637,2.4531,4.3828,-0.8828,6.5078,8.83,85.47,82.47,1
2.940,-4.11,-3.64,-3.61,-63.70,-0.3203,7.3164,4.9553,-1.6484,12.2969,8.83,85.47,82.47,1
2.950,-4.11,-3.64,-3.61,-63.92,-0.1797,5.9375,5.2076,0.2695,13.2148,8.83,90.43,87.46,1
3.019,-3.85,-3.98,-3.99,-64.07,-0.2227,3.5234,4.7625,-1.9141,8.0391,8.83,89.05,87.46,1
3.031,-3.85,-3.98,-3.99,-63.96,0.0293,2.1055,4.4588,0.0000,5.7461,8.83,98.75,94.26,1
3.071,-3.77,-3.80,-3.67,-63.86,0.2207,5.6328,4.2249,-0.4609,10.3047,8.83,97.78,95.86,1
3.079,-3.77,-3.80,-3.67,-63.32,0.2363,5.6328,4.4412,-0.4609,10.3047,12.00,101.08,100.48,1
3.080,-3.77,-3.80,-3.67,-63.32,0.2363,5.6328,4.4412,-0.4609,10.3047,12.00,101.08,98.88,1
3.110,-3.58,-3.49,-3.37,-63.19,0.2656,5.5156,5.2060,-0.4961,11.0352,12.00,101.08,98.88,1
3.111,-3.58,-3.49,-3.37,-63.19,0.2656,5.5156,5.2060,-0.4961,11.0352,12.00,104.42,103.50,1
3.129,-3.44,-3.34,-3.37,-63.30,-0.0547,7.3164,5.6923,-1.3398,11.7187,12.00,104.42,103.50,1
3.150,-3.44,-3.34,-3.21,-63.30,-0.0547,4.8281,5.5475,-1.1484,7.5078,12.00,106.25,105.95,1
3.150,-3.44,-3.34,-3.21,-63.30,-0.0547,4.8281,5.5475,-1.1484,7.5078,12.00,108.04,104.34,1
3.160,-3.44,-3.34,-3.21,-62.93,0.1699,4.8281,5.4370,-1.1484,7.5078,12.00,108.04,104.34,1
3.161,-3.44,-3.34,-3.21,-62.93,0.1699,4.8281,5.4370,-1.1484,7.5078,12.00,109.82,107.90,1
3.170,-3.44,-3.34,-3.21,-62.97,-0.0527,5.6328,5.4079,-1.3008,10.6133,12.00,109.82,107.90,1
3.190,-3.44,-3.34,-3.05,-62.87,0.1836,3.2187,4.9503,-1.4180,6.0508,12.00,108.32,106.43,1
3.210,-3.44,-3.34,-3.13,-63.16,-0.2344,2.9492,4.6485,-2.6055,9.8867,12.00,110.36,109.06,1
3.220,-3.44,-3.34,-3.13,-63.27,-0.0859,2.9492,4.3875,-2.6055,9.8867,12.00,114.57,106.54,1
3.250,-3.44,-3.34,-3.04,-63.15,0.2402,3.1016,3.6026,1.9141,7.6562,12.00,112.06,115.94,1
3.251,-3.44,-3.34,-3.04,-63.15,0.2402,3.1016,3.6026,1.9141,7.6562,12.00,119.10,111.32,1
3.280,-3.44,-3.34,-2.97,-62.72,0.0059,2.5273,3.1550,2.1445,7.6992,12.00,119.10,111.32,1
3.281,-3.44,-3.34,-2.97,-62.72,0.0059,2.5273,3.1550,2.1445,7.6992,15.50,118.74,119.49,1
3.300,-3.44,-3.34,-2.93,-62.50,0.1895,4.0977,3.2886,1.0352,8.3906,15.50,118.74,114.00,1
3.330,-2.23,-3.14,-3.01,-62.51,0.0020,3.6406,3.2770,2.7578,9.6523,15.50,123.62,117.18,1
3.360,-2.23,-3.14,-3.15,-62.58,-0.0391,1.3398,3.0477,-0.4609,7.0117,15.50,124.83,119.72,1
3.389,-2.23,-3.14,-3.23,-62.40,0.1133,4.6367,3.1783,0.9961,10.6133,15.50,125.33,124.69,1
3.389,-2.23,-3.14,-3.23,-62.40,0.1133,4.6367,3.1783,0.9961,10.6133,15.50,129.40,121.83,1
3.390,-2.23,-3.14,-3.23,-62.40,0.1133,4.6367,3.1783,0.9961,10.6133,15.50,129.40,126.73,1
3.409,-2.23,-3.14,-3.23,-61.57,-0.0059,1.3789,2.8709,-2.2617,6.4023,15.50,131.67,126.73,1
3.420,-2.23,-3.14,-3.29,-61.57,-0.0059,2.5273,2.7949,1.5313,5.6328,15.50,128.87,131.96,1
3.440,-1.71,-3.45,-3.29,-61.65,-0.0625,4.8633,3.2206,0.2695,11.6445,15.50,128.60,127.02,1
3.499,-1.60,-3.57,-3.51,-61.87,0.1816,6.4727,4.1178,-0.4219,12.3398,15.50,135.04,127.58,1
3.500,-1.60,-3.57,-3.51,-61.87,0.1816,6.4727,4.1178,-0.4219,12.3398,18.46,135.50,133.00,1
3.530,-1.63,-3.64,-3.51,-62.77,-0.3164,0.5742,3.8586,-3.9844,7.6250,18.46,135.50,133.00,1
3.550,-1.63,-3.64,-3.56,-62.27,0.2930,4.1367,3.5273,1.0742,10.1094,18.46,140.00,137.10,1
3.550,-1.63,-3.64,-3.56,-62.27,0.2930,4.1367,3.5273,1.0742,10.1094,18.46,138.58,134.55,1
3.571,-1.63,-3.64,-3.60,-62.27,0.2930,4.0977,4.9010,-2.5664,8.9609,18.46,138.58,134.55,1
3.580,-1.63,-3.64,-3.60,-61.21,0.1992,4.0977,4.7776,-2.5664,8.9609,18.46,142.55,134.63,1
3.581,-1.63,-3.64,-3.60,-61.21,0.1992,4.0977,4.7776,-2.5664,8.9609,18.46,139.74,135.32,1
3.610,-1.63,-3.64,-3.71,-60.73,-0.0527,3.3320,3.6606,-2.2227,13.5664,18.46,139.74,135.32,1
3.610,-1.63,-3.64,-3.71,-60.73,-0.0527,3.3320,3.6606,-2.2227,13.5664,18.46,145.75,140.49,1
