t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,raw_ax_mps2,raw_ay_mps2,raw_az_mps2,bike_long_acc_raw_mps2,bike_long_acc_filt_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
6.089,-0.4531,1.2253,-0.3828,-0.0017,-2.3086,-0.0960,-5.02,0.15,-0.0391,-1.1875,6.9727,-0.0246,1.3828,40.74,43.01,47.74,1
6.106,2.4414,0.9809,-0.6797,-0.1336,0.7539,-0.4785,-5.08,0.15,2.8711,-1.4922,10.0312,2.8854,1.6280,40.74,46.41,45.42,1
6.129,-0.0859,1.0906,-0.2617,-0.2555,-0.8477,-0.3044,-5.15,0.19,4.4453,-2.6055,11.4961,4.4670,1.6702,40.74,45.80,49.76,1
6.140,4.0078,1.2374,-1.7852,-0.3784,2.2187,-0.1425,-5.18,0.19,4.4453,-2.6055,11.4961,4.4666,2.0997,40.74,47.30,47.71,1
6.159,2.3047,1.9203,0.6758,-0.4800,1.8750,0.6097,-5.21,0.15,1.1484,-2.7187,9.3867,1.1635,2.2978,40.74,47.30,47.71,1
6.177,0.6875,1.6714,-1.8828,-0.7184,0.1133,0.5787,-5.26,0.16,2.1055,0.3047,9.6133,2.1226,2.0531,40.74,46.70,51.13,1
6.197,0.6719,1.5280,-0.8789,-0.4179,-2.3398,0.2699,-5.30,0.17,1.1484,-1.7227,6.9336,1.1666,1.8650,40.74,49.90,48.56,1
6.208,0.6719,1.3965,-0.8789,-0.4887,-2.3398,-0.1310,-5.30,0.14,3.2578,-1.2656,12.1445,3.2710,1.9257,40.74,49.55,52.87,1
6.225,1.0313,1.6045,0.6602,-0.4040,-2.8281,0.1395,-5.33,0.09,1.5313,-0.1914,6.4375,1.5355,2.0001,40.74,50.75,51.20,1
6.245,1.7813,1.5019,-1.6602,-0.2878,4.0273,-0.1537,-5.35,0.08,2.2969,-2.5273,13.2891,2.2999,2.0367,40.74,49.86,54.03,1
6.259,-0.4766,1.3831,0.1406,-0.4475,-3.3594,0.1807,-5.36,0.10,0.0391,-0.7266,5.9023,0.0463,1.5959,40.74,53.03,52.32,1
6.276,0.5039,0.8260,0.2617,-0.2373,-2.2461,-0.9387,-5.37,0.10,1.0352,-0.6133,7.0117,1.0413,1.2878,40.74,53.03,52.32,1
6.299,1.0938,0.8068,-0.5430,-0.1908,0.8945,-0.9020,-5.37,0.01,0.8828,-0.7266,5.4023,0.8730,1.3117,40.74,53.70,55.79,1
6.310,0.3203,0.7890,0.1484,-0.1895,-3.8555,-1.0061,-5.37,-0.02,0.8828,-0.7266,5.4023,0.8693,1.2437,40.74,52.87,56.28,1
6.329,2.6484,0.9868,-0.2344,-0.1331,5.2305,-0.5819,-5.37,0.02,-0.1914,-0.9961,7.6602,-0.1994,1.5064,40.74,52.87,56.28,1
6.346,-0.7617,0.7033,-0.1211,-0.1368,-1.5898,-0.4429,-5.35,0.05,2.6445,-0.7266,9.7695,2.6431,1.2512,40.74,55.01,56.59,1
6.366,0.6016,0.8904,0.4141,-0.0337,-1.1680,-0.3707,-5.32,0.02,1.1875,-0.4609,8.0820,1.1804,1.4028,40.74,54.42,57.34,1
6.378,0.6016,0.8460,0.4141,0.0350,-1.1680,-0.4931,-5.30,0.01,0.5742,-1.3008,7.4727,0.5651,1.3193,40.74,57.21,57.34,1
6.396,2.9141,0.8212,0.2148,-0.0243,2.9023,-0.5208,-5.25,-0.02,3.5234,-0.6523,12.1445,3.5097,1.7139,40.74,55.82,58.79,1
6.416,-0.7930,1.2397,-1.5156,-0.0812,0.2969,0.4377,-5.22,0.08,-0.1914,-2.3750,9.5430,-0.1877,1.5091,40.74,56.60,59.31,1
6.429,1.9648,1.1481,0.8594,-0.1115,-0.9688,0.3149,-5.22,0.08,2.5664,0.0000,8.2773,2.5701,1.6721,40.74,58.10,59.38,1
6.446,-0.4570,1.2328,0.7734,0.2110,0.4180,-0.0102,-5.11,0.04,0.1523,-0.0781,9.6484,0.1485,1.4427,40.74,59.33,59.38,1
6.470,0.4766,0.8001,-0.1523,0.2606,-2.6445,-0.3346,-5.03,-0.04,3.4102,0.6914,14.0156,3.3932,1.4532,40.74,58.43,61.07,1
6.487,2.7773,1.2175,1.5273,0.5152,4.7852,0.6545,-4.97,-0.02,0.4961,-2.3750,9.0781,0.4819,1.7700,40.74,59.43,63.09,1
6.500,-0.1289,1.1163,-1.5469,0.2670,-0.1641,0.8085,-4.94,0.04,1.6484,0.7266,8.6992,1.6439,1.5793,40.74,59.80,63.09,1
6.516,1.0234,1.0182,1.5547,0.4390,-0.5469,0.4479,-4.88,0.07,-0.6523,-0.0781,6.7070,-0.6513,1.4148,40.74,61.05,63.46,1
6.536,0.2422,0.4890,-0.3359,0.5027,-3.4102,-0.5259,-4.81,0.02,0.8828,-1.1484,5.8242,0.8754,1.0489,40.74,62.34,64.22,1
6.548,0.2266,0.4320,-0.3437,0.3159,-3.4102,-1.1642,-4.77,-0.05,3.7148,0.8828,13.5664,3.6951,1.2343,40.74,62.44,65.94,1
6.566,3.0586,1.0005,1.6797,0.5766,4.3281,-0.0886,-4.70,-0.11,-0.1133,-2.2227,7.5469,-0.1433,1.6235,40.74,61.59,65.83,1
6.586,2.2461,0.8545,1.9297,0.3388,0.7266,-0.0958,-4.62,-0.10,2.9102,1.1484,9.9648,2.8820,1.6904,40.74,63.29,66.62,1
6.599,2.2461,1.0683,1.9297,0.5831,0.7266,0.0305,-4.59,-0.11,-0.9961,0.3437,6.6289,-1.0255,1.5608,40.74,66.21,69.28,1
6.616,1.3047,0.5960,0.3516,0.7505,-1.8398,-0.6159,-4.54,-0.15,1.9922,-0.4219,7.3906,1.9566,1.3393,40.74,66.21,69.28,1
6.635,1.8242,0.8385,1.7930,0.7527,3.1016,-0.5677,-4.47,-0.22,2.5273,1.0352,12.3398,2.4783,1.6296,40.74,64.90,69.69,1
6.650,-0.3672,0.8814,-1.0508,0.7554,0.1953,0.0118,-4.45,-0.24,0.3437,-1.8008,9.4258,0.2928,1.3339,40.74,66.26,68.48,1
6.667,2.1914,0.7320,2.3984,0.5191,0.9258,0.1223,-4.39,-0.25,2.9102,1.6484,10.1484,2.8564,1.6058,40.74,66.68,68.90,1
6.687,-1.2617,0.4653,0.3984,0.7172,-1.8711,-0.2228,-4.35,-0.31,0.5352,-0.0781,6.0469,0.4720,0.9408,40.74,67.54,70.36,1
6.707,-0.2070,0.2089,0.6562,0.6838,-3.1758,-0.9790,-4.31,-0.38,2.7578,-0.1523,12.2617,2.6821,0.9835,40.74,68.12,71.06,1
6.719,2.0078,0.4571,0.5742,0.6651,3.0312,-0.5118,-4.30,-0.37,0.4609,-1.7617,10.2305,0.3875,1.1762,40.74,66.41,71.06,1
6.737,-0.2891,0.3885,-1.0352,0.2832,1.0000,0.0435,-4.26,-0.36,1.2266,0.9570,7.8555,1.1550,1.0147,40.74,68.05,71.05,1
6.756,0.4219,0.3687,0.1758,0.4810,-0.3320,-0.2189,-4.23,-0.39,1.1875,-0.5352,8.8867,1.1107,1.0527,40.74,71.76,72.94,1
6.769,0.4219,0.3769,0.1758,0.4341,-0.3320,-0.2363,-4.22,-0.43,0.4219,-0.4961,6.5078,0.3383,0.9993,40.74,69.37,74.80,1
6.786,2.3516,0.3859,0.6641,0.3915,3.8828,-0.4153,-4.18,-0.50,3.1406,-0.0391,13.1016,3.0437,1.3720,40.74,70.42,74.80,1
6.806,0.2773,0.7775,-1.3438,0.3081,1.3164,0.5983,-4.14,-0.53,1.0742,-2.0312,10.5312,0.9732,1.3880,40.74,72.68,74.01,1
6.826,0.1211,0.5724,2.0352,0.4928,-2.2461,0.0547,-4.13,-0.53,1.9922,-1.7227,8.1992,1.8914,1.2799,40.74,73.43,73.87,1
6.837,1.1797,0.5878,-1.0352,0.4841,-1.0117,-0.1999,-4.11,-0.58,1.9922,-1.7227,8.1992,1.8828,1.3725,40.74,73.50,76.05,1
6.857,2.2812,1.0333,0.6406,0.3370,1.2070,0.0144,-4.07,-0.66,0.2695,-1.2266,10.2305,0.1458,1.6949,40.74,72.65,77.86,1
6.877,-0.5664,0.7570,-0.5547,0.1586,1.0156,0.3102,-4.03,-0.69,3.0273,-1.6484,9.7656,2.8979,1.4747,40.74,74.76,75.87,1
6.889,2.1914,0.8877,-0.9766,-0.0641,0.5586,0.3962,-4.01,-0.66,-0.2695,0.4219,7.2773,-0.3935,1.5271,40.74,74.76,77.10,1
6.907,-1.1133,0.5261,1.0859,0.1336,-1.9336,-0.1093,-3.97,-0.72,1.8398,-1.9531,6.6641,1.7064,1.1494,40.74,75.72,80.25,1
6.926,2.2266,0.6591,1.1836,-0.0191,2.6250,-0.4914,-3.91,-0.82,3.1016,0.5352,11.8398,2.9501,1.6140,40.74,76.75,79.15,1
6.939,2.2266,0.8999,1.1836,0.1656,2.6250,-0.0128,-3.88,-0.86,1.4922,-2.1836,10.9922,1.3338,1.6894,40.74,79.91,78.97,1
6.956,-0.1641,0.8316,2.0117,0.0222,-1.8555,0.3571,-3.83,-0.88,0.7266,1.3789,7.3555,0.5658,1.3978,40.74,77.10,81.09,1
6.976,1.5156,0.6836,-0.4844,0.3868,-0.7070,-0.1785,-3.79,-0.92,2.4141,-1.1094,8.5039,2.2465,1.5338,40.74,81.39,81.38,1
6.990,2.5703,0.8958,0.8164,0.3570,1.5898,-0.0760,-3.79,-0.92,3.4844,0.1914,10.7969,3.3168,1.8077,40.74,78.34,82.90,1
7.007,-0.6992,1.1091,-0.8086,0.3573,1.0547,0.3537,-3.70,-1.07,0.2305,-1.4180,10.2695,0.0363,1.5087,40.74,80.72,83.75,1
7.029,1.9648,0.9018,0.6328,0.1812,1.2461,0.6220,-3.63,-1.12,1.5313,-0.7656,8.1953,1.3297,1.6541,40.74,80.29,81.83,1
7.047,0.5859,0.8981,-0.1797,0.1295,-1.0117,0.2994,-3.57,-1.18,0.4609,-0.7656,5.5547,0.2476,1.4748,40.74,82.66,84.75,1
7.059,-0.4922,0.6634,-0.1875,0.0599,-3.6484,-0.3958,-3.53,-1.28,0.9961,-0.4961,11.1094,0.7666,1.2424,40.74,80.68,87.25,1
7.077,0.0273,0.4507,0.0742,0.0476,1.9063,-0.0890,-3.45,-1.43,3.0273,-2.5273,12.5625,2.7721,1.2642,40.74,81.97,86.75,1
7.096,0.7461,0.7758,1.1602,-0.2732,1.3984,0.8457,-3.36,-1.53,1.7227,0.6133,10.6094,1.4496,1.4855,40.74,84.27,88.10,1
7.109,0.7461,0.7713,1.1602,-0.0530,1.3984,0.9306,-3.31,-1.57,0.1133,-0.6523,4.9766,-0.1669,1.3502,40.74,84.78,86.88,1
7.129,2.1328,0.5428,1.3672,0.1163,3.2773,0.0943,-3.20,-1.75,3.1406,0.8438,12.4883,2.8302,1.4950,40.74,82.20,90.33,1
7.146,1.4375,0.9381,-2.1055,0.1932,1.1328,0.8255,-3.10,-1.85,2.4531,-2.6055,10.3437,2.1253,1.7179,40.74,86.68,88.69,1
7.160,1.4375,1.0148,-2.1055,-0.1599,1.1328,0.8727,-3.04,-1.91,-0.5352,1.1484,7.6953,-0.8733,1.5398,40.74,89.10,90.65,1
7.177,0.3555,0.4623,-0.9414,0.0311,-3.5430,0.0489,-2.93,-1.98,1.3789,-1.4180,5.6680,1.0297,1.1382,40.74,86.24,90.18,1
7.199,4.2930,1.0307,1.4492,0.0668,5.9570,0.2835,-2.82,-2.06,2.4141,-2.1836,10.8008,2.0515,1.9836,40.74,86.14,92.87,1
7.217,1.3750,1.3101,-1.7383,-0.2466,1.5898,0.9261,-2.73,-2.04,-0.3828,1.1875,7.2070,-0.7430,1.7789,40.74,88.32,90.76,1
7.230,-1.3984,0.8985,1.6172,-0.0613,-2.0234,0.5180,-2.67,-1.98,0.5742,-0.1914,5.9766,0.2250,1.2998,40.74,89.65,91.17,1
7.248,-0.4414,0.4589,0.2305,0.1078,-3.2500,-0.4742,-2.56,-2.02,4.4805,0.0781,11.6055,4.1238,1.3068,40.74,87.62,92.52,1
7.267,0.3789,1.0081,-1.6016,0.0548,1.3086,0.0918,-2.43,-2.11,1.4180,-1.9922,10.5352,1.0458,1.5849,40.74,89.98,92.75,1
7.279,0.3789,0.9115,-1.6016,-0.1996,1.3086,0.2787,-2.38,-2.10,-0.3828,0.9570,7.5117,-0.7532,1.3583,40.74,92.01,93.00,1
7.298,-0.8164,0.2692,0.3594,0.0750,-3.3281,-0.3575,-2.25,-2.15,0.2305,0.0000,5.8984,-0.1481,0.7732,40.74,91.68,95.37,1
7.317,2.8047,0.1872,1.6094,0.2704,4.0273,-0.7818,-2.13,-2.30,3.8672,1.2656,13.2500,3.4634,1.2571,40.74,93.00,97.04,1
7.330,2.8047,0.5893,1.6094,0.4760,4.0273,-0.0431,-2.08,-2.32,3.4492,-1.5703,11.3008,3.0419,1.5620,40.74,90.41,95.96,1
7.347,-1.8984,0.8848,1.7305,0.2915,-1.7578,0.4841,-2.00,-2.27,-0.8438,1.4180,7.4727,-1.2436,1.1184,40.74,92.33,95.43,1
7.369,-2.0742,-0.0911,-0.5469,0.4323,-4.8203,-0.7506,-1.90,-2.41,1.9141,0.4961,12.5664,1.4916,0.4968,40.74,94.65,98.05,1
7.386,0.8281,-0.0112,0.7852,0.4494,3.3398,-0.0989,-1.81,-2.50,4.8633,-1.2266,12.9883,4.4252,1.0109,40.74,96.07,98.67,1
7.400,3.7773,0.6276,-0.9453,0.2579,3.7578,0.7264,-1.77,-2.46,0.5742,0.1523,9.1562,0.1423,1.4247,40.74,97.90,98.73,1
7.417,-0.5039,0.5734,0.4180,0.2184,-0.0781,0.7372,-1.71,-2.42,0.5742,-1.3789,5.7031,0.1497,1.0636,40.74,94.09,97.78,1
7.437,-0.9102,0.1720,-0.1328,-0.0726,2.0664,-0.0715,-1.63,-2.56,0.1914,-0.3828,11.2969,-0.2567,0.6617,40.74,95.91,99.09,1
7.449,-0.9102,0.0058,-0.1328,-0.0819,2.0664,0.2569,-1.58,-2.62,3.4844,0.6523,10.9141,3.0253,0.7824,40.74,97.99,98.11,1
7.467,2.3672,0.4713,0.8867,0.1293,1.6836,0.6854,-1.54,-2.59,2.5273,-0.0781,11.1875,2.0726,1.3420,40.74,97.48,100.11,1
7.485,2.0391,0.8997,0.2578,0.1853,0.1445,0.9574,-1.48,-2.52,3.1406,0.0391,9.3867,2.6983,1.7294,40.74,96.51,102.38,1
7.500,2.0391,1.0747,0.2578,0.1964,0.1445,0.8326,-1.46,-2.50,0.0781,-1.3398,8.6953,-0.3607,1.6338,40.74,97.60,102.02,1
7.517,-0.9492,0.5409,0.6641,-0.0325,-1.4258,0.3316,-1.41,-2.57,0.1523,0.4609,7.8164,-0.2981,0.9673,40.74,100.28,103.68,1
7.535,-1.5469,0.0705,-0.7695,0.0504,-3.6875,-0.3477,-1.36,-2.72,-0.4219,-0.9570,5.5547,-0.8985,0.4756,40.74,97.43,106.24,1
7.558,-0.2500,-0.1939,1.2227,0.2118,-0.0859,-0.6893,-1.34,-2.82,3.2930,-0.0391,10.0703,2.7995,0.6408,40.74,98.21,104.65,1
7.576,1.5039,0.2700,0.3711,0.2774,0.4805,-0.3431,-1.33,-2.84,2.6445,0.1914,9.7305,2.1487,1.1527,40.74,103.61,103.92,1
7.586,1.5039,0.4595,0.3711,0.2918,0.4805,-0.2166,-1.32,-2.81,3.4102,-0.1133,11.7617,2.9189,1.3677,40.74,102.17,105.34,1
7.607,2.2695,0.9252,0.0586,0.2451,2.5117,0.4306,-1.32,-2.81,1.9922,-2.2969,9.5391,1.5012,1.6941,40.74,103.30,106.12,1
7.619,0.8516,1.0049,-2.1250,-0.1315,0.2891,0.5498,-1.32,-2.80,1.5313,-0.3047,9.1211,1.0417,1.6148,40.74,101.48,106.77,1
7.638,0.3906,0.8594,-0.1328,-0.2560,-0.1328,0.3825,-1.33,-2.85,1.0352,-1.1875,5.9766,0.5368,1.4114,40.74,101.82,108.75,1
7.656,-0.2891,0.5410,-0.2578,-0.4038,1.3906,-0.3108,-1.34,-2.95,0.8828,-0.4219,10.6523,0.3666,1.0753,40.74,103.64,110.35,1
7.670,-0.2891,0.4135,-0.2578,-0.3813,1.3906,-0.0494,-1.33,-3.02,2.9102,-0.3047,10.6094,2.3836,1.1270,40.74,106.60,108.91,1
7.687,0.6445,0.6599,-0.2187,-0.3122,-0.0937,0.3148,-1.34,-3.10,1.8398,-0.3828,9.1602,1.2992,1.3151,40.74,103.93,111.19,1
7.706,1.4766,0.7221,-0.1797,-0.2826,1.7070,0.3430,-1.33,-3.30,2.6797,-0.3437,10.9531,2.1046,1.4890,40.74,106.42,111.74,1
7.727,1.0938,0.8946,-0.6797,-0.3582,2.1289,0.9014,-1.33,-3.46,2.1836,-1.7617,7.4336,1.5805,1.5532,40.74,108.44,110.86,1
7.738,0.9727,0.9155,-1.5898,-0.4804,-1.8281,0.7734,-1.34,-3.53,2.1836,-1.7617,7.4336,1.5691,1.5556,40.74,108.61,113.86,1
7.759,-0.1914,0.6099,0.3945,-0.3533,0.1289,0.3043,-1.36,-3.72,0.8828,-1.9922,7.0078,0.2350,1.0876,40.74,111.31,112.17,1
7.777,-0.3516,0.3472,-1.8203,-0.6314,-2.2461,-0.2710,-1.38,-3.89,2.1836,-0.3828,9.9258,1.5073,0.9437,40.74,113.66,113.64,1
7.789,0.9414,0.3911,-0.2109,-0.6473,0.6562,-0.2623,-1.40,-3.95,2.6445,0.6133,10.0703,1.9580,1.1030,40.74,108.67,113.49,1
7.807,1.4023,0.6492,0.7930,-0.3014,0.8086,0.0319,-1.44,-4.07,1.1484,-1.1875,7.5859,0.4415,1.2216,40.74,110.05,114.23,1
7.826,0.1211,0.4957,1.4609,-0.2399,1.5000,-0.1546,-1.50,-4.17,1.3789,1.2656,10.7695,0.6558,1.0023,40.74,111.81,116.10,1
7.840,0.1211,0.4381,1.4609,0.0213,1.5000,0.0995,-1.53,-4.21,1.1875,-0.5742,6.8242,0.4573,0.9327,40.74,112.59,118.85,1
7.857,-0.1328,0.2692,-0.0664,0.0169,1.6211,-0.2150,-1.57,-4.37,1.1484,-0.2695,10.8789,0.3913,0.7556,40.74,112.27,116.67,1
7.877,0.8555,0.2342,0.1055,0.0070,0.4648,0.2132,-1.64,-4.49,2.1445,-0.1133,9.7266,1.3664,0.8678,40.74,115.18,116.32,1
7.891,0.3516,0.3314,0.0664,0.0257,-0.6836,0.1770,-1.67,-4.54,1.6484,-0.1523,8.5781,0.8622,0.8671,40.74,111.87,121.54,1
7.908,-0.3008,0.2849,-0.6484,-0.0199,-1.2227,-0.1102,-1.73,-4.61,0.9961,-0.8828,8.0430,0.1968,0.7188,40.74,112.74,120.02,1
7.929,0.6875,0.2371,1.3984,0.0802,1.5352,-0.0658,-1.83,-4.66,1.6484,-1.4180,7.1641,0.8415,0.7934,40.74,114.61,118.82,1
7.947,0.3437,0.2887,-1.1680,-0.1139,-2.1016,-0.4166,-1.89,-4.70,0.3437,-0.1914,9.8437,-0.4698,0.7007,40.74,113.91,123.29,1
7.960,-0.9609,0.1005,0.0742,-0.1564,0.5781,-0.3779,-1.94,-4.70,1.5313,-0.3437,9.1992,0.7176,0.5366,40.74,117.63,120.66,1
7.977,0.2266,0.0623,-0.0703,-0.1230,-0.0703,-0.2503,-2.01,-4.73,0.9180,-2.1445,7.6953,0.0981,0.5373,40.74,114.80,120.74,1
7.997,-0.8164,-0.0916,0.3594,-0.4357,0.1133,-0.4805,-2.09,-4.79,0.4961,0.0781,9.3867,-0.3342,0.2916,40.74,117.29,124.44,1
8.010,-0.8164,-0.2029,0.3594,-0.3136,0.1133,-0.3893,-2.14,-4.80,2.5273,-1.6094,11.5312,1.6960,0.3578,40.74,119.66,122.90,1
8.028,0.3555,0.0952,-0.1562,-0.4658,-1.8438,0.0621,-2.21,-4.93,1.6836,-0.4609,7.4336,0.8307,0.6230,40.74,120.41,122.34,1
8.046,-1.0742,0.0696,-0.2930,-0.3680,-1.3828,-0.5507,-2.26,-5.05,0.2695,-0.6133,7.8906,-0.6044,0.3760,40.74,119.53,126.50,1
8.061,-1.0742,-0.1061,-0.2930,-0.3565,-1.3828,-0.6785,-2.29,-5.10,2.9102,-1.4570,9.7266,2.0276,0.4353,40.74,122.55,124.66,1
8.078,2.0195,0.3490,0.4141,-0.4485,2.3789,-0.2415,-2.36,-5.11,3.3711,0.0781,11.6406,2.4868,1.0803,40.74,119.83,126.04,1
8.098,-1.5742,0.3665,-1.8398,-0.5006,-3.1055,-0.1906,-2.39,-5.12,1.6836,0.1914,10.0039,0.7976,0.6910,40.74,120.26,127.96,1
8.117,0.3398,0.2397,0.5352,-0.3548,0.7344,-0.1674,-2.42,-5.22,2.1055,-0.5352,9.5430,1.2025,0.7515,40.74,123.21,127.06,1
8.129,0.7539,0.3255,-0.1836,-0.2683,0.2734,-0.0387,-2.43,-5.20,-1.4922,-1.5703,4.4102,-2.3915,0.5643,40.74,123.18,130.79,1
8.147,-2.8516,-0.3510,-1.2109,-0.4716,-4.8594,-1.0861,-2.44,-5.30,0.4219,0.9570,9.1172,-0.4945,-0.1247,40.74,123.64,126.57,1
8.166,1.7344,-0.4485,-0.7148,-0.1694,2.5703,-0.8189,-2.47,-5.33,3.1016,-1.0742,11.8359,2.1799,0.3421,40.74,122.53,129.47,1
8.180,1.7344,-0.1132,-0.7148,-0.2532,2.5703,-0.2983,-2.47,-5.38,0.9180,-1.3789,9.1211,-0.0127,0.4483,40.74,125.79,130.36,1
8.197,-0.4570,-0.0742,-1.0117,-0.4498,-0.1484,-0.0865,-2.48,-5.48,0.3828,0.4961,7.3164,-0.5644,0.2712,40.74,126.92,127.65,1
8.216,3.6719,0.0119,-1.2422,-0.2780,4.9922,-0.0614,-2.50,-5.49,5.0547,-1.6094,14.2539,4.1065,1.0183,40.74,127.00,135.28,1
8.239,2.6484,1.1024,-0.1289,-0.4357,2.7227,1.3129,-2.51,-5.49,-0.6133,-0.1523,3.3672,-1.5625,1.4077,40.74,127.31,130.72,1
8.248,-1.9961,0.9683,0.2227,-0.3605,-5.8945,0.8400,-2.50,-5.48,-0.6133,-0.1523,3.3672,-1.5604,0.9518,40.74,125.88,133.32,1
8.269,-0.4570,0.1941,-1.1172,-0.3675,2.5312,-0.1617,-2.50,-5.46,4.1758,0.4219,12.2227,3.2324,0.7915,40.74,128.60,132.49,1
8.287,2.8086,0.7322,0.7969,-0.1565,2.9531,0.6954,-2.49,-5.45,1.1484,-0.2695,7.2383,0.2072,1.2420,40.74,126.74,132.29,1
8.301,-0.2266,0.7255,0.1055,-0.0517,-2.0273,0.4301,-2.48,-5.47,-3.1016,-1.4570,4.4805,-4.0477,0.6719,40.74,128.77,137.67,1
8.318,-4.4766,-0.4851,-1.0820,-0.2699,-4.7852,-0.8772,-2.48,-5.51,3.0273,0.4609,11.5703,2.0754,-0.1774,40.74,130.12,134.17,1
8.338,3.3984,-0.1210,0.1055,-0.1342,3.5273,-0.3187,-2.46,-5.64,4.7891,-0.2695,12.7930,3.8146,0.7258,40.74,127.32,137.85,1
8.350,3.3984,0.6579,0.1055,-0.0812,3.5273,0.5325,-2.45,-5.86,0.5352,-1.3789,7.7344,-0.4767,1.0608,40.74,132.08,134.90,1
8.367,-0.8555,0.4937,-1.0039,-0.2738,-1.5273,0.2632,-2.45,-6.06,-1.7617,1.4922,6.5078,-2.8082,0.4335,40.74,131.54,137.34,1
8.387,3.3047,-0.1059,0.3437,0.1713,6.9375,0.0802,-2.45,-6.22,4.7109,-0.0391,16.2031,3.6372,0.7527,40.74,131.54,136.54,1
8.401,3.3047,0.4180,0.3437,0.1978,6.9375,1.1335,-2.47,-6.24,3.4844,1.1484,15.8633,2.4083,1.0973,40.74,129.90,135.26,1
8.418,-2.8750,0.6612,0.5117,0.5044,-2.1406,2.3160,-2.52,-6.18,-1.4922,0.1133,7.1250,-2.5589,0.4444,40.74,128.88,136.99,1
8.437,-3.7656,-0.4130,0.1016,0.4736,-3.0742,0.9773,-2.59,-6.09,-2.4141,-0.3047,6.2070,-3.4656,-0.6075,40.74,130.68,135.74,1
8.458,-0.7383,-0.6938,0.5664,0.4710,-2.5781,-0.0619,-2.67,-6.12,-2.4141,-3.3320,5.9023,-3.4708,-0.8025,40.74,130.43,136.35,1
8.469,-3.7578,-0.9422,-2.9102,0.2075,-3.3828,-0.5128,-2.69,-6.14,-2.4141,-3.3320,5.9023,-3.4742,-1.2129,40.74,131.54,135.30,1
8.489,-2.9453,-1.8201,-0.7187,-0.3993,-2.0781,-1.2725,-2.73,-6.17,-0.0391,0.1133,11.3750,-1.1036,-1.6616,40.74,130.74,137.04,1
8.508,-1.3828,-1.7934,0.5508,-0.2089,2.0977,-0.5769,-2.79,-6.30,0.9180,-0.7266,10.7656,-0.1682,-1.4321,40.74,132.43,134.79,1
8.520,-0.4180,-1.5544,-0.2812,-0.1686,1.4844,-0.0792,-2.84,-6.31,0.0391,1.3398,9.7656,-1.0488,-1.2231,40.74,131.96,138.56,1
8.538,-1.3047,-1.4283,1.7930,0.2585,0.4883,0.1438,-2.93,-6.39,-0.9961,-1.9141,7.7773,-2.0976,-1.2595,40.74,131.96,138.03,1
8.557,-0.3555,-1.5226,-0.2891,-0.0443,1.1758,-0.0894,-3.01,-6.52,0.9961,-0.7656,10.4570,-0.1276,-1.1099,40.74,131.61,141.20,1
8.576,-2.1172,-1.3325,-0.8164,-0.1559,-0.2344,0.1566,-3.06,-6.59,-0.7656,-1.3008,9.0430,-1.9024,-1.2239,40.74,129.02,138.29,1
8.588,-0.4258,-1.3709,-2.0664,-0.4021,2.2578,0.2695,-3.09,-6.59,0.9180,-2.5664,11.5312,-0.2188,-1.0015,40.74,129.20,137.04,1
8.606,-1.8398,-1.2160,-0.0352,-0.7116,1.4922,0.7721,-3.13,-6.65,-0.4961,-0.5352,10.7656,-1.6432,-1.0947,40.74,128.78,137.10,1
8.628,-1.9492,-1.4529,-1.0234,-0.6997,0.1484,0.7202,-3.18,-6.70,-1.4570,-0.9570,9.8047,-2.6122,-1.3903,40.74,128.85,137.82,1
8.639,-2.8008,-1.5972,-0.4414,-0.7029,0.5352,0.6633,-3.20,-6.75,-1.4570,-0.9570,9.8047,-2.6196,-1.5791,40.74,131.75,138.16,1
8.659,-4.6016,-2.2841,-0.2500,-0.5843,-3.1836,0.0484,-3.23,-6.82,0.3047,-1.2656,11.3750,-0.8713,-2.1635,40.74,129.67,138.16,1
8.678,-1.0313,-2.1512,-0.7344,-0.5967,2.1055,0.3023,-3.25,-6.81,1.7227,-0.8438,10.7656,0.5489,-1.6836,40.74,133.24,135.57,1
8.690,0.4023,-1.6832,-0.3125,-0.5624,1.4844,0.6060,-3.27,-6.77,1.9141,-0.7266,11.5352,0.7467,-1.1728,40.74,131.58,136.69,1
8.708,0.6016,-1.0476,-0.1953,-0.4656,2.2500,1.0246,-3.28,-6.74,2.7969,-0.9961,12.2578,1.6348,-0.5567,40.74,132.84,136.86,1
8.727,-0.9766,-0.4271,0.1953,-0.3955,-1.1680,1.3152,-3.32,-6.66,0.3047,-0.3437,8.1172,-0.8440,-0.3584,40.74,130.75,137.93,1
8.746,1.3086,-0.4001,0.4687,-0.2060,2.5000,0.9044,-3.33,-6.62,2.5664,-0.0781,11.8008,1.4258,0.0058,40.74,132.29,139.59,1
8.758,-2.0937,-0.2942,-0.1719,-0.1080,-5.2344,0.6388,-3.35,-6.56,-0.8438,-0.7266,4.0664,-1.9753,-0.4332,40.74,137.42,137.95,1
8.776,-2.8047,-0.8614,0.4492,-0.0764,-5.7734,-1.0700,-3.39,-6.58,-1.5703,-0.1133,3.5234,-2.7045,-1.0318,40.74,135.41,141.16,1
