t_s,roll_deg,pitch_deg,raw_ax_mps2,raw_ax_filt_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
1.887,-3.44,0.26,-0.6914,-0.1844,-0.9180,8.0117,0.04,0.00,0.00,1
1.907,-3.44,0.24,0.4219,-0.1109,-0.2305,10.3867,0.04,0.00,0.00,1
1.921,-3.44,0.25,0.4219,-0.0290,-0.6133,9.5781,0.04,0.00,0.00,1
1.938,-3.44,0.25,0.7266,0.1921,-0.8828,10.2656,0.04,0.00,0.00,1
1.956,-3.44,0.25,-0.3047,0.1155,-0.3437,8.9609,0.04,0.00,0.00,1
1.977,-3.44,0.24,-1.0352,0.0035,-0.8438,7.8555,0.04,0.00,0.00,1
1.990,-3.44,0.23,0.5742,-0.0976,-0.3437,10.1875,0.04,0.00,0.00,1
2.008,-3.44,0.23,0.0781,0.0532,-0.4219,9.9258,0.04,0.00,0.00,1
2.028,-3.44,0.23,0.7656,0.2139,-0.8438,9.7695,0.04,0.00,0.00,1
2.040,-3.44,0.24,-0.2305,0.2563,-0.4961,9.1562,0.04,0.00,0.00,1
2.057,-3.43,0.23,0.1523,0.1489,-0.3047,9.8437,0.04,0.00,0.00,1
2.076,-3.44,0.24,-1.1484,-0.1378,-0.9570,7.5078,0.04,0.00,0.00,1
2.096,-3.44,0.24,0.4219,-0.0769,-0.4219,10.4141,0.04,0.00,0.00,1
2.108,-3.44,0.24,0.2305,-0.0089,-0.7266,9.2266,0.04,0.00,0.00,1
2.126,-3.44,0.25,0.1914,0.0504,-0.6523,10.0352,0.04,0.00,0.00,1
2.148,-3.43,0.24,0.5742,0.0394,-0.4961,10.0703,0.04,0.00,0.00,1
2.159,-3.44,0.25,0.5742,0.1215,-0.4961,10.0703,0.04,0.00,0.00,1
2.178,-3.43,0.24,0.1523,-0.1187,-0.7266,9.2656,0.04,0.00,0.00,1
2.197,-3.44,0.25,-0.1914,-0.0694,-0.5742,9.7305,0.09,0.00,0.00,1
2.210,-3.44,0.25,-0.4609,-0.1179,-0.4961,8.8125,0.09,0.00,0.00,1
2.228,-3.44,0.25,0.1523,-0.1661,-0.6914,9.1172,0.09,0.00,0.00,1
2.246,-3.43,0.26,0.3047,-0.0238,-0.5742,9.8047,0.09,0.00,0.00,1
2.261,-3.43,0.25,0.2695,0.0238,-0.4609,9.4219,0.09,0.00,0.00,1
2.278,-3.43,0.26,0.2695,0.1076,-0.6914,9.4609,0.09,0.00,0.00,1
2.297,-3.42,0.26,0.3047,0.1613,-0.6914,10.1914,0.09,0.00,0.00,1
2.318,-3.42,0.26,-0.0781,-0.0498,-0.5742,9.2695,0.09,0.00,0.00,1
2.329,-3.42,0.26,-0.0781,-0.0541,-0.5742,9.2695,0.09,0.00,0.00,1
2.349,-3.42,0.26,0.4609,-0.1202,-0.4219,9.8086,0.09,0.00,0.00,1
2.368,-3.42,0.26,0.4219,0.0415,-0.6133,9.5781,0.09,0.00,0.00,1
2.380,-3.42,0.26,0.7656,0.1532,-0.7656,10.5312,0.06,0.00,0.00,1
2.397,-3.41,0.27,-0.1523,0.2534,-0.3828,8.6602,0.06,0.00,0.00,1
2.417,-3.41,0.26,0.1914,0.1912,-0.4609,10.0000,0.06,0.00,0.00,1
2.437,-3.40,0.26,-1.1484,-0.1053,-0.8438,7.4336,0.06,0.00,0.00,1
2.448,-3.40,0.26,0.2695,-0.0477,-0.3437,10.1484,0.06,0.00,0.00,1
2.466,-3.40,0.26,0.0781,0.0181,-0.4961,9.0820,0.06,0.00,0.00,1
2.490,-3.40,0.26,0.1914,0.1176,-0.4961,9.1562,0.06,0.00,0.00,1
2.499,-3.40,0.25,0.1914,0.1289,-0.4961,9.1562,0.06,0.00,0.00,1
2.520,-3.39,0.25,-0.8828,0.1343,-0.6133,7.7734,0.06,0.00,0.00,1
2.537,-3.38,0.23,0.2695,-0.0620,-0.4609,9.6914,0.06,0.00,0.00,1
2.550,-3.39,0.24,-0.1523,-0.0224,-0.6523,9.2305,0.06,0.00,0.00,1
2.568,-3.38,0.23,-0.0781,-0.0533,-0.5352,9.2305,0.06,0.00,0.00,1
2.588,-3.36,0.23,0.3047,0.0230,-0.5742,9.5039,0.02,0.00,0.00,1
2.601,-3.36,0.23,0.3437,0.0694,-0.6523,9.6914,0.02,0.00,0.00,1
2.618,-3.35,0.22,0.1133,0.1287,-0.3437,9.2305,0.02,0.00,0.00,1
2.637,-3.35,0.21,0.0781,0.1157,-0.3047,9.6523,0.02,0.00,0.00,1
2.659,-3.34,0.19,-0.2695,0.1999,-0.2695,9.4219,0.02,0.00,0.00,1
2.669,-3.35,0.20,-0.2695,0.1278,-0.2695,9.4219,0.02,0.00,0.00,1
2.686,-3.34,0.20,0.3047,0.1422,-0.4961,9.6133,0.02,0.00,0.00,1
2.708,-3.32,0.19,0.8828,-0.1159,-0.0391,10.8750,0.02,0.00,0.00,1
2.727,-3.32,0.17,-0.1914,-0.0132,-0.8047,8.2383,0.02,0.00,0.00,1
2.738,-3.32,0.18,0.0781,-0.0190,-0.5352,9.5430,0.02,0.00,0.00,1
2.757,-3.32,0.18,0.3828,0.0554,-0.2305,9.7695,0.02,0.00,0.00,1
2.777,-3.31,0.19,0.0000,0.0823,-0.9961,8.7773,0.02,0.00,0.00,1
2.789,-3.30,0.18,0.6133,0.1187,-0.1133,10.3477,0.02,0.00,0.00,1
2.807,-3.29,0.18,-0.6133,0.0159,-0.6133,8.3945,0.02,0.00,0.00,1
2.826,-3.29,0.18,0.3828,0.0579,-0.7266,9.5820,0.02,0.00,0.00,1
2.839,-3.28,0.18,0.9180,0.2482,-0.0781,11.0742,0.02,0.00,0.00,1
2.857,-3.28,0.21,-0.1523,0.2013,-0.9180,8.3125,0.02,0.00,0.00,1
2.878,-3.27,0.21,-1.0742,0.1466,-0.3437,8.6562,0.02,0.00,0.00,1
2.897,-3.26,0.19,0.5742,0.0536,-0.6523,9.1172,0.02,0.00,0.00,1
2.910,-3.26,0.21,1.2266,0.2210,-0.1523,11.8750,0.02,0.00,0.00,1
2.928,-3.26,0.23,-0.8047,0.3437,-1.0742,7.0898,0.02,0.00,0.00,1
2.941,-3.26,0.22,0.4961,0.1936,0.3828,10.6094,0.02,0.00,0.00,1
2.958,-3.25,0.19,-0.2305,0.2213,-0.9570,8.8164,0.02,0.00,0.00,1
2.976,-3.25,0.19,-0.6523,-0.0261,-0.1914,8.6172,0.04,0.00,0.00,1
2.996,-3.25,0.19,-0.1523,-0.0931,-0.4609,9.3867,0.04,0.00,0.00,1
3.009,-3.25,0.18,0.6914,0.0806,-1.3008,9.8047,0.04,0.00,0.00,1
3.027,-3.25,0.20,0.3828,0.1855,-0.1523,9.5039,0.04,0.00,0.00,1
3.049,-3.25,0.20,0.4609,-0.0804,-0.4961,9.6484,0.04,0.00,0.00,1
3.060,-3.26,0.21,0.4609,0.0028,-0.4961,9.6484,0.04,0.00,0.00,1
3.080,-3.25,0.18,0.0781,0.1753,-0.3437,9.0039,0.04,0.00,0.00,1
3.098,-3.26,0.17,-0.5352,0.0987,-1.0742,8.4609,0.04,0.00,0.00,1
3.111,-3.26,0.17,-0.3828,-0.0294,-0.5742,8.5000,0.04,0.00,0.00,1
3.128,-3.25,0.15,1.5313,0.0235,-0.9180,10.9570,0.04,0.00,0.00,1
3.147,-3.26,0.17,0.5742,0.3257,-0.3047,9.5430,0.04,0.00,0.00,1
3.167,-3.25,0.16,0.2305,0.3201,-0.6133,9.2695,0.04,0.00,0.00,1
3.179,-3.25,0.16,-1.3789,0.0591,-0.7656,6.8945,0.07,0.00,0.00,1
3.197,-3.24,0.12,1.5313,0.2129,0.0781,10.8398,0.07,0.00,0.00,1
3.220,-3.24,0.15,1.8789,0.6202,-0.4219,10.7695,0.07,0.00,0.00,1
3.230,-3.25,0.16,1.8789,0.8135,-0.4219,10.7695,0.07,0.00,0.00,1
3.250,-3.24,0.15,0.5742,0.4250,-0.2305,9.4648,0.07,0.00,0.00,1
3.268,-3.24,0.13,0.2695,0.4429,-1.2656,8.3555,0.07,0.00,0.00,1
3.286,-3.24,0.12,1.9141,0.7478,-0.2305,10.9922,0.07,0.00,0.00,1
3.298,-3.23,0.12,1.2266,0.8719,-0.5352,9.8047,0.07,0.00,0.00,1
3.317,-3.23,0.10,0.3047,0.8309,-0.5352,8.5781,0.07,0.00,0.00,1
3.336,-3.22,0.04,-0.0781,0.5969,-0.8828,8.0820,0.07,0.00,0.00,1
3.349,-3.22,0.04,0.8828,0.5701,-0.5352,9.0039,0.07,0.00,0.00,1
3.366,-3.22,0.03,2.1055,0.9473,-0.8438,11.4141,0.07,0.00,0.00,1
3.389,-3.22,0.01,0.0391,0.9899,-0.4219,8.3906,0.07,0.00,0.00,1
3.400,-3.22,-0.01,0.0391,0.8439,-0.4219,8.3906,0.07,0.00,0.00,1
3.417,-3.23,-0.01,0.2305,0.6580,-0.6133,8.0781,0.07,0.00,0.00,1
3.438,-3.24,-0.02,0.9961,1.0627,-0.6133,9.5039,0.07,0.00,0.00,1
3.457,-3.25,-0.01,0.0781,0.9028,-0.5352,8.3516,0.07,0.00,0.00,1
3.470,-3.26,-0.02,0.8047,0.7784,-0.5352,9.2695,0.07,0.00,0.00,1
3.488,-3.26,-0.02,1.4570,0.8381,-0.8828,9.7656,0.07,0.00,0.00,1
3.507,-3.27,-0.03,1.3789,1.0318,-0.3437,9.7305,0.07,0.00,0.00,1
3.519,-3.28,-0.03,0.1523,0.9870,-0.6914,8.2344,0.07,0.00,0.07,1
3.536,-3.30,-0.04,2.0312,1.1183,-0.4961,10.0703,0.07,0.00,0.07,1
3.556,-3.31,-0.07,1.2656,1.2078,-0.7266,9.0781,0.07,0.00,0.07,1
3.570,-3.33,-0.06,0.9961,1.1609,-0.1133,8.6602,0.13,0.07,0.07,1
3.587,-3.34,-0.08,1.7617,1.2836,-0.2305,10.4570,0.13,0.07,0.07,1
3.609,-3.36,-0.09,0.1914,1.3607,-0.4609,7.5078,0.13,0.07,11.47,1
3.621,-3.37,-0.12,0.1914,1.1811,-0.4609,7.5078,0.13,0.07,11.47,1
3.640,-3.39,-0.17,1.6836,1.2518,-0.7656,9.3047,0.13,0.07,11.47,1
3.657,-3.41,-0.20,0.5352,1.2824,-0.7266,9.4648,0.13,12.18,11.47,1
3.676,-3.43,-0.19,1.7227,1.2904,-0.5352,8.9219,0.13,12.18,11.47,1
3.689,-3.44,-0.21,1.1875,1.3140,-1.1094,9.4609,0.13,12.18,13.62,1
3.707,-3.46,-0.25,1.6484,1.3729,-0.1523,9.5000,0.13,12.18,13.62,1
3.727,-3.47,-0.29,2.2227,1.5781,-0.9570,10.2305,0.13,14.15,13.62,1
3.740,-3.48,-0.29,1.8008,1.6274,-0.4961,10.5703,0.13,14.15,15.99,1
3.757,-3.50,-0.30,0.4961,1.3878,-0.8047,8.3164,0.13,14.15,15.99,1
3.779,-3.50,-0.32,0.4961,1.1936,-0.8438,8.2383,0.22,14.15,15.99,1
3.791,-3.51,-0.37,0.4961,1.0864,-0.8438,8.2383,0.22,16.14,15.99,1
3.809,-3.51,-0.39,2.5664,1.3785,-0.5742,11.5352,0.22,16.14,17.01,1
3.828,-3.50,-0.38,0.4609,1.5470,-1.3789,8.5039,0.22,16.14,17.01,1
3.847,-3.48,-0.39,1.8398,1.4819,0.0781,10.3477,0.22,17.25,17.01,1
3.859,-3.49,-0.38,-0.3437,1.3622,-0.6914,6.2812,0.22,17.25,18.84,1
3.877,-3.48,-0.40,1.6094,1.1784,-0.3437,9.6523,0.22,17.25,18.84,1
3.897,-3.47,-0.47,2.2227,1.4363,-0.2695,10.5742,0.22,19.20,18.84,1
3.910,-3.48,-0.46,1.3008,1.4834,-1.1484,9.0039,0.22,19.20,20.14,1
3.927,-3.46,-0.49,2.4531,1.6761,0.1523,10.5703,0.22,19.20,20.14,1
3.951,-3.46,-0.51,2.1836,1.3341,-0.9961,9.8828,0.22,20.21,21.87,1
3.961,-3.46,-0.53,2.1836,1.4646,-0.9961,9.8828,0.22,20.21,21.87,1
3.981,-3.45,-0.58,1.6094,1.7186,-1.1875,9.2695,2.09,20.21,21.87,1
3.998,-3.45,-0.59,2.2969,1.7427,-0.0391,9.4219,2.09,22.02,23.04,1
4.016,-3.46,-0.62,0.6523,1.5676,-0.1523,8.4219,2.09,22.02,23.04,1
4.029,-3.44,-0.65,3.7539,1.6752,-1.2656,11.1094,2.09,23.39,25.04,1
4.047,-3.45,-0.70,1.9922,2.1238,-0.2695,10.7695,2.09,23.39,25.04,1
4.067,-3.45,-0.69,1.9922,2.0789,-1.4570,10.7969,2.09,23.39,25.04,1
4.080,-3.43,-0.70,-0.2695,1.8847,-0.0781,6.1289,2.09,24.93,25.85,1
4.097,-3.43,-0.72,0.8438,1.3966,-0.7266,7.9297,2.09,24.93,25.85,1
4.121,-3.42,-0.79,1.5703,1.5391,-0.8828,8.9648,2.09,26.34,27.58,1
4.131,-3.41,-0.80,1.5703,1.5439,-0.8828,8.9648,2.09,26.34,27.58,1
4.148,-3.40,-0.77,2.3750,1.7295,-1.0352,11.8398,2.09,27.52,28.51,1
4.167,-3.40,-0.74,2.6445,1.4426,-1.0742,10.1914,2.09,27.52,28.51,1
4.189,-3.38,-0.74,0.9961,1.4875,0.5352,8.2773,1.54,28.57,29.62,1
4.199,-3.37,-0.76,3.1797,1.5535,-0.7656,10.9961,1.54,28.57,29.62,1
4.218,-3.37,-0.83,1.8789,1.9106,0.8047,9.8828,1.54,30.13,30.97,1
4.237,-3.37,-0.86,1.9922,1.9249,-1.7227,10.6133,1.54,30.13,30.97,1
4.250,-3.37,-0.87,-0.2695,1.7543,0.4961,6.5469,1.54,30.76,32.30,1
4.267,-3.36,-0.92,1.6484,1.4888,-1.1875,9.2266,1.54,30.76,32.30,1
4.287,-3.36,-0.94,0.8828,1.3646,-0.4609,9.6094,1.54,32.29,32.74,1
4.301,-3.36,-0.94,1.1875,1.3374,-0.0391,8.4219,1.54,32.64,33.98,1
4.318,-3.37,-0.96,2.1836,1.5153,-0.6523,10.6523,1.54,32.64,33.98,1
4.339,-3.39,-0.98,2.6445,1.6474,-0.7656,10.7656,1.54,34.21,34.84,1
4.357,-3.38,-1.02,1.4922,1.8380,-0.0781,9.5391,1.54,34.21,35.87,1
4.370,-3.38,-1.06,2.1836,1.8168,-1.7617,9.4609,1.54,34.42,35.87,1
4.388,-3.38,-1.06,0.4219,1.7799,0.1914,8.1953,0.59,34.42,35.95,1
4.408,-3.37,-1.05,1.8789,1.6394,-1.1484,10.4961,0.59,35.88,35.95,1
4.420,-3.37,-1.02,0.1133,1.5349,-0.3828,7.3164,0.59,36.20,38.27,1
4.437,-3.37,-1.01,1.8789,1.4410,-0.9180,10.1914,0.59,36.20,37.12,1
4.456,-3.36,-1.01,0.6133,1.2851,-0.1133,8.0430,0.59,37.52,37.12,1
4.471,-3.35,-1.05,3.0664,1.6793,-1.1875,10.3867,0.59,37.82,39.55,1
4.488,-3.33,-1.08,2.4883,2.0243,-0.1914,11.9883,0.59,37.82,39.80,1
4.510,-3.33,-1.04,0.5352,1.7773,-0.4961,7.5469,0.59,38.93,39.80,1
4.528,-3.33,-1.04,1.1094,1.4709,-0.0391,8.5781,0.59,39.92,40.30,1
4.540,-3.35,-1.02,0.8828,1.3728,-0.8047,7.7383,0.59,39.92,41.71,1
4.558,-3.35,-1.07,1.0352,1.2460,0.0391,7.6992,0.59,41.28,41.71,1
4.576,-3.35,-1.14,2.6797,1.5381,-0.6523,11.3750,0.59,41.09,42.54,1
4.590,-3.36,-1.14,2.6055,1.7075,-0.3828,10.3477,1.09,41.09,43.99,1
4.608,-3.37,-1.13,2.4531,1.9500,-0.4219,9.5820,1.09,42.50,43.78,1
4.627,-3.40,-1.14,0.4609,1.6806,-0.6914,6.4414,1.09,43.15,45.78,1
4.641,-3.40,-1.21,1.2656,1.5576,-0.8438,9.0000,1.09,44.96,45.78,1
4.658,-3.44,-1.28,1.3398,1.4745,-0.2305,7.2773,1.09,44.96,46.14,1
4.676,-3.46,-1.32,2.0312,1.5893,-0.9180,10.9570,1.09,44.81,47.60,1
4.698,-3.48,-1.31,3.2187,2.1143,-1.4570,11.7969,1.09,45.64,47.88,1
4.717,-3.48,-1.34,0.0391,1.7871,-0.6133,5.4375,1.09,46.73,48.39,1
4.729,-3.46,-1.39,1.4180,1.6289,-1.0352,9.1211,1.09,46.73,48.39,1
4.750,-3.46,-1.41,1.5313,1.5821,-0.0391,9.3437,1.09,47.91,50.41,1
4.760,-3.47,-1.42,2.7969,1.6755,-1.3789,11.2187,1.09,47.61,49.90,1
4.778,-3.48,-1.43,2.6445,1.9814,-1.4570,10.7969,1.09,48.96,52.24,1
4.797,-3.47,-1.45,0.4219,1.7155,-0.9180,9.7266,1.81,49.29,50.87,1
