t_s,lin_ax_raw_mps2,lin_ax_filt_mps2,lin_ay_raw_mps2,lin_ay_filt_mps2,lin_az_raw_mps2,lin_az_filt_mps2,roll_deg,pitch_deg,raw_ax_mps2,raw_ay_mps2,raw_az_mps2,bike_long_acc_raw_mps2,bike_long_acc_filt_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.335,0.0430,-0.2635,-0.2227,-0.0659,-0.2187,-0.4091,-1.94,1.08,0.3047,-0.2305,9.8477,0.3047,-0.2545,0.00,0.00,0.00,1
0.346,0.4609,-0.1315,0.0820,-0.0538,0.5078,-0.2554,-1.94,1.07,0.0391,-0.3437,9.3477,0.0391,-0.1520,0.00,0.00,0.00,1
0.364,0.1953,-0.0222,-0.0312,-0.0403,0.0117,-0.1487,-1.94,1.09,0.1523,-0.3828,9.9648,0.1523,-0.0887,0.00,0.00,0.00,1
0.382,0.1172,0.0687,0.0820,-0.0361,-0.1797,0.0155,-1.94,1.09,-0.0391,-0.2305,9.1562,-0.0391,-0.0489,0.00,0.00,0.00,1
0.397,0.1172,0.0762,0.0820,-0.0180,-0.1797,-0.0145,-1.93,1.09,0.2305,-0.3828,10.1523,0.2305,-0.0258,0.00,0.00,0.00,1
0.414,-0.6797,0.0829,-0.0781,-0.0277,-1.3281,0.0402,-1.93,1.10,-0.8438,-0.3828,8.0078,-0.8438,-0.1762,0.00,0.00,0.00,1
0.433,0.0508,-0.0749,0.0352,-0.0329,0.4023,-0.2095,-1.92,1.10,-0.1133,-0.2695,9.7305,-0.1133,-0.2039,0.00,0.00,0.00,1
0.448,0.3945,-0.0281,-0.1172,-0.0347,0.4414,-0.1124,-1.92,1.10,0.2305,-0.4219,9.7656,0.2305,-0.1371,0.00,0.00,0.00,1
0.465,-0.6797,0.0058,0.0352,-0.0459,-1.0156,-0.0719,-1.92,1.09,-0.8438,-0.2695,8.3125,-0.8438,-0.2706,0.00,0.00,0.00,1
0.487,-0.0742,-0.1349,0.1914,0.0057,0.0937,-0.2232,-1.92,1.07,-0.6523,-0.4961,8.6602,-0.6523,-0.3258,0.00,0.00,0.00,1
0.505,-0.4961,-0.2111,-0.1914,-0.0263,-0.6719,-0.3028,-1.91,1.05,0.6133,-0.1523,10.2305,0.6133,-0.3172,0.00,0.00,0.00,1
0.516,0.7695,-0.0797,0.1523,-0.0101,0.8984,-0.1433,-1.90,1.04,-0.1133,-0.3047,9.8086,-0.1133,-0.1694,0.00,0.00,0.00,1
0.534,0.0430,0.0003,0.0000,0.0023,0.4805,0.0597,-1.91,1.06,0.0391,-0.5352,8.8477,0.0391,-0.1413,0.00,0.00,0.00,1
0.553,0.0508,0.0481,0.2656,-0.0242,0.4805,0.0075,-1.90,1.06,-0.1133,-0.0391,9.8047,-0.1133,-0.1135,0.00,0.00,0.00,1
0.567,0.0508,0.0485,0.2656,0.0203,0.4805,0.0801,-1.91,1.07,0.2695,-0.4609,9.6094,0.2695,-0.0829,0.00,0.00,0.00,1
0.584,-0.3711,0.0935,0.1523,0.0090,-0.5937,0.0909,-1.90,1.08,-0.5352,-0.1523,8.7383,-0.5352,-0.1408,0.00,0.00,0.00,1
0.604,0.0508,-0.0045,0.0742,0.0434,0.4414,-0.0205,-1.89,1.08,-0.1133,-0.2305,9.7695,-0.1133,-0.1593,0.00,0.00,0.00,1
0.618,0.0508,0.0040,0.0742,0.0481,0.4414,0.0505,-1.89,1.07,0.1133,-0.4961,9.4648,0.1133,-0.1341,0.00,0.00,0.00,1
0.635,-0.5273,0.0198,0.0000,-0.0030,-0.7109,0.0287,-1.89,1.08,-0.6914,-0.3047,8.6211,-0.6914,-0.2278,0.00,0.00,0.00,1
0.656,0.0117,-0.0839,-0.0078,-0.0032,-0.0195,-0.1172,-1.87,1.06,-0.7656,-0.4961,8.4258,-0.7656,-0.2821,0.00,0.00,0.00,1
0.674,-0.6094,-0.1943,-0.1992,-0.0468,-0.9023,-0.2849,-1.86,1.04,0.3047,-0.1133,10.1133,0.3047,-0.3336,0.00,0.00,0.00,1
0.687,0.4687,-0.1205,0.1836,-0.0218,0.7852,-0.1623,-1.85,1.03,0.1523,-0.1523,10.0742,0.1523,-0.2045,0.00,0.00,0.00,1
0.704,0.3164,0.0129,0.1445,0.0278,0.7461,0.0977,-1.85,1.04,-0.5742,-0.2695,8.5781,-0.5742,-0.1614,0.00,0.00,0.00,1
0.723,0.0859,-0.0500,0.0664,0.0375,0.0664,-0.0378,-1.85,1.04,-0.0781,-0.2305,9.3828,-0.0781,-0.1924,0.00,0.00,0.00,1
0.737,0.0859,-0.0291,0.0664,0.0419,0.0664,-0.0218,-1.85,1.05,0.3047,-0.3437,9.9609,0.3047,-0.1442,0.00,0.00,0.00,1
0.755,-0.1328,0.0721,0.0664,0.0272,-0.3945,0.0883,-1.84,1.06,-0.3047,-0.2305,8.9219,-0.3047,-0.1260,0.00,0.00,0.00,1
0.774,0.0586,0.0176,0.1445,0.0468,0.5234,-0.0029,-1.84,1.08,-0.1133,-0.1523,9.8477,-0.1133,-0.1446,0.00,0.00,0.00,1
0.788,0.0586,0.0239,0.1445,0.0618,0.5234,0.0780,-1.84,1.08,-0.0391,-0.4609,9.1953,-0.0391,-0.1338,0.00,0.00,0.00,1
0.805,-0.5547,0.0018,0.1836,0.0303,-0.7383,-0.0031,-1.84,1.09,-0.7266,-0.1133,8.5820,-0.7266,-0.2537,0.00,0.00,0.00,1
0.827,-0.2500,-0.1411,0.0664,0.0646,0.0273,-0.1362,-1.84,1.08,-0.1914,-0.5352,8.9609,-0.1914,-0.3100,0.00,0.00,0.00,1
0.844,-0.0195,-0.1210,-0.2383,-0.0023,-0.3555,-0.1745,-1.83,1.07,0.3437,0.0781,10.1914,0.3437,-0.2336,0.00,0.00,0.00,1
0.858,0.5156,-0.0164,0.3672,0.0384,0.8711,-0.0262,-1.83,1.06,0.3047,-0.2695,9.8828,0.3047,-0.1089,0.00,0.00,0.00,1
0.875,0.4766,0.1259,0.0273,0.0565,0.5625,0.1600,-1.84,1.09,0.3828,-0.3437,9.9648,0.3828,0.0146,0.00,0.00,0.00,1
0.894,-0.0977,0.2154,0.0664,0.0346,-0.4336,0.2334,-1.84,1.09,-0.2695,-0.2305,8.8828,-0.2695,-0.0042,0.00,0.00,0.00,1
0.907,-0.0977,0.1461,0.0664,0.0416,-0.4336,0.0858,-1.84,1.09,-0.1133,-0.1133,9.6914,-0.1133,-0.0504,0.00,0.00,0.00,1
0.925,0.0586,0.1116,0.1836,0.0746,0.3711,0.1166,-1.84,1.08,-1.0742,-0.3828,7.8516,-1.0742,-0.1451,0.00,0.00,0.00,1
0.943,0.3242,-0.0809,0.3359,0.0690,0.7539,-0.1406,-1.85,1.06,0.1523,0.0391,10.0742,0.1523,-0.1904,0.00,0.00,0.00,1
0.963,0.1328,0.0187,-0.1641,0.1047,-0.1250,0.0428,-1.86,1.07,-0.0391,-0.4609,9.1953,-0.0391,-0.1356,0.00,0.00,0.00,1
0.986,-0.4023,-0.0608,-0.0078,0.0477,-0.7031,-0.1424,-1.86,1.07,-0.0781,-0.1133,9.5820,-0.0781,-0.2454,0.00,0.00,0.00,1
0.994,0.0937,-0.0736,0.1836,0.0545,0.2578,-0.1516,-1.87,1.08,-0.0781,-0.1133,9.5820,-0.0781,-0.2197,0.00,0.00,0.00,1
1.014,0.4414,0.0604,-0.2695,-0.0018,0.3711,0.0130,-1.88,1.08,-0.0391,-0.0391,9.5430,-0.0391,-0.0776,0.00,0.00,0.00,1
1.028,0.1328,0.0973,0.2656,0.0212,0.2187,0.0689,-1.88,1.07,-0.0391,-0.4219,9.4258,-0.0391,-0.0691,0.00,0.00,0.00,1
1.044,0.1328,0.1074,-0.1172,0.0058,0.1016,0.0854,-1.88,1.05,0.0781,-0.3437,9.8867,0.0781,-0.0512,0.00,0.00,0.00,1
1.065,-0.5547,0.0762,0.0352,-0.0059,-1.0469,0.0633,-1.89,1.07,-0.7266,-0.2695,8.2773,-0.7266,-0.1381,0.00,0.00,0.00,1
1.077,-0.5547,-0.0635,0.0352,0.0032,-1.0469,-0.1824,-1.89,1.06,-0.2695,-0.1914,9.4258,-0.2695,-0.2318,0.00,0.00,0.00,1
1.095,-0.0977,-0.1016,0.1133,0.0296,0.1016,-0.1734,-1.90,1.07,-0.4609,-0.5352,8.7773,-0.4609,-0.2578,0.00,0.00,0.00,1
1.114,0.4766,-0.0933,0.0742,-0.0150,0.7148,-0.1626,-1.90,1.07,0.3047,-0.2305,10.0312,0.3047,-0.1576,0.00,0.00,0.00,1
1.128,0.4766,-0.0058,0.0742,-0.0013,0.7148,-0.0279,-1.90,1.09,0.1523,-0.3047,9.6133,0.1523,-0.0988,0.00,0.00,0.00,1
1.145,0.3633,0.1186,-0.1836,-0.0097,0.5625,0.1273,-1.91,1.09,0.1914,-0.4961,9.8828,0.1914,-0.0045,0.00,0.00,0.00,1
1.164,0.0586,0.1636,0.0078,-0.0437,-0.3555,0.1773,-1.91,1.09,-0.1133,-0.3047,8.9609,-0.1133,-0.0164,0.00,0.00,0.00,1
1.185,0.2852,0.1779,0.1602,0.0076,0.7930,0.2498,-1.91,1.09,-1.0742,-0.4961,7.8125,-1.0742,-0.0672,0.00,0.00,0.00,1
1.196,-0.9023,0.0994,-0.1836,0.0035,-1.5039,0.1495,-1.91,1.09,-1.0742,-0.4961,7.8125,-1.0742,-0.2219,0.00,0.00,0.00,1
1.217,0.2187,0.0748,0.0430,0.0040,0.5234,0.1608,-1.91,1.10,-0.1914,-0.4609,9.2695,-0.1914,-0.1513,0.00,0.00,0.00,1
1.235,-0.0117,0.0646,-0.1484,-0.0273,-0.0508,0.1366,-1.91,1.12,-0.4219,-0.4609,8.8828,-0.4219,-0.1811,0.00,0.00,0.00,1
1.247,-0.2422,0.0123,-0.1484,-0.0541,-0.4336,0.0363,-1.91,1.12,-0.2305,-0.1914,9.3477,-0.2305,-0.2191,0.00,0.00,0.00,1
1.264,-0.0508,-0.0175,0.1133,-0.0230,0.0273,0.0050,-1.90,1.11,0.5742,-0.3047,10.0742,0.5742,-0.1580,0.00,0.00,0.00,1
1.283,-0.2422,0.1197,0.0742,-0.0027,-0.3164,0.1331,-1.90,1.10,-0.4219,-0.2305,9.0039,-0.4219,-0.1288,0.00,0.00,0.00,1
1.303,0.1016,0.0446,0.0742,0.0191,0.4102,0.0637,-1.88,1.11,-0.0781,-0.2305,9.7266,-0.0781,-0.1358,0.00,0.00,0.00,1
1.315,-0.1250,0.0391,-0.3477,-0.0024,-0.2422,0.0882,-1.88,1.12,-0.3047,-0.6523,9.0781,-0.3047,-0.1732,0.00,0.00,0.00,1
1.334,-0.5859,-0.0444,0.0742,-0.0666,-0.7773,-0.0483,-1.88,1.13,-0.7656,-0.2305,8.5430,-0.7656,-0.3125,0.00,0.00,0.00,1
1.355,-0.0508,-0.0795,0.0742,-0.0267,-0.1250,-0.1107,-1.86,1.12,0.0391,-0.4609,9.5820,0.0391,-0.2677,0.00,0.00,0.00,1
1.366,0.2187,-0.0535,-0.1641,-0.0302,0.2578,-0.0823,-1.86,1.11,0.0391,-0.4609,9.5820,0.0391,-0.2206,0.00,0.00,0.00,1
1.387,0.4492,0.0747,0.2187,-0.0171,0.4492,0.0631,-1.85,1.09,0.1523,-0.2695,9.8867,0.1523,-0.0761,0.00,0.00,0.00,1
1.405,0.3320,0.1550,0.0273,0.0075,0.5625,0.1977,-1.84,1.11,0.3437,-0.5352,9.7656,0.3437,0.0040,0.00,0.00,0.00,1
1.417,0.5234,0.2236,-0.2383,-0.0289,0.4492,0.2610,-1.84,1.11,-0.6133,-0.1133,8.8477,-0.6133,0.0026,0.00,0.00,0.00,1
1.435,-0.4336,0.0968,0.1836,0.0051,-0.4727,0.1104,-1.83,1.11,-0.3047,-0.2305,9.1211,-0.3047,-0.1473,0.00,0.00,0.00,1
1.453,-0.6641,-0.0396,-0.1719,0.0136,-0.9688,-0.0732,-1.82,1.11,-0.8438,-0.4609,8.3516,-0.8438,-0.3203,0.00,0.00,0.00,1
1.468,-0.6641,-0.1355,-0.1719,-0.0149,-0.9688,-0.2108,-1.82,1.09,0.3047,-0.0391,10.0703,0.3047,-0.3088,0.00,0.00,0.00,1
1.486,0.2109,-0.0542,-0.0156,0.0127,0.7539,-0.0445,-1.81,1.07,0.0391,-0.3047,10.0703,0.0391,-0.1756,0.00,0.00,0.00,1
1.504,0.1016,0.0122,-0.0156,0.0047,-0.3555,0.0932,-1.80,1.09,-0.0781,-0.3047,8.9609,-0.0781,-0.1407,0.00,0.00,0.00,1
1.526,-0.0586,0.0181,0.1367,0.0212,-0.0117,-0.0070,-1.79,1.09,0.3047,-0.1523,10.0703,0.3047,-0.1197,0.00,0.00,0.00,1
1.536,0.4844,0.0497,0.1367,0.0389,0.7539,0.0536,-1.79,1.09,0.3047,-0.1523,10.0703,0.3047,-0.0545,0.00,0.00,0.00,1
1.557,-0.6797,0.0191,-0.0937,0.0369,-1.1992,-0.0077,-1.77,1.07,-0.1133,0.0391,9.9219,-0.1133,-0.1993,0.00,0.00,0.00,1
1.576,0.0508,-0.0174,0.3281,0.0932,0.6016,0.0529,-1.77,1.05,-0.4219,-0.5352,8.6172,-0.4219,-0.1996,0.00,0.00,0.00,1
1.587,-0.2578,-0.0497,-0.2461,0.0570,-0.7031,-0.0261,-1.77,1.06,-0.3828,-0.1133,8.9648,-0.3828,-0.2457,0.00,0.00,0.00,1
1.604,-0.2187,-0.1001,0.1758,0.0644,-0.3555,-0.1411,-1.77,1.06,-0.0391,-0.1523,9.4648,-0.0391,-0.2571,0.00,0.00,0.00,1
1.623,0.5859,-0.0062,-0.0625,0.0738,0.7148,-0.0276,-1.76,1.06,0.4219,-0.3437,10.0352,0.4219,-0.0807,0.00,0.00,0.00,1
1.638,0.5859,0.0848,-0.0625,0.0528,0.7148,0.0865,-1.76,1.05,-0.2695,-0.0391,9.1953,-0.2695,-0.0589,0.00,0.00,0.00,1
1.657,0.1250,0.0780,0.0508,0.0846,0.4102,0.1053,-1.75,1.03,-0.0391,-0.2305,9.7266,-0.0391,-0.0797,0.00,0.00,0.00,1
1.674,0.0039,0.0827,-0.1016,0.0609,0.0664,0.1817,-1.75,1.03,-0.1523,-0.3828,9.3867,-0.1523,-0.0909,0.00,0.00,0.00,1
1.697,-0.5273,-0.0257,0.2031,0.0523,-1.0859,-0.0346,-1.74,1.03,-0.4219,-0.2695,9.1562,-0.4219,-0.2432,0.00,0.00,0.00,1
1.706,-0.2656,-0.0819,0.0039,0.0595,-0.1641,-0.1223,-1.75,1.02,-0.4219,-0.2695,9.1562,-0.4219,-0.2706,0.00,0.00,0.00,1
1.723,0.3086,-0.0880,0.0039,0.0438,0.3242,-0.0951,-1.75,1.02,0.1523,-0.2695,9.6484,0.1523,-0.1864,0.00,0.00,0.00,1
1.744,0.5391,0.0982,0.1211,0.0561,0.5156,0.0902,-1.75,1.00,0.3437,-0.4609,9.9648,0.3437,0.0045,0.00,0.00,0.00,1
1.763,-0.1484,0.1855,-0.0312,0.0032,-0.0977,0.2100,-1.75,1.01,-0.3047,-0.3047,9.2305,-0.3047,-0.0233,0.00,0.00,0.00,1
1.775,-0.1484,0.1342,-0.0312,-0.0021,-0.0977,0.1628,-1.75,1.01,-0.9570,-0.1914,7.9687,-0.9570,-0.1187,0.00,0.00,0.00,1
1.795,-0.1484,-0.0950,0.0039,0.0139,0.3242,-0.1492,-1.75,1.00,-0.3047,-0.2695,9.6523,-0.3047,-0.2602,0.00,0.00,0.00,1
1.808,-0.1484,-0.1032,0.0039,0.0123,0.3242,-0.0764,-1.75,1.00,-0.1914,-0.4609,9.0391,-0.1914,-0.2579,0.00,0.00,0.00,1
1.826,-0.0352,-0.0909,-0.1875,-0.0324,-0.2891,-0.0985,-1.75,0.98,0.3828,0.0781,10.0312,0.3828,-0.1931,0.00,0.00,0.00,1
1.843,0.3008,0.0703,0.2031,0.0557,0.8242,0.1284,-1.75,0.95,0.1523,-0.0781,10.1484,0.1523,-0.0478,0.00,0.00,0.00,1
1.867,0.4180,0.1669,-0.1797,0.0472,0.0937,0.2534,-1.76,0.96,-0.4609,-0.0391,9.0039,-0.4609,-0.0048,0.00,0.00,0.00,1
1.876,-0.3125,0.1470,0.2422,0.0461,-0.3242,0.1954,-1.76,0.96,-0.4609,-0.0391,9.0039,-0.4609,-0.0748,0.00,0.00,0.00,1
1.898,-0.0430,0.0317,0.0508,0.0835,-0.1328,0.0477,-1.77,0.95,-0.8438,-0.4609,8.3125,-0.8438,-0.1822,0.00,0.00,0.00,1
1.915,-0.6953,-0.1338,-0.1797,0.0232,-1.0156,-0.1989,-1.77,0.93,0.2695,-0.0391,10.0039,0.2695,-0.2808,0.00,0.00,0.00,1
1.933,0.6016,0.0036,0.0117,0.0553,0.5547,-0.0081,-1.79,0.91,0.4609,-0.2695,9.8867,0.4609,-0.0508,0.00,0.00,0.00,1
1.945,0.6016,0.0954,0.0117,0.0486,0.5547,0.0783,-1.79,0.93,0.1914,-0.2305,9.7305,0.1914,0.0062,0.00,0.00,0.00,1
1.965,-0.3125,0.1278,0.1758,0.0568,-0.6328,0.0969,-1.79,0.93,-0.4609,-0.1133,8.6953,-0.4609,-0.0414,0.00,0.00,0.00,1
1.978,-0.3203,0.0291,0.1758,0.0831,-0.6328,-0.0646,-1.80,0.92,0.0391,-0.2305,9.8828,0.0391,-0.0943,0.00,0.00,0.00,1
1.996,0.1797,0.0407,0.0586,0.0835,0.5547,0.0371,-1.82,0.91,-0.9961,-0.4961,8.1953,-0.9961,-0.1393,0.00,0.00,0.00,1
2.014,0.0273,-0.1349,0.0195,0.0178,0.4023,-0.1414,-1.82,0.88,-0.1133,-0.2695,9.7305,-0.1133,-0.2360,0.00,0.00,0.00,1
2.034,-0.0117,-0.0920,0.0586,0.0214,0.2500,0.0006,-1.84,0.90,-0.1523,-0.2305,9.5781,-0.1523,-0.2098,0.00,0.00,0.00,1
2.046,0.0273,-0.0711,0.0273,0.0271,-0.0195,0.0342,-1.84,0.90,-0.1133,-0.2695,9.3047,-0.1133,-0.1885,0.00,0.00,0.00,1
2.065,0.1406,-0.0341,-0.2773,0.0028,0.0586,0.0252,-1.84,0.89,0.0000,-0.5742,9.3828,0.0000,-0.1421,0.00,0.00,0.00,1
2.085,0.6016,0.1275,-0.2383,-0.0841,0.8633,0.2147,-1.84,0.88,-0.8047,-0.3047,8.2383,-0.8047,-0.0377,0.00,0.00,0.00,1
2.097,-0.6641,0.0990,-0.0078,-0.0893,-1.0938,0.1578,-1.84,0.87,-0.8047,-0.3047,8.2383,-0.8047,-0.1556,0.00,0.00,0.00,1
2.116,-0.2109,-0.0728,-0.0859,-0.0794,0.1250,0.0108,-1.84,0.85,-0.0391,-0.3828,9.6914,-0.0391,-0.2053,0.00,0.00,0.00,1
2.135,0.1016,-0.0428,-0.0859,-0.0812,0.3555,0.0942,-1.84,0.87,-0.6914,-0.1914,8.5430,-0.6914,-0.2103,0.00,0.00,0.00,1
2.148,-0.5508,-0.1111,0.1055,-0.0529,-0.7930,-0.0244,-1.84,0.87,-0.1914,-0.2695,9.0391,-0.1914,-0.2768,0.00,0.00,0.00,1
2.165,-0.0508,-0.1251,0.0273,-0.0253,-0.2969,-0.1326,-1.84,0.87,0.3437,-0.2695,9.8477,0.3437,-0.2098,0.00,0.00,0.00,1
2.183,0.2461,0.0313,-0.0469,-0.0133,0.0859,0.0059,-1.83,0.84,0.1133,-0.3437,9.4219,0.1133,-0.0721,0.00,0.00,0.00,1
2.204,0.2852,0.0954,0.0664,-0.0137,0.8164,0.0870,-1.84,0.83,0.1523,-0.2305,10.1523,0.1523,-0.0109,0.00,0.00,0.00,1
2.216,-0.1367,0.1036,-0.1641,-0.0144,-0.3320,0.1566,-1.83,0.83,-0.2695,-0.4609,9.0039,-0.2695,-0.0681,0.00,0.00,0.00,1
2.234,-0.6719,-0.0074,-0.0469,-0.0475,-0.8711,-0.0251,-1.83,0.84,-0.8047,-0.3437,8.4609,-0.8047,-0.2437,0.00,0.00,0.00,1
2.257,-0.1719,-0.0921,0.0195,-0.0285,0.1641,-0.0200,-1.83,0.83,-0.2305,-0.5352,8.8828,-0.2305,-0.2585,0.00,0.00,0.00,1
2.267,-0.0977,-0.0984,-0.2461,-0.0423,-0.4492,-0.0408,-1.82,0.82,-0.2305,-0.5352,8.8828,-0.2305,-0.2542,0.00,0.00,0.00,1
2.287,0.4297,-0.0172,0.3281,-0.0236,0.5469,-0.0270,-1.82,0.79,0.2695,-0.1914,9.9609,0.2695,-0.0972,0.00,0.00,0.00,1
2.306,0.3945,0.1018,0.0977,0.0251,0.6250,0.1530,-1.82,0.80,0.2695,-0.3047,9.8086,0.2695,0.0068,0.00,0.00,0.00,1
2.318,0.3945,0.1666,-0.0156,0.0238,0.4727,0.2341,-1.82,0.80,-0.3828,-0.3437,8.7773,-0.3828,0.0128,0.00,0.00,0.00,1
2.336,-0.2578,0.0869,-0.0547,0.0040,-0.5625,0.0727,-1.81,0.80,-0.0391,-0.2695,9.8867,-0.0391,-0.0719,0.00,0.00,0.00,1
2.355,-0.9102,-0.0128,-0.2461,-0.0162,-1.5977,-0.0008,-1.81,0.80,-1.0352,-0.5352,7.7344,-1.0352,-0.2812,0.00,0.00,0.00,1
2.369,-0.9102,-0.1507,-0.2461,-0.0515,-1.5977,-0.2461,-1.81,0.79,0.0781,-0.0781,9.9219,0.0781,-0.3079,0.00,0.00,0.00,1
2.386,0.0117,-0.1350,0.2109,-0.0056,0.4727,-0.1552,-1.81,0.78,-0.1133,-0.0781,9.8047,-0.1133,-0.2278,0.00,0.00,0.00,1
2.404,0.0859,-0.0875,0.0977,0.0468,-0.2187,-0.0325,-1.80,0.78,-0.0391,-0.1914,9.1172,-0.0391,-0.1789,0.00,0.00,0.00,1
2.427,0.0859,-0.0192,0.0977,0.0668,0.2031,0.0139,-1.79,0.77,0.3047,-0.3828,9.9609,0.3047,-0.0964,0.00,0.00,0.00,1
2.437,0.4297,0.0245,-0.0937,0.0562,0.6250,0.0767,-1.80,0.78,0.3047,-0.3828,9.9609,0.3047,-0.0348,0.00,0.00,0.00,1
2.457,-0.4883,0.0216,-0.0547,0.0111,-0.8711,0.0338,-1.79,0.77,-0.1914,-0.0391,9.9609,-0.1914,-0.1456,0.00,0.00,0.00,1
2.476,-0.0664,-0.0296,0.2500,0.0599,0.6250,0.1083,-1.79,0.76,0.0391,-0.5352,9.5039,0.0391,-0.1402,0.00,0.00,0.00,1
2.488,0.1641,-0.0024,-0.2461,0.0257,0.1641,0.1518,-1.79,0.77,-0.7656,-0.1523,8.3555,-0.7656,-0.1649,0.00,0.00,0.00,1
2.505,-0.6406,-0.1333,0.1367,0.0334,-0.9844,-0.0989,-1.79,0.75,-0.3828,-0.2695,9.1602,-0.3828,-0.3046,0.00,0.00,0.00,1
2.524,0.1641,-0.1655,-0.2461,0.0141,0.0859,-0.1513,-1.79,0.76,0.0391,-0.5352,9.4219,0.0391,-0.2379,0.00,0.00,0.00,1
2.545,0.4687,-0.0477,0.1758,-0.0259,0.6641,-0.0378,-1.79,0.76,0.3437,-0.1133,10.0039,0.3437,-0.0919,0.00,0.00,0.00,1
2.556,0.3945,0.0607,0.0195,0.0062,0.5469,0.1082,-1.80,0.77,0.2695,-0.2695,9.8867,0.2695,-0.0119,0.00,0.00,0.00,1
2.574,0.3164,0.1683,-0.0937,0.0017,0.3945,0.2456,-1.80,0.78,0.1914,-0.3828,9.7266,0.1914,0.0667,0.00,0.00,0.00,1
2.597,-0.7578,0.0538,0.0195,-0.0134,-1.0234,0.0785,-1.79,0.78,-0.3047,-0.3828,9.3086,-0.3047,-0.1492,0.00,0.00,0.00,1
2.607,-0.1797,-0.0246,-0.0937,-0.0174,-0.0273,-0.0110,-1.79,0.78,-0.3047,-0.3828,9.3086,-0.3047,-0.1731,0.00,0.00,0.00,1
2.628,-0.4883,-0.1249,-0.1328,-0.0495,-0.7930,-0.1342,-1.79,0.80,0.3437,0.0000,10.1914,0.3437,-0.2289,0.00,0.00,0.00,1
