t_s,gyro_x_rads,gyro_y_rads,raw_ax_mps2,raw_ay_mps2,raw_az_mps2,speed_kmh,hall_f_hz,hall_r_hz,gps_fix
0.666,-0.0156,-0.0117,-0.4219,-0.6133,9.0000,0.02,0.00,0.00,1
0.683,-0.0078,-0.0117,-0.1523,-0.6133,9.0820,0.02,0.00,0.00,1
0.704,0.0293,-0.0859,0.1914,-0.4609,9.5000,0.02,0.00,0.00,1
0.718,-0.0156,0.0430,0.1133,-0.8438,9.5820,0.02,0.00,0.00,1
0.734,0.0273,-0.0723,0.4961,-0.6523,9.7656,0.02,0.00,0.00,1
0.751,-0.0176,-0.0156,-0.6523,-0.9570,8.5820,0.02,0.00,0.00,1
0.770,-0.0098,0.0059,-0.1133,-0.3828,9.4219,0.02,0.00,0.00,1
0.785,-0.0117,0.0254,-0.5352,-1.0352,8.6211,0.02,0.00,0.00,1
0.802,-0.0137,0.0039,0.4609,-0.3828,9.9648,0.02,0.00,0.00,1
0.821,0.0215,-0.0898,-0.1133,-0.8828,9.0820,0.02,0.00,0.00,1
0.836,-0.0117,0.0664,0.9570,-0.5742,10.3437,0.02,0.00,0.00,1
0.854,0.0352,0.0000,-0.2305,-1.1094,8.9648,0.02,0.00,0.00,1
0.874,-0.0059,0.0059,-0.7656,-0.8828,8.2734,0.02,0.00,0.00,1
0.891,-0.0195,-0.0039,0.3437,-0.2695,9.7656,0.02,0.00,0.00,1
0.904,-0.0176,0.0352,-0.1914,-1.0352,9.2695,0.02,0.00,0.00,1
0.924,-0.0234,0.0078,-0.3828,-0.4219,8.9609,0.02,0.00,0.00,1
0.941,0.0312,-0.0410,-0.1914,-0.9180,9.1562,0.02,0.00,0.00,1
0.956,-0.0234,0.0215,0.3437,-0.6914,9.6875,0.02,0.00,0.00,1
0.972,0.0273,0.0137,0.0000,-0.6523,9.2656,0.02,0.00,0.00,1
0.991,-0.0059,0.0625,0.1914,-0.7266,9.8828,0.02,0.00,0.00,1
1.006,0.0215,-0.0762,-0.2695,-0.8047,9.1562,0.02,0.00,0.00,1
1.023,-0.0059,-0.0410,-0.6133,-0.6133,8.4648,0.02,0.00,0.00,1
1.044,-0.0312,0.0254,0.0781,-0.9570,9.4219,0.04,0.00,0.00,1
1.057,0.0000,0.0078,0.0781,-0.9570,9.4219,0.04,0.00,0.00,1
1.076,-0.0312,0.0000,0.1133,-0.9180,9.6484,0.04,0.00,0.00,1
1.094,0.0215,-0.0469,0.5742,-0.6914,9.8477,0.04,0.00,0.00,1
1.108,-0.0273,0.0293,-0.6523,-0.9961,8.6211,0.04,0.00,0.00,1
1.125,0.0332,-0.0254,-0.2305,-0.2695,9.4258,0.04,0.00,0.00,1
1.142,0.0039,0.0039,-0.4609,-1.1094,8.6992,0.04,0.00,0.00,1
1.160,-0.0234,-0.0059,0.3047,-0.3047,9.8047,0.04,0.00,0.00,1
1.176,0.0000,0.0430,0.0391,-0.9180,9.2656,0.04,0.00,0.00,1
1.193,-0.0234,0.0391,0.6523,-0.6914,10.3437,0.04,0.00,0.00,1
1.210,0.0293,-0.0156,-0.2695,-1.0742,8.8164,0.04,0.00,0.00,1
1.227,-0.0234,0.0273,0.2305,-0.1914,9.6484,0.04,0.00,0.00,1
1.245,0.0234,-0.0332,0.4219,-0.2695,10.0000,0.04,0.00,0.00,1
1.264,-0.0020,0.0508,-0.3047,-0.9180,9.3086,0.04,0.00,0.00,1
1.278,0.0117,-0.0684,0.7266,-0.5742,10.1133,0.04,0.00,0.00,1
1.295,-0.0059,-0.0195,-0.3047,-1.1484,8.8867,0.04,0.00,0.00,1
1.312,-0.0176,0.0234,0.3437,-0.3828,9.9648,0.04,0.00,0.00,1
1.331,0.0195,-0.0391,-0.9570,-0.8828,7.9727,0.04,0.00,0.00,1
1.346,-0.0195,-0.0020,0.3437,-0.3828,9.9219,0.04,0.00,0.00,1
1.363,0.0195,-0.0684,-0.3437,-0.8047,8.9609,0.04,0.00,0.00,1
1.381,-0.0020,-0.0215,0.0000,-0.5742,9.4258,0.04,0.00,0.00,1
1.397,0.0312,-0.0078,-0.1523,-0.8438,9.1953,0.04,0.00,0.00,1
1.414,0.0039,-0.0195,0.1523,-0.6914,9.3828,0.04,0.00,0.00,1
1.433,-0.0176,-0.0176,0.3047,-0.6523,9.7695,0.04,0.00,0.00,1
1.450,0.0312,-0.0234,0.4219,-0.8438,9.9609,0.04,0.00,0.00,1
1.465,-0.0195,0.0293,-0.5742,-0.8047,8.5820,0.04,0.00,0.00,1
1.484,0.0312,-0.0430,-0.3047,-0.4609,9.2266,0.04,0.00,0.00,1
1.500,0.0039,-0.0566,-0.5742,-0.9961,8.5391,0.04,0.00,0.00,1
1.516,0.0215,0.0098,0.6523,-0.3047,10.1133,0.04,0.00,0.00,1
1.533,-0.0020,0.0137,0.1914,-0.8438,9.5000,0.04,0.00,0.00,1
1.552,-0.0332,0.0176,0.6523,-0.4961,10.0742,0.04,0.00,0.00,1
1.567,0.0039,0.0039,-0.2695,-1.1484,8.8164,0.04,0.00,0.00,1
1.584,-0.0254,0.0312,0.1133,-0.1914,9.5000,0.04,0.00,0.00,1
1.604,0.0156,0.0215,0.3828,-0.2695,10.0742,0.04,0.00,0.00,1
1.618,-0.0352,-0.0156,0.3828,-0.2695,10.0742,0.04,0.00,0.00,1
1.637,0.0176,-0.0078,0.4961,-0.5352,10.1094,0.04,0.00,0.00,1
1.654,0.0117,-0.0195,-0.3437,-1.1875,8.8125,0.04,0.00,0.00,1
1.671,-0.0332,0.0371,0.2305,-0.3437,9.7266,0.04,0.00,0.00,1
1.686,0.0117,-0.0625,-0.4219,-0.6914,8.6602,0.04,0.00,0.00,1
1.704,-0.0312,0.0000,0.3828,-0.4609,10.0039,0.04,0.00,0.00,1
1.721,0.0215,0.0508,-0.3047,-1.0352,9.1562,0.04,0.00,0.00,1
1.737,-0.0371,0.0020,-0.5742,-0.5742,8.8477,0.04,0.00,0.00,1
1.754,0.0234,-0.0449,-0.1523,-0.8047,9.0781,0.04,0.00,0.00,1
1.771,0.0234,-0.0859,0.1914,-0.8438,9.3828,0.04,0.00,0.00,1
1.788,0.0098,0.0293,0.3437,-0.4961,9.7656,0.04,0.00,0.00,1
1.806,0.0215,-0.0352,0.4961,-0.7266,9.9219,0.04,0.00,0.00,1
1.823,-0.0293,0.0078,-0.7266,-0.9570,8.4648,0.04,0.00,0.00,1
1.842,0.0195,-0.0352,-0.3047,-0.3828,9.2266,0.02,0.00,0.00,1
1.856,-0.0332,0.0527,-0.4609,-1.0352,8.5430,0.02,0.00,0.00,1
1.874,0.0020,0.0254,0.5352,-0.3828,10.0742,0.02,0.00,0.00,1
1.891,0.0234,-0.0684,0.0391,-0.9961,9.4219,0.02,0.00,0.00,1
1.907,0.0078,0.0762,0.6523,-0.3828,10.1484,0.02,0.00,0.00,1
1.924,0.0410,0.0156,-0.3828,-1.1484,8.7344,0.02,0.00,0.00,1
1.942,-0.0312,0.0684,0.0781,-0.1133,9.5039,0.02,0.00,0.00,1
1.958,0.0312,-0.1113,-0.9570,-0.9180,8.0820,0.02,0.00,0.00,1
1.976,-0.0293,0.0078,-0.3437,-1.0352,9.0430,0.02,0.00,0.00,1
1.994,-0.0020,0.0840,0.4219,-0.4219,10.0039,0.02,0.00,0.00,1
2.012,0.0352,0.0078,-0.2305,-1.0352,8.9609,0.02,0.00,0.00,1
2.026,-0.0020,-0.0059,0.2305,-0.3828,9.5000,0.02,0.00,0.00,1
2.043,0.0312,-0.0430,-0.0391,-0.6914,9.2695,0.02,0.00,0.00,1
2.061,-0.0293,0.0684,0.4609,-0.4961,9.8867,0.02,0.00,0.00,1
2.077,0.0332,-0.0996,0.3437,-0.9180,9.7656,0.02,0.00,0.00,1
2.094,-0.0254,-0.0391,-0.8828,-0.8047,8.2734,0.02,0.00,0.00,1
2.111,-0.0195,0.0488,0.1133,-0.5742,9.4258,0.02,0.00,0.00,1
2.128,-0.0176,-0.0410,-0.6914,-0.8047,8.4219,0.02,0.00,0.00,1
2.148,-0.0293,0.0352,-0.9570,-1.1875,8.0430,0.02,0.00,0.00,1
2.163,0.0391,0.1270,0.3047,-0.2305,9.8477,0.02,0.00,0.00,1
2.182,0.0039,0.0352,0.5352,-1.1094,10.0352,0.02,0.00,0.00,1
2.196,0.0312,0.0254,-1.2266,-0.4609,7.4297,0.02,0.00,0.00,1
2.214,0.0117,0.0176,1.0352,-0.8828,11.2578,0.02,0.00,0.00,1
2.233,-0.0273,-0.1152,-1.0352,-0.6914,8.0391,0.02,0.00,0.00,1
2.247,0.0273,0.0605,0.3437,-0.8047,9.8828,0.04,0.00,0.00,1
2.264,-0.0312,0.0527,0.4609,-0.6914,9.8086,0.04,0.00,0.00,1
2.281,0.0098,0.0254,-1.0742,-0.7266,8.0117,0.04,0.00,0.00,1
2.298,-0.0371,0.0586,0.3437,-0.3828,9.9648,0.04,0.00,0.00,1
2.315,0.0059,-0.0410,-0.0781,-0.5352,9.1211,0.04,0.00,0.00,1
2.334,0.0176,-0.0039,-1.8789,-0.3828,6.4727,0.04,0.00,0.00,1
2.353,-0.0234,0.0781,0.0781,-0.3047,10.1875,0.04,0.00,0.00,1
2.366,0.0098,-0.0625,0.0000,-0.8438,9.0039,0.04,0.00,0.00,1
2.384,-0.0156,-0.0605,2.2617,-0.6523,12.3008,0.04,0.00,0.00,1
2.402,0.0117,-0.1797,-2.1836,-0.6133,6.2031,0.04,0.00,0.00,1
2.417,0.0020,0.1875,-0.1523,-0.4961,9.6914,0.04,0.00,0.00,1
2.434,0.0195,0.0078,0.3047,-1.0742,9.1953,0.04,0.00,0.00,1
2.451,-0.0176,0.0527,1.2656,-0.7656,10.9141,0.04,0.00,0.00,1
2.468,0.0098,-0.1094,0.0000,-0.7656,9.1172,0.04,0.00,0.00,1
2.486,-0.0312,-0.0312,-0.9961,-0.6523,7.8906,0.04,0.00,0.00,1
2.502,-0.0039,0.0664,1.0352,-0.7656,10.9180,0.04,0.00,0.00,1
2.523,0.0156,0.0059,1.1094,-0.4219,10.8359,0.04,0.00,0.00,1
2.537,-0.0195,0.0371,-1.2266,-0.9180,7.2070,0.04,0.00,0.00,1
2.554,0.0410,0.0898,2.1445,-0.3047,11.5312,0.04,0.00,0.00,1
2.571,-0.0137,-0.0410,0.4961,-0.9570,9.1953,0.04,0.00,0.00,1
2.587,0.0469,0.0508,-0.1914,-0.4609,8.5391,0.04,0.00,0.00,1
2.605,-0.0117,-0.1074,0.4609,-1.0742,9.9258,0.04,0.00,0.00,1
2.621,-0.0195,-0.1113,-1.2656,-0.7656,7.1680,0.04,0.00,0.00,1
2.638,0.0098,0.0820,1.9531,-0.7266,11.6055,0.04,0.00,0.00,1
2.655,-0.0254,-0.0957,-0.7266,-0.6914,7.5508,0.04,0.00,0.00,1
2.672,0.0020,-0.0762,2.4883,-0.4219,11.6016,0.04,0.00,0.00,1
2.689,-0.0312,-0.0117,0.4961,-0.7656,9.0000,0.04,0.00,0.00,1
2.707,0.0059,0.0312,0.4219,-0.8828,9.4258,0.04,0.00,0.00,1
2.724,0.0195,0.1465,-0.6133,-0.8828,7.7344,0.04,0.00,0.00,1
2.742,-0.0059,0.0820,2.2969,-0.7656,11.2617,0.04,0.00,0.00,1
2.757,0.0078,-0.0820,0.4609,-0.8438,8.0430,0.04,0.00,0.00,1
2.774,0.0098,0.0234,2.6797,-0.0391,12.1445,0.04,0.00,0.00,1
2.791,-0.0117,-0.0664,-0.6523,-0.8828,7.4297,0.04,0.00,0.00,1
2.808,0.0195,0.1074,0.8828,-0.6914,9.8437,0.04,0.00,0.00,1
2.825,-0.0195,-0.0957,0.1523,-0.4609,7.6289,0.04,0.00,0.00,1
2.842,-0.0117,0.0117,2.6055,-0.2305,11.6797,0.04,0.00,0.00,1
2.864,0.0215,0.0879,0.3047,-0.4609,8.5391,0.04,0.00,0.00,1
2.876,-0.0293,-0.0996,0.3047,-0.4609,8.5391,0.04,0.00,0.00,1
2.895,0.0312,-0.0469,2.5664,-0.6523,11.8008,0.04,0.00,0.00,1
2.913,0.0098,-0.1465,0.5352,-1.8789,8.3125,0.04,0.00,0.00,1
2.927,0.0332,0.0254,0.5742,0.0391,8.3164,0.04,0.00,0.00,1
2.944,0.0117,0.0977,1.6484,0.1133,9.4258,0.04,0.00,0.00,1
2.961,-0.0391,0.1309,2.9883,-0.6133,12.2969,0.04,0.00,0.00,1
2.978,0.0059,-0.1055,-0.2695,-2.1836,7.2031,0.04,0.00,0.00,1
2.995,-0.0508,0.0000,1.3789,0.0781,9.1211,0.04,0.00,0.00,1
3.012,0.0312,0.0176,1.7617,-0.4609,9.9219,0.04,0.00,0.00,1
3.033,0.0156,0.0820,0.5742,-1.9531,8.3125,0.04,0.00,0.00,1
3.046,0.0254,-0.0332,0.5742,-1.9531,8.3125,0.06,0.00,0.00,1
3.065,0.0176,-0.0469,0.8828,-0.1523,8.3125,0.06,0.00,0.00,1
3.084,-0.0137,0.0176,2.2617,-0.0391,9.9219,0.06,0.00,0.00,1
3.097,0.0020,-0.0312,1.8008,-0.6914,10.0742,0.06,0.00,0.00,1
3.115,-0.0020,0.0879,1.1094,-1.0742,8.8477,0.06,0.00,0.00,1
3.131,0.0078,-0.0176,2.5273,-0.8047,10.4531,0.06,0.00,0.00,1
3.148,-0.0059,0.0742,-0.3047,-0.7266,7.0859,0.06,0.00,0.00,1
3.165,-0.0039,-0.0703,1.4570,-0.3437,8.9648,0.06,0.00,0.00,1
3.183,0.0156,-0.0527,2.4141,-0.4609,10.8789,0.06,0.00,0.00,1
3.205,-0.0020,0.0547,2.5664,-1.1875,11.3008,0.06,0.11,0.00,1
3.216,0.0039,0.0527,2.5664,-1.1875,11.3008,0.06,0.11,0.00,1
3.233,0.0176,0.1348,-0.5352,-0.6133,6.4727,0.11,0.11,0.11,1
3.254,-0.0059,-0.0156,2.5273,-0.6914,10.6484,0.11,11.29,0.11,1
3.268,0.0156,0.0859,-0.6133,-0.6914,6.4687,0.11,11.29,0.11,1
3.285,0.0098,0.0605,2.8711,-0.0391,11.1875,0.11,11.29,13.54,1
3.301,-0.0020,-0.1816,0.0000,0.0781,7.2070,0.11,11.29,13.54,1
3.318,0.0195,0.1152,2.2969,-0.4219,10.6133,0.11,14.03,13.54,1
3.335,-0.0039,0.0547,2.4883,-0.5742,10.8750,0.11,14.03,16.23,1
3.352,-0.0176,-0.1621,-0.5742,-1.3789,6.4687,0.11,14.03,16.23,1
3.371,-0.0156,0.0957,2.6445,-1.7227,10.7266,0.11,15.71,16.23,1
3.386,-0.0039,-0.1914,-0.0781,-0.5742,6.8242,0.11,15.71,17.44,1
3.403,-0.0156,-0.0469,2.2617,-0.6523,10.4531,0.11,18.09,17.44,1
3.424,-0.0020,0.0312,-0.4219,-0.1523,7.0508,0.11,18.09,17.44,1
3.441,0.0078,-0.0312,2.5273,-1.0742,10.4531,0.61,18.09,19.59,1
3.454,-0.0117,-0.0566,0.8438,-0.5742,7.6953,0.61,19.23,19.59,1
3.473,-0.0098,-0.0547,1.6094,-0.8438,9.4258,0.61,19.23,20.93,1
3.488,-0.0078,0.0273,2.5664,-1.7227,10.0742,0.61,21.33,20.93,1
3.506,0.0078,-0.1973,1.1875,-1.7617,8.6211,0.61,21.33,22.91,1
3.522,0.0059,0.1582,1.8398,0.2695,8.8867,0.61,21.33,22.91,1
3.542,0.0059,0.0293,2.8359,-0.2305,10.0039,0.61,22.78,24.20,1
3.556,-0.0117,-0.0215,1.8789,-0.8438,10.1094,0.61,22.78,24.20,1
3.573,0.0000,-0.1172,1.7617,-0.0391,8.5820,0.61,24.67,26.18,1
3.595,0.0039,0.0781,0.4961,-0.8047,6.8516,0.61,24.67,26.18,1
3.607,-0.0137,-0.2090,0.4961,-0.8047,6.8516,0.61,25.89,27.49,1
3.625,0.0020,-0.0801,2.8711,-0.3047,11.4922,0.61,25.89,27.49,1
3.645,0.0098,0.0117,0.8047,-0.6914,8.0820,1.07,27.65,28.96,1
3.658,0.0059,0.0449,2.8711,-1.8789,9.9609,1.07,27.65,28.96,1
3.675,0.0098,-0.1406,0.4219,-0.3047,6.6680,1.07,29.11,30.81,1
3.692,-0.0352,-0.1270,2.1836,0.0391,9.5000,1.07,30.31,30.81,1
3.709,0.0098,0.1035,3.4102,-1.5703,11.9570,1.07,30.31,32.51,1
3.726,-0.0215,-0.0410,1.9141,-1.1094,8.3945,1.07,31.94,32.89,1
3.743,0.0000,-0.1133,1.8398,-0.0781,8.4648,1.07,31.94,32.89,1
3.761,0.0234,-0.0332,3.0664,0.1914,9.2695,1.07,33.53,35.24,1
3.777,-0.0156,0.0977,3.4492,-0.9570,12.1445,1.07,34.39,35.53,1
3.796,0.0176,-0.0684,2.5664,0.3437,8.9219,1.07,34.39,35.53,1
3.814,0.0098,-0.0098,1.6484,-0.4219,8.1602,1.07,36.07,37.44,1
3.828,0.0137,0.0312,2.8359,-1.1094,10.0742,1.07,36.07,37.44,1
3.845,0.0410,0.0508,3.3320,-2.1055,11.2227,1.83,36.64,38.09,1
3.862,-0.0059,-0.1094,1.1094,0.7266,7.3125,1.83,38.64,39.84,1
3.881,-0.0430,0.1191,2.2969,-0.3828,9.1602,1.83,39.40,40.65,1
3.896,0.0059,-0.0430,2.2227,-1.1094,8.8828,1.83,39.40,42.28,1
3.914,-0.0312,0.0215,2.5664,-0.9180,9.7305,1.83,40.77,42.28,1
3.931,0.0312,-0.1094,2.2617,-1.2266,9.2305,1.83,41.55,42.50,1
3.947,-0.0293,0.1133,3.3711,-0.8047,10.5312,1.83,43.30,44.69,1
3.964,0.0117,-0.1348,0.8828,-0.1914,7.2031,1.83,43.48,44.90,1
3.984,0.0176,-0.1074,3.7148,-0.4961,12.4844,1.83,43.48,44.90,1
3.998,-0.0078,0.0957,0.8438,-0.8047,6.8945,1.83,45.27,46.65,1
4.015,0.0195,0.1113,3.1016,-1.3008,10.2305,1.83,45.95,46.73,1
4.033,0.0117,-0.1602,1.2266,-0.3828,7.8906,1.83,47.10,48.67,1
4.049,0.0234,0.0332,2.4531,-1.5703,9.1562,3.52,48.10,49.26,1
4.067,0.0020,0.0684,2.3750,0.0000,10.1523,3.52,49.49,51.03,1
4.083,-0.0039,0.0137,1.9141,0.3437,8.9609,3.52,49.49,51.30,1
4.102,-0.0195,-0.0352,2.6055,-0.0781,10.0039,3.52,49.59,52.44,1
4.117,-0.0059,0.0352,2.7187,-1.3398,8.5391,3.52,51.21,53.06,1
4.134,-0.0020,0.0898,2.3359,-1.5313,10.2305,3.52,51.34,54.62,1
4.155,0.0000,-0.1465,3.7148,-1.6484,10.5312,3.52,53.01,54.91,1
4.172,-0.0020,0.0664,0.8047,-0.8438,7.8516,3.52,53.87,56.20,1
4.185,0.0293,0.0312,3.7930,1.2266,9.4609,3.52,54.86,56.20,1
4.203,0.0059,0.0273,3.2187,0.1133,12.4492,3.52,55.22,56.65,1
4.219,0.0059,0.0352,0.5742,-0.2305,7.0469,3.52,56.22,58.74,1
4.236,-0.0078,0.0664,2.9492,-2.7578,10.0352,5.43,57.61,59.77,1
4.253,0.0195,-0.1270,0.5352,-0.4961,7.5117,5.43,58.31,60.53,1
4.271,-0.0039,-0.0527,2.7187,0.2695,9.3086,5.43,58.38,61.50,1
4.287,0.0059,0.0781,3.3711,-0.8828,11.4961,5.43,60.03,61.83,1
4.304,0.0078,0.1094,1.9531,-0.6914,8.4219,5.43,61.05,63.26,1
4.324,-0.0039,-0.1309,3.4102,0.9180,9.1562,5.43,61.63,64.18,1
4.343,-0.0293,-0.0937,2.5273,-1.4180,10.0352,5.43,62.40,64.54,1
4.356,-0.0117,0.0918,1.3789,-2.3359,7.8516,5.43,63.36,65.72,1
4.374,0.0039,0.0195,3.8672,-1.4922,10.4180,5.43,63.83,66.49,1
4.389,0.0078,0.0254,1.1094,-0.4961,8.6992,5.43,65.27,68.01,1
4.406,-0.0078,0.0156,2.9102,-0.1523,9.0781,5.43,66.64,68.38,1
4.423,0.0059,0.0918,3.0273,0.3828,10.9180,5.43,66.90,69.64,1
4.441,0.0117,0.0273,1.1875,0.1133,7.3164,8.76,67.25,69.68,1
4.457,-0.0059,-0.1230,2.2227,-0.9570,9.0430,8.76,67.93,71.05,1
4.474,0.0215,0.0137,1.7617,-1.9922,8.6172,8.76,70.16,72.03,1
4.491,0.0176,0.0898,2.7969,-1.0352,9.2305,8.76,71.10,72.77,1
4.508,0.0039,-0.0273,2.1055,-0.3437,9.7305,8.76,71.51,73.19,1
4.528,0.0039,-0.0566,1.4180,-0.0781,8.7383,8.76,71.66,74.48,1
4.543,-0.0352,0.0469,3.7930,-0.3437,8.5391,8.76,73.43,75.98,1
4.562,0.0273,0.0625,3.6758,-2.2227,11.3750,8.76,73.66,76.32,1
4.576,0.0156,-0.0352,2.6445,-0.5742,12.8711,8.76,74.48,78.56,1
4.593,0.0195,-0.0215,1.7227,-1.2266,9.0430,8.76,74.66,78.56,1
4.611,-0.0293,0.0977,0.5742,-1.6484,8.4648,8.76,75.53,78.57,1
4.627,0.0117,-0.0937,0.3437,1.4922,3.7539,8.76,76.83,79.80,1
4.645,-0.0215,0.0703,3.2578,1.0742,12.4883,10.96,78.52,79.80,1
4.662,0.0117,0.0391,3.3320,-2.6797,11.4180,10.96,78.52,81.86,1
4.678,-0.0215,0.0176,0.8828,-3.3711,11.0703,10.96,78.52,81.99,1
4.695,0.0430,-0.1641,1.1094,1.4180,4.4453,10.96,80.09,82.21,1
4.714,-0.0430,-0.0820,0.9570,-1.7617,9.6914,10.96,80.30,82.88,1
4.731,0.0000,-0.0918,2.6055,-4.0625,10.5703,10.96,80.73,84.60,1
4.746,-0.0020,0.0605,1.9531,-1.4570,8.5000,10.96,81.85,85.05,1
4.763,0.0156,-0.1484,2.2969,3.8672,8.0430,10.96,82.20,85.05,1
4.782,0.0078,-0.2480,-0.7656,-1.0352,8.3555,10.96,82.55,86.76,1
4.797,-0.0312,0.0723,3.4492,-3.7148,10.9180,10.96,83.84,86.85,1
4.814,0.0469,0.2930,2.8711,-1.9531,10.7656,10.96,84.82,88.06,1
4.832,0.0059,0.0547,0.0391,3.9062,5.9023,10.96,84.82,88.06,1
4.848,-0.0449,-0.0996,-0.3047,-0.3047,7.8164,12.50,86.11,89.60,1
4.865,0.0059,-0.0625,5.1719,-3.3320,12.4102,12.50,86.11,89.61,1
4.885,-0.0020,-0.0605,-1.6094,1.3789,3.6719,12.50,87.63,90.83,1
4.902,-0.0410,0.2363,0.5742,0.0000,9.2695,12.50,88.04,90.83,1
4.916,0.0117,-0.2344,5.6680,-3.7930,13.0234,12.50,89.41,91.80,1
4.935,-0.0430,-0.2207,3.0664,-1.4922,11.5352,12.50,89.61,92.24,1
4.952,0.0234,-0.3164,-2.6055,2.3750,2.8008,12.50,90.83,93.07,1
4.967,-0.0039,0.4102,-0.5352,-0.1523,8.3945,12.50,90.83,94.06,1
4.984,0.0391,0.2754,6.7812,-4.0234,15.5469,12.50,90.96,94.06,1
5.002,0.0195,0.4590,2.8711,-1.2266,10.3828,12.50,91.63,94.18,1
5.018,0.0293,-0.4258,-2.2617,3.2187,4.0977,12.50,92.27,95.67,1
5.035,-0.0352,-0.4551,-1.9531,-1.1094,6.8203,14.37,92.53,96.37,1
5.055,-0.0137,-0.2266,3.0273,-0.2695,9.2695,14.37,93.07,97.25,1
5.069,-0.0176,0.2305,3.0273,-0.2695,9.2695,14.37,93.34,97.62,1
5.086,-0.0391,0.3516,-1.1875,-2.5664,6.2461,14.37,94.14,98.02,1
5.104,0.0527,0.1836,1.9141,-4.0625,11.6836,14.37,94.14,98.42,1
5.122,-0.0117,-0.0801,0.9180,1.4180,7.0469,14.37,95.16,99.03,1
5.137,0.0742,-0.0156,3.8672,4.0234,11.6445,14.37,95.16,99.90,1
5.154,-0.0254,-0.0098,2.7969,-3.7539,10.1133,14.37,95.60,100.13,1
5.172,-0.0449,0.1797,0.9961,-4.6367,9.2695,14.37,96.57,101.15,1
5.188,-0.0039,-0.1836,-0.4219,2.0312,7.0469,14.37,97.96,102.08,1
5.205,-0.0586,-0.2539,-0.5742,2.8711,6.9297,14.37,98.15,102.08,1
